strategy,code,name,rank,score,close,status,r7_exposure,risk_on
R7,8227,巨有科技,1,0.9929820117334073,239.0,FORMAL_BUY,0.2,True
R7,3441,聯一光,2,0.9735902852889435,166.0,FORMAL_BUY,0.2,True
R7,2305,全友,3,0.9725846127353102,41.05,FORMAL_BUY,0.2,True
R7,6620,漢達,4,0.9660470999574261,124.0,PREP_HARD_CANDIDATE,0.2,True
R7,3229,晟鈦,5,0.9592472361407539,67.5,PREP_HARD_CANDIDATE,0.2,True
R7,5314,世紀*,6,0.9549970679556777,42.15,PREP_HARD_CANDIDATE,0.2,True
R7,2801,彰銀,7,0.9532577206725871,27.9,PREP_HARD_CANDIDATE,0.2,True
R7,3354,律勝,8,0.953254205618,29.85,PREP_HARD_CANDIDATE,0.2,True
R7,6179,亞通,9,0.9472903144848409,35.75,PREP_HARD_CANDIDATE,0.2,True
R7,6538,倉和,10,0.9465709682792146,368.0,PREP_HARD_CANDIDATE,0.2,True
R7,5876,上海商銀,11,0.9373948610001308,48.65,PREP_HARD_CANDIDATE,0.2,True
R7,6426,統新,12,0.9367629313732528,302.0,PREP_HARD_CANDIDATE,0.2,True
R7,6416,瑞祺電通,13,0.9366655197186152,115.5,PREP_HARD_CANDIDATE,0.2,True
R7,2883,凱基金,14,0.9260806231174247,37.85,PREP_HARD_CANDIDATE,0.2,True
R7,1569,濱川,15,0.9251567127889223,50.6,PREP_HARD_CANDIDATE,0.2,True
R7,3406,玉晶光,16,0.9217322297818552,1060.0,PREP_HARD_CANDIDATE,0.2,True
R7,2409,友達,17,0.917172535134055,30.2,PREP_HARD_CANDIDATE,0.2,True
R7,2892,第一金,18,0.9146348114801405,38.9,PREP_HARD_CANDIDATE,0.2,True
R7,2617,台航,19,0.9107271022586566,33.65,PREP_HARD_CANDIDATE,0.2,True
R7,3693,營邦,20,0.9090477603408779,663.0,PREP_HARD_CANDIDATE,0.2,True
R7,1815,富喬,21,0.9053403396009867,127.5,PREP_HARD_CANDIDATE,0.2,True
R7,6218,豪勉,22,0.9042156193896069,44.9,PREP_HARD_CANDIDATE,0.2,True
R7,1560,中砂,23,0.9015698407516096,790.0,PREP_HARD_CANDIDATE,0.2,True
R7,2855,統一證,24,0.9005502190137196,51.9,PREP_HARD_CANDIDATE,0.2,True
R7,6227,茂綸,25,0.8995513589412262,127.5,PREP_HARD_CANDIDATE,0.2,True
R7,5880,合庫金,26,0.8962536197283398,27.2,PREP_HARD_CANDIDATE,0.2,True
R7,4908,前鼎,27,0.8939790998355451,237.5,PREP_HARD_CANDIDATE,0.2,True
R7,3055,蔚華科,28,0.889755252365584,154.5,PREP_HARD_CANDIDATE,0.2,True
R7,2880,華南金,29,0.8863919491614611,45.85,PREP_HARD_CANDIDATE,0.2,True
R7,2889,國票金,30,0.8859974147944867,16.75,PREP_HARD_CANDIDATE,0.2,True
R7,2338,光罩,31,0.8832979336671214,47.75,PREP_HARD_CANDIDATE,0.2,True
R7,5464,霖宏,32,0.8825430239320998,89.1,PREP_HARD_CANDIDATE,0.2,True
R7,2887,台新新光金,33,0.8818364491420592,42.65,PREP_HARD_CANDIDATE,0.2,True
R7,2890,永豐金,34,0.8774401598171845,43.7,PREP_HARD_CANDIDATE,0.2,True
R7,2033,佳大,35,0.8754349909008365,28.4,PREP_HARD_CANDIDATE,0.2,True
R7,2812,台中銀,36,0.8748022970861108,19.5,PREP_HARD_CANDIDATE,0.2,True
R7,3029,零壹,37,0.8739905702918901,116.5,PREP_HARD_CANDIDATE,0.2,True
R7,3141,晶宏,38,0.8739312074981154,90.8,PREP_HARD_CANDIDATE,0.2,True
R7,6224,聚鼎,39,0.873293737465533,87.5,PREP_HARD_CANDIDATE,0.2,True
R7,2834,臺企銀,40,0.8655138572594038,18.0,PREP_HARD_CANDIDATE,0.2,True
R7,2820,華票,41,0.8611411848188105,17.4,PREP_HARD_CANDIDATE,0.2,True
R7,6505,台塑化,42,0.8602178415065693,83.6,PREP_HARD_CANDIDATE,0.2,True
R7,2897,王道銀行,43,0.8598692964379869,11.0,PREP_HARD_CANDIDATE,0.2,True
R7,4576,大銀微系統,44,0.859637859126702,242.0,PREP_HARD_CANDIDATE,0.2,True
R7,2851,中再保,45,0.8586728650917036,47.15,PREP_HARD_CANDIDATE,0.2,True
R7,7711,永擎,46,0.8575588591426486,531.0,PREP_HARD_CANDIDATE,0.2,True
R7,2030,彰源,47,0.8550525267025285,23.5,PREP_HARD_CANDIDATE,0.2,True
R7,3374,精材,48,0.8533893500898118,463.5,PREP_HARD_CANDIDATE,0.2,True
R7,2221,大甲,49,0.8527416764253891,95.4,PREP_HARD_CANDIDATE,0.2,True
R7,2412,中華電,50,0.8519901509008659,140.5,PREP_HARD_CANDIDATE,0.2,True
R7,3006,晶豪科,51,0.851418680761869,290.5,PREP_HARD_CANDIDATE,0.2,True
R7,2413,環科,52,0.8501482185450674,50.2,PREP_HARD_CANDIDATE,0.2,True
R7,4961,天鈺,53,0.8496739865545899,170.0,PREP_HARD_CANDIDATE,0.2,True
R7,5386,青雲,54,0.8478949500579179,318.0,PREP_HARD_CANDIDATE,0.2,True
R7,3324,雙鴻,55,0.8452788714194377,1360.0,PREP_HARD_CANDIDATE,0.2,True
R7,6834,天二科技,56,0.8450853219689765,108.0,PREP_HARD_CANDIDATE,0.2,True
R7,8111,立碁,57,0.844737442498504,71.7,PREP_HARD_CANDIDATE,0.2,True
R7,1326,台化,58,0.8417324327390139,70.2,PREP_HARD_CANDIDATE,0.2,True
R7,2886,兆豐金,59,0.8416237380416396,51.7,PREP_HARD_CANDIDATE,0.2,True
R7,3167,大量,60,0.8412374060497473,828.0,PREP_HARD_CANDIDATE,0.2,True
R7,2455,全新,61,0.83985544679081,515.0,PREP_HARD_CANDIDATE,0.2,True
R7,4770,上品,62,0.8392528325367782,231.0,PREP_HARD_CANDIDATE,0.2,True
R7,2303,聯電,63,0.8389988756425042,140.5,PREP_HARD_CANDIDATE,0.2,True
R7,2354,鴻準,64,0.8369775029843716,65.7,PREP_HARD_CANDIDATE,0.2,True
R7,2845,遠東銀,65,0.8362673260884631,13.7,PREP_HARD_CANDIDATE,0.2,True
R7,3045,台灣大,66,0.8339787328210078,121.0,PREP_HARD_CANDIDATE,0.2,True
R7,3234,光環,67,0.8327276954722104,187.5,PREP_HARD_CANDIDATE,0.2,True
R7,6739,竹陞科技,68,0.83207466263715,1270.0,PREP_HARD_CANDIDATE,0.2,True
R7,6510,精測,69,0.83142918411772,3480.0,PREP_HARD_CANDIDATE,0.2,True
R7,7799,禾榮科,70,0.8309349638044999,414.5,PREP_HARD_CANDIDATE,0.2,True
R7,8431,匯鑽科,71,0.8301960550024293,56.9,PREP_HARD_CANDIDATE,0.2,True
R7,2838,聯邦銀,72,0.8292950408309482,21.05,PREP_HARD_CANDIDATE,0.2,True
R7,8103,瀚荃,73,0.8284546425944992,113.0,PREP_HARD_CANDIDATE,0.2,True
R7,2612,中航,74,0.8273513294017859,64.2,PREP_HARD_CANDIDATE,0.2,True
R7,6667,信紘科,75,0.8222156250895257,247.0,PREP_HARD_CANDIDATE,0.2,True
R7,1102,亞泥,76,0.8214475371907165,35.3,PREP_HARD_CANDIDATE,0.2,True
R7,7792,安葆,77,0.8207637634879897,305.5,PREP_HARD_CANDIDATE,0.2,True
R7,5274,信驊,78,0.8207446277554294,17885.0,PREP_HARD_CANDIDATE,0.2,True
R7,6168,宏齊,79,0.8183831596755256,29.45,PREP_HARD_CANDIDATE,0.2,True
R7,4904,遠傳,80,0.8168737784453226,105.5,PREP_HARD_CANDIDATE,0.2,True
R7,6214,精誠,81,0.8145039147844727,188.5,PREP_HARD_CANDIDATE,0.2,True
R7,1709,和益,82,0.8134128296637093,36.2,PREP_HARD_CANDIDATE,0.2,True
R7,2606,裕民,83,0.8122040847411391,76.5,PREP_HARD_CANDIDATE,0.2,True
R7,2881,富邦金,84,0.8090150292199948,148.5,PREP_HARD_CANDIDATE,0.2,True
R7,2885,元大金,85,0.8067177097095081,70.0,PREP_HARD_CANDIDATE,0.2,True
R7,6173,信昌電,86,0.8049314929467234,290.0,PREP_HARD_CANDIDATE,0.2,True
R7,2816,旺旺保,87,0.7969684391258383,39.6,PREP_HARD_CANDIDATE,0.2,True
R7,2426,鼎元,88,0.7952498186344088,97.1,PREP_HARD_CANDIDATE,0.2,True
R7,2609,陽明,89,0.7923461669679691,59.4,PREP_HARD_CANDIDATE,0.2,True
R7,2201,裕隆,90,0.7918424199606564,30.0,PREP_HARD_CANDIDATE,0.2,True
R7,6532,瑞耘,91,0.7913091410469857,93.2,PREP_HARD_CANDIDATE,0.2,True
R7,2605,新興,92,0.7870267991488852,36.5,PREP_HARD_CANDIDATE,0.2,True
R7,3532,台勝科,93,0.7862314230150217,423.0,PREP_HARD_CANDIDATE,0.2,True
R7,4967,十銓,94,0.7826918165242583,280.5,PREP_HARD_CANDIDATE,0.2,True
R7,2520,冠德,95,0.778374361600845,36.45,PREP_HARD_CANDIDATE,0.2,True
R7,2882,國泰金,96,0.777980081181136,110.5,PREP_HARD_CANDIDATE,0.2,True
