trade_date,market,stock_id,name,raw_json
2026-08-26,TPEX,1584,精剛,"{""Date"":""1150826"",""SecuritiesCompanyCode"":""1584"",""CompanyName"":""精剛"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Buy"":""264272"","" Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Sell"":""21000"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Difference"":""243272"",""Foreign Dealers-Total Buy"":""0"",""Foreign Dealers-TotalSell"":""0"",""ForeignDealers-Difference"":""0"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalBuy"":""264272"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalSell"":""21000"",""ForeignInvestorsInclude MainlandAreaInvestors-Difference"":""243272"",""SecuritiesInvestmentTrustCompanies-TotalBuy"":""0"",""SecuritiesInvestmentTrustCompanies-TotalSell"":""0"",""SecuritiesInvestmentTrustCompanies-Difference"":""0"",""Dealers-TotalBuy"":""1000"",""Dealers-TotalSell"":""360"",""Dealers-Difference"":""640"",""Dealers -TotalSell"":""360"",""TotalDifference"":""243912""}"
2026-08-26,TPEX,1586,和勤,"{""Date"":""1150826"",""SecuritiesCompanyCode"":""1586"",""CompanyName"":""和勤"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Buy"":""31000"","" Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Sell"":""63000"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Difference"":""-32000"",""Foreign Dealers-Total Buy"":""0"",""Foreign Dealers-TotalSell"":""0"",""ForeignDealers-Difference"":""0"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalBuy"":""31000"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalSell"":""63000"",""ForeignInvestorsInclude MainlandAreaInvestors-Difference"":""-32000"",""SecuritiesInvestmentTrustCompanies-TotalBuy"":""0"",""SecuritiesInvestmentTrustCompanies-TotalSell"":""0"",""SecuritiesInvestmentTrustCompanies-Difference"":""0"",""Dealers-TotalBuy"":""0"",""Dealers-TotalSell"":""0"",""Dealers-Difference"":""0"",""Dealers -TotalSell"":""0"",""TotalDifference"":""-32000""}"
2026-08-26,TPEX,1591,駿吉-KY,"{""Date"":""1150826"",""SecuritiesCompanyCode"":""1591"",""CompanyName"":""駿吉-KY"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Buy"":""15000"","" Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Sell"":""62264"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Difference"":""-47264"",""Foreign Dealers-Total Buy"":""0"",""Foreign Dealers-TotalSell"":""0"",""ForeignDealers-Difference"":""0"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalBuy"":""15000"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalSell"":""62264"",""ForeignInvestorsInclude MainlandAreaInvestors-Difference"":""-47264"",""SecuritiesInvestmentTrustCompanies-TotalBuy"":""0"",""SecuritiesInvestmentTrustCompanies-TotalSell"":""0"",""SecuritiesInvestmentTrustCompanies-Difference"":""0"",""Dealers-TotalBuy"":""0"",""Dealers-TotalSell"":""0"",""Dealers-Difference"":""0"",""Dealers -TotalSell"":""0"",""TotalDifference"":""-47264""}"
2026-08-26,TPEX,1593,祺驊,"{""Date"":""1150826"",""SecuritiesCompanyCode"":""1593"",""CompanyName"":""祺驊"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Buy"":""1000"","" Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Sell"":""0"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Difference"":""1000"",""Foreign Dealers-Total Buy"":""0"",""Foreign Dealers-TotalSell"":""0"",""ForeignDealers-Difference"":""0"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalBuy"":""1000"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalSell"":""0"",""ForeignInvestorsInclude MainlandAreaInvestors-Difference"":""1000"",""SecuritiesInvestmentTrustCompanies-TotalBuy"":""0"",""SecuritiesInvestmentTrustCompanies-TotalSell"":""0"",""SecuritiesInvestmentTrustCompanies-Difference"":""0"",""Dealers-TotalBuy"":""904"",""Dealers-TotalSell"":""0"",""Dealers-Difference"":""904"",""Dealers -TotalSell"":""0"",""TotalDifference"":""1904""}"
2026-08-26,TPEX,1595,川寶,"{""Date"":""1150826"",""SecuritiesCompanyCode"":""1595"",""CompanyName"":""川寶"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Buy"":""93000"","" Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Sell"":""41000"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Difference"":""52000"",""Foreign Dealers-Total Buy"":""0"",""Foreign Dealers-TotalSell"":""0"",""ForeignDealers-Difference"":""0"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalBuy"":""93000"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalSell"":""41000"",""ForeignInvestorsInclude MainlandAreaInvestors-Difference"":""52000"",""SecuritiesInvestmentTrustCompanies-TotalBuy"":""0"",""SecuritiesInvestmentTrustCompanies-TotalSell"":""0"",""SecuritiesInvestmentTrustCompanies-Difference"":""0"",""Dealers-TotalBuy"":""1298"",""Dealers-TotalSell"":""196"",""Dealers-Difference"":""1102"",""Dealers -TotalSell"":""196"",""TotalDifference"":""53102""}"
2026-08-26,TPEX,1599,宏佳騰,"{""Date"":""1150826"",""SecuritiesCompanyCode"":""1599"",""CompanyName"":""宏佳騰"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Buy"":""1000"","" Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Sell"":""1000"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Difference"":""0"",""Foreign Dealers-Total Buy"":""0"",""Foreign Dealers-TotalSell"":""0"",""ForeignDealers-Difference"":""0"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalBuy"":""1000"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalSell"":""1000"",""ForeignInvestorsInclude MainlandAreaInvestors-Difference"":""0"",""SecuritiesInvestmentTrustCompanies-TotalBuy"":""0"",""SecuritiesInvestmentTrustCompanies-TotalSell"":""0"",""SecuritiesInvestmentTrustCompanies-Difference"":""0"",""Dealers-TotalBuy"":""0"",""Dealers-TotalSell"":""0"",""Dealers-Difference"":""0"",""Dealers -TotalSell"":""0"",""TotalDifference"":""0""}"
2026-08-26,TPEX,1742,台蠟,"{""Date"":""1150826"",""SecuritiesCompanyCode"":""1742"",""CompanyName"":""台蠟"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Buy"":""3000"","" Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Sell"":""3000"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Difference"":""0"",""Foreign Dealers-Total Buy"":""0"",""Foreign Dealers-TotalSell"":""0"",""ForeignDealers-Difference"":""0"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalBuy"":""3000"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalSell"":""3000"",""ForeignInvestorsInclude MainlandAreaInvestors-Difference"":""0"",""SecuritiesInvestmentTrustCompanies-TotalBuy"":""0"",""SecuritiesInvestmentTrustCompanies-TotalSell"":""0"",""SecuritiesInvestmentTrustCompanies-Difference"":""0"",""Dealers-TotalBuy"":""0"",""Dealers-TotalSell"":""0"",""Dealers-Difference"":""0"",""Dealers -TotalSell"":""0"",""TotalDifference"":""0""}"
2026-08-26,TPEX,1777,生泰,"{""Date"":""1150826"",""SecuritiesCompanyCode"":""1777"",""CompanyName"":""生泰"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Buy"":""1000"","" Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Sell"":""0"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Difference"":""1000"",""Foreign Dealers-Total Buy"":""0"",""Foreign Dealers-TotalSell"":""0"",""ForeignDealers-Difference"":""0"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalBuy"":""1000"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalSell"":""0"",""ForeignInvestorsInclude MainlandAreaInvestors-Difference"":""1000"",""SecuritiesInvestmentTrustCompanies-TotalBuy"":""0"",""SecuritiesInvestmentTrustCompanies-TotalSell"":""0"",""SecuritiesInvestmentTrustCompanies-Difference"":""0"",""Dealers-TotalBuy"":""0"",""Dealers-TotalSell"":""172"",""Dealers-Difference"":""-172"",""Dealers -TotalSell"":""172"",""TotalDifference"":""828""}"
2026-08-26,TPEX,1780,立弘,"{""Date"":""1150826"",""SecuritiesCompanyCode"":""1780"",""CompanyName"":""立弘"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Buy"":""1000"","" Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Sell"":""14000"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Difference"":""-13000"",""Foreign Dealers-Total Buy"":""0"",""Foreign Dealers-TotalSell"":""0"",""ForeignDealers-Difference"":""0"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalBuy"":""1000"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalSell"":""14000"",""ForeignInvestorsInclude MainlandAreaInvestors-Difference"":""-13000"",""SecuritiesInvestmentTrustCompanies-TotalBuy"":""0"",""SecuritiesInvestmentTrustCompanies-TotalSell"":""0"",""SecuritiesInvestmentTrustCompanies-Difference"":""0"",""Dealers-TotalBuy"":""0"",""Dealers-TotalSell"":""0"",""Dealers-Difference"":""0"",""Dealers -TotalSell"":""0"",""TotalDifference"":""-13000""}"
2026-08-26,TPEX,1784,訊聯,"{""Date"":""1150826"",""SecuritiesCompanyCode"":""1784"",""CompanyName"":""訊聯"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Buy"":""62000"","" Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Sell"":""17040"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Difference"":""44960"",""Foreign Dealers-Total Buy"":""0"",""Foreign Dealers-TotalSell"":""0"",""ForeignDealers-Difference"":""0"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalBuy"":""62000"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalSell"":""17040"",""ForeignInvestorsInclude MainlandAreaInvestors-Difference"":""44960"",""SecuritiesInvestmentTrustCompanies-TotalBuy"":""0"",""SecuritiesInvestmentTrustCompanies-TotalSell"":""0"",""SecuritiesInvestmentTrustCompanies-Difference"":""0"",""Dealers-TotalBuy"":""247"",""Dealers-TotalSell"":""1519"",""Dealers-Difference"":""-1272"",""Dealers -TotalSell"":""1519"",""TotalDifference"":""43688""}"
