r05_rank,code,name,close,r05_score,r20,amount_ratio,ma20gap,prior60_position,clvflow10,clvflow5,Foreign3D,Foreign10D,Trust5D,t1_limit
1,1102,亞泥,35.2,0.5749041824110778,0.07317073170731736,1.1403992531723512,0.05405000748615074,-0.03693570451436379,0.3960484051414718,0.4233390098382252,8887807.0,41954293.0,80665.0,35.0
2,2504,國產,32.1,0.3888012039681282,0.017432646592709933,1.0183641892653479,0.03290161692542837,-0.13709677419354838,0.018263774513917856,0.13299842897116565,658797.0,151175.0,-3000.0,31.9
