trade_date,market,stock_id,name,foreign_buy,foreign_sell,foreign_net,trust_buy,trust_sell,trust_net,dealer_buy,dealer_sell,dealer_net,raw_json
2026-09-01,TWSE,0050,元大台灣50      ,45310271,6254774,39055497,0,0,0,32506452,1502764,38655688,"{""證券代號"":""0050"",""證券名稱"":""元大台灣50      "",""外陸資買進股數(不含外資自營商)"":""45,310,271"",""外陸資賣出股數(不含外資自營商)"":""6,254,774"",""外陸資買賣超股數(不含外資自營商)"":""39,055,497"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""0"",""投信賣出股數"":""0"",""投信買賣超股數"":""0"",""自營商買賣超股數"":""38,655,688"",""自營商買進股數(自行買賣)"":""8,146,000"",""自營商賣出股數(自行買賣)"":""494,000"",""自營商買賣超股數(自行買賣)"":""7,652,000"",""自營商買進股數(避險)"":""32,506,452"",""自營商賣出股數(避險)"":""1,502,764"",""自營商買賣超股數(避險)"":""31,003,688"",""三大法人買賣超股數"":""77,711,185""}"
2026-09-01,TWSE,1326,台化            ,68755017,24454210,44300807,99000,0,99000,1046802,1320958,-67842,"{""證券代號"":""1326"",""證券名稱"":""台化            "",""外陸資買進股數(不含外資自營商)"":""68,755,017"",""外陸資賣出股數(不含外資自營商)"":""24,454,210"",""外陸資買賣超股數(不含外資自營商)"":""44,300,807"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""99,000"",""投信賣出股數"":""0"",""投信買賣超股數"":""99,000"",""自營商買賣超股數"":""-67,842"",""自營商買進股數(自行買賣)"":""1,053,314"",""自營商賣出股數(自行買賣)"":""847,000"",""自營商買賣超股數(自行買賣)"":""206,314"",""自營商買進股數(避險)"":""1,046,802"",""自營商賣出股數(避險)"":""1,320,958"",""自營商買賣超股數(避險)"":""-274,156"",""三大法人買賣超股數"":""44,331,965""}"
2026-09-01,TWSE,2887,台新新光金      ,57187466,32641146,24546320,7527000,143748,7383252,1211641,1370235,-282597,"{""證券代號"":""2887"",""證券名稱"":""台新新光金      "",""外陸資買進股數(不含外資自營商)"":""57,187,466"",""外陸資賣出股數(不含外資自營商)"":""32,641,146"",""外陸資買賣超股數(不含外資自營商)"":""24,546,320"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""7,527,000"",""投信賣出股數"":""143,748"",""投信買賣超股數"":""7,383,252"",""自營商買賣超股數"":""-282,597"",""自營商買進股數(自行買賣)"":""950,997"",""自營商賣出股數(自行買賣)"":""1,075,000"",""自營商買賣超股數(自行買賣)"":""-124,003"",""自營商買進股數(避險)"":""1,211,641"",""自營商賣出股數(避險)"":""1,370,235"",""自營商買賣超股數(避險)"":""-158,594"",""三大法人買賣超股數"":""31,646,975""}"
2026-09-01,TWSE,1101,台泥            ,58160985,35518888,22642097,0,1000,-1000,975655,74977,912497,"{""證券代號"":""1101"",""證券名稱"":""台泥            "",""外陸資買進股數(不含外資自營商)"":""58,160,985"",""外陸資賣出股數(不含外資自營商)"":""35,518,888"",""外陸資買賣超股數(不含外資自營商)"":""22,642,097"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""0"",""投信賣出股數"":""1,000"",""投信買賣超股數"":""-1,000"",""自營商買賣超股數"":""912,497"",""自營商買進股數(自行買賣)"":""150,819"",""自營商賣出股數(自行買賣)"":""139,000"",""自營商買賣超股數(自行買賣)"":""11,819"",""自營商買進股數(避險)"":""975,655"",""自營商賣出股數(避險)"":""74,977"",""自營商買賣超股數(避險)"":""900,678"",""三大法人買賣超股數"":""23,553,594""}"
2026-09-01,TWSE,2883,凱基金          ,38578719,19616947,18961772,1661000,741237,919763,368915,436591,-237327,"{""證券代號"":""2883"",""證券名稱"":""凱基金          "",""外陸資買進股數(不含外資自營商)"":""38,578,719"",""外陸資賣出股數(不含外資自營商)"":""19,616,947"",""外陸資買賣超股數(不含外資自營商)"":""18,961,772"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""1,661,000"",""投信賣出股數"":""741,237"",""投信買賣超股數"":""919,763"",""自營商買賣超股數"":""-237,327"",""自營商買進股數(自行買賣)"":""173,349"",""自營商賣出股數(自行買賣)"":""343,000"",""自營商買賣超股數(自行買賣)"":""-169,651"",""自營商買進股數(避險)"":""368,915"",""自營商賣出股數(避險)"":""436,591"",""自營商買賣超股數(避險)"":""-67,676"",""三大法人買賣超股數"":""19,644,208""}"
2026-09-01,TWSE,8150,南茂            ,27309974,9936505,17373469,0,4000,-4000,641971,166715,1083256,"{""證券代號"":""8150"",""證券名稱"":""南茂            "",""外陸資買進股數(不含外資自營商)"":""27,309,974"",""外陸資賣出股數(不含外資自營商)"":""9,936,505"",""外陸資買賣超股數(不含外資自營商)"":""17,373,469"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""0"",""投信賣出股數"":""4,000"",""投信買賣超股數"":""-4,000"",""自營商買賣超股數"":""1,083,256"",""自營商買進股數(自行買賣)"":""775,000"",""自營商賣出股數(自行買賣)"":""167,000"",""自營商買賣超股數(自行買賣)"":""608,000"",""自營商買進股數(避險)"":""641,971"",""自營商賣出股數(避險)"":""166,715"",""自營商買賣超股數(避險)"":""475,256"",""三大法人買賣超股數"":""18,452,725""}"
2026-09-01,TWSE,1301,台塑            ,32449392,16849356,15600036,3000,1035000,-1032000,2544303,380001,2499138,"{""證券代號"":""1301"",""證券名稱"":""台塑            "",""外陸資買進股數(不含外資自營商)"":""32,449,392"",""外陸資賣出股數(不含外資自營商)"":""16,849,356"",""外陸資買賣超股數(不含外資自營商)"":""15,600,036"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""3,000"",""投信賣出股數"":""1,035,000"",""投信買賣超股數"":""-1,032,000"",""自營商買賣超股數"":""2,499,138"",""自營商買進股數(自行買賣)"":""732,936"",""自營商賣出股數(自行買賣)"":""398,100"",""自營商買賣超股數(自行買賣)"":""334,836"",""自營商買進股數(避險)"":""2,544,303"",""自營商賣出股數(避險)"":""380,001"",""自營商買賣超股數(避險)"":""2,164,302"",""三大法人買賣超股數"":""17,067,174""}"
2026-09-01,TWSE,2892,第一金          ,26631307,11340663,15290644,3535000,2589743,945257,216419,127743,98793,"{""證券代號"":""2892"",""證券名稱"":""第一金          "",""外陸資買進股數(不含外資自營商)"":""26,631,307"",""外陸資賣出股數(不含外資自營商)"":""11,340,663"",""外陸資買賣超股數(不含外資自營商)"":""15,290,644"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""3,535,000"",""投信賣出股數"":""2,589,743"",""投信買賣超股數"":""945,257"",""自營商買賣超股數"":""98,793"",""自營商買進股數(自行買賣)"":""387,000"",""自營商賣出股數(自行買賣)"":""376,883"",""自營商買賣超股數(自行買賣)"":""10,117"",""自營商買進股數(避險)"":""216,419"",""自營商賣出股數(避險)"":""127,743"",""自營商買賣超股數(避險)"":""88,676"",""三大法人買賣超股數"":""16,334,694""}"
2026-09-01,TWSE,0052,富邦科技        ,11449302,903863,10545439,0,0,0,5861818,636000,5599818,"{""證券代號"":""0052"",""證券名稱"":""富邦科技        "",""外陸資買進股數(不含外資自營商)"":""11,449,302"",""外陸資賣出股數(不含外資自營商)"":""903,863"",""外陸資買賣超股數(不含外資自營商)"":""10,545,439"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""0"",""投信賣出股數"":""0"",""投信買賣超股數"":""0"",""自營商買賣超股數"":""5,599,818"",""自營商買進股數(自行買賣)"":""879,000"",""自營商賣出股數(自行買賣)"":""505,000"",""自營商買賣超股數(自行買賣)"":""374,000"",""自營商買進股數(避險)"":""5,861,818"",""自營商賣出股數(避險)"":""636,000"",""自營商買賣超股數(避險)"":""5,225,818"",""三大法人買賣超股數"":""16,145,257""}"
2026-09-01,TWSE,2317,鴻海            ,21857285,8383158,13474127,988000,289237,698763,623579,78742,937747,"{""證券代號"":""2317"",""證券名稱"":""鴻海            "",""外陸資買進股數(不含外資自營商)"":""21,857,285"",""外陸資賣出股數(不含外資自營商)"":""8,383,158"",""外陸資買賣超股數(不含外資自營商)"":""13,474,127"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""988,000"",""投信賣出股數"":""289,237"",""投信買賣超股數"":""698,763"",""自營商買賣超股數"":""937,747"",""自營商買進股數(自行買賣)"":""607,000"",""自營商賣出股數(自行買賣)"":""214,090"",""自營商買賣超股數(自行買賣)"":""392,910"",""自營商買進股數(避險)"":""623,579"",""自營商賣出股數(避險)"":""78,742"",""自營商買賣超股數(避險)"":""544,837"",""三大法人買賣超股數"":""15,110,637""}"
2026-09-01,TWSE,2886,兆豐金          ,23461450,7284504,16176946,2370000,3937583,-1567583,44296,497638,-487869,"{""證券代號"":""2886"",""證券名稱"":""兆豐金          "",""外陸資買進股數(不含外資自營商)"":""23,461,450"",""外陸資賣出股數(不含外資自營商)"":""7,284,504"",""外陸資買賣超股數(不含外資自營商)"":""16,176,946"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""2,370,000"",""投信賣出股數"":""3,937,583"",""投信買賣超股數"":""-1,567,583"",""自營商買賣超股數"":""-487,869"",""自營商買進股數(自行買賣)"":""347,000"",""自營商賣出股數(自行買賣)"":""381,527"",""自營商買賣超股數(自行買賣)"":""-34,527"",""自營商買進股數(避險)"":""44,296"",""自營商賣出股數(避險)"":""497,638"",""自營商買賣超股數(避險)"":""-453,342"",""三大法人買賣超股數"":""14,121,494""}"
2026-09-01,TWSE,4958,臻鼎-KY         ,23815328,16475481,7339847,5752000,59312,5692688,1459150,1304564,164499,"{""證券代號"":""4958"",""證券名稱"":""臻鼎-KY         "",""外陸資買進股數(不含外資自營商)"":""23,815,328"",""外陸資賣出股數(不含外資自營商)"":""16,475,481"",""外陸資買賣超股數(不含外資自營商)"":""7,339,847"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""5,752,000"",""投信賣出股數"":""59,312"",""投信買賣超股數"":""5,692,688"",""自營商買賣超股數"":""164,499"",""自營商買進股數(自行買賣)"":""586,991"",""自營商賣出股數(自行買賣)"":""577,078"",""自營商買賣超股數(自行買賣)"":""9,913"",""自營商買進股數(避險)"":""1,459,150"",""自營商賣出股數(避險)"":""1,304,564"",""自營商買賣超股數(避險)"":""154,586"",""三大法人買賣超股數"":""13,197,034""}"
