strategy,code,name,rank,score,close,status,r7_exposure,risk_on
R7,2305,全友,1,0.9908259721361632,45.15,FORMAL_BUY,0.2,True
R7,8227,巨有科技,2,0.9826995835615098,241.0,FORMAL_BUY,0.2,True
R7,2801,彰銀,3,0.9642923307690432,28.55,FORMAL_BUY,0.2,True
R7,6620,漢達,4,0.96337272559899,127.0,PREP_HARD_CANDIDATE,0.2,True
R7,3441,聯一光,5,0.9594655373114648,160.5,PREP_HARD_CANDIDATE,0.2,True
R7,6416,瑞祺電通,6,0.9540367618468145,119.0,PREP_HARD_CANDIDATE,0.2,True
R7,6426,統新,7,0.9528417456650574,312.0,PREP_HARD_CANDIDATE,0.2,True
R7,5876,上海商銀,8,0.9504131357962874,49.9,PREP_HARD_CANDIDATE,0.2,True
R7,6811,宏碁資訊,9,0.9422135304819537,248.0,PREP_HARD_CANDIDATE,0.2,True
R7,3693,營邦,10,0.935725600809342,688.0,PREP_HARD_CANDIDATE,0.2,True
R7,2883,凱基金,11,0.9354224399448808,38.8,PREP_HARD_CANDIDATE,0.2,True
R7,6179,亞通,12,0.9294920900940552,34.4,PREP_HARD_CANDIDATE,0.2,True
R7,2892,第一金,13,0.9244483905654294,39.85,PREP_HARD_CANDIDATE,0.2,True
R7,2855,統一證,14,0.9184162097888353,52.9,PREP_HARD_CANDIDATE,0.2,True
R7,2890,永豐金,15,0.9184083362032902,44.8,PREP_HARD_CANDIDATE,0.2,True
R7,4961,天鈺,16,0.9147821749545004,178.0,PREP_HARD_CANDIDATE,0.2,True
R7,3354,律勝,17,0.9118299652747729,28.0,PREP_HARD_CANDIDATE,0.2,True
R7,2351,順德,18,0.9116787461411537,257.0,PREP_HARD_CANDIDATE,0.2,True
R7,5880,合庫金,19,0.9093702789062339,27.45,PREP_HARD_CANDIDATE,0.2,True
R7,5314,世紀*,20,0.9067661403025802,37.95,PREP_HARD_CANDIDATE,0.2,True
R7,2887,台新新光金,21,0.9060290905361915,43.55,PREP_HARD_CANDIDATE,0.2,True
R7,3055,蔚華科,22,0.9055006365976674,159.5,PREP_HARD_CANDIDATE,0.2,True
R7,2897,王道銀行,23,0.9001930224802902,11.25,PREP_HARD_CANDIDATE,0.2,True
R7,2889,國票金,24,0.9001138833577231,17.05,PREP_HARD_CANDIDATE,0.2,True
R7,2880,華南金,25,0.8963318300477323,46.3,PREP_HARD_CANDIDATE,0.2,True
R7,6226,光鼎,26,0.8960394239318823,33.0,PREP_HARD_CANDIDATE,0.2,True
R7,3229,晟鈦,27,0.8939112299648353,66.9,PREP_HARD_CANDIDATE,0.2,True
R7,6218,豪勉,28,0.8935802139653855,44.8,PREP_HARD_CANDIDATE,0.2,True
R7,6538,倉和,29,0.8890057301885971,372.5,PREP_HARD_CANDIDATE,0.2,True
R7,2412,中華電,30,0.8883472246541418,142.5,PREP_HARD_CANDIDATE,0.2,True
R7,2834,臺企銀,31,0.8859177735261099,18.35,PREP_HARD_CANDIDATE,0.2,True
R7,2617,台航,32,0.8846971988600102,33.05,PREP_HARD_CANDIDATE,0.2,True
R7,8431,匯鑽科,33,0.8837087418486091,62.5,PREP_HARD_CANDIDATE,0.2,True
R7,5464,霖宏,34,0.8819245202725781,89.1,PREP_HARD_CANDIDATE,0.2,True
R7,2838,聯邦銀,35,0.8818453407195542,21.6,PREP_HARD_CANDIDATE,0.2,True
R7,2886,兆豐金,36,0.8817226119236117,52.5,PREP_HARD_CANDIDATE,0.2,True
R7,6199,天品,37,0.8756115685971355,100.5,PREP_HARD_CANDIDATE,0.2,True
R7,2338,光罩,38,0.8742839416738772,48.0,PREP_HARD_CANDIDATE,0.2,True
R7,2820,華票,39,0.8740550248028616,17.4,PREP_HARD_CANDIDATE,0.2,True
R7,7799,禾榮科,40,0.873145062512975,418.0,PREP_HARD_CANDIDATE,0.2,True
R7,2413,環科,41,0.8645581880736588,50.6,PREP_HARD_CANDIDATE,0.2,True
R7,2881,富邦金,42,0.8605647970236373,154.0,PREP_HARD_CANDIDATE,0.2,True
R7,2851,中再保,43,0.8601623951685724,47.5,PREP_HARD_CANDIDATE,0.2,True
R7,6245,立端,44,0.8563349517898483,85.5,PREP_HARD_CANDIDATE,0.2,True
R7,7792,安葆,45,0.853772433162538,312.0,PREP_HARD_CANDIDATE,0.2,True
R7,1709,和益,46,0.8533946966084616,36.05,PREP_HARD_CANDIDATE,0.2,True
R7,2812,台中銀,47,0.8528546186505854,19.45,PREP_HARD_CANDIDATE,0.2,True
R7,3094,聯傑,48,0.8513026897903425,44.0,PREP_HARD_CANDIDATE,0.2,True
R7,4908,前鼎,49,0.8499472560051502,225.5,PREP_HARD_CANDIDATE,0.2,True
R7,2455,全新,50,0.8491258402434753,535.0,PREP_HARD_CANDIDATE,0.2,True
R7,5274,信驊,51,0.8472644366939658,17980.0,PREP_HARD_CANDIDATE,0.2,True
R7,2033,佳大,52,0.8465288739245196,26.65,PREP_HARD_CANDIDATE,0.2,True
R7,6227,茂綸,53,0.8455336910108529,127.0,PREP_HARD_CANDIDATE,0.2,True
R7,6505,台塑化,54,0.8445086956783232,82.8,PREP_HARD_CANDIDATE,0.2,True
R7,2885,元大金,55,0.8435801820793676,70.8,PREP_HARD_CANDIDATE,0.2,True
R7,7714,創泓科技,56,0.8415638120182705,183.0,PREP_HARD_CANDIDATE,0.2,True
R7,2030,彰源,57,0.8405660126349915,23.2,PREP_HARD_CANDIDATE,0.2,True
R7,2409,友達,58,0.8370572314258018,28.7,PREP_HARD_CANDIDATE,0.2,True
R7,2303,聯電,59,0.8355190230425661,142.5,PREP_HARD_CANDIDATE,0.2,True
R7,2845,遠東銀,60,0.8355055600763575,13.75,PREP_HARD_CANDIDATE,0.2,True
R7,3045,台灣大,61,0.835496730765405,121.5,PREP_HARD_CANDIDATE,0.2,True
R7,6214,精誠,62,0.8353861234882585,187.5,PREP_HARD_CANDIDATE,0.2,True
R7,6168,宏齊,63,0.8331369372036296,29.95,PREP_HARD_CANDIDATE,0.2,True
R7,3034,聯詠,64,0.8299602430545503,556.0,PREP_HARD_CANDIDATE,0.2,True
R7,3029,零壹,65,0.8268471834924587,116.5,PREP_HARD_CANDIDATE,0.2,True
R7,6015,宏遠證,66,0.8216144835340533,17.35,PREP_HARD_CANDIDATE,0.2,True
R7,3141,晶宏,67,0.8200181495149422,89.0,PREP_HARD_CANDIDATE,0.2,True
R7,2612,中航,68,0.8183138028760815,63.9,PREP_HARD_CANDIDATE,0.2,True
R7,2221,大甲,69,0.8171082977680828,89.9,PREP_HARD_CANDIDATE,0.2,True
R7,6173,信昌電,70,0.8168073457847076,293.5,PREP_HARD_CANDIDATE,0.2,True
R7,3374,精材,71,0.8162578831081042,429.5,PREP_HARD_CANDIDATE,0.2,True
R7,1815,富喬,72,0.8158453226183904,120.0,PREP_HARD_CANDIDATE,0.2,True
R7,1560,中砂,73,0.8149474959947102,753.0,PREP_HARD_CANDIDATE,0.2,True
R7,4904,遠傳,74,0.8116807177612788,106.0,PREP_HARD_CANDIDATE,0.2,True
R7,1102,亞泥,75,0.8069166411346825,35.0,PREP_HARD_CANDIDATE,0.2,True
R7,3324,雙鴻,76,0.8066351375171602,1305.0,PREP_HARD_CANDIDATE,0.2,True
R7,2882,國泰金,77,0.8058042623318122,112.5,PREP_HARD_CANDIDATE,0.2,True
R7,3443,創意,78,0.8040337946665693,6400.0,PREP_HARD_CANDIDATE,0.2,True
R7,5386,青雲,79,0.801734152828601,302.0,PREP_HARD_CANDIDATE,0.2,True
R7,2891,中信金,80,0.8010446411685865,68.1,PREP_HARD_CANDIDATE,0.2,True
R7,2354,鴻準,81,0.800898440675635,64.7,PREP_HARD_CANDIDATE,0.2,True
R7,3167,大量,82,0.7982247127608819,810.0,PREP_HARD_CANDIDATE,0.2,True
R7,6510,精測,83,0.7976476448167081,3375.0,PREP_HARD_CANDIDATE,0.2,True
R7,6667,信紘科,84,0.7974768428832566,245.0,PREP_HARD_CANDIDATE,0.2,True
R7,2201,裕隆,85,0.7963782174035285,30.4,PREP_HARD_CANDIDATE,0.2,True
R7,4770,上品,86,0.7951324917367657,224.5,PREP_HARD_CANDIDATE,0.2,True
R7,6224,聚鼎,87,0.7939590266981609,85.0,PREP_HARD_CANDIDATE,0.2,True
R7,8111,立碁,88,0.7896944103592054,70.7,PREP_HARD_CANDIDATE,0.2,True
R7,6016,康和證,89,0.7822778768335243,22.55,PREP_HARD_CANDIDATE,0.2,True
R7,3532,台勝科,90,0.7761088247749468,416.0,PREP_HARD_CANDIDATE,0.2,True
R7,2605,新興,91,0.7704962999242893,36.15,PREP_HARD_CANDIDATE,0.2,True
R7,9917,中保科,92,0.7693496761559419,106.5,PREP_HARD_CANDIDATE,0.2,True
R7,2816,旺旺保,93,0.760210054121723,39.15,PREP_HARD_CANDIDATE,0.2,True
R7,2436,偉詮電,94,0.7601585610426237,67.9,PREP_HARD_CANDIDATE,0.2,True
R7,2606,裕民,95,0.7580600268542251,76.2,PREP_HARD_CANDIDATE,0.2,True
R7,6937,天虹,96,0.7537254970928705,283.5,PREP_HARD_CANDIDATE,0.2,True
R7,2006,東和鋼鐵,97,0.7528684383855825,82.1,PREP_HARD_CANDIDATE,0.2,True
R7,9933,中鼎,98,0.749718118341494,41.2,PREP_HARD_CANDIDATE,0.2,True
R7,2347,聯強,99,0.7482571941978292,89.6,PREP_HARD_CANDIDATE,0.2,True
R7,4576,大銀微系統,100,0.7472425654742536,228.0,PREP_HARD_CANDIDATE,0.2,True
R7,9941,裕融,101,0.7471576903571575,81.6,PREP_HARD_CANDIDATE,0.2,True
R7,2454,聯發科,102,0.7465643026465105,4560.0,PREP_HARD_CANDIDATE,0.2,True
R7,2207,和泰車,103,0.745885391206258,538.0,PREP_HARD_CANDIDATE,0.2,True
R7,3264,欣銓,104,0.744722142233154,227.5,PREP_HARD_CANDIDATE,0.2,True
R7,2603,長榮,105,0.7431003979275553,237.0,PREP_HARD_CANDIDATE,0.2,True
R7,6196,帆宣,106,0.7415833712363311,520.0,PREP_HARD_CANDIDATE,0.2,True
R7,2466,冠西電,107,0.7409220694234881,103.0,PREP_HARD_CANDIDATE,0.2,True
R7,8464,億豐,108,0.7402610373491039,377.5,PREP_HARD_CANDIDATE,0.2,True
R7,5285,界霖,109,0.7336141413572818,87.5,PREP_HARD_CANDIDATE,0.2,True
R7,4105,東洋,110,0.7330960338075386,78.1,PREP_HARD_CANDIDATE,0.2,True
R7,2206,三陽工業,111,0.7321111059120055,63.1,PREP_HARD_CANDIDATE,0.2,True
R7,3680,家登,112,0.7306747592061983,507.0,PREP_HARD_CANDIDATE,0.2,True
R7,2520,冠德,113,0.729115042736443,36.6,PREP_HARD_CANDIDATE,0.2,True
R7,6290,良維,114,0.7236281780016002,260.0,PREP_HARD_CANDIDATE,0.2,True
R7,3044,健鼎,115,0.7209948363976659,510.0,PREP_HARD_CANDIDATE,0.2,True
R7,2609,陽明,116,0.7208548191804752,59.3,PREP_HARD_CANDIDATE,0.2,True
R7,4736,泰博,117,0.71819400835577,128.5,PREP_HARD_CANDIDATE,0.2,True
R7,1326,台化,118,0.7181194255102605,67.6,PREP_HARD_CANDIDATE,0.2,True
R7,5434,崇越,119,0.7159818526828603,539.0,PREP_HARD_CANDIDATE,0.2,True
R7,2615,萬海,120,0.7152191344237584,113.0,PREP_HARD_CANDIDATE,0.2,True
R7,6840,東研信超,121,0.7147950020692406,90.7,PREP_HARD_CANDIDATE,0.2,True
R7,6531,愛普*,122,0.7141058788658092,962.0,PREP_HARD_CANDIDATE,0.2,True
R7,4967,十銓,123,0.7069395646370817,273.5,PREP_HARD_CANDIDATE,0.2,True
R7,2618,長榮航,124,0.705590924742785,42.05,PREP_HARD_CANDIDATE,0.2,True
R7,6005,群益證,125,0.7011429796888513,32.1,PREP_HARD_CANDIDATE,0.2,True
R7,3406,玉晶光,126,0.7007572027751071,954.0,PREP_HARD_CANDIDATE,0.2,True
R7,3711,日月光投控,127,0.6944322749576555,612.0,PREP_HARD_CANDIDATE,0.2,True
R7,3023,信邦,128,0.6837936847133533,320.5,PREP_HARD_CANDIDATE,0.2,True
R7,1409,新纖,129,0.6809498774320668,24.35,PREP_HARD_CANDIDATE,0.2,True
R7,6532,瑞耘,130,0.6790066454368406,93.5,PREP_HARD_CANDIDATE,0.2,True
R7,2474,可成,131,0.6765992376073845,205.5,PREP_HARD_CANDIDATE,0.2,True
R7,3176,基亞,132,0.6728603457628304,36.5,PREP_HARD_CANDIDATE,0.2,True
R7,6177,達麗,133,0.6728082935710475,46.85,PREP_HARD_CANDIDATE,0.2,True
R7,2379,瑞昱,134,0.6723849081814394,713.0,PREP_HARD_CANDIDATE,0.2,True
R7,1314,中石化,135,0.6711520756694136,8.22,PREP_HARD_CANDIDATE,0.2,True
R7,2395,研華,136,0.668364108781047,670.0,PREP_HARD_CANDIDATE,0.2,True
R7,3231,緯創,137,0.6676732478992953,181.0,PREP_HARD_CANDIDATE,0.2,True
R7,2633,台灣高鐵,138,0.6664282655182874,26.0,PREP_HARD_CANDIDATE,0.2,True
R7,5292,華懋,139,0.6655785817055669,215.5,PREP_HARD_CANDIDATE,0.2,True
R7,4590,富田-創,140,0.6649653394485785,88.3,PREP_HARD_CANDIDATE,0.2,True
R7,1303,南亞,141,0.6563330290324207,234.0,PREP_HARD_CANDIDATE,0.2,True
R7,8103,瀚荃,142,0.656148156839678,113.0,PREP_HARD_CANDIDATE,0.2,True
R7,8996,高力,143,0.6546984797958543,1235.0,PREP_HARD_CANDIDATE,0.2,True
R7,1402,遠東新,144,0.6543072516288149,28.1,PREP_HARD_CANDIDATE,0.2,True
R7,1710,東聯,145,0.6531692367481341,16.05,PREP_HARD_CANDIDATE,0.2,True
R7,1904,正隆,146,0.6517902220031189,24.8,PREP_HARD_CANDIDATE,0.2,True
R7,4938,和碩,147,0.64250134986415,90.2,PREP_HARD_CANDIDATE,0.2,True
R7,3479,安勤,148,0.6424057635025165,129.0,PREP_HARD_CANDIDATE,0.2,True
R7,2903,遠百,149,0.6411467926055772,22.05,PREP_HARD_CANDIDATE,0.2,True
R7,2382,廣達,150,0.640325173056032,332.5,PREP_HARD_CANDIDATE,0.2,True
R7,2636,台驊控股,151,0.6398291809381281,69.7,PREP_HARD_CANDIDATE,0.2,True
R7,3653,健策,152,0.6388231206957748,5820.0,PREP_HARD_CANDIDATE,0.2,True
R7,2540,愛山林,153,0.6342786976860761,48.05,PREP_HARD_CANDIDATE,0.2,True
R7,6257,矽格,154,0.6340961882917161,210.0,PREP_HARD_CANDIDATE,0.2,True
R7,3219,倚強科,155,0.6333187807712063,85.1,PREP_HARD_CANDIDATE,0.2,True
R7,3017,奇鋐,156,0.6309978609264311,3310.0,PREP_HARD_CANDIDATE,0.2,True
R7,2330,台積電,157,0.6305101564053865,2380.0,PREP_HARD_CANDIDATE,0.2,True
R7,1808,潤隆,158,0.6296463841271169,33.2,PREP_HARD_CANDIDATE,0.2,True
R7,2353,宏碁,159,0.6268858118186296,31.4,PREP_HARD_CANDIDATE,0.2,True
R7,5864,致和證,160,0.6256954339492966,35.5,PREP_HARD_CANDIDATE,0.2,True
R7,4771,望隼,161,0.6243344427955898,204.0,PREP_HARD_CANDIDATE,0.2,True
R7,3234,光環,162,0.6233899762079694,174.0,PREP_HARD_CANDIDATE,0.2,True
R7,6805,富世達,163,0.6206378367822604,2165.0,PREP_HARD_CANDIDATE,0.2,True
R7,6023,元大期,164,0.6195105385435175,85.2,PREP_HARD_CANDIDATE,0.2,True
R7,2426,鼎元,165,0.6180849202426305,93.3,PREP_HARD_CANDIDATE,0.2,True
R7,2542,興富發,166,0.6124222721041339,45.7,PREP_HARD_CANDIDATE,0.2,True
R7,5608,四維航,167,0.6103189976550301,16.6,PREP_HARD_CANDIDATE,0.2,True
R7,6670,復盛應用,168,0.6099130436149328,272.5,PREP_HARD_CANDIDATE,0.2,True
R7,2377,微星,169,0.6054081399455666,150.5,PREP_HARD_CANDIDATE,0.2,True
R7,3105,穩懋,170,0.6051632293420581,444.0,PREP_HARD_CANDIDATE,0.2,True
R7,3702,大聯大,171,0.604939274054374,107.0,PREP_HARD_CANDIDATE,0.2,True
R7,7769,鴻勁,172,0.6047880747477137,6305.0,PREP_HARD_CANDIDATE,0.2,True
R7,5607,遠雄港,173,0.6046737436058841,52.1,PREP_HARD_CANDIDATE,0.2,True
R7,1216,統一,174,0.6028023920180756,74.6,PREP_HARD_CANDIDATE,0.2,True
R7,4939,亞電,175,0.5953450967768821,80.6,PREP_HARD_CANDIDATE,0.2,True
R7,2360,致茂,176,0.5948018862649205,2140.0,PREP_HARD_CANDIDATE,0.2,True
R7,1101,台泥,177,0.5945777944873634,23.9,PREP_HARD_CANDIDATE,0.2,True
R7,6547,高端疫苗,178,0.5941416636371449,58.1,PREP_HARD_CANDIDATE,0.2,True
R7,3498,陽程,179,0.5904182458684712,190.5,PREP_HARD_CANDIDATE,0.2,True
R7,6712,長聖,180,0.5897612340779408,154.0,PREP_HARD_CANDIDATE,0.2,True
R7,6668,中揚光,181,0.5891286307052916,42.2,PREP_HARD_CANDIDATE,0.2,True
R7,1301,台塑,182,0.58347583581385,62.9,PREP_HARD_CANDIDATE,0.2,True
R7,8050,廣積,183,0.581977405744105,56.6,PREP_HARD_CANDIDATE,0.2,True
R7,2539,櫻花建,184,0.5818171981511497,34.6,PREP_HARD_CANDIDATE,0.2,True
R7,6141,柏承,185,0.5816298201719979,48.8,PREP_HARD_CANDIDATE,0.2,True
R7,6605,帝寶,186,0.5803302062454911,136.0,PREP_HARD_CANDIDATE,0.2,True
R7,3010,華立,187,0.5802698845012019,125.5,PREP_HARD_CANDIDATE,0.2,True
R7,2352,佳世達,188,0.578236384033374,28.75,PREP_HARD_CANDIDATE,0.2,True
R7,1609,大亞,189,0.5767650266470756,37.3,PREP_HARD_CANDIDATE,0.2,True
R7,2357,華碩,190,0.5760284461449755,934.0,PREP_HARD_CANDIDATE,0.2,True
R7,6526,達發,191,0.571009789548785,630.0,PREP_HARD_CANDIDATE,0.2,True
