code,name,entry_date,exit_date,shares,buy_price,sell_open_reference,sell_execution_price,buy_commission,sell_commission,sell_tax,gross_buy_value,gross_sell_value,total_costs,net_pnl,net_return,hold_sessions,exit_reason
6104,創惟,20210720,20210722,2000,109.0,122.5,120.0,310.65000000000003,342.0,720.0,218000.0,240000.0,1372.65,20627.350000000006,0.0944862286837587,2,R7_EXPOSURE_EXIT
6226,光鼎,20210726,20210727,13000,16.7,16.8,16.45,309.3675,304.73625,641.5500000000001,217100.0,213850.0,1255.65375,-4505.653749999969,-0.020724285258775562,1,R7_RANK_EXIT
9962,有益,20210726,20210727,9000,23.200000000000003,23.8,23.3,297.5400000000001,298.8225,629.1,208800.00000000003,209700.0,1225.4625,-325.4625000000524,-0.0015565104209262926,1,R7_RANK_EXIT
3556,禾瑞亞,20210727,20210729,1000,108.0,103.0,100.5,153.9,143.2125,301.5,108000.0,100500.0,598.6125,-8098.612499999988,-0.07488044813917934,2,R7_RANK_EXIT
6525,捷敏-KY,20210727,20210729,200,120.0,115.5,113.0,34.2,32.205,67.8,24000.0,22600.0,134.20499999999998,-1534.2050000000017,-0.06383424453487122,2,R7_RANK_EXIT
6568,宏觀,20210729,20210730,900,201.5,201.0,196.5,258.42375,252.01125000000002,530.55,181350.0,176850.0,1040.985,-5540.984999999986,-0.030510616664057612,1,R7_RANK_EXIT
3221,台嘉碩,20210730,20210802,6000,36.65,36.0,35.25,313.3575,301.3875,634.5,219900.0,211500.0,1249.245,-9649.245000000024,-0.04381770983170276,1,R7_RANK_EXIT
3031,佰鴻,20210802,20210804,6000,29.55,29.8,29.200000000000003,252.6525,249.66000000000005,525.6000000000001,177300.0,175200.00000000003,1027.9125000000001,-3127.9124999999767,-0.017616816510246033,2,R7_RANK_EXIT
3663,鑫科,20210802,20210812,800,39.75,40.9,40.050000000000004,45.315000000000005,45.657000000000004,96.12000000000002,31800.0,32040.000000000004,187.09200000000004,52.90800000000672,0.0016614060812401047,8,R7_RANK_EXIT
1783,和康生,20210804,20210812,3000,61.2,66.6,65.2,261.63,278.73,586.8000000000001,183600.0,195600.0,1127.16,10872.839999999997,0.059135992648384525,6,R7_RANK_EXIT
6164,華興,20210805,20210812,12000,17.8,17.35,17.0,304.38,290.7,612.0,213600.0,204000.0,1207.08,-10807.080000000016,-0.05052294861844351,5,R7_EXPOSURE_EXIT
5321,友銓,20210804,20210813,3000,59.7,58.1,56.900000000000006,255.2175,243.24750000000006,512.1000000000001,179100.0,170700.00000000003,1010.5650000000002,-9410.564999999973,-0.05246886670581508,7,R7_RANK_EXIT
1773,勝一,20210812,20210813,100,156.0,132.5,129.5,22.23,18.45375,38.85,15600.0,12950.0,79.53375,-2729.5337500000005,-0.17472113456273533,1,R7_RANK_EXIT
8478,東哥遊艇,20210813,20210816,2000,93.9,88.5,86.7,267.615,247.095,520.2,187800.0,173400.0,1034.91,-15434.910000000003,-0.08207106789757505,1,R7_REGIME_EXIT
2538,基泰,20210813,20210816,18000,11.9,12.05,11.8,305.235,302.67,637.2,214200.0,212400.0,1245.105,-3045.1050000000105,-0.014195947245763074,1,R7_REGIME_EXIT
3583,辛耘,20210813,20210816,3000,67.60000000000001,65.6,64.2,288.99000000000007,274.455,577.8000000000001,202800.00000000003,192600.0,1141.2450000000001,-11341.244999999995,-0.05584372151341141,1,R7_REGIME_EXIT
2013,中鋼構,20210831,20210903,400,72.7,74.1,72.60000000000001,41.439,41.382000000000005,87.12000000000002,29080.0,29040.000000000004,169.94100000000003,-209.94099999999526,-0.007209156113473488,3,R7_EXPOSURE_EXIT
3689,湧德,20210831,20210907,4000,41.5,44.7,43.800000000000004,236.55,249.66000000000005,525.6000000000001,166000.0,175200.00000000003,1011.8100000000002,8188.190000000031,0.049256255618875824,5,R7_REGIME_EXIT
5321,美而快,20210928,20210929,1000,104.5,107.0,104.5,148.9125,148.9125,313.5,104500.0,104500.0,611.325,-611.3250000000116,-0.005841675612252651,1,R7_REGIME_EXIT
2314,台揚,20210928,20210929,400,78.4,78.0,76.4,44.68800000000001,43.54800000000001,91.68,31360.000000000004,30560.000000000004,179.91600000000003,-979.9159999999974,-0.03120285735683785,1,R7_REGIME_EXIT
1721,三晃,20211020,20211026,1000,17.150000000000002,18.15,17.75,24.438750000000006,25.29375,53.25,17150.000000000004,17750.0,102.9825,497.01749999999447,0.028939373637464242,4,R7_RANK_EXIT
1533,車王電,20211026,20211027,500,59.400000000000006,58.5,57.300000000000004,42.322500000000005,40.82625000000001,85.95000000000002,29700.000000000004,28650.000000000004,169.09875000000002,-1219.0987499999974,-0.040988687080506146,1,R7_RANK_EXIT
5227,立凱-KY,20211029,20211101,5000,41.050000000000004,47.0,46.050000000000004,292.48125000000005,328.10625000000005,690.7500000000001,205250.00000000003,230250.00000000003,1311.3375,23688.662499999977,0.1152494723034291,1,R7_EXPOSURE_EXIT
3491,昇達科,20211102,20211110,1000,133.5,145.0,142.0,190.2375,202.35,426.0,133500.0,142000.0,818.5875,7681.412500000006,0.05745679447985128,6,R7_RANK_EXIT
2618,長榮航,20211110,20211116,9000,24.450000000000003,27.5,26.950000000000003,313.5712500000001,345.6337500000001,727.6500000000001,220050.00000000003,242550.00000000003,1386.8550000000002,21113.14499999999,0.09581050479549254,4,R7_RANK_EXIT
3508,位速,20211102,20211126,6000,33.5,50.5,49.45,286.425,422.7975,890.1,201000.0,296700.0,1599.3225000000002,94100.67750000005,0.4674963922678842,18,R7_RANK_EXIT
3046,建碁,20211126,20211129,6000,39.5,39.0,38.2,337.725,326.61000000000007,687.6000000000001,237000.0,229200.00000000003,1351.9350000000002,-9151.934999999969,-0.03856081033893777,1,R7_RANK_EXIT
3499,環天科,20211129,20211201,10000,20.150000000000002,22.5,22.05,287.13750000000005,314.21250000000003,661.5,201500.00000000003,220500.0,1262.8500000000001,17737.149999999965,0.08790030038460683,2,R7_EXPOSURE_EXIT
2497,怡利電,20211129,20211203,600,58.6,67.8,66.4,50.103,56.772000000000006,119.52,35160.0,39840.0,226.39499999999998,4453.605000000003,0.12648656551785728,4,R7_RANK_EXIT
6243,迅杰,20211203,20211207,3000,68.2,71.1,69.60000000000001,291.555,297.5400000000001,626.4000000000001,204600.0,208800.00000000003,1215.4950000000001,2984.5050000000338,0.014566266530604612,2,R7_RANK_EXIT
6576,逸達,20211213,20211215,2000,120.5,126.5,123.5,343.425,351.975,741.0,241000.0,247000.0,1436.4,4563.600000000006,0.018909154040554474,2,R7_RANK_EXIT
2405,輔信,20211215,20211217,10000,19.1,18.7,18.3,272.175,260.77500000000003,549.0,191000.0,183000.0,1081.95,-9081.949999999983,-0.04748181485362407,2,R7_RANK_EXIT
3322,建舜電,20211215,20211217,1000,23.55,23.5,23.0,33.55875,32.775,69.0,23550.0,23000.0,135.33375,-685.3337500000016,-0.029059810576722293,2,R7_RANK_EXIT
3128,昇銳,20211217,20211221,8000,28.3,24.3,23.8,322.62,271.32,571.2,226400.0,190400.0,1165.14,-37165.140000000014,-0.16392338797072836,2,R7_HARD_STOP
2495,普安,20211217,20211224,12000,20.35,20.15,19.700000000000003,347.98500000000007,336.87000000000006,709.2,244200.00000000003,236400.00000000003,1394.0550000000003,-9194.054999999993,-0.03759611840596434,5,R7_RANK_EXIT
8478,東哥遊艇,20211217,20211224,1000,167.5,163.0,159.5,238.6875,227.2875,478.5,167500.0,159500.0,944.475,-8944.475000000006,-0.05332386423972708,5,R7_RANK_EXIT
2476,鉅祥,20211224,20211228,3000,76.3,78.0,76.4,326.1825,326.61000000000007,687.6000000000001,228900.0,229200.00000000003,1340.3925000000002,-1040.392499999958,-0.004538715816200264,2,R7_RANK_EXIT
2316,楠梓電,20211228,20220110,6000,36.95,33.3,32.6,315.92250000000007,278.73,586.8000000000001,221700.00000000003,195600.0,1181.4525000000003,-27281.452500000014,-0.12288061231283992,8,R7_RANK_EXIT
6266,泰詠,20211228,20220119,8000,27.25,31.65,31.0,310.65000000000003,353.40000000000003,744.0,218000.0,248000.0,1408.0500000000002,28591.95000000001,0.13096910297321734,15,R7_RANK_EXIT
4171,瑞基,20220119,20220124,2000,117.0,110.5,108.0,333.45,307.8,648.0,234000.0,216000.0,1289.25,-19289.25,-0.08231539287284849,3,R7_RANK_EXIT
3036,文曄,20220119,20220125,2000,88.10000000000001,85.6,83.80000000000001,251.08500000000004,238.83000000000004,502.8000000000001,176200.00000000003,167600.00000000003,992.7150000000001,-9592.714999999967,-0.05436472663231267,4,R7_REGIME_EXIT
3017,奇鋐,20220124,20220125,300,97.2,95.0,93.10000000000001,41.553000000000004,39.800250000000005,83.79,29160.0,27930.000000000004,165.14325000000002,-1395.1432499999974,-0.04777633744342287,1,R7_REGIME_EXIT
3665,貿聯-KY,20220208,20220210,100,299.5,300.0,294.0,42.67875,41.895,88.2,29950.0,29400.0,172.77375,-722.7737500000003,-0.02409833933222788,2,R7_RANK_EXIT
1529,樂事綠能,20220208,20220215,6000,28.55,31.0,30.35,244.10250000000002,259.4925,546.3000000000001,171300.0,182100.0,1049.895,9750.10500000001,0.05683730806193125,5,R7_RANK_EXIT
3710,連展投控,20220210,20220215,17000,13.700000000000001,12.9,12.600000000000001,331.88250000000005,305.23500000000007,642.6000000000001,232900.00000000003,214200.00000000003,1279.7175000000002,-19979.7175,-0.08566460676747312,3,R7_RANK_EXIT
6104,創惟,20220215,20220217,700,259.5,244.5,239.5,258.85125,238.90125,502.95,181650.0,167650.0,1000.7025,-15000.702500000014,-0.08246274107566283,2,R7_RANK_EXIT
1709,和益,20220218,20220223,7000,31.5,29.4,28.8,314.21250000000003,287.28000000000003,604.8000000000001,220500.0,201600.0,1206.2925,-20106.29249999998,-0.09105524627405938,3,R7_RANK_EXIT
2618,長榮航,20220218,20220223,6000,34.1,32.5,31.85,291.555,272.3175,573.3000000000001,204600.0,191100.0,1137.1725000000001,-14637.172499999986,-0.07143863250000707,3,R7_RANK_EXIT
3066,李洲,20220224,20220225,4000,43.400000000000006,45.0,44.1,247.38000000000005,251.37,529.2,173600.00000000003,176400.0,1027.95,1772.0499999999593,0.01019313607142057,1,R7_REGIME_EXIT
5706,鳳凰,20220224,20220225,3000,58.800000000000004,65.9,64.5,251.37,275.7375,580.5,176400.0,193500.0,1107.6075,15992.392500000016,0.09053081501717206,1,R7_REGIME_EXIT
2032,新鋼,20220302,20220307,7000,29.0,31.9,31.25,289.27500000000003,311.71875,656.25,203000.0,218750.0,1257.24375,14492.756250000006,0.07129129783162445,3,R7_RANK_EXIT
2906,高林,20220301,20220308,8000,22.85,23.2,22.700000000000003,260.49,258.78000000000003,544.8000000000001,182800.0,181600.00000000003,1064.0700000000002,-2264.069999999949,-0.012367879054622595,5,R7_REGIME_EXIT
6231,系微,20220307,20220308,300,109.5,96.9,94.9,46.81125,40.56975,85.41,32850.0,28470.0,172.791,-4552.790999999997,-0.13839611886395212,1,R7_REGIME_EXIT
3558,神準,20220407,20220408,1000,171.0,177.5,173.5,243.675,247.2375,520.5,171000.0,173500.0,1011.4125,1488.5875000000233,0.00869280281446905,1,R7_REGIME_EXIT
5603,陸海,20220407,20220408,4000,53.900000000000006,52.6,51.5,307.2300000000001,293.55,618.0,215600.00000000003,206000.0,1218.7800000000002,-10818.780000000028,-0.050108465566438075,1,R7_REGIME_EXIT
3558,神準,20220411,20220412,1000,183.0,189.0,185.0,260.77500000000003,263.625,555.0,183000.0,185000.0,1079.4,920.6000000000058,0.005023442687067136,1,R7_REGIME_EXIT
2736,富野,20220607,20220615,9000,23.05,26.8,26.25,295.61625000000004,336.65625,708.75,207450.0,236250.0,1341.0225,27458.977500000008,0.13217596595133935,6,R7_REGIME_EXIT
6715,嘉基,20220610,20220615,1000,128.0,138.5,135.5,182.4,193.0875,406.5,128000.0,135500.0,781.9875,6718.012500000012,0.05240978870734213,3,R7_REGIME_EXIT
6220,岳豐,20220801,20220803,7000,29.8,28.15,27.55,297.255,274.81125000000003,578.5500000000001,208600.0,192850.0,1150.61625,-16900.616249999992,-0.08090396520528713,2,R7_REGIME_EXIT
3710,連展投控,20220810,20220812,15000,14.15,14.0,13.700000000000001,302.45625,292.83750000000003,616.5000000000001,212250.0,205500.00000000003,1211.7937500000003,-7961.793749999953,-0.03745801808394747,2,R7_RANK_EXIT
3047,訊舟,20220812,20220830,13000,16.25,18.15,17.75,301.03125,328.81875,692.25,211250.0,230750.0,1322.1,18177.899999999994,0.08592678510046259,12,R7_REGIME_EXIT
8033,雷虎,20221114,20221123,6000,33.300000000000004,43.7,42.800000000000004,284.71500000000003,365.94000000000005,770.4000000000001,199800.00000000003,256800.00000000003,1421.0550000000003,55578.94500000001,0.2777770655794472,7,R7_RANK_EXIT
6245,立端,20221123,20221129,400,85.7,88.3,86.5,48.849000000000004,49.305,103.8,34280.0,34600.0,201.954,118.04599999999482,0.0034386821416586034,4,R7_RANK_EXIT
1417,嘉裕,20221130,20221207,15000,15.600000000000001,14.4,14.100000000000001,333.45000000000005,301.38750000000005,634.5000000000001,234000.00000000003,211500.00000000003,1269.3375,-23769.337500000023,-0.10143382218799757,5,R7_RANK_EXIT
8222,寶一,20221130,20221207,7000,32.15,31.95,31.3,320.69625,312.21750000000003,657.3000000000001,225050.0,219100.0,1290.2137500000001,-7240.213749999995,-0.032125799274136974,5,R7_RANK_EXIT
1584,精剛,20221130,20221207,9000,25.05,24.0,23.5,321.26625,301.3875,634.5,225450.0,211500.0,1257.15375,-15207.153749999998,-0.06735646215121495,5,R7_RANK_EXIT
3444,利機,20221130,20221207,3000,75.4,76.3,74.7,322.33500000000004,319.34250000000003,672.3000000000001,226200.00000000003,224100.0,1313.9775,-3413.977500000008,-0.01507126217818657,5,R7_RANK_EXIT
8436,大江,20221207,20221209,200,172.5,168.0,164.5,49.1625,46.8825,98.7,34500.0,32900.0,194.745,-1794.744999999999,-0.051947568917191524,2,R7_RANK_EXIT
4137,麗豐-KY,20221207,20221212,900,197.5,202.0,197.5,253.29375000000002,253.29375000000002,533.25,177750.0,177750.0,1039.8375,-1039.8375000000233,-0.005841675612252671,3,R7_RANK_EXIT
2748,雲品,20221212,20221214,3000,60.6,57.0,55.800000000000004,259.065,238.54500000000002,502.2,181800.0,167400.0,999.81,-15399.810000000027,-0.08458688942514357,2,R7_RANK_EXIT
5284,jpp-KY,20221212,20221214,3000,66.2,63.6,62.300000000000004,283.005,266.3325,560.7,198600.0,186900.0,1110.0375,-12810.037500000006,-0.06440991526651564,2,R7_RANK_EXIT
4130,健亞,20221214,20221220,6000,32.1,38.7,37.9,274.455,324.045,682.2,192600.0,227400.0,1280.7,33519.29999999999,0.17378817739238714,4,R7_RANK_EXIT
1752,南光,20221214,20221221,4000,52.800000000000004,55.1,53.900000000000006,300.96000000000004,307.2300000000001,646.8000000000001,211200.00000000003,215600.00000000003,1254.9900000000002,3145.0100000000093,0.014869956145825574,5,R7_RANK_EXIT
4129,聯合,20221220,20221221,4000,50.900000000000006,48.7,47.7,290.13000000000005,271.89,572.4,203600.00000000003,190800.0,1134.42,-13934.420000000042,-0.06834278834389894,1,R7_RANK_EXIT
6111,大宇資,20221221,20221223,2000,62.900000000000006,58.9,57.7,179.26500000000001,164.445,346.2,125800.00000000001,115400.0,689.9100000000001,-11089.910000000018,-0.08802964519597742,2,R7_RANK_EXIT
2612,中航,20221226,20221228,700,44.550000000000004,40.0,39.2,44.43862500000001,39.102000000000004,82.32000000000001,31185.000000000004,27440.000000000004,165.86062500000003,-3910.8606249999975,-0.1252299367901301,2,R7_RANK_EXIT
3479,安勤,20221228,20221229,2000,84.0,82.0,80.30000000000001,239.4,228.85500000000005,481.8000000000001,168000.0,160600.00000000003,950.0550000000002,-8350.054999999964,-0.049631982757903106,1,R7_RANK_EXIT
4747,強生,20221228,20221229,3000,57.800000000000004,53.0,51.900000000000006,247.095,221.87250000000006,467.1000000000001,173400.0,155700.00000000003,936.0675000000001,-18636.067499999976,-0.10732150457224739,1,R7_RANK_EXIT
3705,永信,20221228,20221229,4000,49.25,48.0,47.0,280.725,267.90000000000003,564.0,197000.0,188000.0,1112.625,-10112.625,-0.051260076218799376,1,R7_RANK_EXIT
1305,華夏,20221229,20230109,6000,26.55,26.9,26.35,227.0025,225.29250000000002,474.3,159300.0,158100.0,926.595,-2126.595000000001,-0.01333062720839377,6,R7_RANK_EXIT
2748,雲品,20221229,20230109,400,65.3,63.0,61.7,37.221000000000004,35.169000000000004,74.04,26120.0,24680.0,146.43,-1586.430000000004,-0.06064979150499221,6,R7_RANK_EXIT
