strategy,code,name,entry_date,exit_date,shares,buy_price,sell_open,sell_price,net_pnl,net_return,hold_sessions,exit_reason
R7,4716,大立,20240925,20241001,5000,30.3,29.6,29.450000000000003,-4947.181249999994,-0.03262676583138575,4,R7_RANK_EXIT
R7,4527,方土霖,20241001,20241015,3000,59.3,59.0,58.7,-2630.969999999972,-0.01477640495959413,7,R7_RANK_EXIT
R7,4991,環宇-KY,20241015,20241016,3000,59.5,62.0,61.6,5434.9785000000265,0.030422047972513064,1,R7_RANK_EXIT
R7,6156,松上,20241016,20241017,4000,37.0,38.2,38.0,3287.5,0.022193862085754516,1,R7_RANK_EXIT
R7,6854,錼創科技-KY創,20241015,20241024,1000,125.5,158.5,157.5,31285.53499999999,0.2490741730561405,7,R7_RANK_EXIT
R7,4956,光鋐,20241017,20241024,4000,40.65,45.5,45.25,17563.22200000001,0.10792262160748016,5,R7_RANK_EXIT
R7,1528,恩德,20241024,20241025,16000,21.45,21.0,20.85,-11179.463999999978,-0.032546368658992304,1,R7_RANK_EXIT
R7,5202,力新,20241025,20241105,11000,32.05,28.2,28.05,-45490.89049999992,-0.12892363924320505,6,R7_HARD_STOP
R7,4991,環宇-KY,20241106,20241113,2000,81.8,92.5,92.0,19550.801999999996,0.11940159134600062,5,R7_RANK_EXIT
R7,3211,順達,20241113,20241115,1000,148.5,149.0,148.0,-1197.507500000007,-0.008057134718839008,2,R7_REGIME_EXIT
R7,3706,神達,20241113,20241115,2000,64.8,71.3,70.9,11542.553,0.08898682521505841,2,R7_REGIME_EXIT
R7,8114,振樺電,20241118,20241119,1000,273.0,270.5,269.0,-5270.409999999974,-0.019289039007179903,1,R7_REGIME_EXIT
R0.5,9907,統一實,20240822,20241121,10000,16.15,15.7,15.600000000000001,-6239.462499999994,-0.03860143849454534,60,R05_MAX_HOLD_60
R7,3511,矽瑪,20241120,20241126,7000,44.2,45.6,45.35,6561.693250000011,0.02118968259513685,4,R7_RANK_EXIT
R7,6558,興能高,20241120,20241128,11000,30.6,36.65,36.45,62516.54475000006,0.1855708222411017,6,R7_REGIME_EXIT
R7,1569,濱川,20241126,20241128,6000,61.2,61.0,60.6,-5315.63400000002,-0.014463760935380696,2,R7_REGIME_EXIT
R7,2444,兆勁,20241126,20241128,23000,18.35,17.7,17.6,-19171.356750000035,-0.045385568635819176,2,R7_REGIME_EXIT
R7,5244,弘凱,20241202,20241205,7000,50.9,56.6,56.300000000000004,35976.108000000066,0.10088513809887063,3,R7_RANK_EXIT
R7,6691,洋基工程,20241211,20241217,661,391.5,383.5,381.5,-7803.379314999998,-0.030128556814447267,4,R7_REGIME_EXIT
R7,3019,亞光,20241219,20241220,2000,155.0,163.0,162.0,12485.929999999993,0.040242785966385815,1,R7_REGIME_EXIT
R7,2049,上銀,20241219,20241220,1000,276.5,291.5,290.0,12145.642500000016,0.04388884935568161,1,R7_REGIME_EXIT
R0.5,2618,長榮航,20240925,20241224,4000,37.65,45.95,45.7,31366.543000000005,0.2080992530934524,60,R05_MAX_HOLD_60
R0.5,2834,臺企銀,20240926,20241225,9000,16.0,15.0,14.9,-10540.075499999977,-0.07313244051336092,60,R05_MAX_HOLD_60
R7,6922,宸曜,20241226,20241231,2000,219.0,212.5,211.0,-18001.29999999999,-0.04106374894214303,3,R7_RANK_EXIT
R7,4571,鈞興-KY,20241226,20241231,1000,268.5,258.0,256.5,-13218.375,-0.04918839085319482,3,R7_RANK_EXIT
R7,2233,宇隆,20241226,20250103,1000,259.5,276.0,274.5,13719.929999999993,0.052825470061247895,5,R7_EXPOSURE_EXIT
R7,4974,亞泰,20250102,20250108,3000,137.0,126.5,125.5,-36302.8125,-0.08825255501436782,4,R7_RANK_EXIT
R7,5314,世紀,20250103,20250108,544,801.0,760.0,756.0,-26437.98384000006,-0.06062137097500751,3,R7_RANK_EXIT
R7,6191,精成科,20250108,20250109,88,68.6,69.7,69.3,32.92920400000094,0.005450085075220027,1,R7_RANK_EXIT
R7,6683,雍智科技,20250109,20250110,780,480.0,465.5,463.0,-14972.306700000016,-0.03995597305970066,1,R7_REGIME_EXIT
R7,6140,訊達,20250206,20250207,13000,32.3,33.4,33.2,9677.167500000156,0.02302667442247133,1,R7_RANK_EXIT
R7,6148,驊宏資,20250206,20250214,9000,32.45,39.85,39.650000000000006,63174.640500000096,0.21612967753864779,6,R7_RANK_EXIT
R7,8096,擎亞,20250210,20250214,8000,52.9,66.0,65.60000000000001,99215.06000000006,0.2342398478034741,4,R7_EXPOSURE_EXIT
R7,2034,允強,20250217,20250218,19000,24.5,25.0,24.85,4431.8592499999795,0.009512509661382331,1,R7_RANK_EXIT
R7,4971,IET-KY,20250214,20250226,857,160.5,178.5,177.5,13864.983069999987,0.10071457439714579,8,R7_RANK_EXIT
R7,4534,慶騰,20250226,20250304,16000,28.95,27.95,27.8,-20510.74000000005,-0.04424269926242434,3,R7_EXPOSURE_EXIT
R0.5,6005,群益證,20241204,20250311,14000,23.7,26.7,26.55,38183.40750000003,0.11498127961352546,60,R05_MAX_HOLD_60
R7,3213,茂訊,20250226,20250311,3000,135.0,120.5,119.5,-48228.29250000004,-0.11898047539723916,8,R7_REGIME_EXIT
R0.5,2884,玉山金,20241225,20250401,14000,27.5,28.8,28.650000000000002,14224.584500000055,0.036915410051678685,60,R05_MAX_HOLD_60
R0.5,2888,新光金,20250110,20250410,27000,11.95,10.95,10.850000000000001,-31105.187999999907,-0.09632299948397648,54,R05_HARD_STOP
R7,6499,益安,20250515,20250602,3000,79.0,111.5,110.5,93019.4325,0.39215176720106837,11,R7_RANK_EXIT
R7,1325,恆大,20250602,20250611,10000,41.0,34.45,34.25,-69170.88750000001,-0.16856535832594843,7,R7_RANK_EXIT
R7,3294,英濟,20250602,20250611,12000,37.2,36.5,36.300000000000004,-12860.910000000033,-0.028785670509778722,7,R7_RANK_EXIT
R7,2429,銘旺科,20250611,20250612,4000,77.0,69.6,69.2,-32530.40400000004,-0.10552796839221958,1,R7_RANK_EXIT
R7,8932,智通*,20250611,20250618,2000,127.5,126.5,125.5,-5185.630000000005,-0.02031843166249721,5,R7_RANK_EXIT
R7,8038,長園科,20250612,20250620,9000,38.25,38.1,37.9,-4759.274249999959,-0.013813241965700905,6,R7_RANK_EXIT
R7,3167,大量,20250616,20250620,2000,127.0,124.0,123.0,-9165.5,-0.036053819653487605,4,R7_RANK_EXIT
R7,6499,益安,20250618,20250620,1000,133.0,129.0,128.0,-5607.154999999999,-0.04212304494694629,2,R7_RANK_EXIT
R7,1616,億泰,20250620,20250630,4000,42.65,39.6,39.400000000000006,-13753.410999999964,-0.08054901453161394,6,R7_RANK_EXIT
R7,5475,德宏,20250623,20250630,6000,27.3,25.15,25.0,-14518.298999999999,-0.08855858643789961,5,R7_RANK_EXIT
R7,8210,勤誠,20250623,20250630,413,464.5,485.0,482.5,6501.782594999997,0.033863006225479136,5,R7_RANK_EXIT
R7,6854,錼創科技-KY創,20250630,20250704,993,193.0,185.5,184.5,-9310.628662500007,-0.04854016913984143,4,R7_RANK_EXIT
R7,3040,遠見,20250701,20250704,2000,68.1,69.0,68.60000000000001,354.64300000001094,0.002601615559959164,3,R7_RANK_EXIT
R7,5498,凱崴,20250704,20250714,14000,13.1,12.9,12.8,-5047.622999999992,-0.027498969297281316,6,R7_RANK_EXIT
R7,8021,尖點,20250701,20250721,4000,44.75,53.5,53.2,32826.611000000004,0.18323222471602424,14,R7_RANK_EXIT
R7,3715,定穎投控,20250714,20250721,3000,61.0,62.1,61.7,1229.9745000000112,0.006715430438123007,5,R7_RANK_EXIT
R7,3543,州巧,20250721,20250804,12000,30.6,39.1,38.900000000000006,97486.53000000003,0.2652593960268546,10,R7_RANK_EXIT
R7,6933,AMAX-KY,20250723,20250804,1000,212.0,220.0,218.5,5476.422499999986,0.025810113956340846,8,R7_RANK_EXIT
R7,2316,楠梓電,20250821,20250822,4000,110.5,109.0,108.0,-12043.26999999996,-0.02722394072524996,1,R7_RANK_EXIT
R7,4555,氣立,20250822,20250902,10000,49.45,52.0,51.7,20084.16750000004,0.04058040486607417,7,R7_RANK_EXIT
R0.5,1802,台玻,20250610,20250903,20000,17.0,29.0,28.85,234484.96500000003,0.6890725047731249,61,R05_MEGA_TRAIL
R0.5,2889,國票金,20250611,20250903,12000,14.2,15.45,15.350000000000001,12944.217000000004,0.07589882129652388,60,R05_MAX_HOLD_60
R7,5536,聖暉*,20250902,20250904,546,961.0,869.0,864.0,-55229.19675000006,-0.10516749594289401,2,R7_RANK_EXIT
R7,2634,漢翔,20250904,20250905,6000,65.7,65.9,65.5,-3052.0560000000405,-0.007735790769516215,1,R7_RANK_EXIT
R7,6456,GIS-KY,20250904,20250905,6000,66.6,66.0,65.60000000000001,-7858.985999999859,-0.0196503310990421,1,R7_RANK_EXIT
R7,4976,佳凌,20250905,20250908,7000,56.3,54.5,54.2,-16499.54249999998,-0.0418306202548508,1,R7_RANK_EXIT
R7,5438,東友,20250905,20250908,14000,29.05,28.6,28.450000000000003,-10283.174999999988,-0.025262823693659276,1,R7_RANK_EXIT
R7,3048,益登,20250908,20250911,8000,46.2,44.8,44.550000000000004,-14889.929999999935,-0.04025219151910813,3,R7_RANK_EXIT
R7,2231,為升,20250902,20250915,3000,107.5,139.5,138.5,91122.51000000001,0.2823090443717134,9,R7_RANK_EXIT
R7,2208,台船,20250911,20250917,13000,28.85,26.8,26.650000000000002,-30256.232499999984,-0.08060361423911494,4,R7_RANK_EXIT
R7,6649,台生材,20250915,20250918,6000,70.0,67.1,66.7,-21701.870999999926,-0.051626980360363145,3,R7_RANK_EXIT
R7,3016,嘉晶,20250918,20250926,7000,58.2,59.8,59.5,7146.065500000026,0.017525677058142845,6,R7_RANK_EXIT
R7,5392,能率,20250926,20250930,7000,57.2,57.8,57.5,206.02049999998417,0.0005140971602146902,1,R7_RANK_EXIT
R0.5,3062,建漢,20250710,20251003,6000,25.55,23.75,23.6,-12376.939499999979,-0.08066775118623856,60,R05_MAX_HOLD_60
R7,6418,詠昇,20250930,20251008,3000,73.5,74.0,73.60000000000001,-739.7114999999758,-0.003351834861465446,5,R7_RANK_EXIT
R7,3628,盈正,20250930,20251008,3000,66.1,73.2,72.8,19088.52150000003,0.09617859181232137,5,R7_RANK_EXIT
R7,3581,博磊,20251008,20251030,8000,63.1,53.3,53.0,-82866.12400000001,-0.16401611329128177,14,R7_HARD_STOP
R7,8110,華東,20251008,20251031,7000,22.85,24.45,24.3,9357.507250000024,0.058452725326847886,15,R7_RANK_EXIT
R7,6411,晶焱,20251031,20251105,4000,98.9,84.1,83.60000000000001,-62827.34999999998,-0.15867967266147195,3,R7_HARD_STOP
R7,8131,福懋科,20251111,20251117,12000,43.4,48.4,48.150000000000006,54327.29700000014,0.10422597319844555,4,R7_RANK_EXIT
R7,2201,裕隆,20251117,20251119,11000,42.0,37.15,36.95,-57511.8747499999,-0.12437823399088996,2,R7_REGIME_EXIT
R7,6265,方土昶,20251117,20251119,526,20.45,18.6,18.5,-1072.409983499998,-0.09961176348256452,2,R7_REGIME_EXIT
R0.5,8088,品安,20250909,20251208,10000,36.3,40.5,40.25,37637.9975,0.1035973677767217,60,R05_MAX_HOLD_60
R7,8048,德勝,20251128,20251212,8000,66.3,56.0,55.7,-86971.27999999997,-0.1638329243579695,10,R7_HARD_STOP
R7,8390,金益鼎,20251128,20251212,3000,86.8,87.9,87.4,566.5769999999902,0.002173936215411362,10,R7_RANK_EXIT
R0.5,3481,群創,20251208,20251218,14000,14.3,12.6,12.5,-26045.796000000002,-0.1299877415998133,8,R05_HARD_STOP
