decision_date,execute_date,side,code,shares,limit_price,filled,reason,fill_price,target_cash
20221122,20221123,BUY,3217,2000,85.2,False,LIMIT_NOT_TOUCHED,,
20221122,20221123,BUY,6245,2000,85.7,True,R10_FIXED_T1_LIMIT,85.7,178267.39518000605
20221128,20221129,SELL,6245,2000,,True,R7_RANK_EXIT,87.80000000000001,
20221128,20221129,BUY,1810,8000,21.150000000000002,False,LIMIT_NOT_TOUCHED,,
20221128,20221129,BUY,8222,6000,29.3,False,LIMIT_NOT_TOUCHED,,
20221129,20221130,BUY,1417,11000,15.600000000000001,True,R10_FIXED_T1_LIMIT,15.6,177504.00778875602
20221129,20221130,BUY,8222,5000,32.15,True,R10_FIXED_T1_LIMIT,32.15,177504.00778875602
20221129,20221130,BUY,1584,7000,25.05,True,R10_FIXED_T1_LIMIT,25.05,177504.00778875602
20221129,20221130,BUY,3444,2000,75.4,True,R10_FIXED_T1_LIMIT,75.4,177504.00778875602
20221129,20221130,BUY,3047,9000,17.85,True,R10_FIXED_T1_LIMIT,17.85,161367.27980796003
20221206,20221207,SELL,1417,11000,,True,R7_RANK_EXIT,14.3,
20221206,20221207,SELL,8222,5000,,True,R7_RANK_EXIT,31.75,
20221206,20221207,SELL,1584,7000,,True,R7_RANK_EXIT,23.85,
20221206,20221207,SELL,3444,2000,,True,R7_RANK_EXIT,75.9,
20221206,20221207,BUY,4137,886,197.5,True,R10_FIXED_T1_LIMIT,197.5,175048.77083700607
20221206,20221207,BUY,8436,1000,172.5,True,R10_FIXED_T1_LIMIT,172.5,175048.77083700607
20221208,20221209,SELL,8436,1000,,True,R7_RANK_EXIT,167.0,
20221208,20221209,BUY,4114,3000,45.45,False,LIMIT_NOT_TOUCHED,,
20221209,20221212,SELL,4137,886,,True,R7_RANK_EXIT,200.5,
20221209,20221212,BUY,4114,3000,47.5,False,LIMIT_NOT_TOUCHED,,
20221209,20221212,BUY,2748,2000,69.0,True,R10_FIXED_T1_LIMIT,60.2,173845.8180081811
20221209,20221212,BUY,5284,2000,66.2,True,R10_FIXED_T1_LIMIT,66.2,173845.8180081811
20221209,20221212,BUY,3693,1000,92.5,False,LIMIT_NOT_TOUCHED,,
20221212,20221213,BUY,1734,4000,34.300000000000004,False,LIMIT_NOT_TOUCHED,,
20221212,20221213,BUY,4102,4000,36.9,False,LIMIT_NOT_TOUCHED,,
20221213,20221214,SELL,2748,2000,,True,R7_RANK_EXIT,56.7,
20221213,20221214,SELL,5284,2000,,True,R7_RANK_EXIT,63.2,
20221213,20221214,BUY,1752,3000,52.800000000000004,True,R10_FIXED_T1_LIMIT,52.8,172239.05218944608
20221213,20221214,BUY,1701,6000,27.200000000000003,False,LIMIT_NOT_TOUCHED,,
20221213,20221214,BUY,4130,5000,32.1,True,R10_FIXED_T1_LIMIT,32.1,172239.05218944608
20221214,20221215,BUY,3231,5000,29.0,False,LIMIT_NOT_TOUCHED,,
20221214,20221215,BUY,2371,4000,34.65,True,R10_FIXED_T1_LIMIT,34.65,156900.71857086004
20221215,20221216,BUY,3231,5000,29.150000000000002,True,R10_FIXED_T1_LIMIT,28.8,157317.55330086005
20221219,20221220,SELL,4130,5000,,True,R7_RANK_EXIT,38.5,
20221219,20221220,BUY,3693,1000,114.5,True,R10_FIXED_T1_LIMIT,114.5,176823.86975094603
20221220,20221221,SELL,3047,9000,,True,R05_HARD_STOP,15.55,
20221220,20221221,SELL,1752,3000,,True,R7_RANK_EXIT,54.800000000000004,
20221220,20221221,BUY,6111,1000,92.0,True,R10_FIXED_T1_LIMIT,62.5,174414.21123594604
20221222,20221223,SELL,3693,1000,,True,R7_RANK_EXIT,113.0,
20221222,20221223,SELL,6111,1000,,True,R7_RANK_EXIT,58.6,
20221222,20221223,BUY,2612,3000,43.7,False,LIMIT_NOT_TOUCHED,,
20221222,20221223,BUY,1701,5000,30.25,False,LIMIT_NOT_TOUCHED,,
20221222,20221223,BUY,1752,3000,58.0,False,LIMIT_NOT_TOUCHED,,
20221223,20221226,BUY,4747,3000,54.0,False,LIMIT_NOT_TOUCHED,,
20221223,20221226,BUY,2612,3000,44.550000000000004,True,R10_FIXED_T1_LIMIT,44.55,174029.27698569605
20221227,20221228,SELL,2612,3000,,True,R7_RANK_EXIT,39.800000000000004,
20221227,20221228,BUY,3479,2000,84.0,True,R10_FIXED_T1_LIMIT,84.0,172785.41418144605
20221227,20221228,BUY,4747,2000,57.800000000000004,True,R10_FIXED_T1_LIMIT,57.8,172785.41418144605
20221227,20221228,BUY,3705,3000,49.25,True,R10_FIXED_T1_LIMIT,49.25,172785.41418144605
20221228,20221229,SELL,3479,2000,,True,R7_RANK_EXIT,81.5,
20221228,20221229,SELL,4747,2000,,True,R7_RANK_EXIT,52.7,
20221228,20221229,SELL,3705,3000,,True,R7_RANK_EXIT,47.75,
20221228,20221229,BUY,1305,6000,26.55,True,R10_FIXED_T1_LIMIT,26.55,170896.58414769606
20221228,20221229,BUY,2748,2000,74.0,True,R10_FIXED_T1_LIMIT,64.9,170896.58414769606
20230106,20230109,SELL,1305,6000,,True,R7_RANK_EXIT,26.75,
20230106,20230109,SELL,2748,2000,,True,R7_RANK_EXIT,62.6,
20230116,20230117,BUY,2801,8000,17.5,True,R10_FIXED_T1_LIMIT,17.5,154299.83921586003
20230210,20230213,BUY,2453,5000,34.0,False,LIMIT_NOT_TOUCHED,,
20230210,20230213,BUY,6266,5000,29.400000000000002,False,LIMIT_NOT_TOUCHED,,
20230301,20230302,BUY,4967,3000,54.5,False,LIMIT_NOT_TOUCHED,,
20230301,20230302,BUY,8936,5000,30.75,False,LIMIT_NOT_TOUCHED,,
20230302,20230303,BUY,2739,2000,58.7,False,LIMIT_NOT_TOUCHED,,
20230302,20230303,BUY,2722,3000,48.650000000000006,False,LIMIT_NOT_TOUCHED,,
20230306,20230307,BUY,3147,2000,70.60000000000001,True,R10_FIXED_T1_LIMIT,70.6,171475.22283744605
20230306,20230307,BUY,4967,2000,57.800000000000004,False,LIMIT_NOT_TOUCHED,,
20230307,20230308,SELL,3147,2000,,True,R7_RANK_EXIT,68.2,
20230307,20230308,BUY,3362,1000,112.0,True,R10_FIXED_T1_LIMIT,112.0,171492.97096344605
20230307,20230308,BUY,2739,2000,63.2,True,R10_FIXED_T1_LIMIT,63.2,171492.97096344605
20230310,20230313,SELL,3362,1000,,True,R7_RANK_EXIT,106.0,
20230310,20230313,SELL,2739,2000,,True,R7_RANK_EXIT,56.900000000000006,
20230323,20230324,SELL,2371,4000,,True,R05_MAX_HOLD_60,32.4,
20230324,20230327,SELL,3231,5000,,True,R05_MAX_HOLD_60,39.800000000000004,
20230327,20230328,BUY,2332,8000,18.75,True,R10_FIXED_T1_LIMIT,18.75,155885.26463586005
20230327,20230328,BUY,3047,8000,17.400000000000002,True,R10_FIXED_T1_LIMIT,17.35,155885.26463586005
20230328,20230329,BUY,6485,1000,98.0,False,LIMIT_NOT_TOUCHED,,
20230328,20230329,BUY,6160,6000,27.3,False,LIMIT_NOT_TOUCHED,,
20230407,20230410,BUY,4153,3000,55.1,False,LIMIT_NOT_TOUCHED,,
20230407,20230410,BUY,6829,1000,106.5,False,LIMIT_NOT_TOUCHED,,
20230410,20230411,BUY,3032,3000,44.800000000000004,False,LIMIT_NOT_TOUCHED,,
20230410,20230411,BUY,3324,713,240.0,False,LIMIT_NOT_TOUCHED,,
20230419,20230420,BUY,4728,748,229.5,False,LIMIT_NOT_TOUCHED,,
20230419,20230420,BUY,3058,7000,21.8,False,LIMIT_NOT_TOUCHED,,
20230421,20230424,BUY,6625,2000,68.10000000000001,False,LIMIT_NOT_TOUCHED,,
20230421,20230424,BUY,6218,6000,24.900000000000002,True,R10_FIXED_T1_LIMIT,24.9,170023.74562344604
20230427,20230428,SELL,2801,8000,,True,R05_MAX_HOLD_60,17.55,
20230502,20230503,SELL,6218,6000,,True,R7_RANK_EXIT,24.650000000000002,
20230509,20230510,SELL,3047,8000,,True,R05_HARD_STOP,15.25,
20230515,20230516,BUY,2743,2000,79.30000000000001,False,LIMIT_NOT_TOUCHED,,
20230515,20230516,BUY,5511,3000,48.150000000000006,False,LIMIT_NOT_TOUCHED,,
20230518,20230519,BUY,2743,1000,105.0,True,R10_FIXED_T1_LIMIT,103.0,170102.010716946
20230518,20230519,BUY,8426,2000,68.5,True,R10_FIXED_T1_LIMIT,68.5,170102.010716946
20230518,20230519,BUY,2427,8000,20.200000000000003,False,LIMIT_NOT_TOUCHED,,
20230518,20230519,BUY,5880,5000,27.900000000000002,False,LIMIT_NOT_TOUCHED,,
20230519,20230522,BUY,5880,5000,28.05,False,LIMIT_NOT_TOUCHED,,
20230519,20230522,BUY,2884,5000,26.150000000000002,True,R10_FIXED_T1_LIMIT,26.15,155663.72356086003
20230522,20230523,SELL,8426,2000,,True,R7_RANK_EXIT,69.60000000000001,
20230522,20230523,BUY,2427,7000,24.0,True,R10_FIXED_T1_LIMIT,24.0,173896.97858319603
20230522,20230523,BUY,2745,2000,69.0,True,R10_FIXED_T1_LIMIT,69.0,173896.97858319603
20230605,20230606,SELL,2743,1000,,True,R7_RANK_EXIT,141.5,
20230605,20230606,SELL,2427,7000,,True,R7_RANK_EXIT,28.85,
20230605,20230606,SELL,2745,2000,,True,R7_RANK_EXIT,80.80000000000001,
20230605,20230606,BUY,4747,4000,79.7,False,LIMIT_NOT_TOUCHED,,
20230605,20230606,BUY,2486,8000,38.75,False,LIMIT_NOT_TOUCHED,,
20230605,20230606,BUY,4543,6000,49.95,True,R10_FIXED_T1_LIMIT,49.95,343946.64865514805
20230606,20230607,BUY,1907,8000,36.800000000000004,True,R10_FIXED_T1_LIMIT,36.8,312839.72559218004
20230621,20230626,SELL,4543,6000,,True,R7_RANK_EXIT,61.1,
20230621,20230626,BUY,1471,33000,12.65,False,LIMIT_NOT_TOUCHED,,
20230621,20230626,BUY,2468,9000,43.0,True,R10_FIXED_T1_LIMIT,43.0,417919.03294988006
20230627,20230628,SELL,2332,8000,,True,R05_MAX_HOLD_60,20.6,
20230627,20230628,BUY,2014,12000,25.1,True,R10_FIXED_T1_LIMIT,25.1,316350.93279218004
20230628,20230629,SELL,2468,9000,,True,R7_RANK_EXIT,42.25,
20230628,20230629,BUY,3287,13000,25.55,True,R10_FIXED_T1_LIMIT,25.55,348567.066861398
20230628,20230629,BUY,2371,6000,53.400000000000006,False,LIMIT_NOT_TOUCHED,,
20230704,20230705,SELL,3287,13000,,True,R7_RANK_EXIT,24.6,
20230704,20230705,BUY,6451,2000,122.5,True,R10_FIXED_T1_LIMIT,122.0,350222.04453739803
20230704,20230705,BUY,2230,2000,126.0,True,R10_FIXED_T1_LIMIT,126.0,350222.04453739803
20230706,20230707,SELL,2230,2000,,True,R7_RANK_EXIT,117.0,
20230706,20230707,BUY,6117,14000,24.5,True,R10_FIXED_T1_LIMIT,24.5,344021.702554398
20230711,20230712,SELL,6451,2000,,True,R7_RANK_EXIT,124.0,
20230711,20230712,BUY,6538,1000,174.0,True,R10_FIXED_T1_LIMIT,150.0,343442.874909398
20230719,20230720,SELL,6117,14000,,True,R7_RANK_EXIT,21.900000000000002,
20230719,20230720,SELL,6538,1000,,True,R7_RANK_EXIT,148.0,
20230719,20230720,BUY,6579,958,183.5,True,R10_FIXED_T1_LIMIT,183.5,175909.003771446
20230719,20230720,BUY,6527,1000,111.0,True,R10_FIXED_T1_LIMIT,111.0,175909.003771446
20230801,20230802,SELL,6527,1000,,True,R7_HARD_STOP,93.0,
20230810,20230811,SELL,1907,8000,,True,R05_HARD_STOP,32.35,
20230810,20230811,SELL,6579,958,,True,R7_REGIME_EXIT,169.5,
20230816,20230817,SELL,2884,5000,,True,R05_MAX_HOLD_60,24.3,
20230830,20230831,BUY,3715,2000,56.7,True,R10_FIXED_T1_LIMIT,56.7,168581.989885716
20230830,20230831,BUY,2436,2000,71.8,True,R10_FIXED_T1_LIMIT,71.8,168581.989885716
20230831,20230901,SELL,3715,2000,,True,R7_RANK_EXIT,57.0,
20230831,20230901,SELL,2436,2000,,True,R7_RANK_EXIT,71.60000000000001,
20230831,20230901,BUY,2485,5000,28.3,False,LIMIT_NOT_TOUCHED,,
20230831,20230901,BUY,3011,4000,41.550000000000004,True,R10_FIXED_T1_LIMIT,41.55,168877.03612071605
20230904,20230905,SELL,3011,4000,,True,R7_RANK_EXIT,38.1,
20230904,20230905,BUY,2816,5000,28.25,False,LIMIT_NOT_TOUCHED,,
20230904,20230905,BUY,6122,3000,54.900000000000006,False,LIMIT_NOT_TOUCHED,,
20230904,20230905,BUY,2436,2000,77.0,True,R10_FIXED_T1_LIMIT,77.0,168250.00902771606
20230907,20230908,SELL,2436,2000,,True,R7_RANK_EXIT,73.2,
20230920,20230921,SELL,2014,12000,,True,R05_MAX_HOLD_60,24.450000000000003,
20230920,20230921,BUY,5321,1000,166.5,True,R10_FIXED_T1_LIMIT,115.5,168479.33817171605
20230920,20230921,BUY,3036,1000,98.0,True,R10_FIXED_T1_LIMIT,98.0,168479.33817171605
20231011,20231012,SELL,5321,1000,,True,R7_RANK_EXIT,95.30000000000001,
20231011,20231012,SELL,3036,1000,,True,R7_RANK_EXIT,119.5,
20231025,20231026,BUY,3041,6000,26.8,True,R10_FIXED_T1_LIMIT,26.35,168099.01447521604
20231025,20231026,BUY,6593,1000,94.80000000000001,False,LIMIT_NOT_TOUCHED,,
20231026,20231027,SELL,3041,6000,,True,R7_REGIME_EXIT,27.85,
20231113,20231114,BUY,2607,4000,33.1,True,R10_FIXED_T1_LIMIT,33.1,153557.14474656005
20231114,20231115,BUY,2355,3000,38.800000000000004,True,R10_FIXED_T1_LIMIT,38.8,153690.95656656005
20231114,20231115,BUY,3276,5000,26.450000000000003,False,LIMIT_NOT_TOUCHED,,
20231115,20231116,BUY,1515,2000,56.900000000000006,False,LIMIT_NOT_TOUCHED,,
20231115,20231116,BUY,6667,1000,90.5,False,LIMIT_NOT_TOUCHED,,
20231115,20231116,BUY,4766,624,269.5,True,R10_FIXED_T1_LIMIT,269.5,168258.19954521605
20231116,20231117,SELL,2607,4000,,True,R05_HARD_STOP,29.05,
20231116,20231117,BUY,1402,4000,30.650000000000002,True,R10_FIXED_T1_LIMIT,30.65,153102.95905896006
20231116,20231117,BUY,2801,8000,17.55,False,LIMIT_NOT_TOUCHED,,
20231128,20231129,SELL,4766,624,,True,R7_RANK_EXIT,251.0,
20231204,20231205,BUY,3481,11000,13.15,True,R10_FIXED_T1_LIMIT,13.15,155532.00870216006
20240131,20240201,BUY,3360,7000,21.900000000000002,True,R10_FIXED_T1_LIMIT,21.9,171355.11567312607
20240131,20240201,BUY,6229,4000,40.400000000000006,False,LIMIT_NOT_TOUCHED,,
20240205,20240215,SELL,3360,7000,,True,R7_HARD_STOP,19.0,
20240216,20240219,SELL,2355,3000,,True,R05_MAX_HOLD_60,52.2,
20240220,20240221,SELL,1402,4000,,True,R05_MAX_HOLD_60,31.400000000000002,
20240301,20240304,BUY,6127,5000,30.200000000000003,True,R10_FIXED_T1_LIMIT,30.2,154847.52780966007
20240301,20240304,BUY,2367,7000,21.6,False,LIMIT_NOT_TOUCHED,,
20240304,20240305,BUY,6227,2000,64.4,True,R10_FIXED_T1_LIMIT,64.4,170888.74919562603
20240304,20240305,BUY,3372,7000,22.900000000000002,False,LIMIT_NOT_TOUCHED,,
20240304,20240305,BUY,6829,1000,134.0,True,R10_FIXED_T1_LIMIT,134.0,170888.74919562603
20240305,20240306,BUY,1409,9000,16.75,True,R10_FIXED_T1_LIMIT,16.75,155436.68589966005
20240308,20240311,SELL,3481,11000,,True,R05_MAX_HOLD_60,14.350000000000001,
20240308,20240311,SELL,6227,2000,,True,R7_RANK_EXIT,61.6,
20240308,20240311,SELL,6829,1000,,True,R7_RANK_EXIT,123.5,
20240314,20240315,SELL,6127,5000,,True,R05_HARD_STOP,26.35,
20240325,20240326,BUY,4127,5000,26.55,False,LIMIT_NOT_TOUCHED,,
20240325,20240326,BUY,2359,2000,64.10000000000001,False,LIMIT_NOT_TOUCHED,,
20240325,20240326,BUY,6753,1000,117.5,True,R10_FIXED_T1_LIMIT,117.5,146416.86048211204
20240325,20240326,BUY,6640,360,406.0,True,R10_FIXED_T1_LIMIT,386.5,146416.86048211204
20240326,20240327,SELL,6753,1000,,True,R7_RANK_EXIT,118.5,
20240326,20240327,BUY,4127,5000,29.200000000000003,False,LIMIT_NOT_TOUCHED,,
20240326,20240327,BUY,1616,6000,22.25,True,R10_FIXED_T1_LIMIT,22.25,146548.03088851203
20240326,20240327,BUY,6179,3000,36.75,True,R10_FIXED_T1_LIMIT,36.75,133225.48262592006
20240327,20240328,SELL,6640,360,,True,R7_RANK_EXIT,393.5,
20240327,20240328,BUY,4127,4000,32.050000000000004,True,R10_FIXED_T1_LIMIT,31.4,146999.89119851205
20240327,20240328,BUY,2359,2000,71.3,True,R10_FIXED_T1_LIMIT,71.3,146999.89119851205
20240416,20240417,SELL,1616,6000,,True,R7_RANK_EXIT,21.1,
20240416,20240417,SELL,6179,3000,,True,R05_HARD_STOP,31.700000000000003,
20240416,20240417,SELL,4127,4000,,True,R7_RANK_EXIT,37.4,
20240416,20240417,SELL,2359,2000,,True,R7_RANK_EXIT,94.30000000000001,
20240418,20240419,BUY,4532,5000,27.75,True,R10_FIXED_T1_LIMIT,27.75,154600.1535846601
20240418,20240419,BUY,2442,5000,28.35,True,R10_FIXED_T1_LIMIT,28.05,154600.1535846601
20240430,20240502,BUY,5508,750,229.5,True,R10_FIXED_T1_LIMIT,210.0,172244.25298812607
20240430,20240502,BUY,6177,2000,72.8,True,R10_FIXED_T1_LIMIT,65.0,172244.25298812607
20240502,20240503,SELL,6177,2000,,True,R7_RANK_EXIT,63.2,
20240502,20240503,BUY,2745,1000,131.5,True,R10_FIXED_T1_LIMIT,131.5,173568.79255062604
20240506,20240507,SELL,2745,1000,,True,R7_RANK_EXIT,135.0,
20240506,20240507,BUY,3466,3000,54.1,True,R10_FIXED_T1_LIMIT,54.1,173739.59680512606
20240508,20240509,SELL,5508,750,,True,R7_RANK_EXIT,214.5,
20240508,20240509,BUY,4967,1000,115.0,True,R10_FIXED_T1_LIMIT,115.0,172466.53684662608
20240509,20240510,SELL,4967,1000,,True,R7_RANK_EXIT,111.0,
20240509,20240510,BUY,6419,1000,109.5,True,R10_FIXED_T1_LIMIT,95.0,171917.73053225107
20240513,20240514,SELL,3466,3000,,True,R7_RANK_EXIT,54.400000000000006,
20240513,20240514,BUY,2615,2000,83.7,True,R10_FIXED_T1_LIMIT,70.3,171659.42666225106
20240514,20240515,SELL,2615,2000,,True,R7_RANK_EXIT,68.60000000000001,
20240514,20240515,BUY,2613,5000,29.6,True,R10_FIXED_T1_LIMIT,29.6,171689.19111125107
20240516,20240517,SELL,2613,5000,,True,R7_RANK_EXIT,29.85,
20240516,20240517,BUY,5392,4000,37.6,True,R10_FIXED_T1_LIMIT,37.6,174559.65195725104
20240530,20240531,SELL,6419,1000,,True,R7_RANK_EXIT,133.5,
20240530,20240531,SELL,5392,4000,,True,R7_RANK_EXIT,38.5,
20240530,20240531,BUY,8374,3000,58.6,False,LIMIT_NOT_TOUCHED,,
20240530,20240531,BUY,4728,551,320.0,True,R10_FIXED_T1_LIMIT,320.0,176405.61083300106
20240531,20240603,SELL,1409,9000,,True,R05_MAX_HOLD_60,17.1,
20240531,20240603,BUY,1802,8000,18.05,True,R10_FIXED_T1_LIMIT,18.05,160394.20117191007
20240611,20240612,SELL,4728,551,,True,R7_RANK_EXIT,298.5,
20240611,20240612,BUY,3122,3000,57.6,True,R10_FIXED_T1_LIMIT,57.6,176094.76938560104
20240611,20240612,BUY,6442,705,249.5,True,R10_FIXED_T1_LIMIT,246.5,176094.76938560104
20240621,20240624,SELL,3122,3000,,True,R7_RANK_EXIT,54.400000000000006,
20240621,20240624,SELL,6442,705,,True,R7_RANK_EXIT,317.5,
20240621,20240624,BUY,2438,6000,50.300000000000004,True,R10_FIXED_T1_LIMIT,50.3,339660.66096185305
20240621,20240624,BUY,5484,4000,71.4,True,R10_FIXED_T1_LIMIT,71.4,339660.66096185305
20240624,20240625,SELL,5484,4000,,True,R7_RANK_EXIT,67.60000000000001,
20240624,20240625,BUY,3652,7000,43.7,True,R10_FIXED_T1_LIMIT,43.7,347452.1549846655
20240712,20240715,SELL,2438,6000,,True,R7_RANK_EXIT,84.30000000000001,
20240712,20240715,SELL,3652,7000,,True,R7_RANK_EXIT,44.75,
20240712,20240715,BUY,3379,10000,43.400000000000006,True,R10_FIXED_T1_LIMIT,43.4,444824.3751284301
20240712,20240715,BUY,2243,12000,24.75,False,LIMIT_NOT_TOUCHED,,
20240715,20240716,SELL,4532,5000,,True,R05_MAX_HOLD_60,28.450000000000003,
20240715,20240716,SELL,2442,5000,,True,R05_MAX_HOLD_60,33.4,
20240715,20240716,BUY,2534,14000,28.35,False,LIMIT_NOT_TOUCHED,,
20240715,20240716,BUY,2892,13000,28.85,False,LIMIT_NOT_TOUCHED,,
20240717,20240718,BUY,5905,24000,16.45,True,R10_FIXED_T1_LIMIT,16.3,410201.6622713001
20240717,20240718,BUY,2419,11000,35.0,False,LIMIT_NOT_TOUCHED,,
20240718,20240719,SELL,3379,10000,,True,R7_RANK_EXIT,42.550000000000004,
20240718,20240719,BUY,2243,15000,28.5,False,LIMIT_NOT_TOUCHED,,
20240718,20240719,BUY,1799,2000,192.5,True,R10_FIXED_T1_LIMIT,192.5,441138.2437784301
20240718,20240719,BUY,4903,6000,31.55,True,R10_FIXED_T1_LIMIT,31.55,220079.14785650047
20240722,20240723,SELL,1799,2000,,True,R7_HARD_STOP,162.0,
20240722,20240723,SELL,4903,6000,,True,R7_HARD_STOP,27.0,
20240726,20240729,BUY,9906,2000,177.5,False,LIMIT_NOT_TOUCHED,,
20240726,20240729,BUY,3188,6000,53.0,True,R10_FIXED_T1_LIMIT,47.7,355387.6985786656
20240729,20240730,SELL,3188,6000,,True,R7_REGIME_EXIT,54.800000000000004,
20240730,20240731,BUY,2524,4000,100.0,False,LIMIT_NOT_TOUCHED,,
20240730,20240731,BUY,4907,3000,115.0,True,R10_FIXED_T1_LIMIT,115.0,428990.4852984301
20240801,20240802,BUY,2524,3000,111.0,True,R10_FIXED_T1_LIMIT,111.0,436141.59079843014
20240801,20240802,BUY,4513,6000,69.0,True,R10_FIXED_T1_LIMIT,69.0,436141.59079843014
20240802,20240805,SELL,4907,3000,,True,R7_REGIME_EXIT,96.30000000000001,
20240802,20240805,SELL,2524,3000,,True,R7_REGIME_EXIT,108.0,
20240802,20240805,SELL,4513,6000,,True,R7_REGIME_EXIT,68.60000000000001,
20240805,20240806,SELL,1802,8000,,True,R05_HARD_STOP,15.5,
20240806,20240807,SELL,5905,24000,,True,R05_HARD_STOP,14.4,
20240816,20240819,BUY,2364,1000,133.0,True,R10_FIXED_T1_LIMIT,118.0,178493.37024979357
20240816,20240819,BUY,8937,3000,46.050000000000004,True,R10_FIXED_T1_LIMIT,46.05,178493.37024979357
20240821,20240822,BUY,2888,13000,12.350000000000001,False,NO_BAR,,
20240821,20240822,BUY,9907,10000,16.150000000000002,True,R10_FIXED_T1_LIMIT,16.15,164528.4894845851
20240821,20240822,BUY,1711,7000,21.35,False,LIMIT_NOT_TOUCHED,,
20240827,20240828,SELL,2364,1000,,True,R7_RANK_EXIT,127.0,
20240827,20240828,BUY,3550,8000,21.700000000000003,True,R10_FIXED_T1_LIMIT,21.7,183492.1682655436
20240828,20240829,BUY,6151,7000,46.35,False,LIMIT_NOT_TOUCHED,,
20240904,20240905,SELL,8937,3000,,True,R7_REGIME_EXIT,67.3,
20240904,20240905,SELL,3550,8000,,True,R7_REGIME_EXIT,23.85,
20240916,20240918,BUY,8032,8000,41.550000000000004,False,LIMIT_NOT_TOUCHED,,
20240916,20240918,BUY,8249,6000,54.0,False,LIMIT_NOT_TOUCHED,,
20240918,20240919,BUY,8032,7000,45.650000000000006,True,R10_FIXED_T1_LIMIT,45.65,353692.61786441563
20240918,20240919,BUY,5438,13000,27.200000000000003,True,R10_FIXED_T1_LIMIT,27.2,353692.61786441563
20240924,20240925,SELL,8032,7000,,True,R7_RANK_EXIT,42.35,
20240924,20240925,SELL,5438,13000,,True,R7_RANK_EXIT,26.05,
20240924,20240925,BUY,2033,8000,21.85,False,LIMIT_NOT_TOUCHED,,
20240924,20240925,BUY,1721,7000,24.85,False,LIMIT_NOT_TOUCHED,,
20240924,20240925,BUY,4716,5000,35.25,True,R10_FIXED_T1_LIMIT,30.3,182242.0542052936
20240924,20240925,BUY,2618,4000,37.65,True,R10_FIXED_T1_LIMIT,37.65,165674.5947320851
20240925,20240926,BUY,2834,9000,18.0,True,R10_FIXED_T1_LIMIT,16.0,166592.00019208508
20240930,20241001,SELL,4716,5000,,True,R7_RANK_EXIT,29.450000000000003,
20240930,20241001,BUY,4527,3000,59.300000000000004,True,R10_FIXED_T1_LIMIT,59.3,183090.5113312936
20240930,20241001,BUY,3081,632,289.5,False,LIMIT_NOT_TOUCHED,,
20241014,20241015,SELL,4527,3000,,True,R7_RANK_EXIT,58.7,
20241014,20241015,BUY,4991,3000,59.5,True,R10_FIXED_T1_LIMIT,59.5,181539.2057595436
20241014,20241015,BUY,6854,1000,125.5,True,R10_FIXED_T1_LIMIT,125.5,181539.2057595436
20241015,20241016,SELL,4991,3000,,True,R7_RANK_EXIT,61.6,
20241015,20241016,BUY,6156,4000,37.0,True,R10_FIXED_T1_LIMIT,37.0,182456.06599504358
20241016,20241017,SELL,6156,4000,,True,R7_RANK_EXIT,38.0,
20241016,20241017,BUY,4956,4000,40.650000000000006,True,R10_FIXED_T1_LIMIT,40.65,184521.31053904357
20241023,20241024,SELL,6854,1000,,True,R7_RANK_EXIT,157.5,
20241023,20241024,SELL,4956,4000,,True,R7_RANK_EXIT,45.25,
20241023,20241024,BUY,1528,16000,21.450000000000003,True,R10_FIXED_T1_LIMIT,21.45,354500.88141941564
20241023,20241024,BUY,3447,5000,62.900000000000006,False,LIMIT_NOT_TOUCHED,,
20241024,20241025,SELL,1528,16000,,True,R7_RANK_EXIT,20.85,
20241024,20241025,BUY,3447,5000,69.10000000000001,False,LIMIT_NOT_TOUCHED,,
20241024,20241025,BUY,5202,11000,32.050000000000004,True,R10_FIXED_T1_LIMIT,32.05,354435.73931491567
20241104,20241105,SELL,5202,11000,,True,R7_HARD_STOP,28.05,
20241105,20241106,BUY,4991,2000,81.80000000000001,True,R10_FIXED_T1_LIMIT,81.8,182813.5352940436
20241105,20241106,BUY,8044,3000,50.1,False,LIMIT_NOT_TOUCHED,,
20241112,20241113,SELL,4991,2000,,True,R7_RANK_EXIT,92.0,
20241112,20241113,BUY,3211,1000,167.0,True,R10_FIXED_T1_LIMIT,148.5,183844.1373720436
20241112,20241113,BUY,3706,2000,71.8,True,R10_FIXED_T1_LIMIT,64.8,183844.1373720436
20241114,20241115,SELL,3211,1000,,True,R7_REGIME_EXIT,148.0,
20241114,20241115,SELL,3706,2000,,True,R7_REGIME_EXIT,70.9,
20241115,20241118,BUY,8114,1000,273.0,True,R10_FIXED_T1_LIMIT,273.0,350895.6290379156
20241115,20241118,BUY,6781,464,756.0,False,LIMIT_NOT_TOUCHED,,
20241118,20241119,SELL,8114,1000,,True,R7_REGIME_EXIT,269.0,
20241119,20241120,BUY,3511,7000,44.2,True,R10_FIXED_T1_LIMIT,44.2,351013.3623679157
20241119,20241120,BUY,6558,11000,30.6,True,R10_FIXED_T1_LIMIT,30.6,351013.3623679157
20241120,20241121,SELL,9907,10000,,True,R05_MAX_HOLD_60,15.600000000000001,
20241125,20241126,SELL,3511,7000,,True,R7_RANK_EXIT,45.35,
20241125,20241126,BUY,1569,6000,61.2,True,R10_FIXED_T1_LIMIT,61.2,424539.0807034302
