date,cash,reserved_cash,market_value,nav,peak_nav,drawdown,holdings
20210304,620932.7362499997,0,378900.0,999832.7362499997,1008303.5224999998,-0.008401028123949827,2
20210305,620932.7362499997,0,388800.0,1009732.7362499997,1009732.7362499997,0.0,2
20210308,620932.7362499997,0,393000.0,1013932.7362499997,1013932.7362499997,0.0,2
20210309,620932.7362499997,0,394200.0,1015132.7362499997,1015132.7362499997,0.0,2
20210310,620932.7362499997,0,391800.0,1012732.7362499997,1015132.7362499997,-0.0023642228393361275,2
20210311,620932.7362499997,0,393000.0,1013932.7362499997,1015132.7362499997,-0.0011821114196680638,2
20210312,833281.1837499996,0,164000.0,997281.1837499996,1015132.7362499997,-0.017585436724211534,1
20210315,833281.1837499996,0,164500.0,997781.1837499996,1015132.7362499997,-0.017092890299349905,1
20210316,833281.1837499996,0,165000.0,998281.1837499996,1015132.7362499997,-0.016600343874488166,1
20210317,833281.1837499996,0,173500.0,1006781.1837499996,1015132.7362499997,-0.008227054651839483,1
20210318,814953.2562499996,0,212000.0,1026953.2562499996,1026953.2562499996,0.0,1
20210319,814953.2562499996,0,232800.0,1047753.2562499996,1047753.2562499996,0.0,1
20210322,814953.2562499996,0,250800.0,1065753.2562499996,1065753.2562499996,0.0,1
20210323,814953.2562499996,0,226000.0,1040953.2562499996,1065753.2562499996,-0.023269926556229614,1
20210324,814953.2562499996,0,203600.0,1018553.2562499996,1065753.2562499996,-0.04428792473604981,1
20210325,814953.2562499996,0,218400.0,1033353.2562499996,1065753.2562499996,-0.030401033081525752,1
20210326,814953.2562499996,0,220800.0,1035753.2562499996,1065753.2562499996,-0.028149104705116446,1
20210329,814953.2562499996,0,230800.0,1045753.2562499996,1065753.2562499996,-0.01876606980341089,1
20210330,892811.1137499997,0,149500.0,1042311.1137499997,1065753.2562499996,-0.021995844124825248,1
20210331,892811.1137499997,0,142500.0,1035311.1137499997,1065753.2562499996,-0.02856396855601906,1
20210401,1032689.4012499996,0,0.0,1032689.4012499996,1065753.2562499996,-0.03102393054499286,0
20210406,1032689.4012499996,0,0.0,1032689.4012499996,1065753.2562499996,-0.03102393054499286,0
20210407,1032689.4012499996,0,0.0,1032689.4012499996,1065753.2562499996,-0.03102393054499286,0
20210408,1032689.4012499996,0,0.0,1032689.4012499996,1065753.2562499996,-0.03102393054499286,0
20210409,1032689.4012499996,0,0.0,1032689.4012499996,1065753.2562499996,-0.03102393054499286,0
20210412,1032689.4012499996,0,0.0,1032689.4012499996,1065753.2562499996,-0.03102393054499286,0
20210413,265948.3499999996,0,746500.0,1012448.3499999996,1065753.2562499996,-0.05001617957758886,4
20210414,265948.3499999996,0,756950.0,1022898.3499999996,1065753.2562499996,-0.040210908105306586,4
20210415,265948.3499999996,0,771850.0,1037798.3499999996,1065753.2562499996,-0.026230186101765418,4
20210416,265948.3499999996,0,801000.0,1066948.3499999996,1066948.3499999996,0.0,4
20210419,265948.3499999996,0,827350.0,1093298.3499999996,1093298.3499999996,0.0,4
20210420,413044.5562499996,0,675100.0,1088144.5562499997,1093298.3499999996,-0.004713986580149876,3
20210421,413044.5562499996,0,670600.0,1083644.5562499997,1093298.3499999996,-0.008829971937669101,3
20210422,413044.5562499996,0,672550.0,1085594.5562499997,1093298.3499999996,-0.007046378282744126,3
20210423,658201.3374999997,0,397800.0,1056001.3374999997,1093298.3499999996,-0.03411421273982529,2
20210426,658201.3374999997,0,437400.0,1095601.3374999997,1095601.3374999997,0.0,2
20210427,658201.3374999997,0,429300.0,1087501.3374999997,1095601.3374999997,-0.007393200174876546,2
20210428,658201.3374999997,0,420300.0,1078501.3374999997,1095601.3374999997,-0.015607867035850487,2
20210429,658201.3374999997,0,445950.0,1104151.3374999997,1104151.3374999997,0.0,2
20210503,658201.3374999997,0,446400.0,1104601.3374999997,1104601.3374999997,0.0,2
20210504,552696.0574999999,0,511200.0,1063896.0574999999,1104601.3374999997,-0.036850652464468725,3
20210505,484174.30499999993,0,576500.0,1060674.305,1104601.3374999997,-0.03976731786276666,3
20210506,484174.30499999993,0,540600.0,1024774.3049999999,1104601.3374999997,-0.07226773116232965,3
20210507,484174.30499999993,0,549750.0,1033924.3049999999,1104601.3374999997,-0.06398419963890345,3
20210510,654367.85125,0,413200.0,1067567.8512499998,1104601.3374999997,-0.033526562926146974,2
20210511,654367.85125,0,431900.0,1086267.8512499998,1104601.3374999997,-0.016597378282642072,2
20210512,654367.85125,0,410850.0,1065217.8512499998,1104601.3374999997,-0.035654027306480485,2
20210513,1026862.2374999999,0,0.0,1026862.2374999999,1104601.3374999997,-0.070377517535823,0
20210514,1026862.2374999999,0,0.0,1026862.2374999999,1104601.3374999997,-0.070377517535823,0
20210517,1026862.2374999999,0,0.0,1026862.2374999999,1104601.3374999997,-0.070377517535823,0
20210518,1026862.2374999999,0,0.0,1026862.2374999999,1104601.3374999997,-0.070377517535823,0
20210519,1026862.2374999999,0,0.0,1026862.2374999999,1104601.3374999997,-0.070377517535823,0
20210520,1026862.2374999999,0,0.0,1026862.2374999999,1104601.3374999997,-0.070377517535823,0
20210521,1026862.2374999999,0,0.0,1026862.2374999999,1104601.3374999997,-0.070377517535823,0
20210524,1026862.2374999999,0,0.0,1026862.2374999999,1104601.3374999997,-0.070377517535823,0
20210525,1026862.2374999999,0,0.0,1026862.2374999999,1104601.3374999997,-0.070377517535823,0
20210526,1026862.2374999999,0,0.0,1026862.2374999999,1104601.3374999997,-0.070377517535823,0
20210527,1026862.2374999999,0,0.0,1026862.2374999999,1104601.3374999997,-0.070377517535823,0
20210528,1026862.2374999999,0,0.0,1026862.2374999999,1104601.3374999997,-0.070377517535823,0
20210531,685025.81375,0,345250.0,1030275.81375,1104601.3374999997,-0.06728719333096023,2
20210601,685025.81375,0,371900.0,1056925.81375,1104601.3374999997,-0.04316084195398662,2
20210602,685025.81375,0,390850.0,1075875.81375,1104601.3374999997,-0.026005331312573876,2
20210603,685025.81375,0,402200.0,1087225.81375,1104601.3374999997,-0.015730131007558823,2
20210604,685025.81375,0,391750.0,1076775.81375,1104601.3374999997,-0.0251905577201057,2
20210607,685025.81375,0,403200.0,1088225.81375,1104601.3374999997,-0.014824827015927577,2
20210608,685025.81375,0,422400.0,1107425.81375,1107425.81375,0.0,2
20210609,685025.81375,0,412000.0,1097025.81375,1107425.81375,-0.009391148256498782,2
20210610,685025.81375,0,401100.0,1086125.81375,1107425.81375,-0.0192337940253291,2
20210611,685025.81375,0,392750.0,1077775.81375,1107425.81375,-0.02677380248126804,2
20210615,685025.81375,0,431350.0,1116375.81375,1116375.81375,0.0,2
20210616,685025.81375,0,444000.0,1129025.81375,1129025.81375,0.0,2
20210617,899112.7449999999,0,228800.0,1127912.7449999999,1129025.81375,-0.000985866520007317,1
20210618,689314.2074999999,0,463600.0,1152914.2075,1152914.2075,0.0,2
20210621,689314.2074999999,0,489900.0,1179214.2075,1179214.2075,0.0,2
20210622,995870.5899999999,0,197000.0,1192870.5899999999,1192870.5899999999,0.0,1
20210623,995870.5899999999,0,184000.0,1179870.5899999999,1192870.5899999999,-0.010898080738162896,1
20210624,409688.2337500001,0,770700.0,1180388.2337500001,1192870.5899999999,-0.010464132785769964,4
20210625,409688.2337500001,0,765900.0,1175588.2337500001,1192870.5899999999,-0.014488039519860885,4
20210628,583664.9650000001,0,578800.0,1162464.965,1192870.5899999999,-0.0254894581649463,3
20210629,583664.9650000001,0,583100.0,1166764.965,1192870.5899999999,-0.021884708382323148,3
20210630,583664.9650000001,0,588600.0,1172264.965,1192870.5899999999,-0.01727398191617735,3
20210701,583664.9650000001,0,565600.0,1149264.965,1192870.5899999999,-0.0365552016836963,3
20210702,583664.9650000001,0,605800.0,1189464.965,1192870.5899999999,-0.0028549827856848564,3
20210705,583664.9650000001,0,631000.0,1214664.965,1214664.965,0.0,3
20210706,583664.9650000001,0,649800.0,1233464.965,1233464.965,0.0,3
20210707,583664.9650000001,0,648800.0,1232464.965,1233464.965,-0.0008107242835226902,3
20210708,757384.0050000001,0,452400.0,1209784.0050000001,1233464.965,-0.019198729329130138,2
20210709,757384.0050000001,0,414400.0,1171784.0050000001,1233464.965,-0.050006252102993476,2
20210712,1168606.25875,0,0.0,1168606.25875,1233464.965,-0.05258252815474174,0
20210713,1136360.37375,0,30400.0,1166760.37375,1233464.965,-0.054079031948832124,1
20210714,309610.14125,0,803400.0,1113010.1412499999,1233464.965,-0.09765565068157422,4
20210715,309610.14125,0,789600.0,1099210.1412499999,1233464.965,-0.10884364579418782,4
20210716,646214.04875,0,455700.0,1101914.04875,1233464.965,-0.10665152232353836,2
20210719,646214.04875,0,473400.0,1119614.04875,1233464.965,-0.09230170250518632,2
20210720,636974.1487499999,0,484000.0,1120974.14875,1233464.965,-0.09119903640716709,2
20210721,901299.3112499999,0,245000.0,1146299.3112499998,1233464.965,-0.07066731218425837,1
20210722,1140237.3112499998,0,0.0,1140237.3112499998,1233464.965,-0.07558192279097309,0
20210723,1140237.3112499998,0,0.0,1140237.3112499998,1233464.965,-0.07558192279097309,0
20210726,713730.4037499998,0,429100.0,1142830.4037499998,1233464.965,-0.07347963973180238,2
20210727,1003218.0949999999,0,128500.0,1131718.0949999997,1233464.965,-0.08248865828142948,2
20210728,1003218.0949999999,0,120900.0,1124118.0949999997,1233464.965,-0.08865016283620208,2
20210729,944164.95375,0,184500.0,1128664.9537499999,1233464.965,-0.0849639140338293,1
20210730,900019.035,0,216299.99999999997,1116319.035,1233464.965,-0.09497305016685265,1
20210802,901185.18,0,212480.0,1113665.1800000002,1233464.965,-0.09712459486030067,2
20210803,901185.18,0,212920.0,1114105.1800000002,1233464.965,-0.0967678761755506,2
20210804,712393.0725000001,0,397580.0,1109973.0725000002,1233464.965,-0.10011787606792688,3
20210805,498488.6925000001,0,673940.0,1172428.6925000001,1233464.965,-0.049483588291459824,4
20210806,498488.6925000001,0,706940.0,1205428.6925000001,1233464.965,-0.022729686935210158,4
20210809,498488.6925000001,0,671000.0,1169488.6925000001,1233464.965,-0.05186711768501662,4
20210810,498488.6925000001,0,639600.0,1138088.6925000001,1233464.965,-0.07732386018763004,4
20210811,498488.6925000001,0,620680.0,1119168.6925000001,1233464.965,-0.09266276363187986,4
20210812,912596.4555000002,0,190350.0,1102946.4555000002,1233464.965,-0.10581452510084055,2
20210813,489771.9642500003,0,591300.0,1081071.9642500002,1233464.965,-0.12354870634692072,3
20210816,1065612.5442500003,0,0.0,1065612.5442500003,1233464.965,-0.13608203355009751,0
20210817,1065612.5442500003,0,0.0,1065612.5442500003,1233464.965,-0.13608203355009751,0
20210818,1065612.5442500003,0,0.0,1065612.5442500003,1233464.965,-0.13608203355009751,0
20210819,1065612.5442500003,0,0.0,1065612.5442500003,1233464.965,-0.13608203355009751,0
20210820,1065612.5442500003,0,0.0,1065612.5442500003,1233464.965,-0.13608203355009751,0
20210823,1065612.5442500003,0,0.0,1065612.5442500003,1233464.965,-0.13608203355009751,0
20210824,1065612.5442500003,0,0.0,1065612.5442500003,1233464.965,-0.13608203355009751,0
20210825,1065612.5442500003,0,0.0,1065612.5442500003,1233464.965,-0.13608203355009751,0
20210826,1065612.5442500003,0,0.0,1065612.5442500003,1233464.965,-0.13608203355009751,0
20210827,1065612.5442500003,0,0.0,1065612.5442500003,1233464.965,-0.13608203355009751,0
20210830,1065612.5442500003,0,0.0,1065612.5442500003,1233464.965,-0.13608203355009751,0
20210831,870254.5552500002,0,199480.0,1069734.5552500002,1233464.965,-0.13274021913544976,2
20210901,870254.5552500002,0,217560.0,1087814.5552500002,1233464.965,-0.11808232408935904,2
20210902,870254.5552500002,0,226960.0,1097214.5552500002,1233464.965,-0.11046151582424546,2
20210903,899166.0532500002,0,198000.0,1097166.0532500003,1233464.965,-0.11050083757344475,1
20210906,899166.0532500002,0,180000.0,1079166.0532500003,1233464.965,-0.12509387467685373,1
20210907,1073590.7932500003,0,0.0,1073590.7932500003,1233464.965,-0.12961387334580654,0
20210908,1073590.7932500003,0,0.0,1073590.7932500003,1233464.965,-0.12961387334580654,0
20210909,1073590.7932500003,0,0.0,1073590.7932500003,1233464.965,-0.12961387334580654,0
20210910,1073590.7932500003,0,0.0,1073590.7932500003,1233464.965,-0.12961387334580654,0
20210913,1073590.7932500003,0,0.0,1073590.7932500003,1233464.965,-0.12961387334580654,0
20210914,1073590.7932500003,0,0.0,1073590.7932500003,1233464.965,-0.12961387334580654,0
20210915,1073590.7932500003,0,0.0,1073590.7932500003,1233464.965,-0.12961387334580654,0
20210916,1073590.7932500003,0,0.0,1073590.7932500003,1233464.965,-0.12961387334580654,0
20210917,1073590.7932500003,0,0.0,1073590.7932500003,1233464.965,-0.12961387334580654,0
20210922,1073590.7932500003,0,0.0,1073590.7932500003,1233464.965,-0.12961387334580654,0
20210923,1073590.7932500003,0,0.0,1073590.7932500003,1233464.965,-0.12961387334580654,0
20210924,1073590.7932500003,0,0.0,1073590.7932500003,1233464.965,-0.12961387334580654,0
20210927,1073590.7932500003,0,0.0,1073590.7932500003,1233464.965,-0.12961387334580654,0
20210928,937537.1927500004,0,141780.0,1079317.1927500004,1233464.965,-0.12497134221400419,2
20210929,1071999.5522500004,0,0.0,1071999.5522500004,1233464.965,-0.1309039310654435,0
20210930,1071999.5522500004,0,0.0,1071999.5522500004,1233464.965,-0.1309039310654435,0
20211001,1071999.5522500004,0,0.0,1071999.5522500004,1233464.965,-0.1309039310654435,0
20211004,1071999.5522500004,0,0.0,1071999.5522500004,1233464.965,-0.1309039310654435,0
20211005,1071999.5522500004,0,0.0,1071999.5522500004,1233464.965,-0.1309039310654435,0
20211006,1071999.5522500004,0,0.0,1071999.5522500004,1233464.965,-0.1309039310654435,0
20211007,1071999.5522500004,0,0.0,1071999.5522500004,1233464.965,-0.1309039310654435,0
20211008,1071999.5522500004,0,0.0,1071999.5522500004,1233464.965,-0.1309039310654435,0
20211012,1071999.5522500004,0,0.0,1071999.5522500004,1233464.965,-0.1309039310654435,0
20211013,1071999.5522500004,0,0.0,1071999.5522500004,1233464.965,-0.1309039310654435,0
20211014,1071999.5522500004,0,0.0,1071999.5522500004,1233464.965,-0.1309039310654435,0
20211015,1071999.5522500004,0,0.0,1071999.5522500004,1233464.965,-0.1309039310654435,0
20211018,1071999.5522500004,0,0.0,1071999.5522500004,1233464.965,-0.1309039310654435,0
20211019,1071999.5522500004,0,0.0,1071999.5522500004,1233464.965,-0.1309039310654435,0
20211020,1054825.1135000004,0,17350.0,1072175.1135000004,1233464.965,-0.13076159929682285,1
20211021,1054825.1135000004,0,16800.0,1071625.1135000004,1233464.965,-0.1312074976527603,1
20211022,1054825.1135000004,0,16750.0,1071575.1135000004,1233464.965,-0.1312480338669365,1
20211025,1054825.1135000004,0,17600.0,1072425.1135000004,1233464.965,-0.13055891822594212,1
20211026,1042754.2472500005,0,29050.0,1071804.2472500005,1233464.965,-0.1310622695716368,1
20211027,1071277.4710000004,0,0.0,1071277.4710000004,1233464.965,-0.13148933986949496,0
20211028,1071277.4710000004,0,0.0,1071277.4710000004,1233464.965,-0.13148933986949496,0
20211029,865734.9897500003,0,229750.0,1095484.9897500002,1233464.965,-0.11186371657503857,1
20211101,1094966.1335000002,0,0.0,1094966.1335000002,1233464.965,-0.1122843659365711,0
20211102,759989.4710000001,0,342000.0,1101989.4710000001,1233464.965,-0.10659037567394547,2
20211103,759989.4710000001,0,356200.0,1116189.4710000001,1233464.965,-0.09507809084792285,2
20211104,759989.4710000001,0,340000.0,1099989.4710000001,1233464.965,-0.10821182424099085,2
20211105,759989.4710000001,0,345500.0,1105489.4710000001,1233464.965,-0.10375284068161594,2
20211108,759989.4710000001,0,371100.0,1131089.4710000001,1233464.965,-0.08299829902343436,2
20211109,759989.4710000001,0,388000.0,1147989.4710000001,1233464.965,-0.06929705863190039,2
20211110,680997.5497500001,0,499050.0,1180047.5497500002,1233464.965,-0.04330679570619167,2
20211111,680997.5497500001,0,537900.0,1218897.5497500002,1233464.965,-0.011810157291334056,2
20211112,680997.5497500001,0,561000.0,1241997.5497500002,1241997.5497500002,0.0,2
20211115,680997.5497500001,0,595950.0,1276947.5497500002,1276947.5497500002,0.0,2
20211116,922474.2660000002,0,320400.0,1242874.2660000003,1276947.5497500002,-0.02668338551310956,1
20211117,922474.2660000002,0,330000.0,1252474.2660000003,1276947.5497500002,-0.0191654573085569,1
20211118,922474.2660000002,0,321000.0,1243474.2660000003,1276947.5497500002,-0.026213515000325094,1
20211119,922474.2660000002,0,330000.0,1252474.2660000003,1276947.5497500002,-0.0191654573085569,1
20211122,922474.2660000002,0,325800.0,1248274.2660000003,1276947.5497500002,-0.02245455089804871,1
20211123,922474.2660000002,0,294000.0,1216474.2660000003,1276947.5497500002,-0.04735768807562957,1
20211124,922474.2660000002,0,312000.0,1234474.2660000003,1276947.5497500002,-0.03326157269209318,1
20211125,922474.2660000002,0,312600.0,1235074.2660000003,1276947.5497500002,-0.03279170217930871,1
20211126,980523.6435000004,0,240000.0,1220523.6435000002,1276947.5497500002,-0.04418654960499091,1
20211129,971712.1930000002,0,234240.0,1205952.1930000002,1276947.5497500002,-0.055597707802406915,2
20211130,971712.1930000002,0,257340.0,1229052.1930000002,1276947.5497500002,-0.03750769306020196,2
20211201,1191236.4805000003,0,41160.0,1232396.4805000003,1276947.5497500002,-0.034888722922661985,1
20211202,1191236.4805000003,0,39480.0,1230716.4805000003,1276947.5497500002,-0.036204360358458754,1
20211203,1026008.6335000005,0,210000.0,1236008.6335000005,1276947.5497500002,-0.03205998261871823,1
20211206,1026008.6335000005,0,211799.99999999997,1237808.6335000005,1276947.5497500002,-0.030650371080364502,1
20211207,1233884.6935000005,0,0.0,1233884.6935000005,1276947.5497500002,-0.033723277246924144,0
20211208,1233884.6935000005,0,0.0,1233884.6935000005,1276947.5497500002,-0.033723277246924144,0
20211209,1233884.6935000005,0,0.0,1233884.6935000005,1276947.5497500002,-0.033723277246924144,0
20211210,1233884.6935000005,0,0.0,1233884.6935000005,1276947.5497500002,-0.033723277246924144,0
20211213,992541.2685000005,0,265000.0,1257541.2685000005,1276947.5497500002,-0.015197398870297474,1
20211214,992541.2685000005,0,249000.0,1241541.2685000005,1276947.5497500002,-0.027727279211218647,1
20211215,1023592.5597500004,0,214500.0,1238092.5597500005,1276947.5497500002,-0.030428023459230347,2
20211216,1023592.5597500004,0,211700.0,1235292.5597500005,1276947.5497500002,-0.03262075251889163,2
20211217,589671.7172500005,0,619400.0,1209071.7172500005,1276947.5497500002,-0.05315475370408784,3
20211220,589671.7172500005,0,592800.0,1182471.7172500005,1276947.5497500002,-0.07398567977086934,3
20211221,779229.1972500004,0,386200.0,1165429.1972500004,1276947.5497500002,-0.0873319757901041,2
20211222,779229.1972500004,0,408900.0,1188129.1972500004,1276947.5497500002,-0.06955520805642224,2
20211223,779229.1972500004,0,406500.0,1185729.1972500004,1276947.5497500002,-0.07143469010756043,2
20211224,944151.1572500005,0,233100.0,1177251.1572500006,1276947.5497500002,-0.07807399177790664,1
20211227,944151.1572500005,0,232200.00000000003,1176351.1572500006,1276947.5497500002,-0.0787787975470835,1
20211228,732010.3747500007,0,450800.0,1182810.3747500007,1276947.5497500002,-0.07372047114889702,2
20211229,732010.3747500007,0,443600.0,1175610.3747500007,1276947.5497500002,-0.07935891730231148,2
20211230,732010.3747500007,0,453200.0,1185210.3747500007,1276947.5497500002,-0.07184098909775882,2
20220103,732010.3747500007,0,451200.0,1183210.3747500007,1276947.5497500002,-0.07340722414037393,2
20220104,732010.3747500007,0,460200.0,1192210.3747500007,1276947.5497500002,-0.06635916644860573,2
20220105,732010.3747500007,0,460900.0,1192910.3747500007,1276947.5497500002,-0.06581098418369047,2
20220106,732010.3747500007,0,477400.0,1209410.3747500007,1276947.5497500002,-0.05288954508211552,2
20220107,732010.3747500007,0,483100.0,1215110.3747500007,1276947.5497500002,-0.04842577521066238,2
20220110,926744.8447500006,0,308000.0,1234744.8447500006,1276947.5497500002,-0.033049677732074456,1
20220111,926744.8447500006,0,278000.0,1204744.8447500006,1276947.5497500002,-0.0565432033713017,1
20220112,926744.8447500006,0,254400.0,1181144.8447500006,1276947.5497500002,-0.07502477687416043,1
20220113,926744.8447500006,0,270400.0,1197144.8447500006,1276947.5497500002,-0.06249489653323925,1
20220114,926744.8447500006,0,262000.0,1188744.8447500006,1276947.5497500002,-0.06907308371222287,1
20220117,926744.8447500006,0,254400.0,1181144.8447500006,1276947.5497500002,-0.07502477687416043,1
20220118,926744.8447500006,0,254400.0,1181144.8447500006,1276947.5497500002,-0.07502477687416043,1
20220119,762862.9097500008,0,401200.0,1164062.9097500008,1276947.5497500002,-0.08840193947049735,2
20220120,762862.9097500008,0,388000.0,1150862.9097500008,1276947.5497500002,-0.09873909075175735,2
20220121,762862.9097500008,0,390400.0,1153262.9097500008,1276947.5497500002,-0.09685960870061916,2
20220124,948705.5567500008,0,201100.0,1149805.556750001,1276947.5497500002,-0.0995671224122644,2
20220125,1143370.336500001,0,0.0,1143370.336500001,1276947.5497500002,-0.10460665614351272,0
20220126,1143370.336500001,0,0.0,1143370.336500001,1276947.5497500002,-0.10460665614351272,0
20220207,1143370.336500001,0,0.0,1143370.336500001,1276947.5497500002,-0.10460665614351272,0
20220208,941833.5552500009,0,207650.0,1149483.555250001,1276947.5497500002,-0.09981928742880175,2
20220209,941833.5552500009,0,223650.00000000003,1165483.555250001,1276947.5497500002,-0.08728940708788047,2
20220210,737871.5777500009,0,421950.0,1159821.5777500009,1276947.5497500002,-0.09172340087337982,2
20220211,737871.5777500009,0,438650.0,1176521.5777500009,1276947.5497500002,-0.07864533826754327,2
20220214,737871.5777500009,0,409950.0,1147821.5777500009,1276947.5497500002,-0.10112081112907068,2
20220215,950509.0990000009,0,171500.0,1122009.0990000009,1276947.5497500002,-0.1213350155065751,1
20220216,950509.0990000009,0,171850.0,1122359.0990000009,1276947.5497500002,-0.12106092437411742,1
20220217,1117417.2477500008,0,0.0,1117417.2477500008,1276947.5497500002,-0.12493097467568826,0
20220218,691711.4802500007,0,424550.0,1116261.4802500007,1276947.5497500002,-0.12583607645549622,2
20220221,691711.4802500007,0,400900.0,1092611.4802500007,1276947.5497500002,-0.14435680583442023,2
20220222,691711.4802500007,0,400700.0,1092411.4802500007,1276947.5497500002,-0.14451342933868183,2
20220223,1082673.7827500007,0,0.0,1082673.7827500007,1276947.5497500002,-0.15213919086812477,0
20220224,732175.0327500007,0,378000.0,1110175.0327500007,1276947.5497500002,-0.13060248013526488,2
20220225,1100438.2252500006,0,0.0,1100438.2252500006,1276947.5497500002,-0.1382275446901139,0
20220301,917377.7352500006,0,192000.0,1109377.7352500006,1276947.5497500002,-0.13122685777720966,1
20220302,714088.4602500006,0,420850.0,1134938.4602500005,1276947.5497500002,-0.11120980617238518,2
20220303,714088.4602500006,0,428000.0,1142088.4602500005,1276947.5497500002,-0.10561051589503612,2
20220304,714088.4602500006,0,442650.0,1156738.4602500005,1276947.5497500002,-0.09413784420788007,2
20220307,898973.6802500006,0,236300.0,1135273.6802500007,1276947.5497500002,-0.11094728951689237,2
20220308,1108114.1205000007,0,0.0,1108114.1205000007,1276947.5497500002,-0.13221641662811734,0
20220309,1108114.1205000007,0,0.0,1108114.1205000007,1276947.5497500002,-0.13221641662811734,0
20220310,1108114.1205000007,0,0.0,1108114.1205000007,1276947.5497500002,-0.13221641662811734,0
20220311,1108114.1205000007,0,0.0,1108114.1205000007,1276947.5497500002,-0.13221641662811734,0
20220314,1108114.1205000007,0,0.0,1108114.1205000007,1276947.5497500002,-0.13221641662811734,0
20220315,1108114.1205000007,0,0.0,1108114.1205000007,1276947.5497500002,-0.13221641662811734,0
20220316,1108114.1205000007,0,0.0,1108114.1205000007,1276947.5497500002,-0.13221641662811734,0
20220317,1108114.1205000007,0,0.0,1108114.1205000007,1276947.5497500002,-0.13221641662811734,0
20220318,1108114.1205000007,0,0.0,1108114.1205000007,1276947.5497500002,-0.13221641662811734,0
20220321,1108114.1205000007,0,0.0,1108114.1205000007,1276947.5497500002,-0.13221641662811734,0
20220322,1108114.1205000007,0,0.0,1108114.1205000007,1276947.5497500002,-0.13221641662811734,0
20220323,1108114.1205000007,0,0.0,1108114.1205000007,1276947.5497500002,-0.13221641662811734,0
20220324,1108114.1205000007,0,0.0,1108114.1205000007,1276947.5497500002,-0.13221641662811734,0
20220325,1108114.1205000007,0,0.0,1108114.1205000007,1276947.5497500002,-0.13221641662811734,0
20220328,1108114.1205000007,0,0.0,1108114.1205000007,1276947.5497500002,-0.13221641662811734,0
20220329,1108114.1205000007,0,0.0,1108114.1205000007,1276947.5497500002,-0.13221641662811734,0
20220330,1108114.1205000007,0,0.0,1108114.1205000007,1276947.5497500002,-0.13221641662811734,0
20220331,1108114.1205000007,0,0.0,1108114.1205000007,1276947.5497500002,-0.13221641662811734,0
20220401,1108114.1205000007,0,0.0,1108114.1205000007,1276947.5497500002,-0.13221641662811734,0
20220406,1108114.1205000007,0,0.0,1108114.1205000007,1276947.5497500002,-0.13221641662811734,0
20220407,720963.2155000006,0,374800.0,1095763.2155000006,1276947.5497500002,-0.1418886267376226,2
20220408,1098783.9280000005,0,0.0,1098783.9280000005,1276947.5497500002,-0.1395230538520399,0
20220411,915523.1530000005,0,193000.0,1108523.1530000004,1276947.5497500002,-0.13189609611058328,1
20220412,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
20220413,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
20220414,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
20220415,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
20220418,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
20220419,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
20220420,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
20220421,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
20220422,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
20220425,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
20220426,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
20220427,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
20220428,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
20220429,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
20220503,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
20220504,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
20220505,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
20220506,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
20220509,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
20220510,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
20220511,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
20220512,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
20220513,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
20220516,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
20220517,1099704.5280000004,0,0.0,1099704.5280000004,1276947.5497500002,-0.13880211586192426,0
