decision_date,execute_date,side,code,shares,limit_price,filled,reason,fill_price
20221213,20221214,SELL,2748,3000,,True,R7_RANK_EXIT,55.800000000000004
20221213,20221214,SELL,5284,3000,,True,R7_RANK_EXIT,62.300000000000004
20221213,20221214,BUY,1752,4000,52.800000000000004,True,R7_DEEP_LIMIT,52.800000000000004
20221213,20221214,BUY,1701,8000,27.200000000000003,False,LIMIT_NOT_TOUCHED,
20221213,20221214,BUY,4130,6000,32.1,True,R7_DEEP_LIMIT,32.1
20221219,20221220,SELL,4130,6000,,True,R7_RANK_EXIT,37.9
20221219,20221220,BUY,3693,2000,114.5,False,CAP_AT_EXECUTION,
20221219,20221220,BUY,4129,4000,50.900000000000006,True,R7_DEEP_LIMIT,50.900000000000006
20221220,20221221,SELL,1752,4000,,True,R7_RANK_EXIT,53.900000000000006
20221220,20221221,SELL,4129,4000,,True,R7_RANK_EXIT,47.7
20221220,20221221,BUY,6111,2000,92.0,True,R7_DEEP_LIMIT,62.900000000000006
20221220,20221221,BUY,3693,300,112.0,False,LIMIT_NOT_TOUCHED,
20221222,20221223,SELL,6111,2000,,True,R7_RANK_EXIT,57.7
20221222,20221223,BUY,2612,5000,43.7,False,LIMIT_NOT_TOUCHED,
20221222,20221223,BUY,1701,7000,30.25,False,LIMIT_NOT_TOUCHED,
20221222,20221223,BUY,1752,3000,58.0,False,LIMIT_NOT_TOUCHED,
20221223,20221226,BUY,4747,3000,54.0,False,LIMIT_NOT_TOUCHED,
20221223,20221226,BUY,2612,700,44.550000000000004,True,R7_DEEP_LIMIT,44.550000000000004
20221227,20221228,SELL,2612,700,,True,R7_RANK_EXIT,39.2
20221227,20221228,BUY,3479,2000,84.0,True,R7_DEEP_LIMIT,84.0
20221227,20221228,BUY,4747,3000,57.800000000000004,True,R7_DEEP_LIMIT,57.800000000000004
20221227,20221228,BUY,3705,4000,49.25,True,R7_DEEP_LIMIT,49.25
20221228,20221229,SELL,3479,2000,,True,R7_RANK_EXIT,80.30000000000001
20221228,20221229,SELL,4747,3000,,True,R7_RANK_EXIT,51.900000000000006
20221228,20221229,SELL,3705,4000,,True,R7_RANK_EXIT,47.0
20221228,20221229,BUY,1305,6000,26.55,True,R7_DEEP_LIMIT,26.55
20221228,20221229,BUY,2748,400,74.0,True,R7_DEEP_LIMIT,65.3
20230106,20230109,SELL,1305,6000,,True,R7_RANK_EXIT,26.35
20230106,20230109,SELL,2748,400,,True,R7_RANK_EXIT,61.7
20230106,20230109,BUY,8044,3000,63.7,True,R7_DEEP_LIMIT,63.7
20230106,20230109,BUY,2230,5000,36.75,False,LIMIT_NOT_TOUCHED,
20230106,20230109,BUY,3592,500,388.0,True,R7_DEEP_LIMIT,349.5
20230109,20230110,SELL,3592,500,,True,R7_RANK_EXIT,333.0
20230109,20230110,BUY,4763,800,261.0,True,R7_DEEP_LIMIT,235.5
20230109,20230110,BUY,2230,5000,39.1,False,LIMIT_NOT_TOUCHED,
20230109,20230110,BUY,2428,1000,135.0,False,LIMIT_NOT_TOUCHED,
20230110,20230111,BUY,2230,5000,40.550000000000004,True,R7_DEEP_LIMIT,40.45
20230110,20230111,BUY,2428,1000,140.0,False,LIMIT_NOT_TOUCHED,
20230210,20230213,SELL,8044,3000,,True,R7_RANK_EXIT,64.8
20230210,20230213,SELL,4763,800,,True,R7_RANK_EXIT,281.5
20230210,20230213,SELL,2230,5000,,True,R7_RANK_EXIT,50.6
20230210,20230213,BUY,2453,6000,34.0,False,LIMIT_NOT_TOUCHED,
20230210,20230213,BUY,6266,7000,29.400000000000002,False,LIMIT_NOT_TOUCHED,
20230301,20230302,BUY,4967,4000,54.5,False,LIMIT_NOT_TOUCHED,
20230301,20230302,BUY,8936,7000,30.75,False,LIMIT_NOT_TOUCHED,
20230301,20230302,BUY,2739,4000,53.400000000000006,False,LIMIT_NOT_TOUCHED,
20230302,20230303,BUY,2739,3000,58.7,False,LIMIT_NOT_TOUCHED,
20230302,20230303,BUY,2722,4000,48.650000000000006,False,LIMIT_NOT_TOUCHED,
20230302,20230303,BUY,4967,4000,56.2,True,R7_DEEP_LIMIT,56.2
20230302,20230303,BUY,3652,7000,31.35,True,R7_DEEP_LIMIT,31.35
20230306,20230307,SELL,3652,7000,,True,R7_RANK_EXIT,30.700000000000003
20230306,20230307,BUY,3147,3000,70.60000000000001,True,R7_DEEP_LIMIT,70.60000000000001
20230306,20230307,BUY,2739,3000,61.2,False,LIMIT_NOT_TOUCHED,
20230307,20230308,SELL,3147,3000,,True,R7_RANK_EXIT,67.2
20230307,20230308,BUY,3362,2000,112.0,True,R7_DEEP_LIMIT,112.0
20230307,20230308,BUY,2739,3000,63.2,True,R7_DEEP_LIMIT,63.2
20230307,20230308,BUY,4976,4000,48.800000000000004,False,LIMIT_NOT_TOUCHED,
20230310,20230313,SELL,4967,4000,,True,R7_RANK_EXIT,56.6
20230310,20230313,SELL,3362,2000,,True,R7_RANK_EXIT,104.5
20230310,20230313,SELL,2739,3000,,True,R7_RANK_EXIT,56.0
20230310,20230313,BUY,7402,3000,67.2,True,R7_DEEP_LIMIT,67.2
20230310,20230313,BUY,3046,3000,70.3,False,LIMIT_NOT_TOUCHED,
20230324,20230327,SELL,7402,3000,,True,R7_RANK_EXIT,77.5
20230324,20230327,BUY,6160,8000,27.55,True,R7_DEEP_LIMIT,27.55
20230324,20230327,BUY,5289,700,295.0,True,R7_DEEP_LIMIT,295.0
20230324,20230327,BUY,6733,6000,33.300000000000004,True,R7_DEEP_LIMIT,33.300000000000004
20230324,20230327,BUY,4147,2000,93.7,False,LIMIT_NOT_TOUCHED,
20230328,20230329,SELL,5289,700,,True,R7_RANK_EXIT,290.0
20230328,20230329,SELL,6733,6000,,True,R7_RANK_EXIT,31.900000000000002
20230328,20230329,BUY,6485,2000,98.0,False,LIMIT_NOT_TOUCHED,
20230328,20230329,BUY,3715,10000,21.900000000000002,False,LIMIT_NOT_TOUCHED,
20230407,20230410,SELL,6160,8000,,True,R7_RANK_EXIT,29.200000000000003
20230407,20230410,BUY,4153,4000,55.1,False,LIMIT_NOT_TOUCHED,
20230407,20230410,BUY,6829,2000,106.5,False,LIMIT_NOT_TOUCHED,
20230407,20230410,BUY,6485,2000,104.5,True,R7_DEEP_LIMIT,104.5
20230410,20230411,BUY,3032,4000,44.800000000000004,False,LIMIT_NOT_TOUCHED,
20230410,20230411,BUY,3324,900,240.0,False,LIMIT_NOT_TOUCHED,
20230410,20230411,BUY,3231,5000,42.5,False,LIMIT_NOT_TOUCHED,
20230419,20230420,SELL,6485,2000,,True,R7_RANK_EXIT,108.5
20230419,20230420,BUY,4728,900,229.5,False,LIMIT_NOT_TOUCHED,
20230419,20230420,BUY,3058,10000,21.8,False,LIMIT_NOT_TOUCHED,
20230419,20230420,BUY,3693,1000,191.5,True,R7_DEEP_LIMIT,191.5
20230421,20230424,SELL,3693,1000,,True,R7_RANK_EXIT,196.0
20230421,20230424,BUY,6625,3000,68.10000000000001,False,LIMIT_NOT_TOUCHED,
20230421,20230424,BUY,6218,9000,24.900000000000002,True,R7_DEEP_LIMIT,24.900000000000002
20230421,20230424,BUY,2204,2000,76.2,True,R7_DEEP_LIMIT,76.2
20230502,20230503,SELL,6218,9000,,True,R7_RANK_EXIT,24.3
20230502,20230503,SELL,2204,2000,,True,R7_RANK_EXIT,78.2
20230502,20230503,BUY,1727,4000,40.6,True,R7_DEEP_LIMIT,40.6
20230502,20230503,BUY,6625,300,86.7,False,LIMIT_NOT_TOUCHED,
20230515,20230516,SELL,1727,4000,,True,R7_RANK_EXIT,35.9
20230515,20230516,BUY,2743,2000,79.30000000000001,False,LIMIT_NOT_TOUCHED,
20230515,20230516,BUY,5511,600,48.150000000000006,False,LIMIT_NOT_TOUCHED,
20230518,20230519,BUY,2743,2000,105.0,True,R7_DEEP_LIMIT,104.0
20230518,20230519,BUY,8426,3000,68.5,True,R7_DEEP_LIMIT,68.5
20230518,20230519,BUY,2427,10000,20.200000000000003,False,LIMIT_NOT_TOUCHED,
20230522,20230523,SELL,8426,3000,,True,R7_RANK_EXIT,68.60000000000001
20230522,20230523,BUY,2427,9000,24.0,True,R7_DEEP_LIMIT,24.0
20230522,20230523,BUY,2745,3000,69.0,True,R7_DEEP_LIMIT,69.0
20230522,20230523,BUY,2442,11000,19.6,True,R7_DEEP_LIMIT,19.6
20230605,20230606,SELL,2743,2000,,True,R7_RANK_EXIT,139.5
20230605,20230606,SELL,2427,9000,,True,R7_RANK_EXIT,28.400000000000002
20230605,20230606,SELL,2745,3000,,True,R7_RANK_EXIT,79.60000000000001
20230605,20230606,SELL,2442,11000,,True,R7_RANK_EXIT,18.0
20230605,20230606,BUY,4747,3000,79.7,False,LIMIT_NOT_TOUCHED,
20230621,20230626,BUY,1471,19000,12.65,False,LIMIT_NOT_TOUCHED,
20230621,20230626,BUY,2468,5000,43.0,True,R7_DEEP_LIMIT,43.0
20230621,20230626,BUY,5426,14000,16.8,True,R7_DEEP_LIMIT,16.8
20230628,20230629,SELL,2468,5000,,True,R7_RANK_EXIT,41.650000000000006
20230628,20230629,SELL,5426,14000,,True,R7_RANK_EXIT,14.850000000000001
20230628,20230629,BUY,3287,9000,25.55,True,R7_DEEP_LIMIT,25.55
20230628,20230629,BUY,2371,4000,53.400000000000006,False,LIMIT_NOT_TOUCHED,
20230628,20230629,BUY,2059,300,621.0,False,LIMIT_NOT_TOUCHED,
20230704,20230705,SELL,3287,9000,,True,R7_RANK_EXIT,24.25
20230704,20230705,BUY,6451,1000,122.5,True,R7_DEEP_LIMIT,122.5
20230704,20230705,BUY,2230,1000,126.0,True,R7_DEEP_LIMIT,126.0
20230704,20230705,BUY,2419,6000,37.95,True,R7_DEEP_LIMIT,37.95
20230704,20230705,BUY,4583,900,260.5,True,R7_DEEP_LIMIT,260.5
20230706,20230707,SELL,2230,1000,,True,R7_RANK_EXIT,115.5
20230706,20230707,SELL,2419,6000,,True,R7_RANK_EXIT,36.25
20230706,20230707,SELL,4583,900,,True,R7_RANK_EXIT,259.5
20230706,20230707,BUY,6117,9000,24.5,True,R7_DEEP_LIMIT,24.5
20230706,20230707,BUY,6538,1000,160.5,True,R7_DEEP_LIMIT,138.0
20230711,20230712,SELL,6451,1000,,True,R7_RANK_EXIT,122.5
20230711,20230712,BUY,1618,9000,24.5,True,R7_DEEP_LIMIT,24.5
20230711,20230712,BUY,5234,1000,142.5,True,R7_DEEP_LIMIT,142.5
20230712,20230713,SELL,1618,9000,,True,R7_RANK_EXIT,24.400000000000002
20230719,20230720,SELL,6117,9000,,True,R7_RANK_EXIT,21.6
20230719,20230720,SELL,6538,1000,,True,R7_RANK_EXIT,146.0
20230719,20230720,SELL,5234,1000,,True,R7_RANK_EXIT,140.5
20230719,20230720,BUY,6579,1000,183.5,True,R7_DEEP_LIMIT,183.5
20230719,20230720,BUY,6527,2000,111.0,True,R7_DEEP_LIMIT,111.0
20230719,20230720,BUY,6569,600,340.5,True,R7_DEEP_LIMIT,240.5
20230801,20230802,SELL,6527,2000,,True,R7_HARD_STOP,91.60000000000001
20230810,20230811,SELL,6579,1000,,True,R7_REGIME_EXIT,167.0
20230810,20230811,SELL,6569,600,,True,R7_REGIME_EXIT,166.5
20230830,20230831,BUY,3715,3000,56.7,True,R7_DEEP_LIMIT,56.7
20230830,20230831,BUY,2436,400,71.8,True,R7_DEEP_LIMIT,71.8
20230831,20230901,SELL,3715,3000,,True,R7_RANK_EXIT,56.1
20230831,20230901,SELL,2436,400,,True,R7_RANK_EXIT,70.5
20230831,20230901,BUY,2485,6000,28.3,False,LIMIT_NOT_TOUCHED,
20230831,20230901,BUY,3011,700,41.550000000000004,True,R7_DEEP_LIMIT,41.550000000000004
20230904,20230905,SELL,3011,700,,True,R7_RANK_EXIT,37.5
20230904,20230905,BUY,2816,7000,28.25,False,LIMIT_NOT_TOUCHED,
20230904,20230905,BUY,6122,3000,54.900000000000006,False,LIMIT_NOT_TOUCHED,
20230904,20230905,BUY,2436,2000,77.0,True,R7_DEEP_LIMIT,77.0
20230907,20230908,SELL,2436,2000,,True,R7_RANK_EXIT,72.10000000000001
20230907,20230908,BUY,2816,4000,34.300000000000004,True,R7_DEEP_LIMIT,34.300000000000004
20230907,20230908,BUY,4542,400,74.4,True,R7_DEEP_LIMIT,68.8
20230912,20230913,SELL,4542,400,,True,R7_RANK_EXIT,65.5
20230912,20230913,BUY,1515,4000,42.7,True,R7_DEEP_LIMIT,42.7
20230914,20230915,SELL,2816,4000,,True,R7_RANK_EXIT,36.45
20230914,20230915,SELL,1515,4000,,True,R7_RANK_EXIT,45.45
20230914,20230915,BUY,5321,1000,153.5,True,R7_DEEP_LIMIT,111.0
20230914,20230915,BUY,6451,200,133.5,True,R7_DEEP_LIMIT,133.5
20230918,20230919,SELL,6451,200,,True,R7_RANK_EXIT,137.0
20230918,20230919,BUY,6715,1000,157.0,True,R7_DEEP_LIMIT,157.0
20230920,20230921,SELL,6715,1000,,True,R7_EXPOSURE_EXIT,151.5
20230920,20230921,BUY,3036,300,98.0,True,R7_DEEP_LIMIT,98.0
20231011,20231012,SELL,5321,1000,,True,R7_RANK_EXIT,93.80000000000001
20231011,20231012,SELL,3036,300,,True,R7_RANK_EXIT,118.0
20231011,20231012,BUY,2465,4000,45.95,False,LIMIT_NOT_TOUCHED,
20231011,20231012,BUY,6220,5000,34.25,True,R7_DEEP_LIMIT,29.950000000000003
20231012,20231013,SELL,6220,5000,,True,R7_RANK_EXIT,29.8
20231012,20231013,BUY,2465,3000,50.1,True,R7_DEEP_LIMIT,50.1
20231012,20231013,BUY,1324,1000,16.150000000000002,False,LIMIT_NOT_TOUCHED,
20231016,20231017,BUY,2363,3000,56.5,True,R7_DEEP_LIMIT,50.2
20231017,20231018,SELL,2465,3000,,True,R7_EXPOSURE_EXIT,46.550000000000004
20231017,20231018,BUY,6237,600,47.050000000000004,True,R7_DEEP_LIMIT,47.050000000000004
20231025,20231026,SELL,2363,3000,,True,R7_RANK_EXIT,50.0
20231025,20231026,SELL,6237,600,,True,R7_RANK_EXIT,53.0
20231025,20231026,BUY,3041,7000,26.8,True,R7_DEEP_LIMIT,26.5
20231025,20231026,BUY,6593,2000,94.80000000000001,False,LIMIT_NOT_TOUCHED,
20231026,20231027,SELL,3041,7000,,True,R7_REGIME_EXIT,27.400000000000002
20231102,20231103,BUY,6593,1000,124.5,False,LIMIT_NOT_TOUCHED,
20231102,20231103,BUY,8054,3000,57.6,True,R7_DEEP_LIMIT,57.6
20231107,20231108,SELL,8054,3000,,True,R7_RANK_EXIT,59.300000000000004
20231107,20231108,BUY,3228,1000,144.5,True,R7_DEEP_LIMIT,144.5
20231107,20231108,BUY,4967,2000,92.10000000000001,False,LIMIT_NOT_TOUCHED,
20231109,20231110,BUY,6412,1000,138.5,True,R7_DEEP_LIMIT,138.5
20231109,20231110,BUY,3217,1000,149.5,False,LIMIT_NOT_TOUCHED,
20231115,20231116,SELL,3228,1000,,True,R7_RANK_EXIT,183.0
20231115,20231116,SELL,6412,1000,,True,R7_RANK_EXIT,138.5
20231115,20231116,BUY,1515,3000,56.900000000000006,False,LIMIT_NOT_TOUCHED,
20231115,20231116,BUY,6667,2000,90.5,False,LIMIT_NOT_TOUCHED,
20231115,20231116,BUY,4766,700,269.5,True,R7_DEEP_LIMIT,269.5
20231115,20231116,BUY,4129,2000,82.80000000000001,True,R7_DEEP_LIMIT,82.80000000000001
20231128,20231129,SELL,4766,700,,True,R7_RANK_EXIT,247.0
20231128,20231129,SELL,4129,2000,,True,R7_RANK_EXIT,88.30000000000001
20231128,20231129,BUY,8089,5000,38.0,False,LIMIT_NOT_TOUCHED,
20231128,20231129,BUY,3437,7000,28.400000000000002,False,LIMIT_NOT_TOUCHED,
20231128,20231129,BUY,4945,2000,94.80000000000001,False,LIMIT_NOT_TOUCHED,
20231213,20231214,BUY,5426,8000,24.650000000000002,False,LIMIT_NOT_TOUCHED,
20231213,20231214,BUY,8089,3000,53.5,False,LIMIT_NOT_TOUCHED,
20231213,20231214,BUY,6546,1000,112.0,True,R7_DEEP_LIMIT,112.0
20231219,20231220,SELL,6546,1000,,True,R7_RANK_EXIT,112.0
20231219,20231220,BUY,8089,3000,62.5,True,R7_DEEP_LIMIT,62.5
20231219,20231220,BUY,8085,3000,57.6,True,R7_DEEP_LIMIT,57.6
20231219,20231220,BUY,5426,7000,26.75,False,LIMIT_NOT_TOUCHED,
20231222,20231225,SELL,8089,3000,,True,R7_HARD_STOP,51.0
20231227,20231228,SELL,8085,3000,,True,R7_HARD_STOP,49.050000000000004
20240110,20240111,BUY,4956,8000,23.75,True,R7_DEEP_LIMIT,23.75
20240110,20240111,BUY,3287,4000,42.400000000000006,True,R7_DEEP_LIMIT,42.400000000000006
20240110,20240111,BUY,8467,1000,176.0,True,R7_DEEP_LIMIT,176.0
20240112,20240115,SELL,3287,4000,,True,R7_HARD_STOP,35.95
20240131,20240201,SELL,4956,8000,,True,R7_RANK_EXIT,21.05
20240131,20240201,SELL,8467,1000,,True,R7_RANK_EXIT,168.5
20240131,20240201,BUY,3360,8000,21.900000000000002,True,R7_DEEP_LIMIT,21.900000000000002
20240131,20240201,BUY,6229,4000,40.400000000000006,False,LIMIT_NOT_TOUCHED,
20240131,20240201,BUY,6462,600,303.0,True,R7_DEEP_LIMIT,267.5
20240205,20240215,SELL,3360,8000,,True,R7_HARD_STOP,18.7
20240216,20240219,SELL,6462,600,,True,R7_RANK_EXIT,300.5
20240216,20240219,BUY,3294,4000,41.300000000000004,True,R7_DEEP_LIMIT,41.300000000000004
20240216,20240219,BUY,6584,1000,171.5,True,R7_DEEP_LIMIT,160.5
20240216,20240219,BUY,2365,7000,23.450000000000003,False,LIMIT_NOT_TOUCHED,
20240216,20240219,BUY,4714,9000,18.55,False,LIMIT_NOT_TOUCHED,
20240304,20240305,SELL,3294,4000,,True,R7_RANK_EXIT,53.5
20240304,20240305,SELL,6584,1000,,True,R7_RANK_EXIT,186.0
20240304,20240305,BUY,6227,3000,64.4,True,R7_DEEP_LIMIT,64.4
20240304,20240305,BUY,3372,8000,22.900000000000002,False,LIMIT_NOT_TOUCHED,
20240304,20240305,BUY,6829,1000,134.0,True,R7_DEEP_LIMIT,134.0
20240308,20240311,SELL,6227,3000,,True,R7_RANK_EXIT,60.7
20240308,20240311,SELL,6829,1000,,True,R7_RANK_EXIT,122.0
20240308,20240311,BUY,2404,500,381.5,False,CAP_AT_EXECUTION,
20240308,20240311,BUY,5386,2000,68.5,True,R7_DEEP_LIMIT,68.5
20240322,20240325,SELL,5386,2000,,True,R7_RANK_EXIT,83.30000000000001
20240322,20240325,BUY,4127,8000,24.150000000000002,False,LIMIT_NOT_TOUCHED,
20240322,20240325,BUY,2359,3000,58.400000000000006,False,LIMIT_NOT_TOUCHED,
20240322,20240325,BUY,6640,500,392.0,False,CAP_AT_EXECUTION,
20240322,20240325,BUY,6188,1000,101.5,True,R7_DEEP_LIMIT,101.5
20240325,20240326,SELL,6188,1000,,True,R7_RANK_EXIT,99.4
20240325,20240326,BUY,4127,7000,26.55,False,LIMIT_NOT_TOUCHED,
20240325,20240326,BUY,2359,3000,64.10000000000001,False,LIMIT_NOT_TOUCHED,
20240325,20240326,BUY,6753,1000,117.5,True,R7_DEEP_LIMIT,117.5
20240325,20240326,BUY,6640,400,406.0,True,R7_DEEP_LIMIT,388.5
20240326,20240327,SELL,6753,1000,,True,R7_RANK_EXIT,117.0
20240326,20240327,BUY,4127,6000,29.200000000000003,False,LIMIT_NOT_TOUCHED,
20240326,20240327,BUY,1616,8000,22.25,True,R7_DEEP_LIMIT,22.25
20240327,20240328,SELL,6640,400,,True,R7_RANK_EXIT,387.5
20240327,20240328,BUY,4127,6000,32.050000000000004,True,R7_DEEP_LIMIT,31.6
20240327,20240328,BUY,2359,2000,71.3,True,R7_DEEP_LIMIT,71.3
20240327,20240328,BUY,2704,3000,63.7,True,R7_DEEP_LIMIT,63.7
20240416,20240417,SELL,1616,8000,,True,R7_RANK_EXIT,20.8
20240416,20240417,SELL,4127,6000,,True,R7_RANK_EXIT,36.800000000000004
20240416,20240417,SELL,2359,2000,,True,R7_RANK_EXIT,92.9
20240416,20240417,SELL,2704,3000,,True,R7_RANK_EXIT,68.4
20240416,20240417,BUY,2363,2000,71.3,True,R7_DEEP_LIMIT,65.4
20240417,20240418,BUY,9955,5000,37.800000000000004,True,R7_DEEP_LIMIT,37.800000000000004
20240417,20240418,BUY,1514,1000,177.5,True,R7_DEEP_LIMIT,177.5
20240422,20240423,SELL,1514,1000,,True,R7_HARD_STOP,151.5
20240423,20240424,SELL,9955,5000,,True,R7_HARD_STOP,31.75
20240430,20240502,SELL,2363,2000,,True,R7_RANK_EXIT,60.5
20240430,20240502,BUY,5508,800,229.5,True,R7_DEEP_LIMIT,211.5
20240430,20240502,BUY,6177,2000,72.8,True,R7_DEEP_LIMIT,65.4
20240430,20240502,BUY,3234,3000,49.0,True,R7_DEEP_LIMIT,49.0
20240430,20240502,BUY,6552,4000,48.5,True,R7_DEEP_LIMIT,48.5
20240502,20240503,SELL,6177,2000,,True,R7_RANK_EXIT,62.300000000000004
20240502,20240503,SELL,6552,4000,,True,R7_RANK_EXIT,48.6
20240502,20240503,BUY,2745,1000,131.5,True,R7_DEEP_LIMIT,131.5
20240506,20240507,SELL,3234,3000,,True,R7_RANK_EXIT,45.550000000000004
20240506,20240507,SELL,2745,1000,,True,R7_RANK_EXIT,133.0
20240506,20240507,BUY,3466,3000,54.1,True,R7_DEEP_LIMIT,54.1
20240506,20240507,BUY,1453,6000,29.650000000000002,True,R7_DEEP_LIMIT,29.650000000000002
20240506,20240507,BUY,1436,1000,160.5,True,R7_DEEP_LIMIT,160.5
20240508,20240509,SELL,5508,800,,True,R7_RANK_EXIT,211.5
20240508,20240509,SELL,1453,6000,,True,R7_RANK_EXIT,26.75
20240508,20240509,SELL,1436,1000,,True,R7_RANK_EXIT,148.5
20240508,20240509,BUY,4967,1000,115.0,True,R7_DEEP_LIMIT,115.0
20240509,20240510,SELL,4967,1000,,True,R7_RANK_EXIT,109.5
20240509,20240510,BUY,6419,1000,109.5,True,R7_DEEP_LIMIT,95.5
20240509,20240510,BUY,8906,5000,32.85,False,LIMIT_NOT_TOUCHED,
20240513,20240514,SELL,3466,3000,,True,R7_RANK_EXIT,53.6
20240513,20240514,BUY,2615,2000,83.7,True,R7_DEEP_LIMIT,70.7
20240513,20240514,BUY,4562,6000,28.85,True,R7_DEEP_LIMIT,28.75
20240513,20240514,BUY,2609,1000,95.4,True,R7_DEEP_LIMIT,68.5
20240514,20240515,SELL,2615,2000,,True,R7_RANK_EXIT,67.60000000000001
20240516,20240517,BUY,5392,5000,37.6,True,R7_DEEP_LIMIT,37.6
20240530,20240531,SELL,6419,1000,,True,R7_RANK_EXIT,131.5
20240530,20240531,SELL,4562,6000,,True,R7_RANK_EXIT,38.85
20240530,20240531,SELL,2609,1000,,True,R7_RANK_EXIT,78.60000000000001
20240530,20240531,SELL,5392,5000,,True,R7_RANK_EXIT,37.9
20240530,20240531,BUY,8374,3000,58.6,False,LIMIT_NOT_TOUCHED,
20240530,20240531,BUY,4728,600,320.0,True,R7_DEEP_LIMIT,320.0
20240611,20240612,SELL,4728,600,,True,R7_RANK_EXIT,294.0
20240611,20240612,BUY,3122,3000,57.6,True,R7_DEEP_LIMIT,57.6
20240611,20240612,BUY,6442,800,249.5,True,R7_DEEP_LIMIT,248.0
20240611,20240612,BUY,2537,8000,24.25,True,R7_DEEP_LIMIT,24.25
20240614,20240617,SELL,2537,8000,,True,R7_RANK_EXIT,24.0
20240614,20240617,BUY,5484,3000,59.2,True,R7_DEEP_LIMIT,59.2
20240614,20240617,BUY,8906,3000,56.6,True,R7_DEEP_LIMIT,56.6
20240621,20240624,SELL,3122,3000,,True,R7_RANK_EXIT,53.6
20240621,20240624,SELL,6442,800,,True,R7_RANK_EXIT,313.0
20240621,20240624,SELL,8906,3000,,True,R7_RANK_EXIT,57.6
20240621,20240624,BUY,2438,4000,50.300000000000004,True,R7_DEEP_LIMIT,50.300000000000004
20240624,20240625,SELL,5484,3000,,True,R7_RANK_EXIT,66.60000000000001
20240624,20240625,BUY,3652,5000,43.7,False,CAP_AT_EXECUTION,
20240624,20240625,BUY,3580,2000,82.9,True,R7_DEEP_LIMIT,82.9
20240625,20240626,SELL,3580,2000,,True,R7_RANK_EXIT,80.30000000000001
20240625,20240626,BUY,6895,1000,200.5,True,R7_DEEP_LIMIT,200.5
20240625,20240626,BUY,6877,3000,56.5,False,LIMIT_NOT_TOUCHED,
20240625,20240626,BUY,4526,6000,31.3,False,LIMIT_NOT_TOUCHED,
20240712,20240715,SELL,2438,4000,,True,R7_RANK_EXIT,83.10000000000001
20240712,20240715,SELL,6895,1000,,True,R7_RANK_EXIT,255.0
20240712,20240715,BUY,3379,5000,43.400000000000006,True,R7_DEEP_LIMIT,43.400000000000006
20240712,20240715,BUY,2243,9000,24.75,False,LIMIT_NOT_TOUCHED,
20240712,20240715,BUY,1597,2000,96.10000000000001,True,R7_DEEP_LIMIT,96.10000000000001
20240718,20240719,SELL,3379,5000,,True,R7_RANK_EXIT,41.900000000000006
20240718,20240719,SELL,1597,2000,,True,R7_RANK_EXIT,103.5
20240718,20240719,BUY,2243,8000,28.5,False,LIMIT_NOT_TOUCHED,
20240718,20240719,BUY,1799,1000,192.5,True,R7_DEEP_LIMIT,192.5
20240718,20240719,BUY,4903,7000,31.55,True,R7_DEEP_LIMIT,31.55
20240722,20240723,SELL,1799,1000,,True,R7_HARD_STOP,159.5
20240722,20240723,SELL,4903,7000,,True,R7_HARD_STOP,26.6
20240726,20240729,BUY,9906,1000,177.5,False,LIMIT_NOT_TOUCHED,
20240726,20240729,BUY,3188,600,53.0,True,R7_DEEP_LIMIT,47.95
20240729,20240730,SELL,3188,600,,True,R7_REGIME_EXIT,53.900000000000006
20240730,20240731,BUY,2524,1000,100.0,False,LIMIT_NOT_TOUCHED,
20240730,20240731,BUY,4907,300,115.0,True,R7_DEEP_LIMIT,115.0
20240801,20240802,BUY,2524,2000,111.0,True,R7_DEEP_LIMIT,111.0
20240801,20240802,BUY,4513,3000,69.0,True,R7_DEEP_LIMIT,69.0
20240802,20240805,SELL,4907,300,,True,R7_REGIME_EXIT,94.80000000000001
20240802,20240805,SELL,2524,2000,,True,R7_REGIME_EXIT,106.5
20240802,20240805,SELL,4513,3000,,True,R7_REGIME_EXIT,67.60000000000001
20240816,20240819,BUY,2364,1000,133.0,True,R7_DEEP_LIMIT,119.0
20240816,20240819,BUY,8937,700,46.050000000000004,True,R7_DEEP_LIMIT,46.050000000000004
20240827,20240828,SELL,2364,1000,,True,R7_RANK_EXIT,125.0
20240827,20240828,BUY,3550,1000,21.700000000000003,True,R7_DEEP_LIMIT,21.700000000000003
20240828,20240829,BUY,6151,5000,46.35,False,LIMIT_NOT_TOUCHED,
20240904,20240905,SELL,8937,700,,True,R7_REGIME_EXIT,66.3
20240904,20240905,SELL,3550,1000,,True,R7_REGIME_EXIT,23.5
20240916,20240918,BUY,8032,4000,41.550000000000004,False,LIMIT_NOT_TOUCHED,
20240916,20240918,BUY,8249,600,54.0,False,LIMIT_NOT_TOUCHED,
20240918,20240919,BUY,8032,4000,45.650000000000006,True,R7_DEEP_LIMIT,45.650000000000006
20240918,20240919,BUY,5438,1000,27.200000000000003,True,R7_DEEP_LIMIT,27.200000000000003
20240924,20240925,SELL,8032,4000,,True,R7_RANK_EXIT,41.7
20240924,20240925,SELL,5438,1000,,True,R7_RANK_EXIT,25.650000000000002
20240924,20240925,BUY,2033,10000,21.85,False,LIMIT_NOT_TOUCHED,
20240924,20240925,BUY,1721,9000,24.85,False,LIMIT_NOT_TOUCHED,
