date,nav,cash,market_value,positions,peak,drawdown
20210316,1407769.23875,530419.23875,877350.0,3,1407769.23875,0.0
20210317,1418119.23875,530419.23875,887700.0,3,1418119.23875,0.0
20210318,1446448.17075,388698.17075000005,1057750.0,4,1446448.17075,0.0
20210319,1464248.17075,388698.17075000005,1075550.0,4,1464248.17075,0.0
20210322,1495198.17075,388698.17075000005,1106500.0,4,1495198.17075,0.0
20210323,1442148.17075,388698.17075000005,1053450.0,4,1495198.17075,-0.035480246724345466
20210324,1453898.17075,388698.17075000005,1065200.0,4,1495198.17075,-0.027621756639311323
20210325,1471248.17075,388698.17075000005,1082550.0,4,1495198.17075,-0.016017943620133313
20210326,1462748.17075,388698.17075000005,1074050.0,4,1495198.17075,-0.021702808788030326
20210329,1464948.17075,388698.17075000005,1076250.0,4,1495198.17075,-0.020231431921045262
20210330,1470965.83575,565015.8357500001,905950.0,3,1495198.17075,-0.016206771432742517
20210331,1482715.83575,565015.8357500001,917700.0,3,1495198.17075,-0.008348281347708375
20210401,1504515.83575,565015.8357500001,939500.0,3,1504515.83575,0.0
20210406,1512704.5905000002,259204.5905000001,1253500.0,4,1512704.5905000002,0.0
20210407,1519804.5905000002,259204.5905000001,1260600.0,4,1519804.5905000002,0.0
20210408,1509254.5905000002,259204.5905000001,1250050.0,4,1519804.5905000002,-0.006941681888544049
20210409,1484054.5905000002,259204.5905000001,1224850.0,4,1519804.5905000002,-0.0235227609019385
20210412,1470954.5905000002,259204.5905000001,1211750.0,4,1519804.5905000002,-0.032142290071599855
20210413,1476553.9000000001,496553.90000000014,980000.0,4,1519804.5905000002,-0.028458060181125622
20210414,1465853.9000000001,496553.90000000014,969300.0,4,1519804.5905000002,-0.035498438968558976
20210415,1475903.9000000001,496553.90000000014,979350.0,4,1519804.5905000002,-0.028885746742979057
20210416,1479801.5582500002,460651.55825000023,1019150.0,4,1519804.5905000002,-0.0263211681949449
20210419,1502201.5582500002,460651.55825000023,1041550.0,4,1519804.5905000002,-0.01158243129414993
20210420,1515664.1392500002,440014.13925000024,1075650.0,4,1519804.5905000002,-0.0027243313225141508
20210421,1491264.1392500002,440014.13925000024,1051250.0,4,1519804.5905000002,-0.01877902687516586
20210422,1450314.1392500002,440014.13925000024,1010300.0,4,1519804.5905000002,-0.04572328027193173
20210423,1428356.6100000003,370356.6100000003,1058000.0,4,1519804.5905000002,-0.06017088056689868
20210426,1456056.6100000003,370356.6100000003,1085700.0,4,1519804.5905000002,-0.041944853238683355
20210427,1452787.8155000003,114237.81550000029,1338550.0,5,1519804.5905000002,-0.04409565244039171
20210428,1412537.8155000003,114237.81550000029,1298300.0,5,1519804.5905000002,-0.07057932030900782
20210429,1439437.8155000003,114237.81550000029,1325200.0,5,1519804.5905000002,-0.05287967644153524
20210503,1405137.8155000003,114237.81550000029,1290900.0,5,1519804.5905000002,-0.07544836732087756
20210504,1375768.1940000004,894518.1940000004,481250.0,2,1519804.5905000002,-0.09477297107821825
20210505,1382918.1940000004,894518.1940000004,488400.0,2,1519804.5905000002,-0.09006841889783057
20210506,1406018.1940000004,894518.1940000004,511500.0,2,1519804.5905000002,-0.07486909646888562
20210507,1410418.1940000004,894518.1940000004,515900.0,2,1519804.5905000002,-0.07197398743480099
20210510,1437588.6265000002,625788.6265000004,811800.0,3,1519804.5905000002,-0.05409640457326936
20210511,1428638.6265000002,625788.6265000004,802850.0,3,1519804.5905000002,-0.05998531954032804
20210512,1389032.4715000005,885782.4715000003,503250.0,2,1519804.5905000002,-0.08604535070984165
20210513,1366482.4715000005,885782.4715000003,480700.0,2,1519804.5905000002,-0.10088278450952581
20210514,1359882.4715000005,885782.4715000003,474100.0,2,1519804.5905000002,-0.10522544806065293
20210517,1334032.4715000005,885782.4715000003,448250.0,2,1519804.5905000002,-0.12223421363590081
20210518,1358232.4715000005,885782.4715000003,472450.0,2,1519804.5905000002,-0.10631111394843473
20210519,1374732.4715000005,885782.4715000003,488950.0,2,1519804.5905000002,-0.095454455070617
20210520,1357132.4715000005,885782.4715000003,471350.0,2,1519804.5905000002,-0.10703489120695597
20210521,1366482.4715000005,885782.4715000003,480700.0,2,1519804.5905000002,-0.10088278450952581
20210524,1361532.4715000005,885782.4715000003,475750.0,2,1519804.5905000002,-0.10413978217287123
20210525,1360432.4715000005,885782.4715000003,474650.0,2,1519804.5905000002,-0.10486355943139236
20210526,1364282.4715000005,885782.4715000003,478500.0,2,1519804.5905000002,-0.10233033902656818
20210527,1374507.9757500002,857107.9757500003,517400.0,3,1519804.5905000002,-0.09560216863287596
20210528,1388607.9757500002,857107.9757500003,531500.0,3,1519804.5905000002,-0.08632466013728624
20210531,1403172.8935000002,581922.8935000004,821250.0,4,1519804.5905000002,-0.07674124537393934
20210601,1431022.8935000002,581922.8935000004,849100.0,4,1519804.5905000002,-0.05841652114683482
20210602,1476138.8372500003,307938.83725000033,1168200.0,5,1519804.5905000002,-0.028731162889588435
20210603,1485738.8372500003,307938.83725000033,1177800.0,5,1519804.5905000002,-0.02241456136067632
20210604,1487738.8372500003,307938.83725000033,1179800.0,5,1519804.5905000002,-0.02109860270881969
20210607,1486538.8372500003,307938.83725000033,1178600.0,5,1519804.5905000002,-0.021888177899933692
20210608,1518638.8372500003,307938.83725000033,1210700.0,5,1519804.5905000002,-0.0007670415376336281
20210609,1497488.8372500003,307938.83725000033,1189550.0,5,1519804.5905000002,-0.014683304281018272
20210610,1482888.8372500003,307938.83725000033,1174950.0,5,1519804.5905000002,-0.024289802439572128
20210611,1445088.8372500003,307938.83725000033,1137150.0,5,1519804.5905000002,-0.04916142095966369
20210615,1487888.8372500003,307938.83725000033,1179950.0,5,1519804.5905000002,-0.020999905809930386
20210616,1488621.0460000003,687221.0460000003,801400.0,3,1519804.5905000002,-0.02051812759016658
20210617,1507708.6465000003,380058.6465000003,1127650.0,4,1519804.5905000002,-0.007958881079586977
20210618,1532558.6465000003,380058.6465000003,1152500.0,4,1532558.6465000003,0.0
20210621,1573558.6465000003,380058.6465000003,1193500.0,4,1573558.6465000003,0.0
20210622,1620433.8825000003,593083.8825000003,1027350.0,4,1620433.8825000003,0.0
20210623,1601783.8825000003,593083.8825000003,1008700.0,4,1620433.8825000003,-0.011509263167977513
20210624,1660905.6125000003,500105.61250000034,1160800.0,4,1660905.6125000003,0.0
20210625,1685405.6125000003,500105.61250000034,1185300.0,4,1685405.6125000003,0.0
20210628,1691805.6125000003,500105.61250000034,1191700.0,4,1691805.6125000003,0.0
20210629,1724755.6125000003,500105.61250000034,1224650.0,4,1724755.6125000003,0.0
20210630,1755305.6125000003,500105.61250000034,1255200.0,4,1755305.6125000003,0.0
20210701,1754355.6125000003,500105.61250000034,1254250.0,4,1755305.6125000003,-0.0005412162948917887
20210702,1782105.6125000003,500105.61250000034,1282000.0,4,1782105.6125000003,0.0
20210705,1818705.6125000003,500105.61250000034,1318600.0,4,1818705.6125000003,0.0
20210706,1851405.6125000003,500105.61250000034,1351300.0,4,1851405.6125000003,0.0
20210707,1829705.6125000003,500105.61250000034,1329600.0,4,1851405.6125000003,-0.011720824358254944
20210708,1840455.6125000003,500105.61250000034,1340350.0,4,1851405.6125000003,-0.005914425194603279
20210709,1846605.6125000003,500105.61250000034,1346500.0,4,1851405.6125000003,-0.002592624742839833
20210712,1861010.6775000002,795960.6775000003,1065050.0,3,1861010.6775000002,0.0
20210713,1814806.3162500004,795156.3162500004,1019650.0,3,1861010.6775000002,-0.02482756375802675
20210714,1748329.6337500005,399829.63375000044,1348500.0,4,1861010.6775000002,-0.060548305881495734
20210715,1761079.6337500005,399829.63375000044,1361250.0,4,1861010.6775000002,-0.05369718989696648
20210716,1737654.3187500006,651854.3187500004,1085800.0,3,1861010.6775000002,-0.06628460558631033
20210719,1770154.3187500006,651854.3187500004,1118300.0,3,1861010.6775000002,-0.04882097660613749
20210720,1767367.6815000006,1140367.6815000006,627000.0,2,1861010.6775000002,-0.05031835503802451
20210721,1766049.2715000007,1481049.2715000007,285000.0,1,1861010.6775000002,-0.05102679267137067
20210722,1772049.2715000007,1481049.2715000007,291000.0,1,1861010.6775000002,-0.047802738090415686
20210723,1800549.2715000007,1481049.2715000007,319500.0,1,1861010.6775000002,-0.032488478830879464
20210726,1842535.980000001,763135.9800000009,1079400.0,3,1861010.6775000002,-0.009927238851105025
20210727,1790425.264500001,1158175.264500001,632250.0,2,1861010.6775000002,-0.037928537355207737
20210728,1765825.264500001,1158175.264500001,607650.0,2,1861010.6775000002,-0.05114716113712314
20210729,1806925.264500001,1158175.264500001,648750.0,2,1861010.6775000002,-0.02906238725758159
20210730,1772869.4820000012,787869.4820000011,985000.0,3,1861010.6775000002,-0.047362004187103346
20210802,1775060.548000001,769910.5480000011,1005150.0,3,1861010.6775000002,-0.046184651458024306
20210803,1805560.548000001,769910.5480000011,1035650.0,3,1861010.6775000002,-0.02979570733816983
20210804,1805935.348750001,430035.3487500011,1375900.0,4,1861010.6775000002,-0.029594310992339334
20210805,1906735.348750001,430035.3487500011,1476700.0,4,1906735.348750001,0.0
20210806,1946763.422250001,449163.42225000105,1497600.0,4,1946763.422250001,0.0
20210809,1870563.422250001,449163.42225000105,1421400.0,4,1946763.422250001,-0.03914189013882885
20210810,1833963.422250001,449163.42225000105,1384800.0,4,1946763.422250001,-0.057942325559841135
20210811,1763816.752500001,745466.7525000011,1018350.0,3,1946763.422250001,-0.09397478279027682
20210812,1769245.4707500013,1474495.4707500013,294750.0,1,1946763.422250001,-0.09118619626355562
20210813,1752318.9571280014,1012564.4571280013,739754.5,4,1946763.422250001,-0.09988089096992969
20210816,1736666.6746340012,1449416.6746340012,287250.0,1,1946763.422250001,-0.10792104742402508
20210817,1740416.6746340012,1449416.6746340012,291000.0,1,1946763.422250001,-0.10599477330301976
20210818,1755416.6746340012,1449416.6746340012,306000.0,1,1946763.422250001,-0.09828967681899836
20210819,1752416.6746340012,1449416.6746340012,303000.0,1,1946763.422250001,-0.09983069611580264
20210820,1765916.6746340012,1449416.6746340012,316500.0,1,1946763.422250001,-0.09289610928018333
20210823,1765916.6746340012,1449416.6746340012,316500.0,1,1946763.422250001,-0.09289610928018333
20210824,1767416.6746340012,1449416.6746340012,318000.0,1,1946763.422250001,-0.09212559963178124
20210825,1774166.6746340012,1449416.6746340012,324750.0,1,1946763.422250001,-0.08865830621397153
20210826,1772167.6546340012,1772167.6546340012,0.0,0,1946763.422250001,-0.08968514901220415
20210827,1772167.6546340012,1772167.6546340012,0.0,0,1946763.422250001,-0.08968514901220415
20210830,1772167.6546340012,1772167.6546340012,0.0,0,1946763.422250001,-0.08968514901220415
20210831,1781956.5898840013,354506.58988400135,1427450.0,5,1946763.422250001,-0.08465683630706489
20210901,1809256.5898840013,354506.58988400135,1454750.0,5,1946763.422250001,-0.0706335607061459
20210902,1779206.5898840013,354506.58988400135,1424700.0,5,1946763.422250001,-0.08606943732913541
20210903,1790806.5898840013,354506.58988400135,1436300.0,5,1946763.422250001,-0.08011082938149217
20210906,1777256.5898840013,354506.58988400135,1422750.0,5,1946763.422250001,-0.08707109987205819
20210907,1776001.1751340013,769351.1751340013,1006650.0,3,1946763.422250001,-0.08771597265713915
20210908,1763551.1751340013,769351.1751340013,994200.0,3,1946763.422250001,-0.09411120273887696
20210909,1767551.1751340013,769351.1751340013,998200.0,3,1946763.422250001,-0.09205651034313789
20210910,1771001.1751340013,769351.1751340013,1001650.0,3,1946763.422250001,-0.09028433815181292
20210913,1779301.1751340013,769351.1751340013,1009950.0,3,1946763.422250001,-0.08602085143065441
20210914,1783651.1751340013,769351.1751340013,1014300.0,3,1946763.422250001,-0.08378637345028817
20210915,1786201.1751340013,769351.1751340013,1016850.0,3,1946763.422250001,-0.08247650704800458
20210916,1787101.1751340013,769351.1751340013,1017750.0,3,1946763.422250001,-0.0820142012589633
20210917,1813251.1751340013,769351.1751340013,1043900.0,3,1946763.422250001,-0.06858164972181924
20210922,1783051.1751340013,769351.1751340013,1013700.0,3,1946763.422250001,-0.08409457730964909
20210923,1827801.1751340013,769351.1751340013,1058450.0,3,1946763.422250001,-0.06110770613231853
20210924,1822801.1751340013,769351.1751340013,1053450.0,3,1946763.422250001,-0.06367607162699229
20210927,1817951.1751340013,769351.1751340013,1048600.0,3,1946763.422250001,-0.06616738615682594
20210928,1821116.1006340012,377116.1006340013,1444000.0,5,1946763.422250001,-0.06454164906734328
20210929,1805578.3411340015,774478.3411340014,1031100.0,3,1946763.422250001,-0.07252297814021114
20210930,1809978.3411340015,774478.3411340014,1035500.0,3,1946763.422250001,-0.07026281650489818
20211001,1795728.3411340015,774478.3411340014,1021250.0,3,1946763.422250001,-0.07758265816471854
20211004,1801728.3411340015,774478.3411340014,1027250.0,3,1946763.422250001,-0.07450061957110998
20211005,1811128.3411340015,774478.3411340014,1036650.0,3,1946763.422250001,-0.06967209244112327
20211006,1816878.3411340015,774478.3411340014,1042400.0,3,1946763.422250001,-0.06671847212224835
20211007,1820478.3411340015,774478.3411340014,1046000.0,3,1946763.422250001,-0.06486924896608326
20211008,1814278.3411340015,774478.3411340014,1039800.0,3,1946763.422250001,-0.06805402217947876
20211012,1812328.3411340015,774478.3411340014,1037850.0,3,1946763.422250001,-0.06905568472240153
20211013,1823778.3411340015,774478.3411340014,1049300.0,3,1946763.422250001,-0.06317412773959852
20211014,1823378.3411340015,774478.3411340014,1048900.0,3,1946763.422250001,-0.06337959697917239
20211015,1841678.3411340015,774478.3411340014,1067200.0,3,1946763.422250001,-0.05397937926866625
20211018,1838328.3411340015,774478.3411340014,1063850.0,3,1946763.422250001,-0.0557001841500977
20211019,1826028.3411340015,774478.3411340014,1051550.0,3,1946763.422250001,-0.06201836326699528
20211020,1825817.0453840015,585667.0453840015,1240150.0,4,1946763.422250001,-0.062126900209689584
20211021,1830117.0453840015,585667.0453840015,1244450.0,4,1946763.422250001,-0.059918105884270045
20211022,1821767.0453840015,585667.0453840015,1236100.0,4,1946763.422250001,-0.06420727626037537
20211025,1829217.0453840015,585667.0453840015,1243550.0,4,1946763.422250001,-0.06038041167331132
20211026,1817617.0453840015,585667.0453840015,1231950.0,4,1946763.422250001,-0.06633901962095456
20211027,1827856.7616340015,769206.7616340015,1058650.0,3,1946763.422250001,-0.061079152842604456
20211028,1827706.7616340015,769206.7616340015,1058500.0,3,1946763.422250001,-0.06115620380744469
20211029,1821556.7616340015,769206.7616340015,1052350.0,3,1946763.422250001,-0.06431529336589348
20211101,1814856.7616340015,769206.7616340015,1045650.0,3,1946763.422250001,-0.06775690312875637
20211102,1819563.9066340015,367863.9066340015,1451700.0,5,1946763.422250001,-0.06533896936947103
20211103,1846063.9066340015,367863.9066340015,1478200.0,5,1946763.422250001,-0.05172663224769991
20211104,1829413.9066340015,367863.9066340015,1461550.0,5,1946763.422250001,-0.06027928934496363
20211105,1845013.9066340015,367863.9066340015,1477150.0,5,1946763.422250001,-0.052265989001581414
20211108,1874663.9066340015,367863.9066340015,1506800.0,5,1946763.422250001,-0.03703558161816567
20211109,1881013.9066340015,367863.9066340015,1513150.0,5,1946763.422250001,-0.03377375743992994
20211110,1876399.8116340016,655749.8116340016,1220650.0,4,1946763.422250001,-0.03614389391735928
20211111,1891499.8116340016,655749.8116340016,1235750.0,4,1946763.422250001,-0.028387430123444468
20211112,1916499.8116340016,655749.8116340016,1260750.0,4,1946763.422250001,-0.01554560265007543
20211115,1933999.8116340016,655749.8116340016,1278250.0,4,1946763.422250001,-0.006556323418717036
20211116,1908692.6353840015,237642.63538400154,1671050.0,5,1946763.422250001,-0.019555939068342743
20211117,1971142.6353840015,237642.63538400154,1733500.0,5,1971142.6353840015,0.0
20211118,1982242.6353840015,237642.63538400154,1744600.0,5,1982242.6353840015,0.0
20211119,2018142.6353840015,237642.63538400154,1780500.0,5,2018142.6353840015,0.0
20211122,2052392.6353840015,237642.63538400154,1814750.0,5,2052392.6353840015,0.0
20211123,1970142.6353840015,237642.63538400154,1732500.0,5,2052392.6353840015,-0.04007517790795967
20211124,1979342.6353840015,237642.63538400154,1741700.0,5,2052392.6353840015,-0.035592604816734985
20211125,1965942.6353840015,237642.63538400154,1728300.0,5,2052392.6353840015,-0.04212156997134486
20211126,1920280.9621340013,1920280.9621340013,0.0,0,2052392.6353840015,-0.06436959038555612
20211129,1920280.9621340013,1920280.9621340013,0.0,0,2052392.6353840015,-0.06436959038555612
20211130,1920280.9621340013,1920280.9621340013,0.0,0,2052392.6353840015,-0.06436959038555612
20211201,1920280.9621340013,1920280.9621340013,0.0,0,2052392.6353840015,-0.06436959038555612
20211202,1909815.2086340012,1258015.2086340012,651800.0,2,2052392.6353840015,-0.0694688844093051
20211203,1929307.9356340014,1509307.9356340014,420000.0,1,2052392.6353840015,-0.059971322069654165
20211206,1932907.9356340014,1509307.9356340014,423599.99999999994,1,2052392.6353840015,-0.058217271729609665
20211207,1935543.6406340015,1546743.6406340015,388800.0,1,2052392.6353840015,-0.05693306082641336
20211208,1946054.6816340014,740254.6816340014,1205800.0,3,2052392.6353840015,-0.0518117010930047
20211209,1917103.5946340014,1150703.5946340014,766400.0,2,2052392.6353840015,-0.0659177188699509
20211210,1925503.5946340014,1150703.5946340014,774800.0,2,2052392.6353840015,-0.061824934743180515
20211213,1961643.4554615014,1141175.9554615014,820467.5,3,2052392.6353840015,-0.04421628608383743
20211214,1915411.4554615014,1141175.9554615014,774235.5,3,2052392.6353840015,-0.06674219033965256
20211215,1933927.7870640012,775427.7870640012,1158500.0,3,2052392.6353840015,-0.05772036318861362
20211216,1924627.7870640012,775427.7870640012,1149200.0,3,2052392.6353840015,-0.06225165990039505
20211217,1912007.328151501,759268.328151501,1152739.0,4,2052392.6353840015,-0.0684008044134472
20211220,1880898.328151501,759268.328151501,1121630.0,4,2052392.6353840015,-0.08355823553245889
20211221,1878858.328151501,759268.328151501,1119590.0,4,2052392.6353840015,-0.08455219739181741
20211222,1923262.828151501,759268.328151501,1163994.5,4,2052392.6353840015,-0.0629167173016777
20211223,1913416.828151501,759268.328151501,1154148.5,4,2052392.6353840015,-0.0677140449816992
20211224,1911817.121561501,1511017.121561501,400800.0,1,2052392.6353840015,-0.06849347995063282
20211227,1911017.121561501,1511017.121561501,400000.0,1,2052392.6353840015,-0.06888326891508711
20211228,1916617.121561501,1511017.121561501,405600.0,1,2052392.6353840015,-0.06615474616390693
20211229,1919017.121561501,1511017.121561501,408000.0,1,2052392.6353840015,-0.06498537927054393
20211230,1918217.121561501,1511017.121561501,407200.0,1,2052392.6353840015,-0.06537516823499834
20220103,1917417.121561501,1511017.121561501,406400.0,1,2052392.6353840015,-0.06576495719945263
20220104,1917417.121561501,1511017.121561501,406400.0,1,2052392.6353840015,-0.06576495719945263
20220105,1919817.121561501,1511017.121561501,408800.0,1,2052392.6353840015,-0.06459559030608963
20220106,1923017.121561501,1511017.121561501,412000.0,1,2052392.6353840015,-0.06303643444827234
20220107,1926217.121561501,1511017.121561501,415200.0,1,2052392.6353840015,-0.06147727859045515
20220110,1931817.121561501,1511017.121561501,420800.0,1,2052392.6353840015,-0.05874875583927486
20220111,1942217.121561501,1511017.121561501,431200.0,1,2052392.6353840015,-0.053681499301368674
20220112,1945417.121561501,1511017.121561501,434400.0,1,2052392.6353840015,-0.05212234344355149
20220113,1949417.121561501,1511017.121561501,438400.0,1,2052392.6353840015,-0.0501733986212799
20220114,1946217.121561501,1511017.121561501,435200.0,1,2052392.6353840015,-0.05173255447909708
20220117,1943017.121561501,1511017.121561501,432000.0,1,2052392.6353840015,-0.05329171033691438
20220118,1943817.121561501,1511017.121561501,432800.0,1,2052392.6353840015,-0.05290192137246008
20220119,1943017.121561501,1511017.121561501,432000.0,1,2052392.6353840015,-0.05329171033691438
20220120,1939817.121561501,1511017.121561501,428800.0,1,2052392.6353840015,-0.05485086619473167
20220121,1934217.121561501,1511017.121561501,423200.0,1,2052392.6353840015,-0.05757938894591186
20220124,1918785.7895615008,771985.7895615009,1146800.0,3,2052392.6353840015,-0.0650980925964505
20220125,1906816.357561501,1487616.357561501,419200.0,1,2052392.6353840015,-0.07093003322693336
20220126,1910816.357561501,1487616.357561501,423200.0,1,2052392.6353840015,-0.06898108840466177
20220207,1920416.357561501,1487616.357561501,432800.0,1,2052392.6353840015,-0.06430362083121
20220208,1943774.6140615009,1087574.6140615009,856200.0,2,2052392.6353840015,-0.05292263256546825
20220209,1968243.624061501,348943.6240615008,1619300.0,4,2052392.6353840015,-0.0410004449790653
20220210,1977643.624061501,348943.6240615008,1628700.0,4,2052392.6353840015,-0.03642042464672712
20220211,2016443.624061501,348943.6240615008,1667500.0,4,2052392.6353840015,-0.01751565987069259
20220214,1978443.624061501,348943.6240615008,1629500.0,4,2052392.6353840015,-0.036030635682272716
20220215,1973649.6205615008,1536049.6205615008,437600.0,1,2052392.6353840015,-0.03836644775709208
20220216,1974449.6205615008,1536049.6205615008,438400.0,1,2052392.6353840015,-0.037976658792637674
20220217,1975249.6205615008,1536049.6205615008,439200.0,1,2052392.6353840015,-0.03758686982818338
20220218,1973649.6205615008,1536049.6205615008,437600.0,1,2052392.6353840015,-0.03836644775709208
20220221,1972049.6205615008,1536049.6205615008,436000.0,1,2052392.6353840015,-0.039146025686000674
20220222,1967249.6205615008,1536049.6205615008,431200.0,1,2052392.6353840015,-0.04148475947272656
20220223,1968849.6205615008,1536049.6205615008,432800.0,1,2052392.6353840015,-0.04070518154381797
20220224,2011697.7025615007,1124097.7025615007,887600.0,2,2052392.6353840015,-0.01982804465427579
20220225,2004030.1850615006,1580830.1850615006,423200.0,1,2052392.6353840015,-0.023563936787101336
20220301,2028708.9868115005,1146308.9868115005,882400.0,2,2052392.6353840015,-0.011539531064468922
20220302,2089587.0618115005,710937.0618115005,1378650.0,3,2089587.0618115005,0.0
20220303,2106337.0618115,710937.0618115005,1395400.0,3,2106337.0618115,0.0
20220304,2141387.0618115,710937.0618115005,1430450.0,3,2141387.0618115,0.0
20220307,2082780.8018115005,747730.8018115005,1335050.0,3,2141387.0618115,-0.02736836373262752
20220308,2022102.7803115004,1607702.7803115004,414400.0,1,2141387.0618115,-0.05570421323041508
20220309,2022902.7803115004,1607702.7803115004,415200.0,1,2141387.0618115,-0.05533062360046592
20220310,2035702.7803115004,1607702.7803115004,428000.0,1,2141387.0618115,-0.04935318952127998
20220311,2034102.7803115004,1607702.7803115004,426400.0,1,2141387.0618115,-0.050100368781178184
20220314,2030865.1763115004,2030865.1763115004,0.0,0,2141387.0618115,-0.051612287881530494
20220315,2030865.1763115004,2030865.1763115004,0.0,0,2141387.0618115,-0.051612287881530494
20220316,2030865.1763115004,2030865.1763115004,0.0,0,2141387.0618115,-0.051612287881530494
20220317,2030865.1763115004,2030865.1763115004,0.0,0,2141387.0618115,-0.051612287881530494
20220318,2030865.1763115004,2030865.1763115004,0.0,0,2141387.0618115,-0.051612287881530494
20220321,2030865.1763115004,2030865.1763115004,0.0,0,2141387.0618115,-0.051612287881530494
20220322,2030865.1763115004,2030865.1763115004,0.0,0,2141387.0618115,-0.051612287881530494
20220323,2030865.1763115004,2030865.1763115004,0.0,0,2141387.0618115,-0.051612287881530494
20220324,2030865.1763115004,2030865.1763115004,0.0,0,2141387.0618115,-0.051612287881530494
20220325,2030865.1763115004,2030865.1763115004,0.0,0,2141387.0618115,-0.051612287881530494
20220328,2030865.1763115004,2030865.1763115004,0.0,0,2141387.0618115,-0.051612287881530494
20220329,2030865.1763115004,2030865.1763115004,0.0,0,2141387.0618115,-0.051612287881530494
20220330,2030865.1763115004,2030865.1763115004,0.0,0,2141387.0618115,-0.051612287881530494
20220331,2030865.1763115004,2030865.1763115004,0.0,0,2141387.0618115,-0.051612287881530494
20220401,2030865.1763115004,2030865.1763115004,0.0,0,2141387.0618115,-0.051612287881530494
20220406,2030865.1763115004,2030865.1763115004,0.0,0,2141387.0618115,-0.051612287881530494
20220407,2006604.0903115005,1257004.0903115005,749600.0,2,2141387.0618115,-0.06294190055766025
20220408,2027821.0913115004,2027821.0913115004,0.0,0,2141387.0618115,-0.0530338361173851
20220411,2047508.1613115005,1661508.1613115005,386000.0,1,2141387.0618115,-0.043840229622281957
20220412,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220413,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220414,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220415,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220418,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220419,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220420,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220421,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220422,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220425,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220426,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220427,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220428,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220429,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220503,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220504,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220505,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220506,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220509,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220510,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220511,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220512,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220513,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220516,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220517,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220518,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220519,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220520,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220523,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220524,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220525,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220526,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220527,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220530,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220531,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220601,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220602,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220606,2036058.6813115005,2036058.6813115005,0.0,0,2141387.0618115,-0.049186988367669215
20220607,2010034.2340615005,1597734.2340615005,412300.0,1,2141387.0618115,-0.06134006788986679
20220608,2050884.2340615005,1597734.2340615005,453150.0,1,2141387.0618115,-0.04226364741058963
