date,code,market,event_type,official_prev_close,reference_price,cash_dividend_per_share,stock_shares_per_1000,continuity_bridge,source
20210816,3081,TPEX,除息,223.5,218.5,5.0,0.0,1.022883295194508,TPEX_exDailyQ
20210816,3114,TPEX,除息,37.5,36.3,1.2,0.0,1.0330578512396695,TPEX_exDailyQ
20210816,3130,TWSE,息,174.0,166.2,7.800000000000011,0.0,1.0469314079422383,TWSE_TWT49U
20210816,3138,TWSE,息,183.0,181.39,1.6100000000000136,0.0,1.0088759027509786,TWSE_TWT49U
20210816,3611,TPEX,除息,223.0,213.0,10.0,0.0,1.0469483568075117,TPEX_exDailyQ
20210816,4919,TWSE,息,130.5,129.74,0.7599999999999909,0.0,1.0058578695853244,TWSE_TWT49U
20210816,5515,TWSE,息,14.1,13.3,0.7999999999999989,0.0,1.0601503759398496,TWSE_TWT49U
20210816,5543,TPEX,除權,62.3,62.13,0.0,0.0,1.0027361982938998,TPEX_exDailyQ
20210816,5604,TPEX,除息,89.5,81.55,7.95,0.0,1.0974862047823422,TPEX_exDailyQ
20210816,5607,TWSE,息,39.1,37.9,1.2000000000000028,0.0,1.0316622691292876,TWSE_TWT49U
20210816,6016,TPEX,除息,15.15,13.93,1.22,0.0,1.0875807609475951,TPEX_exDailyQ
20210816,6191,TWSE,息,33.95,33.14,0.8100000000000023,0.0,1.0244417622208812,TWSE_TWT49U
20210816,6257,TWSE,息,65.5,62.63,2.8699999999999974,0.0,1.0458246846559156,TWSE_TWT49U
20210816,6266,TPEX,除權息,21.75,20.02,1.035,34.49999996,1.0864135864135864,TPEX_exDailyQ
20210816,6531,TWSE,息,634.0,629.0,5.0,0.0,1.0079491255961843,TWSE_TWT49U
20210816,8089,TPEX,除息,27.45,25.46,1.9909838,0.0,1.0781618224666143,TPEX_exDailyQ
20210816,8499,TWSE,息,135.0,127.0,8.0,0.0,1.062992125984252,TWSE_TWT49U
20210817,1324,TWSE,息,11.1,10.8,0.29999999999999893,0.0,1.0277777777777777,TWSE_TWT49U
20210817,1582,TWSE,息,75.4,70.4,5.0,0.0,1.0710227272727273,TWSE_TWT49U
20210817,1733,TWSE,息,23.9,22.8,1.0999999999999979,0.0,1.0482456140350875,TWSE_TWT49U
20210817,1904,TWSE,息,39.65,37.85,1.7999999999999972,0.0,1.047556142668428,TWSE_TWT49U
20210817,2399,TWSE,息,22.25,21.85,0.3999999999999986,0.0,1.0183066361556063,TWSE_TWT49U
20210817,2401,TWSE,息,37.5,36.97,0.5300000000000011,0.0,1.0143359480659995,TWSE_TWT49U
20210817,2501,TWSE,息,20.0,19.0,1.0,0.0,1.0526315789473684,TWSE_TWT49U
20210817,2538,TWSE,息,12.1,11.6,0.5,0.0,1.043103448275862,TWSE_TWT49U
20210817,3034,TWSE,息,506.0,490.4,15.600000000000023,0.0,1.031810766721044,TWSE_TWT49U
20210817,3324,TPEX,除息,152.0,146.4,5.60004171,0.0,1.0382513661202186,TPEX_exDailyQ
20210817,3325,TPEX,除息,23.0,20.5,2.49999989,0.0,1.1219512195121952,TPEX_exDailyQ
20210817,3450,TWSE,息,53.6,52.2,1.3999999999999986,0.0,1.0268199233716475,TWSE_TWT49U
20210817,3645,TWSE,息,42.25,40.75,1.5,0.0,1.0368098159509203,TWSE_TWT49U
20210817,4533,TPEX,除息,11.35,11.15,0.2,0.0,1.0179372197309415,TPEX_exDailyQ
20210817,5410,TPEX,除息,23.45,21.76,1.69229229,0.0,1.0776654411764706,TPEX_exDailyQ
20210817,5489,TPEX,除息,33.6,32.58,1.02032655,0.0,1.0313075506445673,TPEX_exDailyQ
20210817,6244,TPEX,除息,28.25,28.05,0.2,0.0,1.0071301247771836,TPEX_exDailyQ
20210817,6278,TWSE,息,109.5,106.2,3.299999999999997,0.0,1.0310734463276836,TWSE_TWT49U
20210817,6697,TPEX,除息,40.0,38.0,2.0,0.0,1.0526315789473684,TPEX_exDailyQ
20210817,6768,TWSE,息,68.0,65.0,3.0,0.0,1.0461538461538462,TWSE_TWT49U
20210817,8088,TPEX,除息,24.35,23.15,1.2,0.0,1.0518358531317495,TPEX_exDailyQ
20210817,8255,TPEX,除息,200.5,199.8,0.700199,0.0,1.0035035035035034,TPEX_exDailyQ
20210818,1312,TWSE,息,29.2,29.1,0.09999999999999787,0.0,1.0034364261168385,TWSE_TWT49U
20210818,2603,TWSE,息,126.5,124.01,2.489999999999995,0.0,1.0200790258850092,TWSE_TWT49U
20210818,3296,TWSE,息,21.0,20.77,0.23000000000000043,0.0,1.0110736639383726,TWSE_TWT49U
20210818,3373,TPEX,除息,64.6,54.6,10.0,0.0,1.183150183150183,TPEX_exDailyQ
20210818,4102,TPEX,除息,19.35,19.25,0.1,0.0,1.0051948051948052,TPEX_exDailyQ
20210818,8091,TPEX,除息,61.5,58.92,2.58043356,0.0,1.0437881873727086,TPEX_exDailyQ
20210819,1521,TWSE,息,43.1,41.8,1.3000000000000043,0.0,1.0311004784688995,TWSE_TWT49U
20210819,1522,TWSE,息,20.15,19.55,0.5999999999999979,0.0,1.0306905370843988,TWSE_TWT49U
20210819,1723,TWSE,息,108.0,105.2,2.799999999999997,0.0,1.026615969581749,TWSE_TWT49U
20210819,1783,TWSE,息,65.2,64.46,0.7400000000000091,0.0,1.0114799875892027,TWSE_TWT49U
20210819,2233,TWSE,息,114.5,110.75,3.75,0.0,1.0338600451467268,TWSE_TWT49U
20210819,2388,TWSE,息,49.05,48.25,0.7999999999999972,0.0,1.016580310880829,TWSE_TWT49U
20210819,2393,TWSE,息,55.5,53.25,2.25,0.0,1.0422535211267605,TWSE_TWT49U
20210819,2449,TWSE,息,45.0,43.0,2.0,0.0,1.0465116279069768,TWSE_TWT49U
20210819,2468,TWSE,息,13.1,12.7,0.40000000000000036,0.0,1.031496062992126,TWSE_TWT49U
20210819,2816,TWSE,息,20.5,19.7,0.8000000000000007,0.0,1.0406091370558377,TWSE_TWT49U
20210819,3049,TWSE,息,12.15,11.76,0.39000000000000057,0.0,1.0331632653061225,TWSE_TWT49U
20210819,3071,TPEX,除息,25.0,23.4,1.59737409,0.0,1.0683760683760684,TPEX_exDailyQ
20210819,3189,TWSE,息,172.5,171.49,1.009999999999991,0.0,1.0058895562423464,TWSE_TWT49U
20210819,3268,TPEX,除息,31.9,31.4,0.5,0.0,1.015923566878981,TPEX_exDailyQ
20210819,3512,TPEX,除息,33.0,31.0,2.0,0.0,1.064516129032258,TPEX_exDailyQ
20210819,5288,TWSE,息,147.5,143.5,4.0,0.0,1.0278745644599303,TWSE_TWT49U
20210819,6146,TPEX,除權息,248.0,230.19,6.3,49.99999297,1.0773708675442026,TPEX_exDailyQ
20210819,6155,TWSE,息,24.9,24.15,0.75,0.0,1.031055900621118,TWSE_TWT49U
20210819,6442,TWSE,息,34.2,33.2,1.0,0.0,1.0301204819277108,TWSE_TWT49U
20210819,6568,TPEX,除權息,242.0,197.06,5.06002449,202.40097954,1.228052369836598,TPEX_exDailyQ
20210819,6690,TPEX,除權息,109.0,103.63,3.3,20.0000096,1.0518189713403454,TPEX_exDailyQ
20210819,6728,TPEX,除息,83.7,79.5,4.2,0.0,1.0528301886792453,TPEX_exDailyQ
20210819,6752,TPEX,除息,63.9,61.7,2.2,0.0,1.0356564019448946,TPEX_exDailyQ
20210819,8472,TPEX,除息,60.4,57.9,2.5,0.0,1.0431778929188256,TPEX_exDailyQ
20210819,8473,TWSE,息,38.85,37.85,1.0,0.0,1.0264200792602378,TWSE_TWT49U
20210819,8916,TPEX,除息,43.0,40.0,2.99870858,0.0,1.075,TPEX_exDailyQ
20210819,9925,TWSE,息,39.4,37.4,2.0,0.0,1.053475935828877,TWSE_TWT49U
20210819,9934,TWSE,息,16.4,15.9,0.4999999999999982,0.0,1.0314465408805031,TWSE_TWT49U
20210820,1231,TWSE,權,73.0,66.36,6.640000000000001,0.0,1.100060277275467,TWSE_TWT49U
20210820,1423,TWSE,息,20.8,19.0,1.8000000000000007,0.0,1.0947368421052632,TWSE_TWT49U
20210820,1558,TWSE,息,159.0,149.5,9.5,0.0,1.0635451505016722,TWSE_TWT49U
20210820,2015,TWSE,息,75.0,71.5,3.5,0.0,1.048951048951049,TWSE_TWT49U
20210820,2241,TWSE,息,55.0,54.4,0.6000000000000014,0.0,1.0110294117647058,TWSE_TWT49U
20210820,3023,TWSE,息,214.0,207.71,6.289999999999992,0.0,1.030282605555823,TWSE_TWT49U
20210820,3042,TWSE,息,111.5,107.7,3.799999999999997,0.0,1.0352831940575673,TWSE_TWT49U
20210820,3691,TPEX,除息,167.0,165.27,1.73380687,0.0,1.0104677194893203,TPEX_exDailyQ
20210820,4111,TPEX,除息,22.8,21.8,1.0,0.0,1.0458715596330275,TPEX_exDailyQ
20210820,4430,TPEX,除息,23.95,23.45,0.5,0.0,1.0213219616204692,TPEX_exDailyQ
20210820,4576,TWSE,息,99.0,98.7,0.29999999999999716,0.0,1.0030395136778114,TWSE_TWT49U
20210820,4942,TWSE,息,50.1,47.6,2.5,0.0,1.0525210084033614,TWSE_TWT49U
20210820,5209,TPEX,除息,68.8,64.83,3.96552506,0.0,1.0612370815980257,TPEX_exDailyQ
20210820,5223,TPEX,除息,54.6,51.19,3.41459762,0.0,1.0666145731588201,TPEX_exDailyQ
20210820,5347,TPEX,除息,136.0,132.5,3.5,0.0,1.0264150943396226,TPEX_exDailyQ
20210820,5474,TPEX,除權,140.0,116.67,0.0,199.99998793,1.199965715265278,TPEX_exDailyQ
20210820,6409,TWSE,息,1295.0,1271.49,23.50999999999999,0.0,1.0184901178931804,TWSE_TWT49U
20210820,9933,TWSE,息,37.85,35.85,2.0,0.0,1.0557880055788005,TWSE_TWT49U
20210823,1210,TWSE,權息,56.1,51.84,4.259999999999998,0.0,1.0821759259259258,TWSE_TWT49U
20210823,1817,TWSE,息,37.25,35.25,2.0,0.0,1.0567375886524824,TWSE_TWT49U
20210823,2377,TWSE,息,122.5,116.4,6.099999999999994,0.0,1.052405498281787,TWSE_TWT49U
20210823,2471,TWSE,息,24.9,23.4,1.5,0.0,1.064102564102564,TWSE_TWT49U
20210823,2527,TWSE,息,27.0,25.6,1.3999999999999986,0.0,1.0546875,TWSE_TWT49U
20210823,2545,TWSE,息,43.65,39.15,4.5,0.0,1.1149425287356323,TWSE_TWT49U
20210823,2727,TWSE,息,130.5,126.13,4.3700000000000045,0.0,1.034646792991358,TWSE_TWT49U
20210823,3045,TWSE,息,101.5,97.2,4.299999999999997,0.0,1.044238683127572,TWSE_TWT49U
20210823,3188,TPEX,除息,14.2,13.9,0.3,0.0,1.0215827338129495,TPEX_exDailyQ
20210823,3293,TPEX,除息,709.0,667.0,42.0,0.0,1.062968515742129,TPEX_exDailyQ
20210823,4119,TWSE,權息,92.4,76.58,15.820000000000007,0.0,1.2065813528336382,TWSE_TWT49U
20210823,4560,TWSE,息,41.75,40.75,1.0,0.0,1.0245398773006136,TWSE_TWT49U
20210823,4966,TPEX,除息,1620.0,1607.38,12.61981392,0.0,1.007851285943585,TPEX_exDailyQ
20210823,5016,TPEX,除息,39.7,37.7,2.0,0.0,1.0530503978779842,TPEX_exDailyQ
20210823,5490,TPEX,除息,27.7,25.7,2.00031607,0.0,1.0778210116731517,TPEX_exDailyQ
20210823,5704,TPEX,除息,33.0,30.8,2.2,0.0,1.0714285714285714,TPEX_exDailyQ
20210823,6116,TWSE,息,17.35,16.85,0.5,0.0,1.029673590504451,TWSE_TWT49U
20210823,6182,TPEX,除權,62.0,61.45,0.0,0.0,1.0089503661513426,TPEX_exDailyQ
20210823,6189,TWSE,息,40.6,37.92,2.6799999999999997,0.0,1.0706751054852321,TWSE_TWT49U
20210823,6215,TWSE,息,30.7,30.2,0.5,0.0,1.0165562913907285,TWSE_TWT49U
20210823,6237,TPEX,除息,108.5,107.5,0.99955913,0.0,1.0093023255813953,TPEX_exDailyQ
20210823,6499,TPEX,除權,73.8,67.09,0.0,99.9999864,1.1000149053510209,TPEX_exDailyQ
20210823,6578,TPEX,除權息,18.7,16.82,0.20011289,99.99999668,1.1117717003567182,TPEX_exDailyQ
20210823,6609,TPEX,除息,30.8,30.0,0.8,0.0,1.0266666666666666,TPEX_exDailyQ
20210823,6643,TPEX,除息,309.0,301.0,8.0,0.0,1.026578073089701,TPEX_exDailyQ
20210823,6662,TPEX,除息,33.1,31.1,2.0,0.0,1.0643086816720257,TPEX_exDailyQ
20210823,6803,TPEX,除息,234.0,223.05,10.94880262,0.0,1.0490921318090114,TPEX_exDailyQ
20210823,8163,TWSE,息,43.4,40.9,2.5,0.0,1.061124694376528,TWSE_TWT49U
20210823,8240,TPEX,除息,31.0,29.4,1.6,0.0,1.054421768707483,TPEX_exDailyQ
20210823,8926,TWSE,息,37.85,35.95,1.8999999999999986,0.0,1.0528511821974964,TWSE_TWT49U
20210823,9902,TWSE,息,12.3,12.0,0.3000000000000007,0.0,1.0250000000000001,TWSE_TWT49U
20210823,9921,TWSE,息,306.0,298.0,8.0,0.0,1.0268456375838926,TWSE_TWT49U
20210824,1220,TWSE,息,16.75,15.75,1.0,0.0,1.0634920634920635,TWSE_TWT49U
20210824,1232,TWSE,息,162.0,156.0,6.0,0.0,1.0384615384615385,TWSE_TWT49U
20210824,1234,TWSE,息,35.4,33.6,1.7999999999999972,0.0,1.0535714285714284,TWSE_TWT49U
20210824,1752,TPEX,除息,37.9,36.3,1.6,0.0,1.044077134986226,TPEX_exDailyQ
20210824,2107,TWSE,息,23.95,22.45,1.5,0.0,1.066815144766147,TWSE_TWT49U
20210824,2511,TWSE,息,12.8,12.4,0.40000000000000036,0.0,1.032258064516129,TWSE_TWT49U
20210824,2536,TWSE,息,21.6,20.4,1.2000000000000028,0.0,1.058823529411765,TWSE_TWT49U
20210824,3017,TWSE,息,72.4,69.6,2.8000000000000114,0.0,1.0402298850574714,TWSE_TWT49U
20210824,3022,TWSE,息,47.1,45.1,2.0,0.0,1.0443458980044347,TWSE_TWT49U
20210824,3024,TWSE,息,12.55,12.45,0.10000000000000142,0.0,1.0080321285140563,TWSE_TWT49U
20210824,3226,TPEX,除息,68.0,64.5,3.5,0.0,1.054263565891473,TPEX_exDailyQ
20210824,3294,TPEX,除息,18.0,17.5,0.5,0.0,1.0285714285714285,TPEX_exDailyQ
20210824,3317,TPEX,除息,77.1,76.1,1.0,0.0,1.0131406044678055,TPEX_exDailyQ
20210824,3441,TPEX,除息,35.4,34.9,0.5,0.0,1.0143266475644699,TPEX_exDailyQ
20210824,3454,TWSE,息,76.9,74.9,2.0,0.0,1.026702269692924,TWSE_TWT49U
20210824,3546,TPEX,除權息,91.3,82.49,4.6805776,50.00000109,1.1068008243423446,TPEX_exDailyQ
20210824,4568,TPEX,除息,68.5,64.5,4.00079966,0.0,1.062015503875969,TPEX_exDailyQ
20210824,5438,TPEX,除息,22.25,22.15,0.1,0.0,1.0045146726862304,TPEX_exDailyQ
20210824,6177,TWSE,權,29.6,29.01,0.5899999999999999,0.0,1.0203378145467081,TWSE_TWT49U
20210824,6441,TPEX,除權,54.5,49.55,0.0,99.99998445,1.099899091826438,TPEX_exDailyQ
20210824,6486,TPEX,除息,77.9,71.9,6.0,0.0,1.0834492350486786,TPEX_exDailyQ
20210824,6569,TPEX,除權息,133.0,115.91,5.5,99.99998909,1.1474419808472092,TPEX_exDailyQ
20210824,6605,TWSE,息,56.5,55.1,1.3999999999999986,0.0,1.0254083484573502,TWSE_TWT49U
20210824,8049,TPEX,除息,25.0,23.35,1.65,0.0,1.070663811563169,TPEX_exDailyQ
20210824,9941,TWSE,權息,181.5,153.73,27.77000000000001,0.0,1.1806413842451051,TWSE_TWT49U
20210825,1709,TWSE,息,20.6,19.4,1.2000000000000028,0.0,1.061855670103093,TWSE_TWT49U
20210825,1726,TWSE,息,76.0,72.5,3.5,0.0,1.0482758620689656,TWSE_TWT49U
20210825,1776,TWSE,息,20.45,19.44,1.009999999999998,0.0,1.051954732510288,TWSE_TWT49U
20210825,2033,TWSE,息,21.7,21.4,0.3000000000000007,0.0,1.014018691588785,TWSE_TWT49U
20210825,2038,TWSE,息,42.9,42.4,0.5,0.0,1.0117924528301887,TWSE_TWT49U
20210825,2065,TPEX,除權息,53.1,47.47,0.98035872,98.03587056,1.1186012218243102,TPEX_exDailyQ
20210825,2103,TWSE,息,31.5,31.14,0.35999999999999943,0.0,1.0115606936416184,TWSE_TWT49U
20210825,2412,TWSE,息,115.5,111.19,4.310000000000002,0.0,1.0387624786401655,TWSE_TWT49U
20210825,2439,TWSE,息,103.5,98.43,5.069999999999993,0.0,1.0515086863761047,TWSE_TWT49U
20210825,2495,TWSE,息,15.85,15.55,0.29999999999999893,0.0,1.0192926045016077,TWSE_TWT49U
20210825,2547,TWSE,息,10.95,10.33,0.6199999999999992,0.0,1.0600193610842206,TWSE_TWT49U
20210825,3093,TPEX,除息,78.1,73.9,4.2,0.0,1.0568335588633286,TPEX_exDailyQ
20210825,3413,TWSE,息,215.5,208.51,6.990000000000009,0.0,1.0335235720109348,TWSE_TWT49U
20210825,3489,TPEX,除息,10.8,10.5,0.3,0.0,1.0285714285714287,TPEX_exDailyQ
20210825,4506,TPEX,除息,63.6,60.6,3.0,0.0,1.0495049504950495,TPEX_exDailyQ
20210825,4527,TPEX,除息,28.45,26.45,2.0,0.0,1.0756143667296787,TPEX_exDailyQ
20210825,4744,TPEX,除息,26.85,25.65,1.2,0.0,1.0467836257309944,TPEX_exDailyQ
20210825,5013,TPEX,除息,35.7,35.2,0.5,0.0,1.0142045454545454,TPEX_exDailyQ
20210825,5243,TWSE,息,58.6,56.9,1.7000000000000028,0.0,1.0298769771529,TWSE_TWT49U
20210825,5425,TPEX,除息,76.8,75.3,1.5,0.0,1.0199203187250996,TPEX_exDailyQ
20210825,5452,TPEX,除息,22.6,22.0,0.6,0.0,1.0272727272727273,TPEX_exDailyQ
20210825,5514,TPEX,除息,22.45,21.95,0.5,0.0,1.0227790432801822,TPEX_exDailyQ
20210825,6108,TWSE,息,22.0,21.5,0.5,0.0,1.0232558139534884,TWSE_TWT49U
20210825,6183,TWSE,息,51.0,49.19,1.8100000000000023,0.0,1.0367960967676357,TWSE_TWT49U
20210825,6245,TPEX,除息,53.1,49.77,3.3282782,0.0,1.0669077757685352,TPEX_exDailyQ
20210825,6279,TPEX,除息,121.0,117.0,4.0,0.0,1.0341880341880343,TPEX_exDailyQ
20210825,6418,TPEX,除息,12.65,12.45,0.2,0.0,1.0160642570281124,TPEX_exDailyQ
20210825,6683,TPEX,除息,350.0,344.5,5.5,0.0,1.0159651669085632,TPEX_exDailyQ
20210825,6715,TWSE,息,116.5,114.0,2.5,0.0,1.0219298245614035,TWSE_TWT49U
20210825,8043,TPEX,除息,26.45,26.25,0.2019613,0.0,1.0076190476190476,TPEX_exDailyQ
20210825,8147,TPEX,除息,50.1,49.6,0.49836755,0.0,1.0100806451612903,TPEX_exDailyQ
20210825,8358,TPEX,除息,70.0,68.0,2.0,0.0,1.0294117647058822,TPEX_exDailyQ
20210825,8410,TPEX,除息,34.2,31.7,2.5,0.0,1.078864353312303,TPEX_exDailyQ
20210825,8431,TPEX,除息,63.0,62.2,0.8,0.0,1.012861736334405,TPEX_exDailyQ
20210825,9927,TWSE,息,34.8,33.8,1.0,0.0,1.029585798816568,TWSE_TWT49U
20210826,1108,TWSE,息,12.75,12.05,0.6999999999999993,0.0,1.058091286307054,TWSE_TWT49U
20210826,1225,TWSE,息,43.95,42.55,1.4000000000000057,0.0,1.0329024676850764,TWSE_TWT49U
20210826,1307,TWSE,息,21.7,21.2,0.5,0.0,1.0235849056603774,TWSE_TWT49U
20210826,1321,TWSE,息,34.8,33.8,1.0,0.0,1.029585798816568,TWSE_TWT49U
20210826,1528,TWSE,息,10.75,10.65,0.09999999999999964,0.0,1.0093896713615023,TWSE_TWT49U
20210826,1785,TPEX,除息,47.95,46.75,1.2,0.0,1.025668449197861,TPEX_exDailyQ
20210826,1789,TWSE,息,24.6,24.1,0.5,0.0,1.020746887966805,TWSE_TWT49U
20210826,2014,TWSE,息,44.1,43.8,0.30000000000000426,0.0,1.0068493150684932,TWSE_TWT49U
20210826,2059,TWSE,息,365.0,358.88,6.1200000000000045,0.0,1.0170530539456086,TWSE_TWT49U
20210826,2106,TWSE,息,33.05,32.05,1.0,0.0,1.031201248049922,TWSE_TWT49U
20210826,2114,TWSE,權息,157.5,138.63,18.870000000000005,0.0,1.1361177234364856,TWSE_TWT49U
20210826,2383,TWSE,息,234.0,227.0,7.0,0.0,1.0308370044052864,TWSE_TWT49U
20210826,2428,TWSE,息,212.5,207.0,5.5,0.0,1.0265700483091786,TWSE_TWT49U
20210826,2441,TWSE,息,91.0,87.9,3.0999999999999943,0.0,1.0352673492605233,TWSE_TWT49U
20210826,2596,TPEX,除息,23.6,22.4,1.2,0.0,1.0535714285714286,TPEX_exDailyQ
20210826,2636,TWSE,權,185.0,181.82,0.0,0.0,1.017489825101749,TWSE_TWT49U
20210826,2855,TWSE,權息,26.15,23.7,2.4499999999999993,0.0,1.1033755274261603,TWSE_TWT49U
20210826,2892,TWSE,權息,23.05,21.93,1.120000000000001,0.0,1.0510715914272686,TWSE_TWT49U
20210826,3014,TWSE,息,122.0,116.0,6.0,0.0,1.0517241379310345,TWSE_TWT49U
20210826,3047,TWSE,息,10.0,9.71,0.28999999999999915,0.0,1.0298661174047372,TWSE_TWT49U
20210826,3056,TWSE,息,42.2,37.8,4.400000000000006,0.0,1.1164021164021165,TWSE_TWT49U
20210826,3164,TWSE,息,23.75,23.05,0.6999999999999993,0.0,1.0303687635574836,TWSE_TWT49U
20210826,3169,TPEX,除息,142.5,140.0,2.5,0.0,1.0178571428571428,TPEX_exDailyQ
20210826,3290,TPEX,除息,12.75,12.55,0.2,0.0,1.0159362549800797,TPEX_exDailyQ
20210826,3312,TWSE,權,23.8,21.63,2.1700000000000017,0.0,1.1003236245954693,TWSE_TWT49U
20210826,3419,TWSE,息,16.65,16.15,0.5,0.0,1.0309597523219813,TWSE_TWT49U
20210826,3426,TPEX,除息,39.85,37.85,2.0,0.0,1.0528401585204756,TPEX_exDailyQ
20210826,3531,TPEX,除息,22.55,21.55,1.0,0.0,1.0464037122969838,TPEX_exDailyQ
20210826,3533,TWSE,權息,541.0,525.44,13.299999999999955,0.0,1.0296132764920827,TWSE_TWT49U
20210826,3556,TPEX,除權息,93.3,87.52,3.15,29.9999958,1.0660420475319927,TPEX_exDailyQ
20210826,3605,TWSE,息,54.2,53.5,0.7000000000000028,0.0,1.0130841121495329,TWSE_TWT49U
20210826,3704,TWSE,息,26.1,25.6,0.5,0.0,1.01953125,TWSE_TWT49U
20210826,4139,TPEX,除息,52.1,50.5,1.6,0.0,1.0316831683168317,TPEX_exDailyQ
20210826,4540,TWSE,息,50.2,49.4,0.8000000000000043,0.0,1.0161943319838058,TWSE_TWT49U
20210826,4541,TPEX,除息,23.05,22.85,0.2,0.0,1.0087527352297592,TPEX_exDailyQ
20210826,4550,TPEX,除息,24.4,22.72,1.68,0.0,1.073943661971831,TPEX_exDailyQ
20210826,4580,TPEX,除息,90.3,85.19,5.11,0.0,1.0599835661462613,TPEX_exDailyQ
20210826,4905,TPEX,除息,53.2,52.2,1.0,0.0,1.0191570881226053,TPEX_exDailyQ
20210826,5269,TWSE,息,1955.0,1930.99,24.00999999999999,0.0,1.0124340364269104,TWSE_TWT49U
20210826,5324,TPEX,除權,9.59,9.55,0.0,0.0,1.0041884816753925,TPEX_exDailyQ
20210826,5457,TPEX,除息,79.0,76.9,2.10060781,0.0,1.0273081924577372,TPEX_exDailyQ
20210826,5481,TPEX,除息,12.9,12.5,0.4,0.0,1.032,TPEX_exDailyQ
20210826,5530,TPEX,除息,47.6,46.4,1.2,0.0,1.0258620689655173,TPEX_exDailyQ
20210826,6156,TPEX,除息,16.2,15.7,0.5,0.0,1.0318471337579618,TPEX_exDailyQ
20210826,6180,TPEX,除息,62.9,58.9,4.0,0.0,1.067911714770798,TPEX_exDailyQ
20210826,6205,TWSE,息,31.55,30.05,1.5,0.0,1.0499168053244592,TWSE_TWT49U
20210826,6464,TWSE,權息,109.0,101.77,7.230000000000004,0.0,1.0710425469195244,TWSE_TWT49U
20210826,6508,TPEX,除息,30.75,29.16,1.59303116,0.0,1.0545267489711934,TPEX_exDailyQ
20210826,7402,TPEX,除權息,42.3,39.62,0.7,50.00000217,1.0676426047450782,TPEX_exDailyQ
20210826,7556,TPEX,除權息,120.0,114.47,2.1,30.0,1.0483096007687605,TPEX_exDailyQ
20210826,8489,TPEX,除息,34.15,33.45,0.7,0.0,1.020926756352765,TPEX_exDailyQ
20210826,9907,TWSE,息,13.9,13.37,0.5300000000000011,0.0,1.0396409872849663,TWSE_TWT49U
20210826,9908,TWSE,息,33.7,32.6,1.1000000000000014,0.0,1.0337423312883436,TWSE_TWT49U
20210826,9930,TWSE,息,46.35,44.35,2.0,0.0,1.0450958286358512,TWSE_TWT49U
20210827,1589,TWSE,息,66.5,65.0,1.5,0.0,1.023076923076923,TWSE_TWT49U
20210827,1708,TWSE,權息,37.35,33.44,3.9100000000000037,0.0,1.1169258373205744,TWSE_TWT49U
20210827,2221,TPEX,除息,46.2,45.2,1.0,0.0,1.0221238938053097,TPEX_exDailyQ
20210827,2230,TPEX,除息,15.0,14.8,0.2,0.0,1.0135135135135134,TPEX_exDailyQ
20210827,2355,TWSE,息,30.65,30.15,0.5,0.0,1.0165837479270314,TWSE_TWT49U
20210827,2427,TWSE,息,10.65,10.35,0.3000000000000007,0.0,1.028985507246377,TWSE_TWT49U
20210827,2453,TWSE,息,24.7,23.2,1.5,0.0,1.0646551724137931,TWSE_TWT49U
20210827,2642,TWSE,息,80.8,79.0,1.7999999999999972,0.0,1.0227848101265822,TWSE_TWT49U
20210827,3037,TWSE,息,139.5,138.1,1.4000000000000057,0.0,1.0101375814627083,TWSE_TWT49U
20210827,3052,TWSE,息,11.9,11.1,0.8000000000000007,0.0,1.0720720720720722,TWSE_TWT49U
20210827,3128,TPEX,除息,18.25,17.7,0.55,0.0,1.0310734463276836,TPEX_exDailyQ
20210827,3339,TPEX,除權,20.85,19.98,0.0,0.0,1.0435435435435436,TPEX_exDailyQ
20210827,3380,TWSE,息,26.95,25.95,1.0,0.0,1.0385356454720616,TWSE_TWT49U
20210827,3609,TPEX,除息,45.7,44.2,1.5,0.0,1.0339366515837105,TPEX_exDailyQ
20210827,4549,TPEX,除權息,89.6,81.55,3.9876,49.84528255,1.0987124463519313,TPEX_exDailyQ
20210827,5478,TPEX,除息,101.5,95.5,6.0,0.0,1.0628272251308901,TPEX_exDailyQ
20210827,5601,TPEX,除息,30.2,29.95,0.25,0.0,1.008347245409015,TPEX_exDailyQ
20210827,5609,TPEX,除權,120.5,111.57,0.0,80.0,1.080039437124675,TPEX_exDailyQ
20210827,6168,TWSE,息,27.75,27.05,0.6999999999999993,0.0,1.0258780036968576,TWSE_TWT49U
20210827,6194,TPEX,除息,28.95,27.45,1.5,0.0,1.0546448087431695,TPEX_exDailyQ
20210827,6216,TWSE,息,26.1,24.61,1.490000000000002,0.0,1.0605444941080862,TWSE_TWT49U
20210827,6538,TPEX,除息,97.0,90.0,7.0,0.0,1.0777777777777777,TPEX_exDailyQ
20210827,6552,TWSE,息,63.8,62.3,1.5,0.0,1.0240770465489566,TWSE_TWT49U
20210827,6560,TPEX,除權息,105.5,89.59,2.90324104,145.16200238,1.1775867842393124,TPEX_exDailyQ
20210827,6588,TPEX,除息,42.6,41.1,1.5,0.0,1.0364963503649636,TPEX_exDailyQ
20210827,8032,TPEX,除息,26.05,25.05,1.0,0.0,1.0399201596806387,TPEX_exDailyQ
20210827,8071,TPEX,除息,11.7,11.5,0.2,0.0,1.017391304347826,TPEX_exDailyQ
