date,code,market,event_type,official_prev_close,reference_price,cash_dividend_per_share,stock_shares_per_1000,continuity_bridge,source
20260825,4111,TPEX,EX_DIVIDEND,30.1,28.8,1.3,0.0,0.9568106312292358,TPEX:exright
20260825,4543,TPEX,EX_RIGHT_DIVIDEND,32.75,31.0,0.2,50.0,0.9465648854961832,TPEX:exright
20260825,4554,TPEX,EX_RIGHT_DIVIDEND,32.75,28.04,0.5,150.00001519,0.8561832061068702,TPEX:exright
20260825,4768,TPEX,EX_RIGHT_DIVIDEND,315.0,309.51,0.85,14.99998873,0.9825714285714285,TPEX:exright
20260825,4907,TPEX,EX_DIVIDEND,48.7,47.2,1.5,0.0,0.9691991786447639,TPEX:exright
20260825,5284,TWSE,EX_RIGHT,318.5,315.7,,,0.9912087912087911,TWSE:exright
20260825,5534,TWSE,EX_DIVIDEND,80.2,75.13,5.070000000000007,,0.9367830423940149,TWSE:exright
20260825,5603,TPEX,EX_DIVIDEND,15.2,14.7,0.5,0.0,0.9671052631578947,TPEX:exright
20260825,6241,TPEX,REDUCTION:彌補虧損,13.85,18.98,,,1.3703971119133576,TPEX:reduction
20260825,6248,TPEX,EX_DIVIDEND,18.3,17.08,1.21654042,0.0,0.9333333333333332,TPEX:exright
20260825,6482,TPEX,EX_DIVIDEND,29.0,27.0,2.0,0.0,0.9310344827586207,TPEX:exright
20260825,6667,TPEX,EX_RIGHT,218.5,214.3,0.0,0.0,0.9807780320366133,TPEX:exright
20260825,6752,TPEX,EX_RIGHT,99.8,96.89,0.0,29.99998896,0.9708416833667335,TPEX:exright
20260825,6785,TPEX,EX_DIVIDEND,98.8,98.7,0.1,0.0,0.9989878542510122,TPEX:exright
20260825,6873,TWSE,EX_DIVIDEND,68.6,66.06,2.539999999999992,,0.9629737609329447,TWSE:exright
20260825,7777,TPEX,EX_RIGHT,37.9,37.18,0.0,0.0,0.9810026385224274,TPEX:exright
20260825,8403,TPEX,EX_DIVIDEND,19.55,18.95,0.6,0.0,0.9693094629156009,TPEX:exright
20260825,9921,TWSE,EX_DIVIDEND,104.0,102.18,1.8199999999999932,,0.9825,TWSE:exright
20260826,1583,TWSE,EX_RIGHT_DIVIDEND,51.3,46.97,,,0.9155945419103314,TWSE:exright
20260826,2227,TWSE,EX_DIVIDEND,48.0,47.16,0.8400000000000034,,0.9824999999999999,TWSE:exright
20260826,2420,TWSE,EX_DIVIDEND,56.5,53.5,3.0,,0.9469026548672567,TWSE:exright
20260826,2753,TWSE,EX_RIGHT,188.5,179.52,,,0.9523607427055704,TWSE:exright
20260826,3128,TPEX,EX_RIGHT_DIVIDEND,22.95,21.27,0.4,59.99999281,0.9267973856209151,TPEX:exright
20260826,3234,TPEX,EX_RIGHT,182.5,173.9,0.0,0.0,0.9528767123287671,TPEX:exright
20260826,3287,TPEX,EX_DIVIDEND,39.0,37.5,1.5,0.0,0.9615384615384616,TPEX:exright
20260826,4582,TWSE,EX_DIVIDEND,23.35,22.55,0.8000000000000007,,0.9657387580299786,TWSE:exright
20260826,6186,TPEX,EX_RIGHT,33.65,32.92,0.0,0.0,0.9783060921248143,TPEX:exright
20260826,6216,TWSE,EX_DIVIDEND,22.0,20.96,1.0399999999999991,,0.9527272727272728,TWSE:exright
20260826,6612,TPEX,EX_RIGHT_DIVIDEND,73.5,66.5,0.3023096,100.76987021,0.9047619047619048,TPEX:exright
20260826,6914,TWSE,EX_RIGHT_DIVIDEND,148.5,118.75,,,0.7996632996632996,TWSE:exright
20260826,6955,TWSE,EX_RIGHT,120.0,97.95,,,0.81625,TWSE:exright
20260826,7818,TWSE,EX_DIVIDEND,63.0,60.96,2.039999999999999,,0.9676190476190476,TWSE:exright
20260826,8084,TPEX,EX_RIGHT,46.9,46.12,0.0,0.0,0.9833688699360341,TPEX:exright
20260826,8410,TPEX,EX_DIVIDEND,32.0,30.4,1.6,0.0,0.95,TPEX:exright
20260826,8442,TWSE,EX_DIVIDEND,49.6,46.6,3.0,,0.9395161290322581,TWSE:exright
20260827,1315,TWSE,EX_DIVIDEND,66.3,64.3,2.0,,0.9698340874811463,TWSE:exright
20260827,1339,TWSE,EX_DIVIDEND,46.3,43.8,2.5,,0.9460043196544277,TWSE:exright
20260827,1409,TWSE,EX_DIVIDEND,24.85,23.95,0.9000000000000021,,0.9637826961770622,TWSE:exright
20260827,1734,TWSE,EX_RIGHT,32.5,30.66,,,0.9433846153846154,TWSE:exright
20260827,2059,TWSE,EX_DIVIDEND,14510.0,14459.0,51.0,,0.9964851826326672,TWSE:exright
20260827,2415,TWSE,EX_RIGHT_DIVIDEND,30.8,27.28,,,0.8857142857142857,TWSE:exright
20260827,2428,TWSE,EX_DIVIDEND,252.0,246.1,5.900000000000006,,0.9765873015873016,TWSE:exright
20260827,2439,TWSE,EX_DIVIDEND,82.1,78.01,4.089999999999989,,0.9501827040194886,TWSE:exright
20260827,2441,TWSE,EX_DIVIDEND,118.0,114.99,3.010000000000005,,0.9744915254237287,TWSE:exright
20260827,2718,TPEX,EX_DIVIDEND,49.35,45.28,4.07001412,0.0,0.9175278622087133,TPEX:exright
20260827,2901,TWSE,EX_DIVIDEND,23.55,23.17,0.379999999999999,,0.983864118895966,TWSE:exright
20260827,3016,TWSE,EX_RIGHT,102.0,101.8,,,0.9980392156862745,TWSE:exright
20260827,3025,TWSE,EX_DIVIDEND,57.2,54.0,3.200000000000003,,0.9440559440559441,TWSE:exright
20260827,3236,TPEX,EX_DIVIDEND,43.9,43.4,0.5,0.0,0.9886104783599089,TPEX:exright
20260827,3528,TWSE,EX_DIVIDEND,83.4,82.02,1.3800000000000097,,0.9834532374100718,TWSE:exright
20260827,3558,TPEX,EX_DIVIDEND,130.0,127.0,3.0,0.0,0.9769230769230769,TPEX:exright
20260827,3702,TWSE,EX_DIVIDEND,108.0,104.35,3.6500000000000057,,0.9662037037037037,TWSE:exright
20260827,4303,TPEX,EX_RIGHT_DIVIDEND,54.6,38.29,1.0,400.00000211,0.7012820512820512,TPEX:exright
20260827,4706,TPEX,EX_DIVIDEND,32.6,32.3,0.3,0.0,0.9907975460122698,TPEX:exright
20260827,4707,TPEX,EX_RIGHT_DIVIDEND,34.65,33.56,0.25,24.99999814,0.9685425685425686,TPEX:exright
20260827,4736,TWSE,EX_RIGHT_DIVIDEND,139.0,121.59,,,0.8747482014388489,TWSE:exright
20260827,5202,TPEX,EX_DIVIDEND,12.05,11.85,0.2,0.0,0.983402489626556,TPEX:exright
20260827,5287,TPEX,EX_RIGHT_DIVIDEND,154.0,135.64,6.15,90.00075443,0.8807792207792207,TPEX:exright
20260827,5289,TPEX,EX_RIGHT_DIVIDEND,1500.0,1454.19,16.83491506,19.92297288,0.96946,TPEX:exright
20260827,6221,TPEX,EX_DIVIDEND,23.05,21.85,1.19985054,0.0,0.9479392624728851,TPEX:exright
20260827,6227,TPEX,EX_DIVIDEND,118.5,114.0,4.5,0.0,0.9620253164556962,TPEX:exright
20260827,6261,TPEX,EX_DIVIDEND,82.4,79.9,2.5,0.0,0.9696601941747572,TPEX:exright
20260827,6624,TPEX,EX_DIVIDEND,42.0,41.71,0.28759145,0.0,0.9930952380952381,TPEX:exright
20260827,6637,TPEX,EX_DIVIDEND,62.7,58.2,4.5,0.0,0.9282296650717703,TPEX:exright
20260827,6770,TWSE,EX_DIVIDEND,70.2,69.97,0.23000000000000398,,0.9967236467236467,TWSE:exright
20260827,7728,TPEX,EX_RIGHT,633.0,626.73,0.0,10.00001444,0.9900947867298578,TPEX:exright
20260827,8941,TPEX,EX_DIVIDEND,44.5,43.0,1.5,0.0,0.9662921348314607,TPEX:exright
20260827,9946,TWSE,EX_DIVIDEND,19.1,17.71,1.3900000000000006,,0.9272251308900523,TWSE:exright
20260828,1453,TWSE,EX_RIGHT,11.7,11.35,,,0.9700854700854701,TWSE:exright
20260828,1709,TWSE,EX_DIVIDEND,34.15,33.15,1.0,,0.9707174231332357,TWSE:exright
20260828,2072,TWSE,EX_DIVIDEND,149.5,143.5,6.0,,0.959866220735786,TWSE:exright
20260828,2101,TWSE,EX_DIVIDEND,32.9,32.3,0.6000000000000014,,0.9817629179331306,TWSE:exright
20260828,2250,TWSE,EX_DIVIDEND,62.3,59.3,3.0,,0.9518459069020867,TWSE:exright
20260828,2364,TWSE,EX_RIGHT_DIVIDEND,76.8,68.0,,,0.8854166666666667,TWSE:exright
20260828,2383,TWSE,EX_DIVIDEND,5500.0,5475.0,25.0,,0.9954545454545455,TWSE:exright
20260828,3373,TPEX,EX_DIVIDEND,16.65,16.55,0.1,0.0,0.9939939939939941,TPEX:exright
20260828,3492,TPEX,EX_DIVIDEND,21.55,20.45,1.1,0.0,0.9489559164733178,TPEX:exright
20260828,3693,TPEX,EX_DIVIDEND,556.0,548.0,8.0,0.0,0.9856115107913669,TPEX:exright
20260828,5283,TWSE,EX_RIGHT_DIVIDEND,61.1,52.5,,,0.8592471358428805,TWSE:exright
20260828,6183,TWSE,EX_DIVIDEND,94.6,91.05,3.549999999999997,,0.9624735729386893,TWSE:exright
20260828,6474,TPEX,EX_DIVIDEND,40.35,37.85,2.5,0.0,0.9380421313506815,TPEX:exright
20260828,7730,TWSE,EX_RIGHT_DIVIDEND,185.0,175.23,,,0.9471891891891892,TWSE:exright
20260828,7822,TWSE,EX_DIVIDEND,957.0,950.61,6.389999999999986,,0.9933228840125392,TWSE:exright
20260828,8932,TPEX,EX_RIGHT_DIVIDEND,105.0,87.47,0.7207,192.16000132,0.833047619047619,TPEX:exright
20260831,1531,TWSE,EX_DIVIDEND,13.7,12.7,1.0,,0.927007299270073,TWSE:exright
20260831,1795,TWSE,EX_RIGHT_DIVIDEND,193.0,187.98,,,0.9739896373056994,TWSE:exright
20260831,2751,TPEX,EX_DIVIDEND,55.5,53.5,1.99664894,0.0,0.963963963963964,TPEX:exright
20260831,2905,TWSE,EX_DIVIDEND,17.45,17.15,0.3000000000000007,,0.982808022922636,TWSE:exright
20260831,2937,TPEX,EX_RIGHT,48.65,44.23,0.0,100.00001148,0.9091469681397738,TPEX:exright
20260831,3209,TWSE,EX_RIGHT_DIVIDEND,51.9,47.52,,,0.9156069364161851,TWSE:exright
20260831,4735,TPEX,EX_DIVIDEND,38.9,37.4,1.5,0.0,0.961439588688946,TPEX:exright
20260831,4747,TPEX,PAR_VALUE_CHANGE,56.5,28.25,,,0.5,TPEX:par_value
20260831,4905,TPEX,EX_DIVIDEND,90.1,88.6,1.5,0.0,0.9833518312985572,TPEX:exright
20260831,5013,TPEX,EX_DIVIDEND,29.8,29.1,0.7,0.0,0.9765100671140939,TPEX:exright
20260831,5392,TPEX,EX_RIGHT_DIVIDEND,48.3,47.16,0.2,20.00000057,0.9763975155279503,TPEX:exright
20260831,7584,TPEX,EX_RIGHT_DIVIDEND,27.1,26.1,0.04099607,36.89647539,0.96309963099631,TPEX:exright
20260831,9105,TWSE,EX_DIVIDEND,8.35,8.28,0.07000000000000028,,0.9916167664670659,TWSE:exright
20260831,9917,TWSE,EX_RIGHT,111.0,105.71,,,0.9523423423423423,TWSE:exright
20260901,1732,TWSE,EX_DIVIDEND,26.45,25.85,0.5999999999999979,,0.9773156899810965,TWSE:exright
20260901,1783,TWSE,EX_DIVIDEND,41.35,39.35,2.0,,0.9516324062877872,TWSE:exright
20260901,2701,TWSE,EX_DIVIDEND,10.65,10.37,0.28000000000000114,,0.9737089201877933,TWSE:exright
20260901,2889,TWSE,EX_RIGHT_DIVIDEND,15.95,15.31,,,0.9598746081504703,TWSE:exright
20260901,3052,TWSE,EX_DIVIDEND,11.15,10.55,0.5999999999999996,,0.946188340807175,TWSE:exright
20260901,3078,TPEX,EX_DIVIDEND,51.9,47.9,4.0,0.0,0.9229287090558767,TPEX:exright
20260901,3135,TWSE,EX_RIGHT_DIVIDEND,182.5,171.08,,,0.9374246575342466,TWSE:exright
20260901,3416,TWSE,EX_RIGHT,182.0,173.37,,,0.9525824175824176,TWSE:exright
20260901,3455,TPEX,EX_DIVIDEND,260.5,257.0,3.5,0.0,0.9865642994241842,TPEX:exright
20260901,4760,TPEX,EX_RIGHT,261.0,255.9,0.0,19.93215453,0.9804597701149426,TPEX:exright
20260901,4977,TWSE,EX_RIGHT,175.0,168.61,,,0.9634857142857144,TWSE:exright
20260901,6245,TPEX,EX_DIVIDEND,81.8,78.0,3.8,0.0,0.9535452322738387,TPEX:exright
20260901,6534,TWSE,EX_DIVIDEND,92.0,90.99,1.0100000000000051,,0.9890217391304347,TWSE:exright
20260901,8086,TPEX,EX_DIVIDEND,118.0,116.32,1.68,0.0,0.9857627118644067,TPEX:exright
20260901,8436,TPEX,EX_DIVIDEND,126.0,119.99,6.01343369,0.0,0.9523015873015873,TPEX:exright
20260901,9941,TWSE,EX_RIGHT_DIVIDEND,86.9,80.9,,,0.9309551208285386,TWSE:exright
20260902,1240,TPEX,EX_RIGHT,58.0,55.24,0.0,50.00000791,0.9524137931034483,TPEX:exright
20260902,2464,TWSE,EX_RIGHT_DIVIDEND,184.5,182.3,,,0.9880758807588077,TWSE:exright
20260902,2845,TWSE,EX_RIGHT_DIVIDEND,13.65,12.98,,,0.9509157509157509,TWSE:exright
20260902,2923,TWSE,EX_DIVIDEND,24.75,24.63,0.120000000000001,,0.9951515151515151,TWSE:exright
20260902,3013,TWSE,EX_RIGHT,92.4,88.84,,,0.9614718614718615,TWSE:exright
20260902,3346,TWSE,EX_DIVIDEND,19.6,19.49,0.11000000000000298,,0.9943877551020407,TWSE:exright
20260902,4438,TWSE,EX_DIVIDEND,60.8,58.5,2.299999999999997,,0.962171052631579,TWSE:exright
20260902,6139,TWSE,EX_DIVIDEND,770.0,747.0,23.0,,0.9701298701298702,TWSE:exright
20260902,6426,TWSE,EX_DIVIDEND,270.0,269.5,0.5,,0.9981481481481481,TWSE:exright
20260902,6669,TWSE,EX_RIGHT,7800.0,2614.99,,,0.33525512820512815,TWSE:exright
20260902,6753,TWSE,EX_DIVIDEND,142.5,141.25,1.25,,0.9912280701754386,TWSE:exright
20260902,8076,TPEX,EX_DIVIDEND,23.3,22.6,0.7,0.0,0.9699570815450644,TPEX:exright
20260903,1203,TWSE,EX_DIVIDEND,44.35,43.35,1.0,,0.9774520856820744,TWSE:exright
20260903,2732,TPEX,EX_DIVIDEND,65.3,63.3,2.0,0.0,0.9693721286370597,TPEX:exright
20260903,2756,TPEX,EX_DIVIDEND,64.0,62.5,1.5,0.0,0.9765625,TPEX:exright
20260903,3114,TPEX,EX_RIGHT_DIVIDEND,34.65,32.36,1.0,40.00000494,0.9339105339105339,TPEX:exright
20260903,3484,TPEX,EX_DIVIDEND,51.0,48.5,2.5,0.0,0.9509803921568627,TPEX:exright
20260903,3661,TWSE,EX_DIVIDEND,4200.0,4167.44,32.5600000000004,,0.9922476190476189,TWSE:exright
20260903,6126,TPEX,EX_DIVIDEND,30.2,29.6,0.59791726,0.0,0.980132450331126,TPEX:exright
20260903,6146,TPEX,EX_DIVIDEND,192.5,187.0,5.5,0.0,0.9714285714285714,TPEX:exright
20260903,6234,TPEX,EX_DIVIDEND,35.55,35.3,0.25,0.0,0.9929676511954993,TPEX:exright
20260903,6279,TPEX,EX_DIVIDEND,127.0,121.5,5.5,0.0,0.9566929133858267,TPEX:exright
20260903,6874,TPEX,EX_RIGHT_DIVIDEND,83.6,73.27,3.0,100.0,0.8764354066985646,TPEX:exright
20260903,7780,TWSE,EX_DIVIDEND,17.05,16.93,0.120000000000001,,0.9929618768328445,TWSE:exright
20260903,8466,TWSE,EX_DIVIDEND,15.65,15.34,0.3100000000000005,,0.9801916932907347,TWSE:exright
20260903,8908,TPEX,EX_RIGHT,41.4,40.18,0.0,30.43406242,0.9705314009661836,TPEX:exright
20260903,9951,TPEX,EX_DIVIDEND,54.3,51.05,3.2532142,0.0,0.9401473296500921,TPEX:exright
20260907,1268,TPEX,EX_DIVIDEND,182.0,174.0,8.0,0.0,0.9560439560439561,TPEX:exright
20260907,1466,TWSE,EX_DIVIDEND,15.95,15.75,0.1999999999999993,,0.987460815047022,TWSE:exright
20260907,1563,TWSE,REDUCTION:退還股款,66.0,84.66,,,1.2827272727272727,TWSE:reduction
20260907,6533,TWSE,EX_RIGHT,264.0,255.83,,,0.9690530303030304,TWSE:exright
20260907,6949,TWSE,PAR_VALUE_CHANGE,1490.0,74.5,,,0.05,TWSE:par_value
20260907,7738,TPEX,EX_DIVIDEND,175.0,165.0,10.0,0.0,0.9428571428571428,TPEX:exright
20260907,8099,TPEX,EX_DIVIDEND,61.2,59.1,2.1,0.0,0.9656862745098039,TPEX:exright
20260908,2379,TWSE,EX_DIVIDEND,729.0,704.0,25.0,,0.9657064471879286,TWSE:exright
20260908,2442,TWSE,EX_RIGHT_DIVIDEND,19.45,16.26,,,0.8359897172236505,TWSE:exright
20260908,2706,TWSE,EX_DIVIDEND,12.55,12.2,0.3500000000000014,,0.9721115537848605,TWSE:exright
20260908,2743,TPEX,EX_DIVIDEND,59.3,56.1,3.2,0.0,0.9460370994940979,TPEX:exright
20260908,3312,TWSE,EX_DIVIDEND,52.6,51.3,1.3000000000000043,,0.9752851711026616,TWSE:exright
20260908,3622,TWSE,EX_DIVIDEND,53.5,50.3,3.200000000000003,,0.9401869158878504,TWSE:exright
20260908,4549,TPEX,EX_RIGHT,103.5,101.47,0.0,19.99998421,0.9803864734299517,TPEX:exright
20260908,6584,TPEX,EX_DIVIDEND,619.0,616.56,2.44070731,0.0,0.9960581583198707,TPEX:exright
20260908,6590,TPEX,EX_RIGHT,67.0,58.26,0.0,150.03609244,0.8695522388059701,TPEX:exright
20260908,8473,TWSE,EX_RIGHT_DIVIDEND,45.5,40.43,,,0.8885714285714286,TWSE:exright
20260908,9933,TWSE,EX_RIGHT_DIVIDEND,40.3,38.79,,,0.9625310173697271,TWSE:exright
20260909,1438,TWSE,EX_RIGHT_DIVIDEND,23.3,21.38,,,0.9175965665236051,TWSE:exright
20260909,1815,TPEX,EX_RIGHT_DIVIDEND,135.0,128.1,0.50001709,50.00171092,0.9488888888888889,TPEX:exright
20260909,3059,TWSE,EX_DIVIDEND,38.5,37.5,1.0,,0.974025974025974,TWSE:exright
20260909,3706,TWSE,EX_RIGHT_DIVIDEND,91.3,80.27,,,0.8791894852135815,TWSE:exright
20260909,4160,TPEX,EX_RIGHT,39.8,37.92,0.0,49.58349341,0.9527638190954775,TPEX:exright
20260909,6133,TWSE,EX_DIVIDEND,24.5,23.5,1.0,,0.9591836734693877,TWSE:exright
20260909,6163,TPEX,EX_DIVIDEND,40.65,40.07,0.57766376,0.0,0.9857318573185733,TPEX:exright
20260909,6461,TPEX,REDUCTION:彌補虧損,16.65,26.92,,,1.616816816816817,TPEX:reduction
20260909,6603,TPEX,EX_DIVIDEND,24.95,24.55,0.40135362,0.0,0.9839679358717436,TPEX:exright
20260909,6971,TPEX,EX_DIVIDEND,26.65,25.15,1.5,0.0,0.9437148217636022,TPEX:exright
20260909,8096,TPEX,EX_DIVIDEND,101.0,100.5,0.5,0.0,0.995049504950495,TPEX:exright
20260910,2062,TWSE,EX_DIVIDEND,19.55,18.55,1.0,,0.948849104859335,TWSE:exright
20260910,4541,TPEX,EX_RIGHT,60.0,59.31,0.0,0.0,0.9885,TPEX:exright
20260910,4912,TWSE,EX_DIVIDEND,97.5,96.69,0.8100000000000023,,0.9916923076923077,TWSE:exright
20260910,5328,TPEX,EX_DIVIDEND,58.8,58.45,0.35,0.0,0.9940476190476192,TPEX:exright
20260910,5906,TWSE,EX_RIGHT_DIVIDEND,41.55,39.38,,,0.9477737665463298,TWSE:exright
20260910,6504,TWSE,EX_DIVIDEND,37.9,36.9,1.0,,0.9736147757255936,TWSE:exright
20260910,8234,TPEX,EX_DIVIDEND,65.6,65.2,0.4,0.0,0.9939024390243903,TPEX:exright
20260910,9802,TWSE,EX_DIVIDEND,71.2,68.1,3.1000000000000085,,0.9564606741573033,TWSE:exright
20260910,9906,TWSE,EX_RIGHT,41.4,41.05,,,0.9915458937198067,TWSE:exright
