trade_date,market,stock_id,name,open,high,low,close,volume,trading_value
2026-09-04,TWSE,0050,元大台灣50,107.7,108.0,106.85,107.9,46705557,5017991081
2026-09-04,TWSE,0051,元大中型100,144.55,145.95,144.0,145.95,40803,5906634
2026-09-04,TWSE,0052,富邦科技,62.45,62.75,61.95,62.7,10899217,679516857
2026-09-04,TWSE,0053,元大電子,242.3,243.65,241.3,243.65,26407,6417653
2026-09-04,TWSE,0055,元大MSCI金融,48.2,49.0,48.13,49.0,984778,47843501
2026-09-04,TWSE,0056,元大高股息,55.15,55.5,54.7,55.4,22979939,1266699879
2026-09-04,TWSE,0057,富邦摩台,320.55,321.6,320.55,321.6,30924,9935314
2026-09-04,TWSE,0061,元大寶滬深,24.19,24.39,24.19,24.36,148246,3605250
2026-09-04,TWSE,1101,台泥,24.6,24.7,24.35,24.6,18895624,462918305
2026-09-04,TWSE,1102,亞泥,35.2,35.25,34.75,35.1,4402567,154067883
2026-09-04,TWSE,1103,嘉泥,13.25,13.3,13.2,13.3,225637,2987742
2026-09-04,TWSE,1104,環泥,27.8,27.8,27.45,27.7,683091,18842309
2026-09-04,TWSE,1108,幸福,11.6,11.65,11.5,11.65,426229,4938995
2026-09-04,TWSE,1109,信大,13.5,13.55,13.45,13.5,90488,1221913
2026-09-04,TWSE,1110,東泥,16.0,16.35,16.0,16.3,207934,3365271
2026-09-04,TWSE,1201,味全,12.15,12.25,12.1,12.25,455494,5548007
2026-09-04,TWSE,1203,味王,43.65,45.35,43.65,44.7,25709,1138878
2026-09-04,TWSE,1210,大成,51.9,52.3,51.7,52.2,926251,48241362
2026-09-04,TWSE,1213,大飲,7.47,7.7,7.47,7.7,5301,40138
2026-09-04,TWSE,1215,卜蜂,110.0,110.5,108.5,110.5,399725,43844378
2026-09-04,TWSE,1216,統一,75.8,75.8,75.1,75.6,6727435,507895823
2026-09-04,TWSE,1217,愛之味,9.96,9.99,9.93,9.95,402005,4002902
2026-09-04,TWSE,1218,泰山,14.45,14.5,14.35,14.45,757854,10931005
2026-09-04,TWSE,1219,福壽,11.5,11.6,11.45,11.6,142231,1644204
2026-09-04,TWSE,1220,台榮,10.7,10.75,10.7,10.7,43208,463026
2026-09-04,TWSE,1225,福懋油,24.85,25.3,24.85,25.0,211683,5296732
2026-09-04,TWSE,1227,佳格,28.65,28.65,28.45,28.55,418426,11937258
2026-09-04,TWSE,1229,聯華,42.1,42.1,41.6,41.85,1167970,48813943
2026-09-04,TWSE,1231,聯華食,80.2,81.0,79.9,80.6,288502,23144105
2026-09-04,TWSE,1232,大統益,155.5,157.5,155.5,157.0,107183,16801890
2026-09-04,TWSE,1233,天仁,28.5,28.5,28.0,28.0,15247,430315
2026-09-04,TWSE,1234,黑松,33.3,33.45,33.15,33.45,79529,2654715
2026-09-04,TWSE,1235,興泰,37.5,38.6,37.5,38.05,12100,460950
2026-09-04,TWSE,1236,宏亞,25.95,26.15,25.95,26.15,93934,2448353
2026-09-04,TWSE,1256,鮮活果汁-KY,174.0,174.5,171.5,173.0,73843,12739336
2026-09-04,TWSE,1301,台塑,66.5,66.9,64.1,66.0,26921626,1752844824
2026-09-04,TWSE,1303,南亞,226.5,229.0,218.0,225.5,67299234,15031119549
2026-09-04,TWSE,1304,台聚,12.6,12.6,12.2,12.35,2068871,25446103
2026-09-04,TWSE,1305,華夏,12.4,12.4,12.05,12.2,2186765,26639861
2026-09-04,TWSE,1307,三芳,30.4,30.5,30.3,30.45,667231,20268866
2026-09-04,TWSE,1308,亞聚,14.45,14.45,14.0,14.15,1099385,15536885
2026-09-04,TWSE,1309,台達化,13.65,13.65,13.4,13.65,1192472,16105248
2026-09-04,TWSE,1310,台苯,8.78,8.79,8.55,8.72,3093178,26680110
2026-09-04,TWSE,1312,國喬,15.05,15.1,14.15,14.6,33051814,477852348
2026-09-04,TWSE,1313,聯成,12.0,12.05,11.7,11.9,2009479,23794810
2026-09-04,TWSE,1314,中石化,8.15,8.21,8.02,8.12,16389736,132587166
2026-09-04,TWSE,1315,達新,65.8,65.9,65.6,65.8,16915,1111797
2026-09-04,TWSE,1316,上曜,10.8,10.8,10.55,10.6,2288111,24353072
2026-09-04,TWSE,1319,東陽,81.7,82.8,80.6,82.6,1654806,135168018
2026-09-04,TWSE,1321,大洋,32.3,32.6,32.2,32.5,73200,2370770
2026-09-04,TWSE,1323,永裕,21.35,21.35,21.25,21.25,8422,179177
2026-09-04,TWSE,1324,地球,10.1,10.25,10.0,10.1,55600,566852
2026-09-04,TWSE,1325,恆大,25.5,25.55,25.1,25.5,142532,3612304
2026-09-04,TWSE,1326,台化,70.0,70.8,67.4,69.8,41291535,2844287406
2026-09-04,TWSE,1337,再生-KY,4.56,4.59,4.51,4.57,212201,961376
2026-09-04,TWSE,1338,廣華-KY,14.45,14.45,14.4,14.45,33010,475998
2026-09-04,TWSE,1339,昭輝,42.8,43.25,42.6,43.0,107185,4595945
2026-09-04,TWSE,1340,勝悅-KY,5.26,5.26,5.16,5.23,126992,663881
2026-09-04,TWSE,1341,富林-KY,59.0,59.5,59.0,59.5,4004,237733
2026-09-04,TWSE,1342,八貫,103.0,103.0,102.5,102.5,87343,8957732
2026-09-04,TWSE,1402,遠東新,29.2,29.25,28.8,29.15,5541724,161227803
2026-09-04,TWSE,1409,新纖,24.9,24.9,24.0,24.55,10734570,261467504
2026-09-04,TWSE,1410,南染,24.75,24.95,24.5,24.55,134868,3327420
2026-09-04,TWSE,1413,宏洲,9.37,9.37,9.18,9.19,23203,214228
2026-09-04,TWSE,1414,東和,18.0,18.0,17.5,17.85,243211,4315395
2026-09-04,TWSE,1416,廣豐,11.85,11.85,11.65,11.75,233226,2734258
2026-09-04,TWSE,1417,嘉裕,8.29,8.32,8.21,8.28,93580,773001
2026-09-04,TWSE,1418,東華,17.65,17.65,17.6,17.6,6217,109626
2026-09-04,TWSE,1419,新紡,66.7,67.0,66.2,66.9,45815,3048798
2026-09-04,TWSE,1423,利華,35.45,35.45,35.45,35.45,1288,45542
2026-09-04,TWSE,1432,大魯閣,15.15,15.15,15.0,15.0,94601,1421882
2026-09-04,TWSE,1434,福懋,18.15,18.2,17.9,18.2,1555115,28094974
2026-09-04,TWSE,1435,中福,21.05,23.1,21.05,22.0,33135,741530
2026-09-04,TWSE,1436,華友聯,38.15,38.55,37.9,38.35,128475,4909541
2026-09-04,TWSE,1437,勤益控,31.95,32.1,31.8,32.05,57017,1823849
2026-09-04,TWSE,1438,三地開發,22.3,22.4,22.3,22.4,23716,530258
2026-09-04,TWSE,1439,雋揚,29.2,29.2,28.95,29.1,11025,321222
2026-09-04,TWSE,1440,南紡,14.3,14.3,13.5,13.9,5324876,73129567
2026-09-04,TWSE,1441,大東,8.78,8.82,8.78,8.8,11626,102509
2026-09-04,TWSE,1442,名軒,29.75,30.0,29.5,30.0,186199,5537665
2026-09-04,TWSE,1443,立益物流,23.75,23.9,23.6,23.7,19140,455268
2026-09-04,TWSE,1444,力麗,7.12,7.16,7.0,7.09,1918026,13538666
2026-09-04,TWSE,1445,大宇,10.15,10.35,10.15,10.15,99505,1014424
2026-09-04,TWSE,1446,宏和,13.5,13.5,13.4,13.4,89623,1204703
2026-09-04,TWSE,1447,力鵬,6.78,6.88,6.66,6.71,1149095,7715465
2026-09-04,TWSE,1449,佳和,12.3,12.3,12.15,12.25,325186,3967498
2026-09-04,TWSE,1451,年興,17.2,17.25,17.2,17.25,40827,703643
2026-09-04,TWSE,1452,宏益,11.3,11.4,11.25,11.35,74855,849493
2026-09-04,TWSE,1453,大將,11.05,11.2,11.05,11.15,22757,253544
2026-09-04,TWSE,1454,台富,12.05,12.3,12.05,12.15,20468,249238
2026-09-04,TWSE,1455,集盛,10.1,10.1,9.93,9.96,891137,8877875
2026-09-04,TWSE,1456,怡華,14.2,14.3,14.0,14.0,55000,779400
2026-09-04,TWSE,1457,宜進,14.5,14.5,14.35,14.5,151236,2181956
2026-09-04,TWSE,1459,聯發,15.5,15.7,15.45,15.65,306543,4759991
2026-09-04,TWSE,1460,宏遠,6.62,6.63,6.56,6.6,244422,1612273
2026-09-04,TWSE,1463,強盛新,17.35,17.5,17.2,17.4,15492,269379
2026-09-04,TWSE,1464,得力,10.05,10.15,10.0,10.1,225463,2270479
2026-09-04,TWSE,1465,偉全,11.9,12.05,11.85,11.9,156805,1868938
2026-09-04,TWSE,1466,聚隆,15.65,15.95,15.65,15.95,120192,1901038
2026-09-04,TWSE,1467,南緯,8.33,8.33,8.16,8.19,193561,1598441
2026-09-04,TWSE,1468,昶和,12.75,13.0,12.55,13.0,71061,901562
2026-09-04,TWSE,1470,大統新創,23.7,24.25,23.5,23.9,31000,735100
2026-09-04,TWSE,1471,首利,9.85,9.85,9.65,9.74,226266,2201722
2026-09-04,TWSE,1472,三洋實業,89.5,90.9,88.5,89.9,27682,2473075
2026-09-04,TWSE,1473,台南,20.1,20.15,20.0,20.1,26702,537022
2026-09-04,TWSE,1474,弘裕,10.0,10.0,9.96,10.0,21477,214414
2026-09-04,TWSE,1475,業旺,26.5,26.65,26.1,26.4,12000,315150
2026-09-04,TWSE,1476,儒鴻,314.5,316.0,312.0,313.0,870350,272612478
2026-09-04,TWSE,1477,聚陽,195.5,196.5,193.5,196.5,984999,192363734
2026-09-04,TWSE,1503,士電,204.5,208.5,203.0,207.5,1280615,263665994
2026-09-04,TWSE,1504,東元,72.5,73.0,71.2,72.2,4919804,354432618
2026-09-04,TWSE,1506,正道,10.05,10.1,10.0,10.1,148462,1489591
2026-09-04,TWSE,1512,瑞利,6.21,6.25,6.18,6.25,78282,484672
2026-09-04,TWSE,1513,中興電,164.5,166.0,162.5,165.5,1475029,242550640
2026-09-04,TWSE,1514,亞力,102.0,103.0,101.0,102.0,1169826,119391596
2026-09-04,TWSE,1515,力山,31.3,31.5,30.0,30.8,1318907,40204658
2026-09-04,TWSE,1516,川飛,14.45,14.45,14.35,14.35,4540,65239
2026-09-04,TWSE,1517,利奇,10.9,10.95,10.8,10.95,284817,3096930
2026-09-04,TWSE,1519,華城,730.0,755.0,724.0,746.0,1702643,1261309624
2026-09-04,TWSE,1521,大億,25.7,25.85,25.7,25.75,17551,451725
2026-09-04,TWSE,1522,堤維西,27.1,27.15,26.7,26.95,522099,13998293
2026-09-04,TWSE,1524,耿鼎,26.8,26.9,26.65,26.9,257060,6886943
2026-09-04,TWSE,1525,江申,66.5,66.6,65.7,66.6,36122,2386383
2026-09-04,TWSE,1526,日馳,16.2,16.2,15.5,15.75,123410,1939231
2026-09-04,TWSE,1527,鑽全,32.55,32.7,32.5,32.7,65919,2149119
2026-09-04,TWSE,1528,恩德,18.75,19.2,18.75,19.15,525394,9991705
2026-09-04,TWSE,1529,樂事綠能,16.8,16.8,16.25,16.45,496224,8151695
2026-09-04,TWSE,1530,亞崴,28.3,28.5,28.25,28.25,20162,571544
2026-09-04,TWSE,1531,高林股,11.8,12.2,11.75,12.05,176459,2107645
2026-09-04,TWSE,1532,勤美,23.2,23.2,22.85,23.0,169733,3910301
2026-09-04,TWSE,1533,車王電,31.2,31.2,30.5,30.95,86609,2661469
2026-09-04,TWSE,1535,中宇,46.2,46.2,45.2,45.35,22201,1008924
2026-09-04,TWSE,1536,和大,50.2,50.2,48.8,49.8,1176427,58136609
2026-09-04,TWSE,1537,廣隆,116.0,116.0,115.0,115.5,217745,25178597
2026-09-04,TWSE,1538,正峰,,,,,218,1876
2026-09-04,TWSE,1539,巨庭,15.6,15.65,15.5,15.6,48414,752434
2026-09-04,TWSE,1540,喬福,19.8,19.95,19.6,19.85,119510,2360461
2026-09-04,TWSE,1541,錩泰,21.45,21.5,21.25,21.3,6099,130533
2026-09-04,TWSE,1558,伸興,106.0,106.5,105.5,106.5,80444,8524818
2026-09-04,TWSE,1560,中砂,728.0,731.0,683.0,695.0,1570777,1094320259
2026-09-04,TWSE,1568,倉佑,28.8,29.55,28.65,29.45,268227,7807125
2026-09-04,TWSE,1582,信錦,73.6,74.5,72.8,74.1,302724,22292329
2026-09-04,TWSE,1583,程泰,48.25,48.95,48.25,48.95,10155,493540
2026-09-04,TWSE,1587,吉茂,24.4,24.45,23.85,24.05,131215,3152216
2026-09-04,TWSE,1590,亞德客-KY,1375.0,1415.0,1370.0,1395.0,289906,402538681
2026-09-04,TWSE,1597,直得,151.5,158.0,147.0,155.0,7090442,1078318662
2026-09-04,TWSE,1598,岱宇,19.9,20.55,19.7,20.2,233793,4708601
2026-09-04,TWSE,1603,華電,30.4,30.4,29.85,30.4,188210,5664006
2026-09-04,TWSE,1604,聲寶,23.65,23.65,23.45,23.5,226923,5337955
2026-09-04,TWSE,1605,華新,38.45,38.9,37.35,38.4,15702040,597285452
2026-09-04,TWSE,1608,華榮,36.8,36.85,36.0,36.5,1715109,62425148
2026-09-04,TWSE,1609,大亞,37.4,37.5,36.7,37.35,2202291,81801778
2026-09-04,TWSE,1611,中電,11.7,11.8,11.6,11.75,438818,5137398
2026-09-04,TWSE,1612,宏泰,34.95,35.05,34.55,34.85,380239,13222758
2026-09-04,TWSE,1614,三洋電,30.65,30.75,30.6,30.6,68778,2108706
2026-09-04,TWSE,1615,大山,44.2,44.2,43.9,44.0,72692,3201814
2026-09-04,TWSE,1616,億泰,19.0,19.0,18.7,19.0,235261,4440775
2026-09-04,TWSE,1617,榮星,18.6,18.8,18.3,18.55,290783,5401694
2026-09-04,TWSE,1618,合機,39.7,39.75,39.4,39.65,229424,9069831
2026-09-04,TWSE,1623,大東電,210.0,210.0,203.5,208.0,55139,11343960
2026-09-04,TWSE,1626,艾美特-KY,9.55,9.67,9.55,9.66,46167,444441
2026-09-04,TWSE,1702,南僑,32.45,32.6,32.3,32.6,170611,5531322
2026-09-04,TWSE,1707,葡萄王,91.5,91.5,90.3,90.5,179864,16318202
2026-09-04,TWSE,1708,東鹼,51.8,51.9,50.4,51.2,2355430,120235449
2026-09-04,TWSE,1709,和益,34.1,34.9,33.8,34.0,8132636,278989554
2026-09-04,TWSE,1710,東聯,16.3,16.3,15.55,15.95,8694844,137799441
2026-09-04,TWSE,1711,永光,42.35,42.65,40.5,42.3,3891631,163148960
2026-09-04,TWSE,1712,興農,40.5,40.7,40.3,40.65,594127,24078019
2026-09-04,TWSE,1713,國化,44.0,44.0,43.3,43.45,744550,32344248
2026-09-04,TWSE,1714,和桐,16.75,16.85,16.25,16.65,9337144,154280885
2026-09-04,TWSE,1717,長興,78.0,78.5,73.1,76.1,23667655,1778208185
2026-09-04,TWSE,1718,中纖,10.8,10.8,10.45,10.6,17782501,188006353
2026-09-04,TWSE,1720,生達,56.4,56.4,55.8,56.0,138309,7736480
2026-09-04,TWSE,1721,三晃,20.2,20.4,19.8,20.4,445734,8933853
2026-09-04,TWSE,1722,台肥,45.0,45.05,44.65,44.8,1890696,84755852
2026-09-04,TWSE,1723,中碳,86.5,86.5,84.6,86.0,822693,70334696
2026-09-04,TWSE,1725,元禎,31.9,32.0,31.5,32.0,40132,1277110
2026-09-04,TWSE,1726,永記,77.2,77.4,77.0,77.4,14000,1079800
2026-09-04,TWSE,1727,中華化,90.0,95.2,88.2,94.7,5890316,544274351
2026-09-04,TWSE,1730,花仙子,51.7,51.7,51.4,51.5,12078,622423
2026-09-04,TWSE,1731,美吾華,21.0,21.0,20.9,20.95,98682,2068738
2026-09-04,TWSE,1732,毛寶,25.85,26.1,25.85,26.1,40655,1054172
2026-09-04,TWSE,1733,五鼎,32.25,32.45,32.15,32.35,246259,7960819
2026-09-04,TWSE,1734,杏輝,30.6,30.7,30.45,30.6,117624,3597746
2026-09-04,TWSE,1735,日勝化,20.1,20.45,20.05,20.25,39609,800460
2026-09-04,TWSE,1736,喬山,124.0,125.5,123.0,125.5,137123,17066009
2026-09-04,TWSE,1737,臺鹽,30.65,30.9,30.6,30.65,282361,8672252
2026-09-04,TWSE,1752,南光,31.8,31.85,31.5,31.85,29128,922939
2026-09-04,TWSE,1760,寶齡富錦,56.4,56.8,56.0,56.3,155052,8721281
2026-09-04,TWSE,1762,中化生,35.9,36.2,35.4,35.75,99270,3539614
2026-09-04,TWSE,1773,勝一,163.5,164.5,160.0,162.5,432260,70190557
2026-09-04,TWSE,1776,展宇,17.25,17.25,17.0,17.2,25000,427550
2026-09-04,TWSE,1783,和康生,38.65,38.95,38.3,38.3,71794,2758227
2026-09-04,TWSE,1786,科妍,44.9,47.65,44.55,47.05,231246,10656982
2026-09-04,TWSE,1789,神隆,19.0,19.15,18.9,19.1,347013,6598230
