,v3_original_large_layer,v3_original_combined_three_layer,pullback_stable_base_large_layer,pullback_stable_base_combined_three_layer,0050_BH
2022-07-21,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,951204.5065
2022-07-22,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,954849.5065
2022-07-25,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,954039.5065
2022-07-26,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,945534.5065
2022-07-27,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,954039.5065
2022-07-28,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,955659.5065
2022-07-29,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,964569.5065
2022-08-01,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,961734.5065
2022-08-02,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,944724.5065
2022-08-03,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,950394.5065
2022-08-04,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,952824.5065
2022-08-05,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,976719.5065
2022-08-08,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,974694.5065
2022-08-09,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,973884.5065
2022-08-10,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,963759.5065
2022-08-11,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,981174.5065
2022-08-12,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,987249.5065
2022-08-15,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,996159.5065
2022-08-16,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,997779.5065
2022-08-17,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,998184.5065
2022-08-18,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,991704.5065
2022-08-19,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,993324.5065
2022-08-22,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,979149.5065
2022-08-23,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,966189.5065
2022-08-24,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,963759.5065
2022-08-25,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,972669.5065
2022-08-26,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,977529.5065
2022-08-29,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,952824.5065
2022-08-30,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,954444.5065
2022-08-31,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,961329.5065
2022-09-01,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,941484.5065
2022-09-02,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,931359.5065
2022-09-05,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,933384.5065
2022-09-06,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,939459.5065
2022-09-07,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,917589.5065
2022-09-08,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,924069.5065
2022-09-12,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,943509.5065
2022-09-13,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,948369.5065
2022-09-14,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,929334.5065
2022-09-15,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,930954.5065
2022-09-16,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,920424.5065
2022-09-19,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,916374.5065
2022-09-20,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,924474.5065
2022-09-21,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,916779.5065
2022-09-22,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,905844.5065
2022-09-23,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,897339.5065
2022-09-26,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,880734.5065
2022-09-27,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,879519.5065
2022-09-28,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,861294.5065
2022-09-29,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,858459.5065
2022-09-30,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,846714.5065
2022-10-03,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,836589.5065
2022-10-04,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,857649.5065
2022-10-05,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,877494.5065
2022-10-06,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,883569.5065
2022-10-07,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,868989.5065
2022-10-11,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,824439.5065
2022-10-12,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,820389.5065
2022-10-13,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,810669.5065
2022-10-14,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,833754.5065
2022-10-17,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,818364.5065
2022-10-18,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,827679.5065
2022-10-19,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,816744.5065
2022-10-20,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,812289.5065
2022-10-21,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,809859.5065
2022-10-24,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,807429.5065
2022-10-25,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,792039.5065
2022-10-26,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,799329.5065
2022-10-27,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,810669.5065
2022-10-28,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,800544.5065
2022-10-31,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,811074.5065
2022-11-01,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,815529.5065
2022-11-02,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,818769.5065
2022-11-03,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,808239.5065
2022-11-04,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,809454.5065
2022-11-07,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,823224.5065
2022-11-08,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,831729.5065
2022-11-09,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,855219.5065
2022-11-10,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,847119.5065
2022-11-11,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,891669.5065
2022-11-14,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,899769.5065
2022-11-15,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,937839.5065
2022-11-16,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,936219.5065
2022-11-17,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,936624.5065
2022-11-18,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,934194.5065
2022-11-21,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,930954.5065
2022-11-22,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,938649.5065
2022-11-23,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,945129.5065
2022-11-24,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,954039.5065
2022-11-25,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,954039.5065
2022-11-28,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,935004.5065
2022-11-29,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,943509.5065
2022-11-30,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,951204.5065
2022-12-01,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,967404.5065
2022-12-02,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,958899.5065
2022-12-05,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,960114.5065
2022-12-06,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,942699.5065
2022-12-07,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,937029.5065
2022-12-08,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,926094.5065
2022-12-09,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,940269.5065
2022-12-12,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,931359.5065
2022-12-13,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,927309.5065
2022-12-14,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,938649.5065
2022-12-15,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,939459.5065
2022-12-16,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,924069.5065
2022-12-19,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,918804.5065
2022-12-20,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,902199.5065
2022-12-21,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,905844.5065
2022-12-22,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,920829.5065
2022-12-23,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,905439.5065
2022-12-26,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,908679.5065
2022-12-27,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,912729.5065
2022-12-28,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,899769.5065
2022-12-29,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,895719.5065
2022-12-30,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,901389.5065
2023-01-03,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,905844.5065
2023-01-04,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,903819.5065
2023-01-05,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,910299.5065
2023-01-06,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,914349.5065
2023-01-09,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,946749.5065
2023-01-10,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,950394.5065
2023-01-11,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,951204.5065
2023-01-12,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,947154.5065
2023-01-13,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,958089.5065
2023-01-16,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,965379.5065
2023-01-17,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,965379.5065
2023-01-30,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,986439.5065
2023-01-31,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,966999.5065
2023-02-01,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,972669.5065
2023-02-02,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,988869.5065
2023-02-03,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,988869.5065
2023-02-06,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,974694.5065
2023-02-07,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,972669.5065
2023-02-08,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,987654.5065
2023-02-09,1026609.9327187978,941102.1013523751,882369.168764375,867975.6450745002,988059.5065
2023-02-10,1026609.9327187978,941102.1013523751,880929.168764375,867975.6450745002,988869.5065
2023-02-13,1026609.9327187978,941102.1013523751,883329.168764375,867975.6450745002,986844.5065
2023-02-14,1026609.9327187978,941102.1013523751,885729.168764375,867975.6450745002,994134.5065
2023-02-15,1026609.9327187978,941102.1013523751,885729.168764375,867975.6450745002,971454.5065
2023-02-16,1026609.9327187978,941102.1013523751,888129.168764375,867975.6450745002,983199.5065
2023-02-17,1026609.9327187978,941102.1013523751,885489.168764375,867975.6450745002,970644.5065
2023-02-20,1026609.9327187978,941102.1013523751,883569.168764375,867975.6450745002,972669.5065
2023-02-21,1026609.9327187978,941102.1013523751,882609.168764375,867975.6450745002,972264.5065
2023-02-22,1026609.9327187978,941102.1013523751,882849.168764375,867975.6450745002,961734.5065
2023-02-23,1026609.9327187978,941102.1013523751,882609.168764375,867975.6450745002,975909.5065
2023-02-24,1026609.9327187978,941102.1013523751,883569.168764375,867975.6450745002,971049.5065
2023-03-01,1026609.9327187978,941102.1013523751,880449.168764375,867975.6450745002,975504.5065
2023-03-02,1026609.9327187978,941102.1013523751,880449.168764375,867975.6450745002,974694.5065
2023-03-03,1026609.9327187978,941102.1013523751,879009.168764375,867975.6450745002,975504.5065
2023-03-06,1026609.9327187978,941102.1013523751,881409.168764375,867975.6450745002,984819.5065
2023-03-07,1026609.9327187978,941102.1013523751,880929.168764375,867975.6450745002,991299.5065
2023-03-08,1026609.9327187978,941102.1013523751,879969.168764375,867975.6450745002,983199.5065
2023-03-09,1026609.9327187978,941102.1013523751,877569.168764375,867975.6450745002,982389.5065
2023-03-10,1026609.9327187978,941102.1013523751,873009.168764375,867975.6450745002,966999.5065
2023-03-13,1026609.9327187978,941102.1013523751,871569.168764375,867975.6450745002,971049.5065
2023-03-14,1026609.9327187978,941102.1013523751,869649.168764375,867975.6450745002,960519.5065
2023-03-15,1026609.9327187978,941102.1013523751,874689.168764375,867975.6450745002,961329.5065
2023-03-16,1026609.9327187978,941102.1013523751,869169.168764375,867975.6450745002,956874.5065
2023-03-17,1026609.9327187978,941102.1013523751,872769.168764375,867975.6450745002,972264.5065
2023-03-20,1026609.9327187978,941102.1013523751,874449.168764375,867975.6450745002,965379.5065
2023-03-21,1026609.9327187978,941102.1013523751,875889.168764375,867975.6450745002,969834.5065
2023-03-22,1026609.9327187978,941102.1013523751,875889.168764375,867975.6450745002,988059.5065
2023-03-23,1026609.9327187978,941102.1013523751,877089.168764375,867975.6450745002,995754.5065
2023-03-24,1026609.9327187978,941102.1013523751,875889.168764375,867975.6450745002,998589.5065
2023-03-27,1026609.9327187978,941102.1013523751,878289.168764375,867975.6450745002,992514.5065
2023-03-28,1026609.9327187978,941102.1013523751,876369.168764375,867975.6450745002,984009.5065
2023-03-29,1026609.9327187978,941102.1013523751,876129.168764375,867975.6450745002,985629.5065
2023-03-30,1026609.9327187978,941102.1013523751,874929.168764375,867975.6450745002,990489.5065
2023-03-31,1026609.9327187978,941102.1013523751,875409.168764375,867975.6450745002,993729.5065
2023-04-06,1026609.9327187978,941102.1013523751,875649.168764375,867975.6450745002,988869.5065
2023-04-07,1026609.9327187978,941102.1013523751,876129.168764375,867975.6450745002,988869.5065
2023-04-10,1026609.9327187978,941102.1013523751,878289.168764375,867975.6450745002,988869.5065
2023-04-11,1026609.9327187978,941102.1013523751,881169.168764375,867975.6450745002,987654.5065
2023-04-12,1026609.9327187978,941102.1013523751,881649.168764375,867975.6450745002,985224.5065
2023-04-13,1026609.9327187978,941102.1013523751,883089.168764375,867975.6450745002,976719.5065
2023-04-14,1026609.9327187978,941102.1013523751,880449.168764375,867975.6450745002,986034.5065
2023-04-17,1026609.9327187978,941102.1013523751,880449.168764375,867975.6450745002,983604.5065
2023-04-18,1026609.9327187978,941102.1013523751,879969.168764375,867975.6450745002,980364.5065
2023-04-19,1026609.9327187978,941102.1013523751,877569.168764375,867975.6450745002,973074.5065
2023-04-20,1026609.9327187978,941102.1013523751,875169.168764375,867975.6450745002,971859.5065
2023-04-21,1026609.9327187978,941102.1013523751,873249.168764375,867975.6450745002,969429.5065
2023-04-24,1026609.9327187978,941102.1013523751,876609.168764375,867975.6450745002,965784.5065
2023-04-25,1026609.9327187978,941102.1013523751,874929.168764375,867975.6450745002,953229.5065
2023-04-26,1026609.9327187978,941102.1013523751,876129.168764375,867975.6450745002,949179.5065
2023-04-27,1026609.9327187978,941102.1013523751,874929.168764375,867975.6450745002,948369.5065
2023-04-28,1026609.9327187978,941102.1013523751,876129.168764375,867975.6450745002,959709.5065
2023-05-02,1026609.9327187978,941102.1013523751,877329.168764375,867975.6450745002,962139.5065
2023-05-03,1026609.9327187978,941102.1013523751,876369.168764375,867975.6450745002,958089.5065
2023-05-04,1026609.9327187978,941102.1013523751,877329.168764375,867975.6450745002,960519.5065
2023-05-05,1026609.9327187978,941102.1013523751,875169.168764375,867975.6450745002,962949.5065
2023-05-08,1026609.9327187978,941102.1013523751,873489.168764375,867975.6450745002,969024.5065
2023-05-09,1026609.9327187978,941102.1013523751,870369.168764375,867975.6450745002,971859.5065
2023-05-10,1026609.9327187978,941102.1013523751,870849.168764375,867975.6450745002,962949.5065
2023-05-11,1026609.9327187978,941102.1013523751,866529.168764375,867975.6450745002,960924.5065
2023-05-12,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,958089.5065
2023-05-15,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,958089.5065
2023-05-16,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,969429.5065
2023-05-17,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,985224.5065
2023-05-18,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,998184.5065
2023-05-19,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1001019.5065
2023-05-22,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,999399.5065
2023-05-23,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,998589.5065
2023-05-24,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,993729.5065
2023-05-26,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1028964.5065
2023-05-29,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1035444.5065
2023-05-30,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1035444.5065
2023-05-31,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1030584.5065
2023-06-01,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1022484.5065
2023-06-02,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1035444.5065
2023-06-05,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1032204.5065
2023-06-06,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1035039.5065
2023-06-07,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1046379.5065
2023-06-08,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1036254.5065
2023-06-09,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1043949.5065
2023-06-12,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1053669.5065000001
2023-06-13,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1074324.5065000001
2023-06-14,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1073919.5065000001
2023-06-15,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1077159.5065000001
2023-06-16,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1074324.5065000001
2023-06-19,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1071894.5065000001
2023-06-20,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1066224.5065000001
2023-06-21,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1066224.5065000001
2023-06-26,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1059744.5065000001
2023-06-27,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1052859.5065000001
2023-06-28,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1054479.5065000001
2023-06-29,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1054074.5065000001
2023-06-30,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1054479.5065000001
2023-07-03,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1067439.5065000001
2023-07-04,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1069869.5065000001
2023-07-05,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1068249.5065000001
2023-07-06,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1044759.5065
2023-07-07,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1043139.5065
2023-07-10,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1041114.5065
2023-07-11,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1055289.5065
2023-07-12,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1057314.5065
2023-07-13,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1069059.5065000001
2023-07-14,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1079994.5065000001
2023-07-17,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1077969.5065000001
2023-07-18,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1060554.5065000001
2023-07-19,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1051644.5065000001
2023-07-20,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1056504.5065000001
2023-07-21,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1039089.5065
2023-07-24,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1039494.5065
2023-07-25,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1052454.5065000001
2023-07-26,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1049619.5065000001
2023-07-27,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1057719.5065000001
2023-07-28,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1057719.5065000001
2023-07-31,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1052049.5065000001
2023-08-01,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1057314.5065
2023-08-02,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1044354.5065
2023-08-04,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1039494.5065
2023-08-07,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1049619.5065000001
2023-08-08,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1037469.5065
2023-08-09,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1039089.5065
2023-08-10,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1032609.5065
2023-08-11,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1031799.5065
2023-08-14,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1017219.5065
2023-08-15,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1018839.5065
2023-08-16,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1013574.5065
2023-08-17,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1018029.5065
2023-08-18,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1011954.5065
2023-08-21,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1005069.5065
2023-08-22,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1013169.5065
2023-08-23,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1020054.5065
2023-08-24,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1037469.5065
2023-08-25,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1017624.5065
2023-08-28,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1024104.5065
2023-08-29,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1029774.5065
2023-08-30,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1034229.5065
2023-08-31,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1026939.5065
2023-09-01,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1028559.5065
2023-09-04,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1035444.5065
2023-09-05,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1033014.5065
2023-09-06,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1029369.5065
2023-09-07,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1020054.5065
2023-09-08,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1015599.5065
2023-09-11,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1011549.5065
2023-09-12,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1021674.5065
2023-09-13,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1022889.5065
2023-09-14,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1037064.5065
2023-09-15,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1040304.5065
2023-09-18,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1029369.5065
2023-09-19,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1024914.5065
2023-09-20,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1019244.5065
2023-09-21,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1003044.5065
2023-09-22,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1002234.5065
2023-09-25,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1009524.5065
2023-09-26,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,997779.5065
2023-09-27,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,998184.5065
2023-09-28,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1002234.5065
2023-10-02,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1015194.5065
2023-10-03,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1009119.5065
2023-10-04,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,996159.5065
2023-10-05,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1010334.5065
2023-10-06,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1013979.5065
2023-10-11,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1031394.5065
2023-10-12,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1039899.5065
2023-10-13,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1037064.5065
2023-10-16,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1031394.5065
2023-10-17,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1033824.5065
2023-10-18,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1019649.5065
2023-10-19,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1020054.5065
2023-10-20,1026609.9327187978,941102.1013523751,855356.394284375,867975.6450745002,1024509.5065
