,v3_original_large_layer,v3_original_combined_three_layer,pullback_stable_base_large_layer,pullback_stable_base_combined_three_layer,0050_BH
2021-05-19,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1073109.5065000001
2021-05-20,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1065819.5065000001
2021-05-21,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1080804.5065000001
2021-05-24,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1079184.5065000001
2021-05-25,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1097409.5065000001
2021-05-26,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1098219.5065000001
2021-05-27,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1090524.5065000001
2021-05-28,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1108749.5065000001
2021-05-31,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1119279.5065000001
2021-06-01,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1124139.5065000001
2021-06-02,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1124139.5065000001
2021-06-03,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1123329.5065000001
2021-06-04,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1118064.5065000001
2021-06-07,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1120899.5065000001
2021-06-08,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1114419.5065000001
2021-06-09,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1106319.5065000001
2021-06-10,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1123329.5065000001
2021-06-11,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1127379.5065000001
2021-06-15,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1133454.5065000001
2021-06-16,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1132239.5065000001
2021-06-17,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1128999.5065000001
2021-06-18,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1126569.5065000001
2021-06-21,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1099839.5065000001
2021-06-22,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1101054.5065000001
2021-06-23,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1118874.5065000001
2021-06-24,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1116039.5065000001
2021-06-25,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1118064.5065000001
2021-06-28,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1120089.5065000001
2021-06-29,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1123329.5065000001
2021-06-30,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1134264.5065000001
2021-07-01,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1128999.5065000001
2021-07-02,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1128999.5065000001
2021-07-05,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1139529.5065000001
2021-07-06,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1140744.5065000001
2021-07-07,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1134669.5065000001
2021-07-08,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1133454.5065000001
2021-07-09,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1124544.5065000001
2021-07-12,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1134669.5065000001
2021-07-13,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1143984.5065000001
2021-07-14,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1146819.5065000001
2021-07-15,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1157349.5065000001
2021-07-16,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1141959.5065000001
2021-07-19,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1128999.5065000001
2021-07-20,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1120089.5065000001
2021-07-21,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1116039.5065000001
2021-07-22,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1123734.5065000001
2021-07-23,1026609.9327187978,941102.1013523751,1000000.0,867975.6450745002,1123734.5065000001
2021-07-26,1026609.9327187978,941102.1013523751,997995.9212187501,867975.6450745002,1114014.5065000001
2021-07-27,1026609.9327187978,941102.1013523751,997645.9212187501,867975.6450745002,1113609.5065000001
2021-07-28,1026609.9327187978,941102.1013523751,998695.9212187501,867975.6450745002,1096194.5065000001
2021-07-29,1026609.9327187978,941102.1013523751,999745.9212187501,867975.6450745002,1114419.5065000001
2021-07-30,1026609.9327187978,941102.1013523751,1000795.9212187501,867975.6450745002,1110774.5065000001
2021-08-02,1026609.9327187978,941102.1013523751,1006745.9212187501,867975.6450745002,1125759.5065000001
2021-08-03,1026609.9327187978,941102.1013523751,1009545.9212187501,867975.6450745002,1130214.5065000001
2021-08-04,1026609.9327187978,941102.1013523751,1008495.9212187501,867975.6450745002,1136694.5065000001
2021-08-05,1026609.9327187978,941102.1013523751,1002545.9212187501,867975.6450745002,1134669.5065000001
2021-08-06,1026609.9327187978,941102.1013523751,1006045.9212187501,867975.6450745002,1133049.5065000001
2021-08-09,1026609.9327187978,941102.1013523751,1001495.9212187501,867975.6450745002,1129809.5065000001
2021-08-10,1026609.9327187978,941102.1013523751,992395.9212187501,867975.6450745002,1123734.5065000001
2021-08-11,1026609.9327187978,941102.1013523751,987495.9212187501,867975.6450745002,1120089.5065000001
2021-08-12,1026609.9327187978,941102.1013523751,983995.9212187501,867975.6450745002,1118064.5065000001
2021-08-13,1026609.9327187978,941102.1013523751,972795.9212187501,867975.6450745002,1107534.5065000001
2021-08-16,1026609.9327187978,941102.1013523751,967195.9212187501,867975.6450745002,1105104.5065000001
2021-08-17,1026609.9327187978,941102.1013523751,963840.6890937501,867975.6450745002,1097004.5065000001
2021-08-18,1026609.9327187978,941102.1013523751,963840.6890937501,867975.6450745002,1101459.5065000001
2021-08-19,1026609.9327187978,941102.1013523751,963840.6890937501,867975.6450745002,1076349.5065000001
2021-08-20,1026609.9327187978,941102.1013523751,963840.6890937501,867975.6450745002,1067844.5065000001
2021-08-23,1026609.9327187978,941102.1013523751,963840.6890937501,867975.6450745002,1097004.5065000001
2021-08-24,1026609.9327187978,941102.1013523751,963840.6890937501,867975.6450745002,1100244.5065000001
2021-08-25,1026609.9327187978,941102.1013523751,963840.6890937501,867975.6450745002,1110774.5065000001
2021-08-26,1026609.9327187978,941102.1013523751,963840.6890937501,867975.6450745002,1118469.5065000001
2021-08-27,1026609.9327187978,941102.1013523751,963840.6890937501,867975.6450745002,1127784.5065000001
2021-08-30,1026609.9327187978,941102.1013523751,963840.6890937501,867975.6450745002,1138719.5065000001
2021-08-31,1026609.9327187978,941102.1013523751,963840.6890937501,867975.6450745002,1145604.5065000001
2021-09-01,1026609.9327187978,941102.1013523751,963840.6890937501,867975.6450745002,1150869.5065000001
2021-09-02,1026609.9327187978,941102.1013523751,963840.6890937501,867975.6450745002,1141959.5065000001
2021-09-03,1026609.9327187978,941102.1013523751,963840.6890937501,867975.6450745002,1158159.5065000001
2021-09-06,1026609.9327187978,941102.1013523751,963343.2058925001,867975.6450745002,1163424.5065000001
2021-09-07,1026609.9327187978,941102.1013523751,960193.2058925001,867975.6450745002,1158159.5065000001
2021-09-08,1026609.9327187978,941102.1013523751,956623.2058925001,867975.6450745002,1148034.5065000001
2021-09-09,1026609.9327187978,941102.1013523751,960613.2058925001,867975.6450745002,1145199.5065000001
2021-09-10,1026609.9327187978,941102.1013523751,962503.2058925001,867975.6450745002,1158564.5065000001
2021-09-13,1026609.9327187978,941102.1013523751,963343.2058925001,867975.6450745002,1154514.5065000001
2021-09-14,1026609.9327187978,941102.1013523751,961453.2058925001,867975.6450745002,1155729.5065000001
2021-09-15,1026609.9327187978,941102.1013523751,961243.2058925001,867975.6450745002,1148844.5065000001
2021-09-16,1026609.9327187978,941102.1013523751,959983.2058925001,867975.6450745002,1143579.5065000001
2021-09-17,1026609.9327187978,941102.1013523751,965233.2058925001,867975.6450745002,1146819.5065000001
2021-09-22,1026609.9327187978,941102.1013523751,957673.2058925001,867975.6450745002,1120089.5065000001
2021-09-23,1026609.9327187978,941102.1013523751,958723.2058925001,867975.6450745002,1126569.5065000001
2021-09-24,1026609.9327187978,941102.1013523751,960823.2058925001,867975.6450745002,1139934.5065000001
2021-09-27,1026609.9327187978,941102.1013523751,961663.2058925001,867975.6450745002,1142769.5065000001
2021-09-28,1026609.9327187978,941102.1013523751,958093.2058925001,867975.6450745002,1134669.5065000001
2021-09-29,1026609.9327187978,941102.1013523751,949273.2058925001,867975.6450745002,1110369.5065000001
2021-09-30,1026609.9327187978,941102.1013523751,952633.2058925001,867975.6450745002,1118874.5065000001
2021-10-01,1026609.9327187978,941102.1013523751,943603.2058925001,867975.6450745002,1093764.5065000001
2021-10-04,1026609.9327187978,941102.1013523751,940873.2058925001,867975.6450745002,1087284.5065000001
2021-10-05,1026609.9327187978,941102.1013523751,945073.2058925001,867975.6450745002,1085664.5065000001
2021-10-06,1026609.9327187978,941102.1013523751,939613.2058925001,867975.6450745002,1086069.5065000001
2021-10-07,1026609.9327187978,941102.1013523751,950743.2058925001,867975.6450745002,1105104.5065000001
2021-10-08,1026609.9327187978,941102.1013523751,949063.2058925001,867975.6450745002,1095789.5065000001
2021-10-12,1026609.9327187978,941102.1013523751,945493.2058925001,867975.6450745002,1084854.5065000001
2021-10-13,1026609.9327187978,941102.1013523751,941713.2058925001,867975.6450745002,1081209.5065000001
2021-10-14,1026609.9327187978,941102.1013523751,942343.2058925001,867975.6450745002,1084044.5065000001
2021-10-15,1026609.9327187978,941102.1013523751,945283.2058925001,867975.6450745002,1112394.5065000001
2021-10-18,1026609.9327187978,941102.1013523751,946963.2058925001,867975.6450745002,1109154.5065000001
2021-10-19,1026609.9327187978,941102.1013523751,945073.2058925001,867975.6450745002,1118064.5065000001
2021-10-20,1026609.9327187978,941102.1013523751,946333.2058925001,867975.6450745002,1115229.5065000001
2021-10-21,1026609.9327187978,941102.1013523751,946753.2058925001,867975.6450745002,1111179.5065000001
2021-10-22,1026609.9327187978,941102.1013523751,947803.2058925001,867975.6450745002,1114419.5065000001
2021-10-25,1026609.9327187978,941102.1013523751,950743.2058925001,867975.6450745002,1113609.5065000001
2021-10-26,1026609.9327187978,941102.1013523751,951373.2058925001,867975.6450745002,1122924.5065000001
2021-10-27,1026609.9327187978,941102.1013523751,952633.2058925001,867975.6450745002,1122924.5065000001
2021-10-28,1026609.9327187978,941102.1013523751,955573.2058925001,867975.6450745002,1119684.5065000001
2021-10-29,1026609.9327187978,941102.1013523751,956203.2058925001,867975.6450745002,1108749.5065000001
2021-11-01,1026609.9327187978,941102.1013523751,959353.2058925001,867975.6450745002,1114419.5065000001
2021-11-02,1026609.9327187978,941102.1013523751,959563.2058925001,867975.6450745002,1112394.5065000001
2021-11-03,1026609.9327187978,941102.1013523751,956623.2058925001,867975.6450745002,1115229.5065000001
2021-11-04,1026609.9327187978,941102.1013523751,958723.2058925001,867975.6450745002,1111584.5065000001
2021-11-05,1026609.9327187978,941102.1013523751,954103.2058925001,867975.6450745002,1127379.5065000001
2021-11-08,1026609.9327187978,941102.1013523751,949063.2058925001,867975.6450745002,1136289.5065000001
2021-11-09,1026609.9327187978,941102.1013523751,948223.2058925001,867975.6450745002,1148439.5065000001
2021-11-10,1026609.9327187978,941102.1013523751,947383.2058925001,867975.6450745002,1146819.5065000001
2021-11-11,1026609.9327187978,941102.1013523751,945073.2058925001,867975.6450745002,1136694.5065000001
2021-11-12,1026609.9327187978,941102.1013523751,944023.2058925001,867975.6450745002,1140339.5065000001
2021-11-15,1026609.9327187978,941102.1013523751,945283.2058925001,867975.6450745002,1150464.5065000001
2021-11-16,1026609.9327187978,941102.1013523751,951793.2058925001,867975.6450745002,1152489.5065000001
2021-11-17,1026609.9327187978,941102.1013523751,950743.2058925001,867975.6450745002,1156134.5065000001
2021-11-18,1026609.9327187978,941102.1013523751,947803.2058925001,867975.6450745002,1162614.5065000001
2021-11-19,1026609.9327187978,941102.1013523751,945283.2058925001,867975.6450745002,1165449.5065000001
2021-11-22,1026609.9327187978,941102.1013523751,944653.2058925001,867975.6450745002,1162614.5065000001
2021-11-23,1026609.9327187978,941102.1013523751,950743.2058925001,867975.6450745002,1151679.5065000001
2021-11-24,1026609.9327187978,941102.1013523751,946963.2058925001,867975.6450745002,1146819.5065000001
2021-11-25,1026609.9327187978,941102.1013523751,944863.2058925001,867975.6450745002,1146414.5065000001
2021-11-26,1026609.9327187978,941102.1013523751,941503.2058925001,867975.6450745002,1127784.5065000001
2021-11-29,1026609.9327187978,941102.1013523751,940873.2058925001,867975.6450745002,1127784.5065000001
2021-11-30,1026609.9327187978,941102.1013523751,938983.2058925001,867975.6450745002,1126569.5065000001
2021-12-01,1026609.9327187978,941102.1013523751,941503.2058925001,867975.6450745002,1145199.5065000001
2021-12-02,1026609.9327187978,941102.1013523751,939403.2058925001,867975.6450745002,1157349.5065000001
2021-12-03,1026609.9327187978,941102.1013523751,939403.2058925001,867975.6450745002,1156944.5065000001
2021-12-06,1026609.9327187978,941102.1013523751,941923.2058925001,867975.6450745002,1153704.5065000001
2021-12-07,1026609.9327187978,941102.1013523751,942343.2058925001,867975.6450745002,1157349.5065000001
2021-12-08,1026609.9327187978,941102.1013523751,941293.2058925001,867975.6450745002,1161804.5065000001
2021-12-09,1026609.9327187978,941102.1013523751,942763.2058925001,867975.6450745002,1158969.5065000001
2021-12-10,1026609.9327187978,941102.1013523751,941713.2058925001,867975.6450745002,1158564.5065000001
2021-12-13,1026609.9327187978,941102.1013523751,941713.2058925001,867975.6450745002,1154919.5065000001
2021-12-14,1026609.9327187978,941102.1013523751,938983.2058925001,867975.6450745002,1143579.5065000001
2021-12-15,1026609.9327187978,941102.1013523751,938983.2058925001,867975.6450745002,1145199.5065000001
2021-12-16,1026609.9327187978,941102.1013523751,939613.2058925001,867975.6450745002,1159374.5065000001
2021-12-17,1026609.9327187978,941102.1013523751,938773.2058925001,867975.6450745002,1158159.5065000001
2021-12-20,1026609.9327187978,941102.1013523751,936463.2058925001,867975.6450745002,1148034.5065000001
2021-12-21,1026609.9327187978,941102.1013523751,937513.2058925001,867975.6450745002,1157754.5065000001
2021-12-22,1026609.9327187978,941102.1013523751,939823.2058925001,867975.6450745002,1157754.5065000001
2021-12-23,1026609.9327187978,941102.1013523751,938983.2058925001,867975.6450745002,1164234.5065000001
2021-12-24,1026609.9327187978,941102.1013523751,944233.2058925001,867975.6450745002,1167474.5065000001
2021-12-27,1026609.9327187978,941102.1013523751,945283.2058925001,867975.6450745002,1176384.5065000001
2021-12-28,1026609.9327187978,941102.1013523751,945493.2058925001,867975.6450745002,1185699.5065000001
2021-12-29,1026609.9327187978,941102.1013523751,946543.2058925001,867975.6450745002,1190964.5065000001
2021-12-30,1026609.9327187978,941102.1013523751,948433.2058925001,867975.6450745002,1187319.5065000001
2022-01-03,1026609.9327187978,941102.1013523751,946123.2058925001,867975.6450745002,1194609.5065000001
2022-01-04,1026609.9327187978,941102.1013523751,943393.2058925001,867975.6450745002,1220529.5065000001
2022-01-05,1026609.9327187978,941102.1013523751,942973.2058925001,867975.6450745002,1218099.5065000001
2022-01-06,1026609.9327187978,941102.1013523751,941713.2058925001,867975.6450745002,1206759.5065000001
2022-01-07,1026609.9327187978,941102.1013523751,940033.2058925001,867975.6450745002,1196229.5065000001
2022-01-10,1026609.9327187978,941102.1013523751,939193.2058925001,867975.6450745002,1203924.5065000001
2022-01-11,1026609.9327187978,941102.1013523751,938143.2058925001,867975.6450745002,1209999.5065000001
2022-01-12,1026609.9327187978,941102.1013523751,937933.2058925001,867975.6450745002,1220124.5065000001
2022-01-13,1026609.9327187978,941102.1013523751,937303.2058925001,867975.6450745002,1226199.5065000001
2022-01-14,1026609.9327187978,941102.1013523751,935623.2058925001,867975.6450745002,1226199.5065000001
2022-01-17,1026609.9327187978,941102.1013523751,936253.2058925001,867975.6450745002,1239969.5065000001
2022-01-18,1026609.9327187978,941102.1013523751,933060.8912075001,867975.6450745002,1226199.5065000001
2022-01-19,1026609.9327187978,941102.1013523751,933060.8912075001,867975.6450745002,1211619.5065000001
2022-01-20,1026609.9327187978,941102.1013523751,933060.8912075001,867975.6450745002,1216479.5065000001
2022-01-21,1026609.9327187978,941102.1013523751,933060.8912075001,867975.6450745002,1164234.5065000001
2022-01-24,1026609.9327187978,941102.1013523751,933060.8912075001,867975.6450745002,1175169.5065000001
2022-01-25,1026609.9327187978,941102.1013523751,933060.8912075001,867975.6450745002,1156134.5065000001
2022-01-26,1026609.9327187978,941102.1013523751,933060.8912075001,867975.6450745002,1155324.5065000001
2022-02-07,1026609.9327187978,941102.1013523751,933060.8912075001,867975.6450745002,1161399.5065000001
2022-02-08,1026609.9327187978,941102.1013523751,933060.8912075001,867975.6450745002,1166259.5065000001
2022-02-09,1026609.9327187978,941102.1013523751,933060.8912075001,867975.6450745002,1170309.5065000001
2022-02-10,1026609.9327187978,941102.1013523751,933060.8912075001,867975.6450745002,1183674.5065000001
2022-02-11,1026609.9327187978,941102.1013523751,933060.8912075001,867975.6450745002,1182864.5065000001
2022-02-14,1026609.9327187978,941102.1013523751,933060.8912075001,867975.6450745002,1164639.5065000001
2022-02-15,1026609.9327187978,941102.1013523751,933060.8912075001,867975.6450745002,1159374.5065000001
2022-02-16,1026609.9327187978,941102.1013523751,933060.8912075001,867975.6450745002,1178409.5065000001
2022-02-17,1026609.9327187978,941102.1013523751,933060.8912075001,867975.6450745002,1179219.5065000001
2022-02-18,1026609.9327187978,941102.1013523751,933060.8912075001,867975.6450745002,1175979.5065000001
2022-02-21,1026609.9327187978,941102.1013523751,930022.4482575001,867975.6450745002,1173549.5065000001
2022-02-22,1026609.9327187978,941102.1013523751,923622.4482575001,867975.6450745002,1157754.5065000001
2022-02-23,1026609.9327187978,941102.1013523751,928822.4482575001,867975.6450745002,1160994.5065000001
2022-02-24,1026609.9327187978,941102.1013523751,918022.4482575001,867975.6450745002,1133049.5065000001
2022-02-25,1026609.9327187978,941102.1013523751,918022.4482575001,867975.6450745002,1130619.5065000001
2022-03-01,1026609.9327187978,941102.1013523751,924022.4482575001,867975.6450745002,1146414.5065000001
2022-03-02,1026609.9327187978,941102.1013523751,921222.4482575001,867975.6450745002,1139934.5065000001
2022-03-03,1026609.9327187978,941102.1013523751,920822.4482575001,867975.6450745002,1142364.5065000001
2022-03-04,1026609.9327187978,941102.1013523751,916422.4482575001,867975.6450745002,1130214.5065000001
2022-03-07,1026609.9327187978,941102.1013523751,909222.4482575001,867975.6450745002,1094169.5065000001
2022-03-08,1026609.9327187978,941102.1013523751,904422.4482575001,867975.6450745002,1071084.5065000001
2022-03-09,1026609.9327187978,941102.1013523751,902157.8120575,867975.6450745002,1082019.5065000001
2022-03-10,1026609.9327187978,941102.1013523751,902157.8120575,867975.6450745002,1113204.5065000001
2022-03-11,1026609.9327187978,941102.1013523751,902157.8120575,867975.6450745002,1097409.5065000001
2022-03-14,1026609.9327187978,941102.1013523751,902157.8120575,867975.6450745002,1097409.5065000001
2022-03-15,1026609.9327187978,941102.1013523751,902157.8120575,867975.6450745002,1075134.5065000001
2022-03-16,1026609.9327187978,941102.1013523751,902157.8120575,867975.6450745002,1079589.5065000001
2022-03-17,1026609.9327187978,941102.1013523751,902157.8120575,867975.6450745002,1113609.5065000001
2022-03-18,1026609.9327187978,941102.1013523751,902157.8120575,867975.6450745002,1111179.5065000001
2022-03-21,1026609.9327187978,941102.1013523751,902157.8120575,867975.6450745002,1118469.5065000001
2022-03-22,1026609.9327187978,941102.1013523751,902157.8120575,867975.6450745002,1116849.5065000001
2022-03-23,1026609.9327187978,941102.1013523751,902084.065104375,867975.6450745002,1127379.5065000001
2022-03-24,1026609.9327187978,941102.1013523751,902084.065104375,867975.6450745002,1126569.5065000001
2022-03-25,1026609.9327187978,941102.1013523751,900959.065104375,867975.6450745002,1128189.5065000001
2022-03-28,1026609.9327187978,941102.1013523751,900459.065104375,867975.6450745002,1116039.5065000001
2022-03-29,1026609.9327187978,941102.1013523751,900709.065104375,867975.6450745002,1117254.5065000001
2022-03-30,1026609.9327187978,941102.1013523751,900959.065104375,867975.6450745002,1131024.5065000001
2022-03-31,1026609.9327187978,941102.1013523751,900084.065104375,867975.6450745002,1127379.5065000001
2022-04-01,1026609.9327187978,941102.1013523751,900584.065104375,867975.6450745002,1118064.5065000001
2022-04-06,1026609.9327187978,941102.1013523751,899209.065104375,867975.6450745002,1112394.5065000001
2022-04-07,1026609.9327187978,941102.1013523751,897834.065104375,867975.6450745002,1092549.5065000001
2022-04-08,1026609.9327187978,941102.1013523751,898209.065104375,867975.6450745002,1098624.5065000001
2022-04-11,1026609.9327187978,941102.1013523751,897584.065104375,867975.6450745002,1081614.5065000001
2022-04-12,1026609.9327187978,941102.1013523751,897334.065104375,867975.6450745002,1082424.5065000001
2022-04-13,1026609.9327187978,941102.1013523751,898084.065104375,867975.6450745002,1102674.5065000001
2022-04-14,1026609.9327187978,941102.1013523751,897709.065104375,867975.6450745002,1098624.5065000001
2022-04-15,1026609.9327187978,941102.1013523751,896459.065104375,867975.6450745002,1079994.5065000001
2022-04-18,1026609.9327187978,941102.1013523751,896084.065104375,867975.6450745002,1074324.5065000001
2022-04-19,1026609.9327187978,941102.1013523751,896834.065104375,867975.6450745002,1077969.5065000001
2022-04-20,1026609.9327187978,941102.1013523751,896709.065104375,867975.6450745002,1083234.5065000001
2022-04-21,1026609.9327187978,941102.1013523751,896084.065104375,867975.6450745002,1084044.5065000001
2022-04-22,1026609.9327187978,941102.1013523751,894959.065104375,867975.6450745002,1074729.5065000001
2022-04-25,1026609.9327187978,941102.1013523751,893084.065104375,867975.6450745002,1055694.5065000001
2022-04-26,1026609.9327187978,941102.1013523751,893959.065104375,867975.6450745002,1055694.5065000001
2022-04-27,1026609.9327187978,941102.1013523751,893084.065104375,867975.6450745002,1033824.5065
2022-04-28,1026609.9327187978,941102.1013523751,893334.065104375,867975.6450745002,1038279.5065
2022-04-29,1026609.9327187978,941102.1013523751,892959.065104375,867975.6450745002,1051644.5065000001
2022-05-03,1026609.9327187978,941102.1013523751,892959.065104375,867975.6450745002,1043949.5065
2022-05-04,1026609.9327187978,941102.1013523751,894584.065104375,867975.6450745002,1043949.5065
2022-05-05,1026609.9327187978,941102.1013523751,897084.065104375,867975.6450745002,1055694.5065000001
2022-05-06,1026609.9327187978,941102.1013523751,892459.065104375,867975.6450745002,1034634.5065
2022-05-09,1026609.9327187978,941102.1013523751,890834.065104375,867975.6450745002,1017624.5065
2022-05-10,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1013169.5065
2022-05-11,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1014789.5065
2022-05-12,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,990894.5065
2022-05-13,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,999804.5065
2022-05-16,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1005069.5065
2022-05-17,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1016004.5065
2022-05-18,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1026939.5065
2022-05-19,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1007499.5065
2022-05-20,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1018434.5065
2022-05-23,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1020459.5065
2022-05-24,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1009119.5065
2022-05-25,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1016814.5065
2022-05-26,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1004259.5065
2022-05-27,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1025319.5065
2022-05-30,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1050024.5065000001
2022-05-31,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1060149.5065000001
2022-06-01,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1054884.5065000001
2022-06-02,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1043949.5065
2022-06-06,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1051239.5065
2022-06-07,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1040709.5065
2022-06-08,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1052049.5065000001
2022-06-09,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1048809.5065000001
2022-06-10,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1038279.5065
2022-06-13,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1009524.5065
2022-06-14,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1007904.5065
2022-06-15,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1003044.5065
2022-06-16,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,1001019.5065
2022-06-17,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,987654.5065
2022-06-20,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,978744.5065
2022-06-21,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,998589.5065
2022-06-22,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,976719.5065
2022-06-23,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,963759.5065
2022-06-24,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,965784.5065
2022-06-27,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,988464.5065
2022-06-28,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,979149.5065
2022-06-29,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,971049.5065
2022-06-30,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,946749.5065
2022-07-01,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,912324.5065
2022-07-04,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,903414.5065
2022-07-05,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,907869.5065
2022-07-06,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,890454.5065
2022-07-07,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,916779.5065
2022-07-08,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,926094.5065
2022-07-11,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,917994.5065
2022-07-12,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,896124.5065
2022-07-13,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,927714.5065
2022-07-14,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,932169.5065
2022-07-15,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,944319.5065
2022-07-18,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,933789.5065
2022-07-19,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,934599.5065
2022-07-20,1026609.9327187978,941102.1013523751,888620.5576043751,867975.6450745002,940674.5065
