execute_date,decision_date,side,code,layer,shares,raw_price,fill_price,commission,tax,reason
2024-02-26,2024-02-23,SELL,2049,short,400,254.5,249.41,145.065,305.40000000000003,ma3_break
2024-03-08,2024-03-07,BUY,3711,short,700,177.0,160.23,176.5575,0.0,signal
2024-03-08,2024-03-07,BUY,6205,short,1300,89.1,86.82799999999999,165.05775,0.0,signal
2024-03-08,2024-03-07,BUY,9921,short,500,222.0,217.07,158.175,0.0,signal
2024-03-11,2024-03-08,SELL,6205,short,1300,84.3,82.61399999999999,156.16575,328.77,box_failure
2024-03-12,2024-03-11,SELL,3711,short,700,154.0,150.92,153.615,323.40000000000003,ma3_break
2024-03-12,2024-03-11,SELL,9921,short,500,216.0,211.68,153.9,324.0,ma3_break
2024-03-13,2024-03-12,BUY,6605,short,600,170.0,165.62,145.35,0.0,signal
2024-03-14,2024-03-13,BUY,3042,short,1000,118.0,114.66,168.15,0.0,signal
2024-03-15,2024-03-14,BUY,2247,short,200,316.5,311.64,90.2025,0.0,signal
2024-03-15,2024-03-14,BUY,5292,short,600,142.0,139.16,121.41000000000001,0.0,signal
2024-03-18,2024-03-15,SELL,3042,short,1000,114.5,112.21,163.1625,343.5,ma3_break
2024-03-18,2024-03-15,SELL,6605,short,600,175.5,171.99,150.0525,315.90000000000003,portfolio_dd_guard
2024-03-19,2024-03-18,SELL,2247,short,200,312.0,305.76,88.92,187.20000000000002,ma3_break
2024-03-26,2024-03-25,SELL,5292,short,600,159.5,156.31,136.3725,287.1,ma3_break
2024-04-02,2024-04-01,BUY,2493,short,1200,95.5,94.178,163.305,0.0,signal
2024-04-08,2024-04-03,SELL,2493,short,1200,94.6,92.708,161.76600000000002,340.56,ma3_break
2024-04-08,2024-04-03,BUY,6472,short,100,772.0,745.78,110.01,0.0,signal
2024-04-09,2024-04-08,SELL,6472,short,100,747.0,732.06,106.4475,224.1,box_failure
2024-04-09,2024-04-08,BUY,6005,short,5500,21.0,21.020999999999997,164.5875,0.0,signal
2024-04-11,2024-04-10,SELL,6005,short,5500,21.3,20.874,166.93875,351.45,ma3_break
2024-04-24,2024-04-23,BUY,1702,short,1900,60.5,59.29,163.80375,0.0,signal
2024-04-26,2024-04-25,SELL,1702,short,1900,60.0,58.8,162.45000000000002,342.0,ma3_break
2024-04-29,2024-04-26,BUY,2545,short,2000,60.0,56.056000000000004,171.0,0.0,signal
2024-04-30,2024-04-29,BUY,8039,short,1000,52.5,51.449999999999996,74.8125,0.0,signal
2024-04-30,2024-04-29,BUY,1314,short,4900,11.5,11.025,80.29875,0.0,signal
2024-04-30,2024-04-29,BUY,1532,short,1100,46.45,46.403,72.81037500000001,0.0,signal
2024-05-03,2024-05-02,SELL,8039,short,1000,52.4,51.352,74.67,157.20000000000002,ma3_break
2024-05-07,2024-05-06,SELL,1314,short,4900,11.25,11.025,78.55312500000001,165.375,ma3_break
2024-05-07,2024-05-06,SELL,1532,short,1100,54.5,53.41,85.42875000000001,179.85,ma3_break
2024-05-08,2024-05-07,SELL,2545,short,2000,61.6,60.368,175.56,369.6,ma3_break
2024-05-15,2024-05-14,BUY,2613,short,4000,30.3,29.645,172.71,0.0,signal
2024-05-17,2024-05-16,SELL,2613,short,4000,30.0,29.4,171.0,360.0,ma3_break
2024-05-17,2024-05-16,BUY,3059,short,1700,45.8,43.022,110.9505,0.0,signal
2024-05-17,2024-05-16,BUY,6257,short,900,80.8,79.67399999999999,103.626,0.0,signal
2024-05-20,2024-05-17,SELL,3059,short,1700,42.25,41.405,102.35062500000001,215.475,box_failure
2024-05-20,2024-05-17,SELL,6257,short,900,78.7,77.126,100.93275,212.49,box_failure
2024-05-20,2024-05-17,BUY,1720,short,1600,77.7,70.65799999999999,177.156,0.0,signal
2024-05-20,2024-05-17,BUY,4976,short,2400,48.7,47.481,166.554,0.0,signal
2024-05-20,2024-05-17,BUY,8028,short,2000,59.2,57.623999999999995,168.72,0.0,signal
2024-05-21,2024-05-20,BUY,2392,short,600,58.0,57.33,49.59,0.0,signal
2024-05-22,2024-05-21,SELL,1720,short,1600,72.0,70.56,164.16,345.6,ma3_break
2024-05-22,2024-05-21,SELL,4976,short,2400,46.6,45.668,159.372,335.52,ma3_break
2024-05-22,2024-05-21,BUY,8110,short,5900,20.35,19.845,171.09262500000003,0.0,signal
2024-05-24,2024-05-23,SELL,8110,short,5900,19.1,18.718,160.58325000000002,338.07000000000005,box_failure
2024-05-29,2024-05-28,SELL,8028,short,2000,68.1,66.738,194.085,408.6,ma3_break
2024-05-29,2024-05-28,SELL,2392,short,600,76.4,74.872,65.322,137.52,flow_cools
2024-06-11,2024-06-07,BUY,4739,short,1700,69.7,67.71799999999999,168.84825,0.0,signal
2024-06-12,2024-06-11,SELL,4739,short,1700,66.5,65.17,161.09625,339.15000000000003,box_failure
2024-06-12,2024-06-11,BUY,6192,short,900,125.0,122.00999999999999,160.3125,0.0,signal
2024-06-19,2024-06-18,SELL,6192,short,900,125.5,122.99,160.95375,338.85,ma3_break
2024-06-27,2024-06-26,BUY,4976,short,2300,51.0,49.784,167.1525,0.0,signal
2024-06-27,2024-06-26,BUY,6806,short,700,166.0,159.25,165.585,0.0,signal
2024-06-27,2024-06-26,BUY,6873,short,500,208.0,203.84,148.20000000000002,0.0,signal
2024-06-28,2024-06-27,SELL,6806,short,700,160.5,157.29,160.09875,337.05,box_failure
2024-07-01,2024-06-28,SELL,4976,short,2300,49.8,48.803999999999995,163.2195,343.62,box_failure
2024-07-01,2024-06-28,BUY,3024,short,4200,23.4,22.834,140.049,0.0,signal
2024-07-02,2024-07-01,SELL,3024,short,4200,22.8,22.344,136.458,287.28000000000003,box_failure
2024-07-03,2024-07-02,BUY,6443,short,3200,31.9,30.723000000000003,145.464,0.0,signal
2024-07-03,2024-07-02,BUY,6477,short,2100,48.0,46.06,143.64000000000001,0.0,signal
2024-07-03,2024-07-02,BUY,2402,short,2600,38.1,37.485,141.1605,0.0,signal
2024-07-03,2024-07-02,BUY,4906,short,2400,41.0,39.788000000000004,140.22,0.0,signal
2024-07-04,2024-07-03,SELL,6873,short,500,205.0,200.9,146.0625,307.5,ma3_break
2024-07-04,2024-07-03,BUY,3050,short,200,24.7,24.401999999999997,7.0395,0.0,signal
2024-07-05,2024-07-04,SELL,6477,short,2100,46.0,45.08,137.655,289.8,ma3_break
2024-07-05,2024-07-04,SELL,2402,short,2600,36.85,36.113,136.52925000000002,287.43,box_failure
2024-07-05,2024-07-04,SELL,4906,short,2400,39.6,38.808,135.43200000000002,285.12,ma3_break
2024-07-05,2024-07-04,SELL,3050,short,200,24.0,23.52,6.84,14.4,box_failure
2024-07-05,2024-07-04,SELL,6443,short,3200,31.9,31.261999999999997,145.464,306.24,portfolio_dd_guard
2024-09-30,2024-09-27,BUY,1717,short,3300,34.8,34.3,163.647,0.0,signal
2024-10-04,2024-10-01,SELL,1717,short,3300,33.8,33.123999999999995,158.94449999999998,334.61999999999995,ma3_break
2024-11-12,2024-11-11,BUY,8210,short,300,312.0,310.17,133.38,0.0,signal
2024-11-13,2024-11-12,SELL,8210,short,300,310.0,303.8,132.525,279.0,box_failure
2024-11-14,2024-11-13,BUY,3015,short,1700,69.7,65.366,168.84825,0.0,signal
2024-11-15,2024-11-14,SELL,3015,short,1700,65.0,63.699999999999996,157.4625,331.5,box_failure
2024-12-05,2024-12-04,BUY,3090,short,1400,79.0,76.244,157.60500000000002,0.0,signal
2024-12-09,2024-12-06,SELL,3090,short,1400,74.9,73.402,149.42550000000003,314.58000000000004,box_failure
2024-12-09,2024-12-06,BUY,2527,short,2800,40.6,39.788000000000004,161.994,0.0,signal
2024-12-10,2024-12-09,SELL,2527,short,2800,38.75,37.975,154.6125,325.5,box_failure
2024-12-24,2024-12-23,BUY,6205,short,1400,83.1,78.89,165.78449999999998,0.0,signal
2024-12-25,2024-12-24,SELL,6205,short,1400,77.9,76.342,155.4105,327.18000000000006,box_failure
2024-12-26,2024-12-25,BUY,2328,short,2600,45.1,42.434,167.09550000000002,0.0,signal
2024-12-26,2024-12-25,BUY,6166,short,1400,81.0,78.008,161.595,0.0,signal
2024-12-26,2024-12-25,BUY,2464,short,1200,89.3,87.024,152.703,0.0,signal
2024-12-27,2024-12-26,SELL,2464,short,1200,85.2,83.496,145.692,306.72,box_failure
2024-12-27,2024-12-26,BUY,3406,short,100,529.0,512.54,75.38250000000001,0.0,signal
2024-12-30,2024-12-27,SELL,2328,short,2600,42.5,41.65,157.4625,331.5,ma3_break
2024-12-30,2024-12-27,SELL,6166,short,1400,77.6,76.04799999999999,154.81199999999998,325.91999999999996,box_failure
2024-12-31,2024-12-30,SELL,3406,short,100,507.0,496.86,72.2475,152.1,ma3_break
2025-02-17,2025-02-14,BUY,2031,short,2000,53.5,52.136,152.475,0.0,signal
2025-02-19,2025-02-18,SELL,2031,short,2000,52.0,50.96,148.20000000000002,312.0,ma3_break
2025-02-21,2025-02-20,BUY,3022,short,1200,93.6,89.27799999999999,160.056,0.0,signal
2025-02-21,2025-02-20,BUY,3416,short,500,181.5,182.28,129.31875,0.0,signal
2025-02-24,2025-02-21,SELL,3416,short,500,176.0,172.48,125.4,264.0,box_failure
2025-02-27,2025-02-26,SELL,3022,short,1200,108.5,106.33,185.535,390.6,ma3_break
2025-07-25,2025-07-24,BUY,1802,short,5500,20.45,19.845,160.27687500000002,0.0,signal
2025-07-28,2025-07-25,BUY,2612,short,2100,52.3,51.744,156.50775000000002,0.0,signal
2025-07-29,2025-07-28,SELL,2612,short,2100,50.5,49.49,151.12125,318.15000000000003,box_failure
2025-07-29,2025-07-28,BUY,1303,short,3000,37.3,36.26,159.45749999999998,0.0,signal
2025-07-31,2025-07-30,SELL,1802,short,5500,21.6,21.168,169.29000000000002,356.40000000000003,ma3_break
2025-07-31,2025-07-30,BUY,3311,short,2800,41.25,40.18,164.5875,0.0,signal
2025-08-01,2025-07-31,BUY,4766,short,200,382.5,376.32,109.0125,0.0,signal
2025-08-04,2025-08-01,SELL,1303,short,3000,39.0,38.22,166.725,351.0,portfolio_dd_guard
2025-08-04,2025-08-01,SELL,3311,short,2800,38.85,38.073,155.0115,326.34000000000003,ma3_break
2025-08-07,2025-08-06,SELL,4766,short,200,380.5,372.89,108.44250000000001,228.3,ma3_break
2025-08-18,2025-08-15,BUY,6235,short,1700,63.9,62.328,154.79775,0.0,signal
2025-08-18,2025-08-15,BUY,2328,short,2400,46.6,45.717,159.372,0.0,signal
2025-08-20,2025-08-19,SELL,6235,short,1700,60.9,59.681999999999995,147.53025,310.59000000000003,ma3_break
2025-08-20,2025-08-19,BUY,5608,short,5600,19.9,19.355,158.802,0.0,signal
2025-08-22,2025-08-21,SELL,5608,short,5600,19.15,18.767,152.81699999999998,321.71999999999997,ma3_break
2025-08-22,2025-08-21,BUY,3059,short,2200,51.3,49.98,160.8255,0.0,signal
2025-08-25,2025-08-22,SELL,3059,short,2200,49.1,48.118,153.9285,324.06,box_failure
2025-08-28,2025-08-27,SELL,2328,short,2400,61.5,60.269999999999996,210.33,442.8,ma3_break
2025-09-05,2025-09-04,BUY,3704,short,3200,37.1,35.083999999999996,169.17600000000002,0.0,signal
2025-09-08,2025-09-05,BUY,2323,short,12400,10.05,9.2218,177.58350000000002,0.0,signal
2025-09-09,2025-09-08,BUY,3711,short,600,170.0,168.07,145.35,0.0,signal
2025-09-10,2025-09-09,SELL,2323,short,12400,9.1,8.918,160.797,338.52,box_failure
2025-09-11,2025-09-10,SELL,3704,short,3200,39.65,38.857,180.804,380.64,ma3_break
2025-09-11,2025-09-10,SELL,3711,short,600,170.0,166.6,145.35,306.0,ma3_break
2025-09-11,2025-09-10,BUY,3515,short,300,324.0,311.15,138.51,0.0,signal
2025-09-15,2025-09-12,SELL,3515,short,300,306.0,299.88,130.815,275.40000000000003,ma3_break
2025-09-26,2025-09-25,BUY,2324,short,3200,36.0,35.672,164.16,0.0,signal
2025-09-26,2025-09-25,BUY,2356,short,2400,47.1,46.158,161.082,0.0,signal
2025-09-30,2025-09-26,SELL,2324,short,3200,33.85,33.173,154.356,324.96,box_failure
2025-09-30,2025-09-26,SELL,2356,short,2400,45.65,44.736999999999995,156.12300000000002,328.68,box_failure
2025-10-22,2025-10-21,BUY,8261,short,1000,105.5,103.39,150.3375,0.0,signal
2025-10-23,2025-10-22,BUY,8422,short,400,251.0,241.57,143.07,0.0,signal
2025-10-23,2025-10-22,BUY,2399,short,4500,25.05,24.304,160.633125,0.0,signal
2025-10-27,2025-10-23,SELL,8261,short,1000,104.0,101.92,148.20000000000002,312.0,ma3_break
2025-10-29,2025-10-28,SELL,2399,short,4500,25.65,25.136999999999997,164.480625,346.27500000000003,flow_cools
2025-10-30,2025-10-29,SELL,8422,short,400,240.0,235.2,136.8,288.0,flow_cools
2025-10-30,2025-10-29,BUY,3035,short,600,189.0,180.81,161.595,0.0,signal
2025-10-31,2025-10-30,SELL,3035,short,600,179.0,175.42,153.04500000000002,322.2,box_failure
2025-11-13,2025-11-12,BUY,2753,short,500,218.5,212.66,155.68125,0.0,signal
2025-11-14,2025-11-13,SELL,2753,short,500,201.0,196.98,143.2125,301.5,box_failure
2025-11-14,2025-11-13,BUY,2486,short,1200,91.6,89.964,156.636,0.0,signal
2025-11-17,2025-11-14,BUY,6589,short,1300,82.0,80.262,151.905,0.0,signal
2025-11-19,2025-11-18,SELL,6589,short,1300,74.3,72.814,137.64075,289.77,box_failure
2025-11-20,2025-11-19,SELL,2486,short,1200,102.0,99.96,174.42000000000002,367.2,ma3_break
2025-12-05,2025-12-04,BUY,5608,short,5300,20.25,20.335,152.938125,0.0,signal
2025-12-08,2025-12-05,SELL,5608,short,5300,18.35,17.983,138.588375,291.76500000000004,box_failure
2025-12-09,2025-12-08,BUY,2467,short,400,226.5,221.97,129.10500000000002,0.0,signal
2025-12-11,2025-12-10,SELL,2467,short,400,226.0,221.48,128.82,271.2,ma3_break
2025-12-29,2025-12-26,BUY,2329,short,1900,58.0,55.468,157.035,0.0,signal
2025-12-30,2025-12-29,BUY,6789,short,300,284.5,280.28,121.62375,0.0,signal
2025-12-31,2025-12-30,SELL,2329,short,1900,56.2,55.076,152.16150000000002,320.34000000000003,ma3_break
2026-01-02,2025-12-31,SELL,6789,short,300,286.5,280.77,122.47875,257.85,ma3_break
