strategy,final_nav,total_return,cagr,max_drawdown,buys,sells,completed_sells
short_layer,864706.201163125,-0.13529379883687498,-0.025419950051048246,-0.13529379883687498,16,16.0,
swing_layer,865173.3497013745,-0.1348266502986255,-0.025326710521762053,-0.13563161302337823,50,50.0,
large_layer,1026609.9327187978,0.026609932718797857,0.004662638318781331,-0.14277637909471141,10,10.0,
combined_three_layer,941102.1013523751,-0.05889789864762485,-0.010694848159656822,-0.1527101778936527,27,27.0,
0050_BH,3473949.5065,2.4739495065000003,0.24679824492922053,-0.36124275448059184,1,,0.0
