code,raw_signal_date,outcome,end_date,peak,drawdown,peak_date,pullback_date,rejection_reasons
6625,2023-11-30,reanalysis_rejected,2023-12-26,110.0,-0.10909090909090913,2023-12-07,2023-12-21,revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5
6625,2023-11-30,reanalysis_rejected,2023-12-27,110.0,-0.11636363636363634,2023-12-07,2023-12-22,revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5
6625,2023-11-30,reanalysis_rejected,2023-12-28,110.0,-0.11090909090909096,2023-12-07,2023-12-25,revenue_acceleration_positive|foreign_or_trust_3_of_5|market_breadth_present
6625,2023-11-30,reanalysis_rejected,2023-12-29,110.0,-0.10090909090909084,2023-12-07,2023-12-26,revenue_acceleration_positive|foreign_or_trust_3_of_5
6625,2023-11-30,reanalysis_rejected,2024-01-02,110.0,-0.10636363636363644,2023-12-07,2023-12-27,three_day_volume_contracted|revenue_acceleration_positive|market_breadth_present
6625,2023-11-30,reanalysis_rejected,2024-01-03,110.0,-0.10636363636363644,2023-12-07,2023-12-28,three_day_volume_contracted|revenue_acceleration_positive|market_breadth_present
6625,2023-11-30,expired_20d,2023-12-28,110.0,,,,
6625,2023-12-01,reanalysis_rejected,2023-12-20,110.0,-0.10272727272727267,2023-12-07,2023-12-15,third_close_recovers_touch_close|revenue_acceleration_positive|rising_ma60
6625,2023-12-01,reanalysis_rejected,2023-12-21,110.0,-0.10818181818181827,2023-12-07,2023-12-18,third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|market_breadth_present
6625,2023-12-01,reanalysis_rejected,2023-12-22,110.0,-0.10818181818181827,2023-12-07,2023-12-19,third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5|market_breadth_present
6625,2023-12-01,reanalysis_rejected,2023-12-25,110.0,-0.1045454545454545,2023-12-07,2023-12-20,no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5|market_breadth_present
6625,2023-12-01,reanalysis_rejected,2023-12-26,110.0,-0.10909090909090913,2023-12-07,2023-12-21,revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5
6625,2023-12-01,reanalysis_rejected,2023-12-27,110.0,-0.11636363636363634,2023-12-07,2023-12-22,revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5
6625,2023-12-01,reanalysis_rejected,2023-12-28,110.0,-0.11090909090909096,2023-12-07,2023-12-25,revenue_acceleration_positive|foreign_or_trust_3_of_5|market_breadth_present
6625,2023-12-01,reanalysis_rejected,2023-12-29,110.0,-0.10090909090909084,2023-12-07,2023-12-26,revenue_acceleration_positive|foreign_or_trust_3_of_5
6625,2023-12-01,reanalysis_rejected,2024-01-02,110.0,-0.10636363636363644,2023-12-07,2023-12-27,three_day_volume_contracted|revenue_acceleration_positive|market_breadth_present
6625,2023-12-01,reanalysis_rejected,2024-01-03,110.0,-0.10636363636363644,2023-12-07,2023-12-28,three_day_volume_contracted|revenue_acceleration_positive|market_breadth_present
6625,2023-12-01,expired_20d,2023-12-29,110.0,,,,
6668,2025-06-11,expired_20d,2025-07-09,49.25,,,,
6669,2020-11-09,cancel_structure,2020-11-12,788.0,-0.09771573604060912,,,
6669,2021-06-11,expired_20d,2021-07-12,1065.0,,,,
6669,2023-02-23,expired_20d,2023-03-27,1105.0,,,,
6670,2021-03-03,expired_20d,2021-03-31,246.0,,,,
6670,2024-11-01,cancel_structure,2024-11-15,315.0,-0.08571428571428574,,,
8011,2020-06-22,cancel_structure,2020-07-14,20.75,-0.12048192771084343,,,
8016,2025-08-28,cancel_structure,2025-09-11,211.5,-0.03309692671394804,,,
8021,2021-01-04,cancel_structure,2021-01-29,29.3,-0.09044368600682606,,,
8021,2021-12-16,cancel_structure,2021-12-20,43.25,-0.06358381502890176,,,
8021,2025-12-10,expired_20d,2026-01-09,215.5,,,,
8028,2022-12-05,reanalysis_rejected,2022-12-28,63.9,-0.10015649452269171,2022-12-05,2022-12-23,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|foreign_or_trust_3_of_5|market_breadth_present
8028,2022-12-05,reanalysis_rejected,2022-12-29,63.9,-0.10641627543035992,2022-12-05,2022-12-26,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|foreign_or_trust_3_of_5|market_breadth_present
8028,2022-12-05,cancel_structure,2022-12-28,63.9,-0.12050078247261342,,,
8028,2025-06-11,reanalysis_rejected,2025-07-09,150.5,-0.11960132890365449,2025-06-12,2025-07-04,three_days_within_12pct|three_days_above_ma60|no_new_close_low_beyond_1pct|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5|market_breadth_present
8028,2025-06-11,cancel_structure,2025-07-07,150.5,-0.13953488372093026,,,
8033,2021-01-19,cancel_structure,2021-02-03,22.2,-0.18918918918918914,,,
8039,2025-05-14,expired_20d,2025-06-12,48.5,,,,
8046,2020-07-22,expired_20d,2020-08-19,144.0,,,,
8046,2025-05-27,cancel_structure,2025-05-28,114.5,-0.06986899563318782,,,
8081,2021-06-10,expired_20d,2021-07-09,243.0,,,,
8081,2021-07-09,expired_20d,2021-08-06,291.0,,,,
8081,2024-04-10,expired_20d,2024-05-09,301.0,,,,
8081,2024-05-23,expired_20d,2024-06-21,320.0,,,,
8103,2021-04-22,cancel_structure,2021-05-04,49.45,-0.14155712841253787,,,
8105,2021-04-21,reanalysis_rejected,2021-05-06,18.15,-0.1074380165289256,2021-04-27,2021-05-03,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|market_breadth_present
8105,2021-04-21,cancel_structure,2021-05-04,18.15,-0.16804407713498615,,,
8105,2022-08-10,expired_20d,2022-09-07,13.85,,,,
8105,2023-01-31,expired_20d,2023-03-02,15.1,,,,
8110,2024-02-19,expired_20d,2024-03-19,17.6,,,,
8112,2021-12-28,expired_20d,2022-01-26,51.0,,,,
8112,2024-04-09,expired_20d,2024-05-08,96.6,,,,
8114,2022-08-01,expired_20d,2022-08-29,167.0,,,,
8131,2025-12-19,expired_20d,2026-01-20,76.4,,,,
8150,2020-06-02,expired_20d,2020-07-02,34.8,,,,
8163,2021-06-28,cancel_structure,2021-06-29,45.9,-0.017429193899782036,,,
8163,2021-12-29,cancel_structure,2022-01-21,51.0,-0.09999999999999998,,,
8210,2024-11-11,expired_20d,2024-12-09,316.5,,,,
8213,2023-09-05,expired_20d,2023-10-04,46.55,,,,
8213,2025-08-27,expired_20d,2025-09-24,36.8,,,,
8215,2020-07-06,cancel_structure,2020-07-27,19.25,-0.08571428571428563,,,
8215,2023-06-05,expired_20d,2023-07-05,44.6,,,,
8215,2024-02-16,cancel_structure,2024-02-26,37.3,-0.06568364611260047,,,
8222,2023-02-01,expired_20d,2023-03-03,34.0,,,,
8249,2021-08-26,cancel_structure,2021-09-10,33.0,-0.1393939393939394,,,
8249,2024-09-06,cancel_structure,2024-10-04,62.0,-0.1806451612903226,,,
8249,2025-05-13,cancel_structure,2025-05-14,50.4,-0.005952380952380931,,,
8261,2020-09-18,cancel_structure,2020-09-29,37.1,-0.12264150943396235,,,
8261,2025-05-08,cancel_structure,2025-05-09,77.5,0.0,,,
8261,2025-06-09,expired_20d,2025-07-07,86.5,,,,
8271,2021-08-05,reanalysis_rejected,2021-08-13,53.3,-0.10506566604127565,2021-08-06,2021-08-10,three_days_within_12pct|three_days_above_ma60|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5|market_breadth_present
8271,2021-08-05,cancel_structure,2021-08-11,53.3,-0.13414634146341464,,,
8341,2020-05-14,expired_20d,2020-06-11,277.0,,,,
8422,2024-08-22,cancel_structure,2024-09-05,19.1,-0.034031413612565564,,,
8464,2020-11-06,cancel_structure,2020-11-17,354.0,-0.05932203389830504,,,
8464,2021-12-24,cancel_structure,2022-01-19,418.5,-0.05734767025089604,,,
8473,2024-03-21,reanalysis_rejected,2024-04-16,43.25,-0.10982658959537572,2024-03-21,2024-04-11,revenue_yoy_positive|revenue_acceleration_positive|institutional_3d_nonnegative|market_breadth_present
8473,2024-03-21,expired_20d,2024-04-22,49.55,,,,
8478,2023-06-02,reanalysis_rejected,2023-06-16,635.0,-0.10551181102362206,2023-06-02,2023-06-13,revenue_yoy_positive|revenue_acceleration_positive
8478,2023-06-02,reanalysis_rejected,2023-06-19,635.0,-0.10393700787401572,2023-06-02,2023-06-14,revenue_yoy_positive|revenue_acceleration_positive
8478,2023-06-02,reanalysis_rejected,2023-07-03,635.0,-0.10078740157480315,2023-06-02,2023-06-28,revenue_yoy_positive|revenue_acceleration_positive|foreign_or_trust_3_of_5
8478,2023-06-02,expired_20d,2023-07-04,635.0,,,,
8926,2020-07-09,expired_20d,2020-08-06,41.95,,,,
8926,2023-04-12,expired_20d,2023-05-11,51.7,,,,
8926,2025-05-02,expired_20d,2025-06-02,46.1,,,,
8996,2023-04-14,reanalysis_rejected,2023-04-24,252.0,-0.1071428571428571,2023-04-14,2023-04-19,three_days_within_12pct|three_days_above_ma60|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|three_day_volume_contracted
8996,2023-04-14,cancel_structure,2023-04-20,252.0,-0.16666666666666663,,,
8996,2023-07-19,reanalysis_rejected,2023-07-31,421.0,-0.10926365795724469,2023-07-21,2023-07-26,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|institutional_3d_nonnegative
8996,2023-07-19,reanalysis_rejected,2023-08-01,421.0,-0.11401425178147273,2023-07-21,2023-07-27,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|foreign_or_trust_3_of_5|market_breadth_present
8996,2023-07-19,cancel_structure,2023-07-28,421.0,-0.13776722090261284,,,
9907,2020-12-21,cancel_structure,2021-01-15,12.3,-0.11382113821138218,,,
9914,2021-03-26,expired_20d,2021-04-27,356.0,,,,
9914,2025-03-05,cancel_structure,2025-03-24,184.0,-0.11413043478260865,,,
9921,2022-08-11,cancel_structure,2022-08-29,265.0,-0.09056603773584904,,,
9927,2023-12-11,expired_20d,2024-01-09,74.5,,,,
9933,2023-09-06,cancel_structure,2023-09-07,40.75,-0.015950920245398792,,,
9933,2023-11-03,expired_20d,2023-12-01,44.35,,,,
9938,2024-12-03,cancel_structure,2024-12-12,84.3,-0.08659549228944241,,,
9941,2023-04-11,expired_20d,2023-05-10,195.5,,,,
9945,2020-10-27,cancel_structure,2020-10-28,41.05,-0.01218026796589522,,,
9946,2024-05-17,cancel_structure,2024-06-12,49.55,-0.15640766902119074,,,
9958,2023-06-28,expired_20d,2023-07-26,164.5,,,,
2241,2025-12-04,reanalysis_passed,2025-12-22,40.85,-0.1113831089351286,2025-12-04,2025-12-17,
6743,2021-01-27,reanalysis_rejected,2021-03-09,169.5,-0.11504424778761058,2021-02-26,2021-03-04,three_days_above_ma60|institutional_3d_nonnegative|foreign_or_trust_3_of_5|rising_ma60
6743,2021-01-27,reanalysis_rejected,2021-03-10,169.5,-0.1032448377581121,2021-02-26,2021-03-05,three_days_above_ma60|revenue_acceleration_positive|foreign_or_trust_3_of_5|rising_ma60
6743,2021-01-27,expired_20d,2021-03-08,169.5,,,,
6743,2021-03-18,cancel_structure,2021-04-19,181.5,-0.14325068870523416,,,
6756,2021-07-09,reanalysis_rejected,2021-07-22,528.0,-0.11363636363636365,2021-07-12,2021-07-19,three_day_volume_contracted|revenue_acceleration_positive
6756,2021-07-09,reanalysis_rejected,2021-07-27,528.0,-0.10037878787878785,2021-07-12,2021-07-22,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|market_breadth_present
6756,2021-07-09,reanalysis_rejected,2021-07-28,528.0,-0.11837121212121215,2021-07-12,2021-07-23,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|three_day_volume_contracted|revenue_acceleration_positive|institutional_3d_nonnegative|market_breadth_present
6756,2021-07-09,cancel_structure,2021-07-27,528.0,-0.16193181818181823,,,
3714,2023-11-15,expired_20d,2023-12-13,45.85,,,,
3714,2024-08-30,cancel_structure,2024-09-02,42.1,-0.02019002375296919,,,
3714,2025-02-19,reanalysis_rejected,2025-03-03,51.2,-0.10546875000000011,2025-02-21,2025-02-25,three_days_within_12pct|three_days_above_ma60|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|institutional_3d_nonnegative|foreign_or_trust_3_of_5|rising_ma60|market_breadth_present
3714,2025-02-19,reanalysis_rejected,2025-03-04,51.2,-0.1064453125,2025-02-21,2025-02-26,three_days_within_12pct|three_days_above_ma60|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|institutional_3d_nonnegative|foreign_or_trust_3_of_5|rising_ma60
3714,2025-02-19,cancel_structure,2025-02-27,51.2,-0.12011718750000011,,,
6515,2022-05-31,reanalysis_rejected,2022-06-22,450.0,-0.10111111111111115,2022-06-09,2022-06-17,three_days_within_12pct|three_days_above_ma60|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|rising_ma60|market_breadth_present
6515,2022-05-31,cancel_structure,2022-06-20,450.0,-0.16000000000000003,,,
2211,2022-08-11,cancel_structure,2022-08-29,64.2,-0.04517133956386299,,,
2753,2022-06-02,expired_20d,2022-07-01,167.0,,,,
2753,2023-02-10,reanalysis_rejected,2023-03-14,255.0,-0.10196078431372546,2023-02-21,2023-03-09,three_days_within_12pct|three_days_above_ma60|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|market_breadth_present
2753,2023-02-10,cancel_structure,2023-03-10,255.0,-0.13725490196078427,,,
2753,2025-07-08,cancel_structure,2025-07-31,202.0,-0.0866336633663366,,,
2753,2025-09-03,expired_20d,2025-10-02,207.0,,,,
2753,2025-11-12,cancel_structure,2025-11-18,217.0,-0.10138248847926268,,,
5222,2022-08-31,cancel_structure,2022-09-26,161.0,-0.1273291925465838,,,
6792,2022-03-24,cancel_structure,2022-03-25,143.5,0.0,,,
6691,2025-12-08,reanalysis_rejected,2025-12-30,631.0,-0.10459587955625993,2025-12-15,2025-12-24,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5
6691,2025-12-08,reanalysis_rejected,2025-12-31,631.0,-0.10459587955625993,2025-12-15,2025-12-26,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5
6691,2025-12-08,cancel_structure,2025-12-29,631.0,-0.12361331220285265,,,
6719,2024-05-21,expired_20d,2024-06-19,314.5,,,,
6585,2024-03-21,reanalysis_rejected,2024-04-24,209.0,-0.11004784688995217,2024-04-12,2024-04-19,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5
6585,2024-03-21,cancel_structure,2024-04-22,209.0,-0.14832535885167464,,,
6834,2024-06-07,reanalysis_rejected,2024-06-25,48.6,-0.11008230452674894,2024-06-18,2024-06-20,three_day_volume_contracted|market_breadth_present
6834,2024-06-07,expired_20d,2024-07-08,49.3,,,,
6689,2023-12-29,reanalysis_rejected,2024-01-12,134.5,-0.1003717472118959,2024-01-02,2024-01-09,third_close_recovers_touch_close|institutional_3d_nonnegative|foreign_or_trust_3_of_5|market_breadth_present
6689,2023-12-29,reanalysis_rejected,2024-01-17,134.5,-0.10408921933085502,2024-01-02,2024-01-12,three_days_within_12pct|three_days_above_ma60|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|institutional_3d_nonnegative|foreign_or_trust_3_of_5|market_breadth_present
6689,2023-12-29,reanalysis_rejected,2024-01-19,134.5,-0.10780669144981414,2024-01-02,2024-01-16,three_days_within_12pct|three_days_above_ma60|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|institutional_3d_nonnegative
6689,2023-12-29,cancel_structure,2024-01-17,134.5,-0.12267657992565051,,,
6695,2025-07-11,expired_20d,2025-08-08,54.5,,,,
6835,2024-02-27,expired_20d,2024-03-27,52.3,,,,
6873,2024-09-23,cancel_structure,2024-10-04,290.5,-0.1635111876075731,,,
2645,2023-08-21,cancel_structure,2023-09-12,135.0,-0.1333333333333333,,,
6757,2023-11-15,expired_20d,2023-12-13,34.0,,,,
6757,2025-03-21,cancel_structure,2025-04-07,98.8,-0.1751012145748988,,,
2258,2025-02-07,expired_20d,2025-03-10,51.2,,,,
6742,2025-06-30,reanalysis_rejected,2025-07-10,60.0,-0.11499999999999999,2025-07-01,2025-07-07,institutional_3d_nonnegative|foreign_or_trust_3_of_5
6742,2025-06-30,reanalysis_rejected,2025-07-11,60.0,-0.11499999999999999,2025-07-01,2025-07-08,institutional_3d_nonnegative|foreign_or_trust_3_of_5
6742,2025-06-30,reanalysis_rejected,2025-07-17,60.0,-0.10499999999999998,2025-07-01,2025-07-14,institutional_3d_nonnegative
6742,2025-06-30,cancel_structure,2025-07-22,60.0,-0.10999999999999999,,,
