code,raw_signal_date,outcome,end_date,peak,drawdown,peak_date,pullback_date,rejection_reasons
1210,2021-12-28,cancel_structure,2022-01-03,53.6,-0.013059701492537323,,,
1215,2023-08-16,expired_20d,2023-09-13,100.5,,,,
1218,2021-03-24,expired_20d,2021-04-23,33.8,,,,
1231,2024-12-30,expired_20d,2025-02-07,157.5,,,,
1309,2020-12-22,cancel_structure,2021-01-08,38.95,-0.12066752246469836,,,
1309,2021-04-12,reanalysis_rejected,2021-04-28,52.4,-0.10019083969465647,2021-04-19,2021-04-23,institutional_3d_nonnegative
1309,2021-04-12,cancel_structure,2021-05-04,52.4,-0.1507633587786259,,,
1314,2024-07-04,cancel_structure,2024-07-22,11.0,-0.06818181818181823,,,
1316,2025-09-04,expired_20d,2025-10-03,15.25,,,,
1319,2021-07-16,cancel_structure,2021-08-10,38.5,-0.09350649350649354,,,
1319,2022-11-29,cancel_structure,2022-11-30,48.45,-0.02063983488132093,,,
1319,2024-02-27,expired_20d,2024-03-27,126.5,,,,
1324,2023-10-05,expired_20d,2023-11-06,20.15,,,,
1339,2023-12-01,reanalysis_rejected,2023-12-27,72.8,-0.10439560439560436,2023-12-01,2023-12-22,three_days_within_12pct|three_days_above_ma60|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|institutional_3d_nonnegative|foreign_or_trust_3_of_5
1339,2023-12-01,cancel_structure,2023-12-25,72.8,-0.12637362637362637,,,
1402,2025-05-05,cancel_structure,2025-05-15,35.3,-0.08498583569405105,,,
1417,2021-05-11,cancel_structure,2021-05-13,17.15,-0.15160349854227395,,,
1419,2025-11-24,expired_20d,2025-12-22,74.0,,,,
1442,2023-11-28,expired_20d,2023-12-26,39.7,,,,
1442,2024-07-10,cancel_structure,2024-08-05,69.5,-0.13669064748201443,,,
1444,2021-06-30,cancel_structure,2021-07-07,13.65,-0.04395604395604391,,,
1444,2022-09-12,cancel_structure,2022-09-26,12.05,-0.09958506224066399,,,
1453,2022-05-18,cancel_structure,2022-06-13,36.1,-0.1897506925207757,,,
1453,2022-05-19,cancel_structure,2022-06-13,36.1,-0.1897506925207757,,,
1453,2022-08-11,cancel_structure,2022-08-12,24.4,-0.05122950819672134,,,
1473,2024-05-30,reanalysis_rejected,2024-06-17,55.0,-0.11272727272727279,2024-06-07,2024-06-12,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|three_day_volume_contracted|revenue_yoy_positive|revenue_acceleration_positive
1473,2024-05-30,cancel_structure,2024-06-17,55.0,-0.13090909090909097,,,
1476,2021-02-23,expired_20d,2021-03-24,494.5,,,,
1476,2021-04-08,expired_20d,2021-05-07,570.0,,,,
1476,2024-09-20,expired_20d,2024-10-23,569.0,,,,
1477,2021-03-24,expired_20d,2021-04-23,254.0,,,,
1477,2021-09-14,cancel_structure,2021-10-04,259.5,-0.08670520231213874,,,
1477,2022-11-04,expired_20d,2022-12-02,236.5,,,,
1477,2023-08-23,expired_20d,2023-09-20,345.5,,,,
1477,2023-11-02,reanalysis_passed,2023-11-27,399.5,-0.10262828535669588,2023-11-09,2023-11-22,
1504,2025-09-09,reanalysis_rejected,2025-09-23,93.1,-0.10741138560687435,2025-09-11,2025-09-18,three_days_within_12pct|no_new_close_low_beyond_1pct|three_day_volume_contracted|revenue_acceleration_positive|institutional_3d_nonnegative
1504,2025-09-09,cancel_structure,2025-09-19,93.1,-0.13211600429645542,,,
1513,2020-05-28,expired_20d,2020-06-29,29.2,,,,
1513,2021-03-03,cancel_structure,2021-03-05,53.9,-0.04638218923933213,,,
1513,2022-08-10,expired_20d,2022-09-07,66.3,,,,
1513,2023-01-31,expired_20d,2023-03-02,96.5,,,,
1513,2023-11-23,reanalysis_rejected,2023-12-26,129.5,-0.11196911196911197,2023-12-05,2023-12-21,institutional_3d_nonnegative|foreign_or_trust_3_of_5
1513,2023-11-23,expired_20d,2023-12-21,129.5,,,,
1513,2024-07-04,reanalysis_rejected,2024-07-29,235.5,-0.11040339702760082,2024-07-15,2024-07-22,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|market_breadth_present
1513,2024-07-04,cancel_structure,2024-07-29,235.5,-0.17622080679405516,,,
1513,2024-11-07,cancel_structure,2024-11-08,169.5,-0.014749262536873142,,,
1514,2020-06-05,expired_20d,2020-07-07,24.0,,,,
1514,2023-11-24,reanalysis_rejected,2023-12-27,89.0,-0.10224719101123592,2023-12-14,2023-12-22,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|institutional_3d_nonnegative|foreign_or_trust_3_of_5
1514,2023-11-24,expired_20d,2023-12-22,89.0,,,,
1515,2021-03-11,expired_20d,2021-04-12,106.5,,,,
1515,2021-04-01,cancel_structure,2021-04-13,106.5,-0.136150234741784,,,
1515,2021-06-25,cancel_structure,2021-06-28,82.2,-0.020681265206812682,,,
1519,2020-10-12,expired_20d,2020-11-09,53.0,,,,
1522,2024-03-28,cancel_structure,2024-04-16,59.5,-0.1310924369747899,,,
1524,2022-07-29,reanalysis_rejected,2022-08-09,26.85,-0.10055865921787721,2022-08-02,2022-08-04,revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5
1524,2022-07-29,expired_20d,2022-08-26,29.25,,,,
1524,2023-02-01,cancel_structure,2023-02-24,26.3,-0.06083650190114076,,,
1525,2023-06-19,reanalysis_rejected,2023-07-13,123.5,-0.11336032388663964,2023-06-19,2023-07-10,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive
1525,2023-06-19,reanalysis_rejected,2023-07-14,123.5,-0.10526315789473684,2023-06-19,2023-07-11,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5
1525,2023-06-19,cancel_structure,2023-07-12,123.5,-0.13765182186234814,,,
1526,2021-06-24,reanalysis_rejected,2021-07-23,61.5,-0.11544715447154474,2021-07-08,2021-07-20,three_days_within_12pct|no_new_close_low_beyond_1pct
1526,2021-06-24,cancel_structure,2021-07-21,61.5,-0.1398373983739838,,,
1528,2023-06-05,cancel_structure,2023-06-27,17.7,-0.12146892655367225,,,
1529,2023-03-20,reanalysis_rejected,2023-04-06,30.55,-0.1063829787234043,2023-03-23,2023-03-29,institutional_3d_nonnegative|foreign_or_trust_3_of_5
1529,2023-03-20,expired_20d,2023-04-20,42.25,,,,
1536,2020-04-30,cancel_structure,2020-05-04,95.4,-0.03144654088050314,,,
1536,2021-06-10,cancel_structure,2021-06-11,99.1,-0.00908173562058523,,,
1536,2022-08-26,expired_20d,2022-09-26,95.0,,,,
1560,2021-01-11,cancel_structure,2021-01-29,72.4,-0.11325966850828728,,,
1560,2021-12-13,reanalysis_rejected,2021-12-22,99.1,-0.10191725529767903,2021-12-13,2021-12-17,revenue_acceleration_positive|foreign_or_trust_3_of_5
1560,2021-12-13,reanalysis_rejected,2021-12-23,99.1,-0.1009081735620585,2021-12-13,2021-12-20,revenue_acceleration_positive
1560,2021-12-13,reanalysis_rejected,2022-01-12,121.0,-0.10330578512396693,2021-12-30,2022-01-07,foreign_or_trust_3_of_5
1560,2021-12-13,expired_20d,2022-01-11,121.0,,,,
1568,2021-04-01,reanalysis_passed,2021-04-19,36.0,-0.1152777777777777,2021-04-08,2021-04-14,
1582,2024-03-04,expired_20d,2024-04-01,93.4,,,,
1598,2021-03-29,reanalysis_rejected,2021-04-08,127.5,-0.10196078431372546,2021-03-30,2021-04-01,third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5|rising_ma60
1598,2021-03-29,reanalysis_rejected,2021-04-09,127.5,-0.10196078431372546,2021-03-30,2021-04-06,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5|rising_ma60
1598,2021-03-29,reanalysis_rejected,2021-04-12,127.5,-0.10588235294117643,2021-03-30,2021-04-07,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5|rising_ma60
1598,2021-03-29,reanalysis_rejected,2021-04-13,127.5,-0.1098039215686275,2021-03-30,2021-04-08,three_days_within_12pct|three_days_above_ma60|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5|rising_ma60
1598,2021-03-29,cancel_structure,2021-04-09,127.5,-0.12549019607843137,,,
1605,2022-04-12,reanalysis_rejected,2022-05-09,46.75,-0.10481283422459886,2022-04-28,2022-05-04,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|institutional_3d_nonnegative|market_breadth_present
1605,2022-04-12,reanalysis_rejected,2022-05-10,46.75,-0.1037433155080214,2022-04-28,2022-05-05,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|market_breadth_present
1605,2022-04-12,reanalysis_rejected,2022-05-11,46.75,-0.10802139037433145,2022-04-28,2022-05-06,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|market_breadth_present
1605,2022-04-12,cancel_structure,2022-05-09,46.75,-0.17005347593582898,,,
1608,2020-11-25,expired_20d,2020-12-23,14.55,,,,
1609,2023-05-04,expired_20d,2023-06-02,32.0,,,,
1609,2024-01-15,expired_20d,2024-02-21,36.9,,,,
1612,2020-12-21,reanalysis_rejected,2021-01-07,19.85,-0.11335012594458438,2020-12-21,2021-01-04,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive
1612,2020-12-21,reanalysis_rejected,2021-01-08,19.85,-0.10327455919395467,2020-12-21,2021-01-05,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive
1612,2020-12-21,cancel_structure,2021-01-06,19.85,-0.14609571788413112,,,
1612,2021-02-17,expired_20d,2021-03-18,21.85,,,,
1615,2024-05-08,expired_20d,2024-06-05,71.9,,,,
1616,2025-03-21,cancel_structure,2025-04-07,24.55,-0.12016293279022405,,,
1618,2021-03-19,expired_20d,2021-04-20,19.25,,,,
1618,2025-02-20,reanalysis_rejected,2025-03-12,52.6,-0.11406844106463876,2025-02-20,2025-03-07,revenue_yoy_positive|revenue_acceleration_positive
1618,2025-02-20,reanalysis_rejected,2025-03-14,52.6,-0.10361216730038025,2025-02-20,2025-03-11,three_days_within_12pct|three_days_above_ma60|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_yoy_positive|revenue_acceleration_positive|institutional_3d_nonnegative|rising_ma60|market_breadth_present
1618,2025-02-20,reanalysis_rejected,2025-03-17,52.6,-0.1026615969581749,2025-02-20,2025-03-12,three_days_within_12pct|three_days_above_ma60|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_yoy_positive|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5|rising_ma60|market_breadth_present
1618,2025-02-20,cancel_structure,2025-03-13,52.6,-0.13117870722433456,,,
1702,2025-05-05,cancel_structure,2025-05-06,48.45,0.0,,,
1707,2023-02-23,expired_20d,2023-03-27,189.5,,,,
1708,2021-10-19,cancel_structure,2021-10-22,35.35,-0.08486562942008491,,,
1708,2024-08-13,reanalysis_rejected,2024-09-09,42.65,-0.10902696365767872,2024-08-22,2024-09-04,revenue_acceleration_positive|market_breadth_present
1708,2024-08-13,reanalysis_rejected,2024-09-10,42.65,-0.10668229777256732,2024-08-22,2024-09-05,revenue_acceleration_positive|market_breadth_present
1708,2024-08-13,expired_20d,2024-09-10,42.65,,,,
1709,2024-07-17,reanalysis_passed,2024-08-01,26.55,-0.10357815442561202,2024-07-19,2024-07-29,
1712,2022-01-24,reanalysis_passed,2022-02-25,35.45,-0.10155148095909738,2022-02-17,2022-02-22,
1712,2024-07-22,cancel_structure,2024-08-08,47.8,-0.09309623430962333,,,
1713,2024-06-17,expired_20d,2024-07-15,60.5,,,,
1717,2023-11-14,expired_20d,2023-12-12,30.0,,,,
1720,2020-04-30,reanalysis_passed,2020-05-20,44.0,-0.11931818181818177,2020-05-07,2020-05-15,
1720,2023-06-07,reanalysis_rejected,2023-06-19,78.0,-0.1051282051282052,2023-06-07,2023-06-14,third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative
1720,2023-06-07,reanalysis_rejected,2023-06-20,78.0,-0.10256410256410253,2023-06-07,2023-06-15,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5
1720,2023-06-07,reanalysis_rejected,2023-06-21,78.0,-0.10641025641025637,2023-06-07,2023-06-16,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5
1720,2023-06-07,reanalysis_rejected,2023-06-26,78.0,-0.11282051282051275,2023-06-07,2023-06-19,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5
1720,2023-06-07,cancel_structure,2023-06-20,78.0,-0.12435897435897436,,,
1720,2024-06-20,expired_20d,2024-07-18,75.8,,,,
1721,2021-12-01,cancel_structure,2021-12-14,30.45,-0.12972085385878485,,,
1721,2024-09-16,reanalysis_rejected,2024-10-15,26.25,-0.1009523809523809,2024-10-07,2024-10-09,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|three_day_volume_contracted|revenue_acceleration_positive|institutional_3d_nonnegative
1721,2024-09-16,cancel_structure,2024-10-11,26.25,-0.19047619047619047,,,
1722,2021-03-18,expired_20d,2021-04-19,61.3,,,,
1722,2025-05-02,cancel_structure,2025-05-29,58.5,-0.10769230769230764,,,
1727,2024-07-05,cancel_structure,2024-07-22,37.4,-0.12299465240641716,,,
1734,2023-06-02,expired_20d,2023-07-04,38.8,,,,
1736,2022-12-05,reanalysis_rejected,2022-12-23,85.1,-0.11045828437132776,2022-12-05,2022-12-20,three_days_within_12pct|three_days_above_ma60|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|market_breadth_present
1736,2022-12-05,reanalysis_rejected,2022-12-26,85.1,-0.1198589894242067,2022-12-05,2022-12-21,three_days_within_12pct|three_days_above_ma60|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|institutional_3d_nonnegative|market_breadth_present
1736,2022-12-05,reanalysis_rejected,2022-12-27,85.1,-0.11398354876615735,2022-12-05,2022-12-22,three_days_within_12pct|three_days_above_ma60|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|foreign_or_trust_3_of_5|rising_ma60|market_breadth_present
1736,2022-12-05,cancel_structure,2022-12-23,85.1,-0.1316098707403054,,,
1736,2024-04-09,expired_20d,2024-05-08,92.4,,,,
1752,2023-11-27,cancel_structure,2023-12-25,60.6,-0.1254125412541255,,,
1760,2022-08-16,cancel_structure,2022-09-06,162.0,-0.16049382716049387,,,
1760,2023-04-19,cancel_structure,2023-04-21,189.0,-0.12962962962962965,,,
1773,2021-03-23,expired_20d,2021-04-22,121.5,,,,
1783,2021-04-19,reanalysis_rejected,2021-04-27,36.85,-0.1071913161465401,2021-04-19,2021-04-22,foreign_or_trust_3_of_5
1783,2021-04-19,reanalysis_passed,2021-04-28,36.85,-0.10447761194029859,2021-04-19,2021-04-23,
1786,2023-08-29,cancel_structure,2023-09-11,89.5,-0.05921787709497206,,,
1789,2022-07-25,reanalysis_rejected,2022-08-05,28.05,-0.11229946524064183,2022-07-26,2022-08-02,three_days_within_12pct|three_days_above_ma60|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|institutional_3d_nonnegative
1789,2022-07-25,cancel_structure,2022-08-03,28.05,-0.12834224598930488,,,
1795,2022-06-08,reanalysis_rejected,2022-06-17,152.0,-0.10197368421052633,2022-06-10,2022-06-14,three_day_volume_contracted|revenue_yoy_positive|revenue_acceleration_positive|institutional_3d_nonnegative
1795,2022-06-08,reanalysis_rejected,2022-07-07,157.5,-0.10158730158730156,2022-06-29,2022-07-04,revenue_yoy_positive|revenue_acceleration_positive
1795,2022-06-08,expired_20d,2022-07-06,157.5,,,,
1903,2021-04-12,cancel_structure,2021-05-04,62.1,-0.13043478260869568,,,
1903,2021-09-13,expired_20d,2021-10-14,72.6,,,,
1905,2021-12-24,reanalysis_rejected,2022-01-14,26.2,-0.10496183206106868,2021-12-27,2022-01-11,three_days_within_12pct|three_days_above_ma60|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5|market_breadth_present
1905,2021-12-24,reanalysis_rejected,2022-01-17,26.2,-0.11068702290076327,2021-12-27,2022-01-12,three_days_within_12pct|three_days_above_ma60|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5|market_breadth_present
1905,2021-12-24,reanalysis_rejected,2022-01-18,26.2,-0.10496183206106868,2021-12-27,2022-01-13,three_days_within_12pct|three_days_above_ma60|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5|market_breadth_present
1905,2021-12-24,cancel_structure,2022-01-14,26.2,-0.12213740458015265,,,
1909,2020-11-26,expired_20d,2020-12-24,22.6,,,,
1909,2021-06-22,cancel_structure,2021-07-13,33.0,-0.13484848484848477,,,
2002,2021-12-17,expired_20d,2022-01-17,35.7,,,,
2002,2024-04-03,cancel_structure,2024-04-15,26.05,-0.05758157389635321,,,
2002,2025-02-13,expired_20d,2025-03-14,24.7,,,,
2006,2021-12-17,expired_20d,2022-01-17,68.7,,,,
2007,2021-05-10,cancel_structure,2021-05-13,18.9,-0.1878306878306878,,,
2007,2022-02-21,cancel_structure,2022-02-22,20.0,-0.05999999999999994,,,
2010,2020-12-10,reanalysis_rejected,2021-01-11,15.2,-0.10855263157894723,2020-12-21,2021-01-06,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive
2010,2020-12-10,cancel_structure,2021-01-08,15.2,-0.12171052631578949,,,
2010,2022-02-21,cancel_structure,2022-03-16,24.65,-0.05679513184584173,,,
2010,2022-03-22,cancel_structure,2022-04-21,26.05,-0.10172744721689064,,,
2013,2021-04-08,reanalysis_rejected,2021-05-07,51.0,-0.11764705882352944,2021-04-19,2021-05-04,foreign_or_trust_3_of_5|market_breadth_present
2013,2021-04-08,expired_20d,2021-05-07,51.0,,,,
2013,2021-12-20,expired_20d,2022-01-18,63.8,,,,
2014,2022-02-21,cancel_structure,2022-02-24,42.75,-0.07953216374269001,,,
2014,2022-03-21,reanalysis_rejected,2022-04-25,48.5,-0.10103092783505152,2022-03-23,2022-04-20,three_days_within_12pct|three_days_above_ma60|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5|market_breadth_present
2014,2022-03-21,expired_20d,2022-04-20,48.5,,,,
2015,2021-04-08,reanalysis_rejected,2021-05-07,89.9,-0.10011123470522798,2021-04-26,2021-05-04,third_close_recovers_touch_close|revenue_yoy_positive|revenue_acceleration_positive|market_breadth_present
2015,2021-04-08,reanalysis_rejected,2021-05-12,89.9,-0.10122358175750845,2021-04-26,2021-05-07,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|three_day_volume_contracted|market_breadth_present
2015,2021-04-08,expired_20d,2021-05-07,89.9,,,,
2015,2021-07-27,cancel_structure,2021-08-16,87.0,-0.10919540229885061,,,
2023,2022-02-21,cancel_structure,2022-02-22,24.9,-0.04216867469879504,,,
2027,2022-08-12,expired_20d,2022-09-12,40.65,,,,
2027,2022-12-05,expired_20d,2023-01-03,44.75,,,,
2028,2020-12-11,expired_20d,2021-01-11,26.8,,,,
2028,2022-02-21,cancel_structure,2022-02-22,42.6,-0.039906103286385,,,
2028,2022-04-12,cancel_structure,2022-04-25,46.2,-0.14610389610389607,,,
2030,2022-04-08,cancel_structure,2022-04-25,40.5,-0.125925925925926,,,
2031,2021-04-06,cancel_structure,2021-05-04,80.5,-0.13913043478260878,,,
2032,2020-12-21,cancel_structure,2021-01-12,16.1,-0.13043478260869568,,,
2034,2022-02-21,expired_20d,2022-03-22,35.8,,,,
2038,2022-02-21,cancel_structure,2022-02-22,34.1,-0.035190615835777206,,,
2049,2020-11-30,expired_20d,2020-12-28,386.0,,,,
2049,2021-01-05,reanalysis_rejected,2021-02-02,463.0,-0.1177105831533477,2021-01-21,2021-01-28,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|three_day_volume_contracted|market_breadth_present
2049,2021-01-05,cancel_structure,2021-01-29,463.0,-0.14470842332613387,,,
2204,2023-01-17,expired_20d,2023-02-24,60.4,,,,
2204,2023-04-13,expired_20d,2023-05-12,80.4,,,,
2204,2023-09-01,reanalysis_rejected,2023-09-14,112.5,-0.10222222222222221,2023-09-05,2023-09-11,no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|foreign_or_trust_3_of_5
2204,2023-09-01,reanalysis_rejected,2023-09-15,112.5,-0.11377777777777776,2023-09-05,2023-09-12,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5
2204,2023-09-01,reanalysis_rejected,2023-09-18,112.5,-0.11111111111111116,2023-09-05,2023-09-13,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5
2204,2023-09-01,reanalysis_rejected,2023-09-19,112.5,-0.12,2023-09-05,2023-09-14,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5|market_breadth_present
2204,2023-09-01,cancel_structure,2023-09-15,112.5,-0.13688888888888895,,,
2204,2023-12-06,reanalysis_rejected,2024-01-05,125.0,-0.10399999999999998,2023-12-12,2024-01-02,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|institutional_3d_nonnegative|foreign_or_trust_3_of_5
2204,2023-12-06,reanalysis_rejected,2024-01-08,125.0,-0.12,2023-12-12,2024-01-03,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|institutional_3d_nonnegative|foreign_or_trust_3_of_5|market_breadth_present
2204,2023-12-06,cancel_structure,2024-01-04,125.0,-0.132,,,
2207,2023-01-09,expired_20d,2023-02-16,663.0,,,,
2207,2024-08-30,cancel_structure,2024-09-04,660.0,-0.0757575757575758,,,
2228,2023-07-14,reanalysis_rejected,2023-08-02,107.5,-0.10232558139534886,2023-07-20,2023-07-28,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|institutional_3d_nonnegative|foreign_or_trust_3_of_5|market_breadth_present
2228,2023-07-14,reanalysis_rejected,2023-08-04,107.5,-0.11348837209302332,2023-07-20,2023-07-31,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|institutional_3d_nonnegative|foreign_or_trust_3_of_5|market_breadth_present
2228,2023-07-14,reanalysis_rejected,2023-08-07,107.5,-0.11162790697674418,2023-07-20,2023-08-01,three_days_within_12pct|three_days_above_ma60|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|institutional_3d_nonnegative|foreign_or_trust_3_of_5|market_breadth_present
2228,2023-07-14,cancel_structure,2023-08-02,107.5,-0.1339534883720931,,,
2231,2021-11-18,expired_20d,2021-12-16,184.5,,,,
2233,2020-12-24,expired_20d,2021-01-22,90.5,,,,
2233,2023-10-12,expired_20d,2023-11-09,145.0,,,,
2233,2024-08-30,cancel_structure,2024-09-10,176.5,-0.15297450424929182,,,
2301,2025-02-13,cancel_structure,2025-03-11,112.0,-0.0625,,,
2302,2022-06-27,cancel_structure,2022-06-30,19.7,-0.13197969543147203,,,
2303,2021-11-19,cancel_structure,2021-11-26,65.1,-0.03993855606758823,,,
2312,2021-10-27,expired_20d,2021-11-24,14.2,,,,
2312,2024-07-04,cancel_structure,2024-07-22,27.55,-0.13067150635208713,,,
2312,2024-11-06,reanalysis_rejected,2024-12-03,33.5,-0.10000000000000009,2024-11-27,2024-11-28,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|institutional_3d_nonnegative|foreign_or_trust_3_of_5
2312,2024-11-06,reanalysis_rejected,2024-12-04,33.5,-0.10895522388059697,2024-11-27,2024-11-29,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|institutional_3d_nonnegative|foreign_or_trust_3_of_5
2312,2024-11-06,cancel_structure,2024-12-02,33.5,-0.13432835820895528,,,
2313,2021-11-18,expired_20d,2021-12-16,43.8,,,,
2313,2024-11-07,cancel_structure,2024-11-08,67.8,-0.039823008849557584,,,
2324,2021-01-05,expired_20d,2021-02-02,22.25,,,,
2328,2021-07-26,cancel_structure,2021-08-11,44.9,-0.11024498886414247,,,
2328,2022-03-30,cancel_structure,2022-04-11,40.5,-0.09012345679012346,,,
2328,2025-05-14,cancel_structure,2025-05-15,41.0,-0.008536585365853666,,,
2329,2023-11-28,reanalysis_rejected,2023-12-21,64.9,-0.11248073959938376,2023-12-04,2023-12-18,three_days_within_12pct|no_new_close_low_beyond_1pct|third_close_recovers_touch_close|institutional_3d_nonnegative|market_breadth_present
2329,2023-11-28,cancel_structure,2023-12-19,64.9,-0.13097072419106326,,,
2331,2020-11-17,reanalysis_rejected,2020-11-27,19.4,-0.10567010309278335,2020-11-17,2020-11-24,no_new_close_low_beyond_1pct
2331,2020-11-17,reanalysis_passed,2020-11-30,19.4,-0.115979381443299,2020-11-17,2020-11-25,
2331,2025-09-11,expired_20d,2025-10-14,21.7,,,,
2332,2023-03-24,expired_20d,2023-04-26,19.3,,,,
2332,2024-11-07,expired_20d,2024-12-05,23.2,,,,
2337,2021-02-18,cancel_structure,2021-03-04,48.4,-0.13429752066115708,,,
2340,2020-12-31,cancel_structure,2021-01-06,27.8,-0.12050359712230219,,,
2344,2021-12-30,reanalysis_rejected,2022-01-12,34.0,-0.10882352941176465,2021-12-30,2022-01-07,third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5
2344,2021-12-30,reanalysis_rejected,2022-01-14,34.0,-0.11764705882352944,2021-12-30,2022-01-11,three_days_within_12pct|three_days_above_ma60|third_close_recovers_touch_close|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5|market_breadth_present
2344,2021-12-30,reanalysis_rejected,2022-01-17,34.0,-0.1147058823529411,2021-12-30,2022-01-12,three_days_within_12pct|three_days_above_ma60|no_new_close_low_beyond_1pct|revenue_acceleration_positive|institutional_3d_nonnegative|foreign_or_trust_3_of_5|market_breadth_present
2344,2021-12-30,reanalysis_rejected,2022-01-18,34.0,-0.1147058823529411,2021-12-30,2022-01-13,three_days_within_12pct|three_days_above_ma60|no_new_close_low_beyond_1pct|revenue_acceleration_positive|institutional_3d_nonnegative|market_breadth_present
2344,2021-12-30,cancel_structure,2022-01-14,34.0,-0.1264705882352941,,,
2348,2021-10-21,expired_20d,2021-11-18,106.0,,,,
2348,2022-01-05,cancel_structure,2022-01-24,118.5,-0.10126582278481011,,,
2348,2024-05-31,expired_20d,2024-07-01,248.5,,,,
