,v3_original_large_layer,v3_original_combined_three_layer,pullback_10_12_reanalysed_large_layer,pullback_10_12_reanalysed_combined_three_layer,0050_BH
2023-06-29,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1054074.5065000001
2023-06-30,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1054479.5065000001
2023-07-03,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1067439.5065000001
2023-07-04,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1069869.5065000001
2023-07-05,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1068249.5065000001
2023-07-06,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1044759.5065
2023-07-07,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1043139.5065
2023-07-10,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1041114.5065
2023-07-11,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1055289.5065
2023-07-12,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1057314.5065
2023-07-13,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1069059.5065000001
2023-07-14,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1079994.5065000001
2023-07-17,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1077969.5065000001
2023-07-18,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1060554.5065000001
2023-07-19,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1051644.5065000001
2023-07-20,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1056504.5065000001
2023-07-21,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1039089.5065
2023-07-24,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1039494.5065
2023-07-25,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1052454.5065000001
2023-07-26,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1049619.5065000001
2023-07-27,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1057719.5065000001
2023-07-28,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1057719.5065000001
2023-07-31,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1052049.5065000001
2023-08-01,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1057314.5065
2023-08-02,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1044354.5065
2023-08-04,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1039494.5065
2023-08-07,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1049619.5065000001
2023-08-08,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1037469.5065
2023-08-09,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1039089.5065
2023-08-10,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1032609.5065
2023-08-11,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1031799.5065
2023-08-14,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1017219.5065
2023-08-15,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1018839.5065
2023-08-16,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1013574.5065
2023-08-17,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1018029.5065
2023-08-18,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1011954.5065
2023-08-21,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1005069.5065
2023-08-22,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1013169.5065
2023-08-23,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1020054.5065
2023-08-24,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1037469.5065
2023-08-25,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1017624.5065
2023-08-28,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1024104.5065
2023-08-29,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1029774.5065
2023-08-30,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1034229.5065
2023-08-31,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1026939.5065
2023-09-01,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1028559.5065
2023-09-04,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1035444.5065
2023-09-05,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1033014.5065
2023-09-06,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1029369.5065
2023-09-07,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1020054.5065
2023-09-08,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1015599.5065
2023-09-11,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1011549.5065
2023-09-12,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1021674.5065
2023-09-13,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1022889.5065
2023-09-14,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1037064.5065
2023-09-15,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1040304.5065
2023-09-18,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1029369.5065
2023-09-19,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1024914.5065
2023-09-20,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1019244.5065
2023-09-21,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1003044.5065
2023-09-22,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1002234.5065
2023-09-25,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1009524.5065
2023-09-26,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,997779.5065
2023-09-27,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,998184.5065
2023-09-28,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1002234.5065
2023-10-02,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1015194.5065
2023-10-03,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1009119.5065
2023-10-04,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,996159.5065
2023-10-05,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1010334.5065
2023-10-06,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1013979.5065
2023-10-11,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1031394.5065
2023-10-12,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1039899.5065
2023-10-13,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1037064.5065
2023-10-16,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1031394.5065
2023-10-17,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1033824.5065
2023-10-18,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1019649.5065
2023-10-19,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1020054.5065
2023-10-20,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1024509.5065
2023-10-23,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1011954.5065
2023-10-24,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1012764.5065
2023-10-25,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1014789.5065
2023-10-26,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,994944.5065
2023-10-27,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,999399.5065
2023-10-30,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,996969.5065
2023-10-31,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,990084.5065
2023-11-01,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,994944.5065
2023-11-02,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1017219.5065
2023-11-03,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1024914.5065
2023-11-06,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1033824.5065
2023-11-07,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1033419.5065
2023-11-08,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1039089.5065
2023-11-09,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1039494.5065
2023-11-10,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1035444.5065
2023-11-13,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1051239.5065
2023-11-14,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1053669.5065000001
2023-11-15,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1066224.5065000001
2023-11-16,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1066629.5065000001
2023-11-17,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1069869.5065000001
2023-11-20,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1069464.5065000001
2023-11-21,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1082424.5065000001
2023-11-22,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1072704.5065000001
2023-11-23,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1072299.5065000001
2023-11-24,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1071489.5065000001
2023-11-27,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1064604.5065000001
2023-11-28,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1071894.5065000001
2023-11-29,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1071084.5065000001
2023-11-30,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1072704.5065000001
2023-12-01,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1076349.5065000001
2023-12-04,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1072299.5065000001
2023-12-05,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1064604.5065000001
2023-12-06,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1068249.5065000001
2023-12-07,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1061769.5065000001
2023-12-08,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1070274.5065000001
2023-12-11,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1071489.5065000001
2023-12-12,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1073919.5065000001
2023-12-13,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1074324.5065000001
2023-12-14,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1087284.5065000001
2023-12-15,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1091739.5065000001
2023-12-18,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1093359.5065000001
2023-12-19,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1089309.5065000001
2023-12-20,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1092144.5065000001
2023-12-21,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1082829.5065000001
2023-12-22,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1085664.5065000001
2023-12-25,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1090119.5065000001
2023-12-26,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1096194.5065000001
2023-12-27,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1108344.5065000001
2023-12-28,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1108344.5065000001
2023-12-29,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1105914.5065000001
2024-01-02,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1101459.5065000001
2024-01-03,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1082424.5065000001
2024-01-04,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1082019.5065000001
2024-01-05,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1079184.5065000001
2024-01-08,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1084044.5065000001
2024-01-09,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1086069.5065000001
2024-01-10,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1080399.5065000001
2024-01-11,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1084854.5065000001
2024-01-12,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1083234.5065000001
2024-01-15,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1086069.5065000001
2024-01-16,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1075134.5065000001
2024-01-17,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1041114.5065
2024-01-18,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1047999.5065000001
2024-01-19,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1085259.5065000001
2024-01-22,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1092549.5065000001
2024-01-23,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1094574.5065000001
2024-01-24,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1094169.5065000001
2024-01-25,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1107534.5065000001
2024-01-26,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1107534.5065000001
2024-01-29,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1114419.5065000001
2024-01-30,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1111584.5065000001
2024-01-31,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1097004.5065000001
2024-02-01,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1097004.5065000001
2024-02-02,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1103079.5065000001
2024-02-05,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1109964.5065000001
2024-02-15,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1161804.5065000001
2024-02-16,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1153299.5065000001
2024-02-19,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1151679.5065000001
2024-02-20,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1156134.5065000001
2024-02-21,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1152489.5065000001
2024-02-22,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1165449.5065000001
2024-02-23,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1173144.5065000001
2024-02-26,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1174764.5065000001
2024-02-27,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1169904.5065000001
2024-02-29,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1169499.5065000001
2024-03-01,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1165449.5065000001
2024-03-04,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1199064.5065000001
2024-03-05,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1208784.5065000001
2024-03-06,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1214454.5065000001
2024-03-07,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1242399.5065000001
2024-03-08,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1259814.5065000001
2024-03-11,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1247259.5065000001
2024-03-12,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1260219.5065000001
2024-03-13,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1266294.5065000001
2024-03-14,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1265079.5065000001
2024-03-15,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1248069.5065000001
2024-03-18,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1259409.5065000001
2024-03-19,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1256574.5065000001
2024-03-20,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1249689.5065000001
2024-03-21,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1283709.5065000001
2024-03-22,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1282089.5065000001
2024-03-25,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1284519.5065000001
2024-03-26,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1285329.5065000001
2024-03-27,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1285734.5065000001
2024-03-28,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1279659.5065000001
2024-03-29,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1287759.5065000001
2024-04-01,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1283709.5065000001
2024-04-02,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1301934.5065000001
2024-04-03,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1293024.5065000001
2024-04-08,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1300314.5065000001
2024-04-09,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1331094.5065000001
2024-04-10,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1329069.5065000001
2024-04-11,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1325019.5065000001
2024-04-12,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1321779.5065000001
2024-04-15,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1304769.5065000001
2024-04-16,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1269534.5065000001
2024-04-17,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1283709.5065000001
2024-04-18,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1296264.5065000001
2024-04-19,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1231059.5065000001
2024-04-22,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1227414.5065000001
2024-04-23,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1239159.5065000001
2024-04-24,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1275204.5065000001
2024-04-25,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1252119.5065000001
2024-04-26,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1272369.5065000001
2024-04-29,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1295049.5065000001
2024-04-30,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1290594.5065000001
2024-05-02,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1273584.5065000001
2024-05-03,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1280064.5065000001
2024-05-06,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1298289.5065000001
2024-05-07,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1305579.5065000001
2024-05-08,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1310439.5065000001
2024-05-09,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1308819.5065000001
2024-05-10,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1318134.5065000001
2024-05-13,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1331499.5065000001
2024-05-14,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1340409.5065000001
2024-05-15,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1358634.5065000001
2024-05-16,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1365114.5065000001
2024-05-17,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1363494.5065000001
2024-05-20,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1363089.5065000001
2024-05-21,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1361469.5065000001
2024-05-22,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1385769.5065000001
2024-05-23,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1396299.5065000001
2024-05-24,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1390629.5065000001
2024-05-27,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1409664.5065000001
2024-05-28,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1411689.5065000001
2024-05-29,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1392654.5065000001
2024-05-30,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1368759.5065000001
2024-05-31,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1353369.5065000001
2024-06-03,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1382124.5065000001
2024-06-04,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1360254.5065000001
2024-06-05,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1373214.5065000001
2024-06-06,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1419789.5065000001
2024-06-07,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1408854.5065000001
2024-06-11,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1412499.5065000001
2024-06-12,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1437609.5065000001
2024-06-13,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1458264.5065000001
2024-06-14,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1466769.5065000001
2024-06-17,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1466769.5065000001
2024-06-18,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1491069.5065000001
2024-06-19,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1531164.5065000001
2024-06-20,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1545744.5065000001
2024-06-21,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1536429.5065000001
2024-06-24,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1499169.5065000001
2024-06-25,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1498359.5065000001
2024-06-26,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1510104.5065000001
2024-06-27,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1509699.5065000001
2024-06-28,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1519014.5065000001
2024-07-01,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1520229.5065000001
2024-07-02,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1510104.5065000001
2024-07-03,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1528329.5065000001
2024-07-04,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1568019.5065000001
2024-07-05,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1562349.5065000001
2024-07-08,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1611354.5065000001
2024-07-09,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1609734.5065000001
2024-07-10,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1615404.5065000001
2024-07-11,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1651044.5065000001
2024-07-12,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1599204.5065000001
2024-07-15,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1602039.5065000001
2024-07-16,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1603254.5065000001
2024-07-17,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1580979.5065000001
2024-07-18,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1552629.5065000001
2024-07-19,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1517394.5065000001
2024-07-22,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1472439.5065000001
2024-07-23,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1517799.5065000001
2024-07-26,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1458669.5065000001
2024-07-29,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1471629.5065000001
2024-07-30,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1471629.5065000001
2024-07-31,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1473654.5065000001
2024-08-01,1026609.9327187978,941102.1013523751,964871.52458625,865131.4521545003,1499169.5065000001
2024-08-02,1026609.9327187978,941102.1013523751,963114.6598862499,865131.4521545003,1423839.5065000001
2024-08-05,1026609.9327187978,941102.1013523751,945514.6598862499,865131.4521545003,1294644.5065000001
2024-08-06,1026609.9327187978,941102.1013523751,949514.6598862499,865131.4521545003,1365519.5065000001
2024-08-07,1026609.9327187978,941102.1013523751,959114.6598862499,865131.4521545003,1419384.5065000001
2024-08-08,1026609.9327187978,941102.1013523751,958714.6598862499,865131.4521545003,1390224.5065000001
2024-08-09,1026609.9327187978,941102.1013523751,955914.6598862499,865131.4521545003,1433154.5065000001
2024-08-12,1026609.9327187978,941102.1013523751,956314.6598862499,865131.4521545003,1450974.5065000001
2024-08-13,1026609.9327187978,941102.1013523751,956314.6598862499,865131.4521545003,1454619.5065000001
2024-08-14,1026609.9327187978,941102.1013523751,957114.6598862499,865131.4521545003,1472844.5065000001
2024-08-15,1026609.9327187978,941102.1013523751,958714.6598862499,865131.4521545003,1461504.5065000001
2024-08-16,1026609.9327187978,941102.1013523751,957514.6598862499,865131.4521545003,1494309.5065000001
2024-08-19,1026609.9327187978,941102.1013523751,956714.6598862499,865131.4521545003,1496334.5065000001
2024-08-20,1026609.9327187978,941102.1013523751,958714.6598862499,865131.4521545003,1497144.5065000001
2024-08-21,1026609.9327187978,941102.1013523751,961514.6598862499,865131.4521545003,1481349.5065000001
2024-08-22,1026609.9327187978,941102.1013523751,965514.6598862499,865131.4521545003,1473654.5065000001
2024-08-23,1026609.9327187978,941102.1013523751,965114.6598862499,865131.4521545003,1474464.5065000001
2024-08-26,1026609.9327187978,941102.1013523751,965114.6598862499,865131.4521545003,1476894.5065000001
2024-08-27,1026609.9327187978,941102.1013523751,959114.6598862499,865131.4521545003,1470414.5065000001
2024-08-28,1026609.9327187978,941102.1013523751,959914.6598862499,865131.4521545003,1491069.5065000001
2024-08-29,1026609.9327187978,941102.1013523751,961914.6598862499,865131.4521545003,1470819.5065000001
2024-08-30,1026609.9327187978,941102.1013523751,961114.6598862499,865131.4521545003,1477704.5065000001
2024-09-02,1026609.9327187978,941102.1013523751,962314.6598862499,865131.4521545003,1473654.5065000001
2024-09-03,1026609.9327187978,941102.1013523751,959114.6598862499,865131.4521545003,1467174.5065000001
2024-09-04,1026609.9327187978,941102.1013523751,951914.6598862499,865131.4521545003,1395894.5065000001
2024-09-05,1026609.9327187978,941102.1013523751,955914.6598862499,865131.4521545003,1404399.5065000001
2024-09-06,1026609.9327187978,941102.1013523751,958714.6598862499,865131.4521545003,1424244.5065000001
