trade_date,market,stock_id,name,foreign_buy,foreign_sell,foreign_net,trust_buy,trust_sell,trust_net,dealer_buy,dealer_sell,dealer_net,raw_json
2026-09-15,TWSE,2891,中信金          ,48901319,35104740,13796579,3378538,380000,2998538,605581,1028331,-249750,"{""證券代號"":""2891"",""證券名稱"":""中信金          "",""外陸資買進股數(不含外資自營商)"":""48,901,319"",""外陸資賣出股數(不含外資自營商)"":""35,104,740"",""外陸資買賣超股數(不含外資自營商)"":""13,796,579"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""3,378,538"",""投信賣出股數"":""380,000"",""投信買賣超股數"":""2,998,538"",""自營商買賣超股數"":""-249,750"",""自營商買進股數(自行買賣)"":""366,000"",""自營商賣出股數(自行買賣)"":""193,000"",""自營商買賣超股數(自行買賣)"":""173,000"",""自營商買進股數(避險)"":""605,581"",""自營商賣出股數(避險)"":""1,028,331"",""自營商買賣超股數(避險)"":""-422,750"",""三大法人買賣超股數"":""16,545,367""}"
2026-09-15,TWSE,2412,中華電          ,14587783,2752185,11835598,15000,48000,-33000,45000,3000,99000,"{""證券代號"":""2412"",""證券名稱"":""中華電          "",""外陸資買進股數(不含外資自營商)"":""14,587,783"",""外陸資賣出股數(不含外資自營商)"":""2,752,185"",""外陸資買賣超股數(不含外資自營商)"":""11,835,598"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""15,000"",""投信賣出股數"":""48,000"",""投信買賣超股數"":""-33,000"",""自營商買賣超股數"":""99,000"",""自營商買進股數(自行買賣)"":""87,000"",""自營商賣出股數(自行買賣)"":""30,000"",""自營商買賣超股數(自行買賣)"":""57,000"",""自營商買進股數(避險)"":""45,000"",""自營商賣出股數(避險)"":""3,000"",""自營商買賣超股數(避險)"":""42,000"",""三大法人買賣超股數"":""11,901,598""}"
2026-09-15,TWSE,00632R,元大台灣50反1   ,4211000,2054000,2157000,0,0,0,27671089,20815403,7845686,"{""證券代號"":""00632R"",""證券名稱"":""元大台灣50反1   "",""外陸資買進股數(不含外資自營商)"":""4,211,000"",""外陸資賣出股數(不含外資自營商)"":""2,054,000"",""外陸資買賣超股數(不含外資自營商)"":""2,157,000"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""0"",""投信賣出股數"":""0"",""投信買賣超股數"":""0"",""自營商買賣超股數"":""7,845,686"",""自營商買進股數(自行買賣)"":""1,000,000"",""自營商賣出股數(自行買賣)"":""10,000"",""自營商買賣超股數(自行買賣)"":""990,000"",""自營商買進股數(避險)"":""27,671,089"",""自營商賣出股數(避險)"":""20,815,403"",""自營商買賣超股數(避險)"":""6,855,686"",""三大法人買賣超股數"":""10,002,686""}"
2026-09-15,TWSE,00680L,元大美債20正2   ,550000,7000,543000,0,0,0,7847000,2331385,5715615,"{""證券代號"":""00680L"",""證券名稱"":""元大美債20正2   "",""外陸資買進股數(不含外資自營商)"":""550,000"",""外陸資賣出股數(不含外資自營商)"":""7,000"",""外陸資買賣超股數(不含外資自營商)"":""543,000"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""0"",""投信賣出股數"":""0"",""投信買賣超股數"":""0"",""自營商買賣超股數"":""5,715,615"",""自營商買進股數(自行買賣)"":""200,000"",""自營商賣出股數(自行買賣)"":""0"",""自營商買賣超股數(自行買賣)"":""200,000"",""自營商買進股數(避險)"":""7,847,000"",""自營商賣出股數(避險)"":""2,331,385"",""自營商買賣超股數(避險)"":""5,515,615"",""三大法人買賣超股數"":""6,258,615""}"
2026-09-15,TWSE,6226,光鼎            ,15154100,10426125,4727975,0,0,0,0,0,58166,"{""證券代號"":""6226"",""證券名稱"":""光鼎            "",""外陸資買進股數(不含外資自營商)"":""15,154,100"",""外陸資賣出股數(不含外資自營商)"":""10,426,125"",""外陸資買賣超股數(不含外資自營商)"":""4,727,975"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""0"",""投信賣出股數"":""0"",""投信買賣超股數"":""0"",""自營商買賣超股數"":""58,166"",""自營商買進股數(自行買賣)"":""335,166"",""自營商賣出股數(自行買賣)"":""277,000"",""自營商買賣超股數(自行買賣)"":""58,166"",""自營商買進股數(避險)"":""0"",""自營商賣出股數(避險)"":""0"",""自營商買賣超股數(避險)"":""0"",""三大法人買賣超股數"":""4,786,141""}"
2026-09-15,TWSE,2887,台新新光金      ,25387823,25817645,-429822,4579000,999000,3580000,902100,903941,256762,"{""證券代號"":""2887"",""證券名稱"":""台新新光金      "",""外陸資買進股數(不含外資自營商)"":""25,387,823"",""外陸資賣出股數(不含外資自營商)"":""25,817,645"",""外陸資買賣超股數(不含外資自營商)"":""-429,822"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""4,579,000"",""投信賣出股數"":""999,000"",""投信買賣超股數"":""3,580,000"",""自營商買賣超股數"":""256,762"",""自營商買進股數(自行買賣)"":""594,000"",""自營商賣出股數(自行買賣)"":""335,397"",""自營商買賣超股數(自行買賣)"":""258,603"",""自營商買進股數(避險)"":""902,100"",""自營商賣出股數(避險)"":""903,941"",""自營商買賣超股數(避險)"":""-1,841"",""三大法人買賣超股數"":""3,406,940""}"
2026-09-15,TWSE,2880,華南金          ,12498984,8970821,3528163,83800,711000,-627200,469379,161800,456390,"{""證券代號"":""2880"",""證券名稱"":""華南金          "",""外陸資買進股數(不含外資自營商)"":""12,498,984"",""外陸資賣出股數(不含外資自營商)"":""8,970,821"",""外陸資買賣超股數(不含外資自營商)"":""3,528,163"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""83,800"",""投信賣出股數"":""711,000"",""投信買賣超股數"":""-627,200"",""自營商買賣超股數"":""456,390"",""自營商買進股數(自行買賣)"":""149,324"",""自營商賣出股數(自行買賣)"":""513"",""自營商買賣超股數(自行買賣)"":""148,811"",""自營商買進股數(避險)"":""469,379"",""自營商賣出股數(避險)"":""161,800"",""自營商買賣超股數(避險)"":""307,579"",""三大法人買賣超股數"":""3,357,353""}"
2026-09-15,TWSE,00402A,主動安聯美國科技,340000,42000,298000,0,0,0,3365000,484951,2880049,"{""證券代號"":""00402A"",""證券名稱"":""主動安聯美國科技"",""外陸資買進股數(不含外資自營商)"":""340,000"",""外陸資賣出股數(不含外資自營商)"":""42,000"",""外陸資買賣超股數(不含外資自營商)"":""298,000"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""0"",""投信賣出股數"":""0"",""投信買賣超股數"":""0"",""自營商買賣超股數"":""2,880,049"",""自營商買進股數(自行買賣)"":""0"",""自營商賣出股數(自行買賣)"":""0"",""自營商買賣超股數(自行買賣)"":""0"",""自營商買進股數(避險)"":""3,365,000"",""自營商賣出股數(避險)"":""484,951"",""自營商買賣超股數(避險)"":""2,880,049"",""三大法人買賣超股數"":""3,178,049""}"
2026-09-15,TWSE,00988A,主動統一全球創新,2374112,7200000,-4825888,0,0,0,8532000,640000,7892000,"{""證券代號"":""00988A"",""證券名稱"":""主動統一全球創新"",""外陸資買進股數(不含外資自營商)"":""2,374,112"",""外陸資賣出股數(不含外資自營商)"":""7,200,000"",""外陸資買賣超股數(不含外資自營商)"":""-4,825,888"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""0"",""投信賣出股數"":""0"",""投信買賣超股數"":""0"",""自營商買賣超股數"":""7,892,000"",""自營商買進股數(自行買賣)"":""0"",""自營商賣出股數(自行買賣)"":""0"",""自營商買賣超股數(自行買賣)"":""0"",""自營商買進股數(避險)"":""8,532,000"",""自營商賣出股數(避險)"":""640,000"",""自營商買賣超股數(避險)"":""7,892,000"",""三大法人買賣超股數"":""3,066,112""}"
2026-09-15,TWSE,2609,陽明            ,14243161,11696147,2547014,105000,19000,86000,68000,271102,-171176,"{""證券代號"":""2609"",""證券名稱"":""陽明            "",""外陸資買進股數(不含外資自營商)"":""14,243,161"",""外陸資賣出股數(不含外資自營商)"":""11,696,147"",""外陸資買賣超股數(不含外資自營商)"":""2,547,014"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""105,000"",""投信賣出股數"":""19,000"",""投信買賣超股數"":""86,000"",""自營商買賣超股數"":""-171,176"",""自營商買進股數(自行買賣)"":""60,000"",""自營商賣出股數(自行買賣)"":""28,074"",""自營商買賣超股數(自行買賣)"":""31,926"",""自營商買進股數(避險)"":""68,000"",""自營商賣出股數(避險)"":""271,102"",""自營商買賣超股數(避險)"":""-203,102"",""三大法人買賣超股數"":""2,461,838""}"
