trade_date,market,stock_id,name,open,high,low,close,volume,trading_value
2026-09-02,TWSE,0050,元大台灣50,107.5,107.85,106.65,106.8,67681102,7244048852
2026-09-02,TWSE,0051,元大中型100,146.9,147.05,146.15,146.45,24449,3582713
2026-09-02,TWSE,0052,富邦科技,62.55,62.8,62.05,62.05,11415151,711650172
2026-09-02,TWSE,0053,元大電子,244.45,244.65,242.3,242.35,89257,21737572
2026-09-02,TWSE,0055,元大MSCI金融,46.72,47.12,46.35,47.1,469063,21907711
2026-09-02,TWSE,0056,元大高股息,54.75,55.3,54.5,55.1,33462140,1839233562
2026-09-02,TWSE,0057,富邦摩台,322.65,322.65,318.25,319.15,28270,9016009
2026-09-02,TWSE,0061,元大寶滬深,24.36,24.36,24.06,24.23,118180,2859295
2026-09-02,TWSE,1101,台泥,25.3,25.4,24.65,24.8,43527079,1081994195
2026-09-02,TWSE,1102,亞泥,34.8,35.0,34.5,35.0,7414785,258090560
2026-09-02,TWSE,1103,嘉泥,13.25,13.25,13.15,13.25,167858,2211658
2026-09-02,TWSE,1104,環泥,27.1,27.15,26.9,27.05,666575,18039066
2026-09-02,TWSE,1108,幸福,11.75,11.75,11.65,11.7,117905,1376898
2026-09-02,TWSE,1109,信大,13.55,13.55,13.4,13.45,78658,1059410
2026-09-02,TWSE,1110,東泥,15.9,16.1,15.85,16.1,201667,3218001
2026-09-02,TWSE,1201,味全,12.2,12.25,12.15,12.25,381688,4648927
2026-09-02,TWSE,1203,味王,43.75,44.35,43.75,44.35,31471,1387411
2026-09-02,TWSE,1210,大成,51.7,52.2,51.5,51.8,1105966,57310856
2026-09-02,TWSE,1213,大飲,8.29,8.29,7.33,7.6,11274,87852
2026-09-02,TWSE,1215,卜蜂,108.5,110.0,107.5,109.5,667679,72831069
2026-09-02,TWSE,1216,統一,75.7,76.6,75.5,76.6,7493926,569799332
2026-09-02,TWSE,1217,愛之味,10.0,10.0,9.93,9.96,181059,1801741
2026-09-02,TWSE,1218,泰山,14.5,14.55,14.4,14.4,891545,12854880
2026-09-02,TWSE,1219,福壽,11.5,11.55,11.4,11.55,266553,3053863
2026-09-02,TWSE,1220,台榮,10.7,10.75,10.7,10.75,41847,448742
2026-09-02,TWSE,1225,福懋油,25.25,25.5,25.1,25.15,108202,2727798
2026-09-02,TWSE,1227,佳格,28.4,28.6,28.4,28.6,441360,12588192
2026-09-02,TWSE,1229,聯華,41.5,41.95,41.5,41.95,1460422,60997138
2026-09-02,TWSE,1231,聯華食,80.3,80.4,80.1,80.2,246811,19810655
2026-09-02,TWSE,1232,大統益,157.0,157.0,156.0,156.5,90293,14137685
2026-09-02,TWSE,1233,天仁,28.5,28.5,28.3,28.3,8131,231095
2026-09-02,TWSE,1234,黑松,33.15,33.45,33.15,33.45,65803,2191684
2026-09-02,TWSE,1235,興泰,36.6,37.7,36.6,37.0,14093,522541
2026-09-02,TWSE,1236,宏亞,26.0,26.25,25.55,25.95,57255,1478747
2026-09-02,TWSE,1256,鮮活果汁-KY,179.5,181.0,177.5,177.5,54960,9852304
2026-09-02,TWSE,1301,台塑,69.0,70.6,65.5,66.8,53476275,3614241968
2026-09-02,TWSE,1303,南亞,240.0,248.0,232.0,237.5,127824204,30793336784
2026-09-02,TWSE,1304,台聚,12.8,13.05,12.45,12.6,3533470,44771866
2026-09-02,TWSE,1305,華夏,12.7,13.0,12.4,12.5,2314282,29280338
2026-09-02,TWSE,1307,三芳,30.6,30.7,30.4,30.45,582155,17756347
2026-09-02,TWSE,1308,亞聚,14.7,15.05,14.45,14.6,1945889,28490510
2026-09-02,TWSE,1309,台達化,14.0,14.45,13.7,13.8,4705111,66090068
2026-09-02,TWSE,1310,台苯,8.82,9.07,8.8,8.97,2724992,24271282
2026-09-02,TWSE,1312,國喬,15.2,15.7,15.0,15.25,37656164,574126594
2026-09-02,TWSE,1313,聯成,12.25,12.4,11.95,12.05,2254463,27282918
2026-09-02,TWSE,1314,中石化,8.3,8.33,8.14,8.22,16925294,139155116
2026-09-02,TWSE,1315,達新,65.6,66.3,65.5,66.0,23447,1542553
2026-09-02,TWSE,1316,上曜,10.85,11.0,10.75,10.8,1481541,16073445
2026-09-02,TWSE,1319,東陽,82.9,83.5,82.7,83.0,1133367,94140980
