trade_date,market,stock_id,name,open,high,low,close,volume,trading_value
2026-09-22,TPEX,00411A,主動統一前沿科技,10.45,10.53,10.45,10.48,35712880,374486145
2026-09-22,TPEX,006201,元大富櫃50,46.89,47.33,46.55,46.58,380098,17853951
2026-09-22,TPEX,00679B,元大美債20年,25.61,25.62,25.57,25.58,9862384,252460318
2026-09-22,TPEX,00687B,國泰20年美債,26.61,26.62,26.58,26.59,5206924,138497129
2026-09-22,TPEX,00687C,國泰20年美債+櫃U,9.05,9.05,9.05,9.05,25000,226250
2026-09-22,TPEX,00694B,富邦美債1-3,41.36,41.47,41.36,41.47,1434200,59461739
2026-09-22,TPEX,00695B,富邦美債7-10,34.1,34.11,34.08,34.1,224679,7660320
2026-09-22,TPEX,00696B,富邦美債20年,27.93,27.93,27.87,27.89,835903,23326498
2026-09-22,TPEX,00697B,元大美債7-10,34.42,34.42,34.33,34.35,494425,16984043
2026-09-22,TPEX,00719B,元大美債1-3,30.95,30.95,30.82,30.86,2645805,81641848
2026-09-22,TPEX,00720B,元大投資級公司債,31.94,31.96,31.87,31.87,2277048,72627690
2026-09-22,TPEX,00722B,群益投資級電信債,34.23,34.23,34.19,34.19,2254296,77098350
2026-09-22,TPEX,00723B,群益投資級科技債,29.39,29.39,29.34,29.37,113000,3317800
2026-09-22,TPEX,00724B,群益投資級金融債,32.51,32.55,32.51,32.53,3466197,112737604
2026-09-22,TPEX,00725B,國泰投資級公司債,33.99,33.99,33.94,33.94,1328136,45101997
2026-09-22,TPEX,00726B,國泰新興投等債,31.83,31.89,31.78,31.85,221061,7036557
2026-09-22,TPEX,00727B,國泰優選非投等債,39.13,39.15,39.09,39.1,131389,5141019
2026-09-22,TPEX,00734B,台新JPM新興債,15.46,15.46,15.3,15.31,110186,1687175
2026-09-22,TPEX,00740B,富邦全球投等債,37.15,37.15,37.06,37.07,1608003,59646544
2026-09-22,TPEX,00741B,富邦全球非投等債,36.86,36.97,36.81,36.97,87103,3216512
2026-09-22,TPEX,00746B,富邦A級公司債,34.21,34.24,34.21,34.22,385355,13187266
2026-09-22,TPEX,00749B,凱基新興債10+,30.66,30.66,30.58,30.58,102000,3126240
2026-09-22,TPEX,00750B,凱基科技債10+,31.61,31.7,31.61,31.66,113000,3577380
2026-09-22,TPEX,00751B,元大AAA至A公司債,30.0,30.0,29.92,29.92,3997627,119667851
2026-09-22,TPEX,00754B,群益AAA-AA公司債,31.45,31.45,31.39,31.4,102000,3202380
2026-09-22,TPEX,00755B,群益投資級公用債,31.46,31.47,31.46,31.47,103139,3244703
2026-09-22,TPEX,00756B,群益投等新興公債,29.98,30.02,29.94,30.02,121301,3639312
2026-09-22,TPEX,00758B,復華能源債,50.05,50.05,50.05,50.05,100200,5014968
2026-09-22,TPEX,00759B,復華製藥債,52.6,52.6,52.6,52.6,100159,5268338
2026-09-22,TPEX,00760B,復華新興企業債,51.5,51.8,51.5,51.75,105591,5464018
2026-09-22,TPEX,00761B,國泰A級公司債,32.97,32.99,32.92,32.92,506926,16704186
2026-09-22,TPEX,00764B,群益25年美債,26.55,26.55,26.49,26.53,4251601,112815494
2026-09-22,TPEX,00768B,復華20年美債,47.75,47.75,47.65,47.66,341553,16286242
2026-09-22,TPEX,00772B,中信高評級公司債,32.2,32.2,32.16,32.17,724124,23303168
2026-09-22,TPEX,00773B,中信優先金融債,34.38,34.42,34.36,34.38,81672,2808545
2026-09-22,TPEX,00777B,凱基AAA至A公司債,31.01,31.07,31.01,31.07,106000,3293060
2026-09-22,TPEX,00778B,凱基金融債20+,33.02,33.02,33.02,33.02,100031,3303019
2026-09-22,TPEX,00779B,凱基美債25+,26.78,26.82,26.78,26.81,316002,8471803
2026-09-22,TPEX,00780B,國泰A級金融債,35.95,35.95,35.92,35.92,109000,3916320
2026-09-22,TPEX,00781B,國泰A級科技債,26.57,26.58,26.56,26.57,119205,3168268
2026-09-22,TPEX,00782B,國泰A級公用債,29.28,29.3,29.26,29.29,130450,3819545
2026-09-22,TPEX,00785B,富邦金融投等債,33.54,33.62,33.54,33.62,51000,1714540
2026-09-22,TPEX,00786B,元大10年IG銀行債,31.5,31.5,31.45,31.45,52051,1638867
2026-09-22,TPEX,00787B,元大10年IG醫療債,31.22,31.22,31.18,31.18,4007,124978
2026-09-22,TPEX,00788B,元大10年IG電能債,28.96,28.99,28.96,28.96,36020,1043416
2026-09-22,TPEX,00789B,復華公司債A3,46.0,46.08,46.0,46.08,101001,4654045
2026-09-22,TPEX,00791B,復華信用債1-5,56.25,56.25,56.25,56.25,100000,5625000
2026-09-22,TPEX,00792B,群益A級公司債,30.21,30.25,30.21,30.21,133982,4050787
2026-09-22,TPEX,00795B,中信美國公債20年,25.77,25.77,25.7,25.7,5613462,144342308
2026-09-22,TPEX,00799B,國泰A級醫療債,28.38,28.43,28.37,28.41,212851,6046193
2026-09-22,TPEX,00834B,第一金金融債10+,32.99,32.99,32.97,32.99,123000,4057630
2026-09-22,TPEX,00836B,永豐10年A公司債,27.91,27.91,27.81,27.81,55200,1536117
2026-09-22,TPEX,00840B,凱基IG精選15+,28.6,28.6,28.6,28.6,101000,2888600
2026-09-22,TPEX,00841B,凱基AAA-AA公司債,27.39,27.39,27.39,27.39,100000,2739000
2026-09-22,TPEX,00842B,台新美元銀行債,29.05,29.1,29.03,29.1,156501,4550114
2026-09-22,TPEX,00844B,台新15年IG金融債,30.34,30.34,30.34,30.34,80000,2427200
2026-09-22,TPEX,00845B,富邦新興投等債,32.04,32.11,32.04,32.11,141006,4526242
2026-09-22,TPEX,00846B,富邦歐洲銀行債,34.61,34.77,34.61,34.74,102001,3543414
2026-09-22,TPEX,00847B,中信美國市政債,24.25,24.27,24.19,24.27,423000,10262730
2026-09-22,TPEX,00848B,中信新興亞洲債,33.05,33.15,33.05,33.15,401002,13287116
2026-09-22,TPEX,00849B,中信EM主權債0-5,37.06,37.13,37.06,37.13,408508,15166674
2026-09-22,TPEX,00853B,統一美債10年Aa-A,26.42,26.42,26.34,26.34,1263230,33287179
2026-09-22,TPEX,00856B,永豐1-3年美公債,37.21,37.22,37.21,37.21,6422,238983
2026-09-22,TPEX,00857B,永豐20年美公債,22.38,22.39,22.36,22.38,874899,19576329
2026-09-22,TPEX,00859B,群益0-1年美債,40.44,40.46,40.4,40.46,3207725,129700940
2026-09-22,TPEX,00860B,群益1-5Y投資級債,37.63,37.67,37.63,37.66,129150,4863799
2026-09-22,TPEX,00862B,中信投資級公司債,30.25,30.28,30.22,30.25,502996,15227468
2026-09-22,TPEX,00863B,中信全球電信債,30.3,30.4,30.2,30.4,584010,17731633
2026-09-22,TPEX,00864B,中信美國公債0-1,46.0,46.0,45.89,45.99,1398823,64277004
2026-09-22,TPEX,00867B,台新A-BBB電信債,29.38,29.38,29.38,29.38,1200000,35256000
2026-09-22,TPEX,00870B,元大15年EM主權債,27.18,27.18,27.18,27.18,1000,27180
2026-09-22,TPEX,00884B,中信低碳新興債,28.4,28.49,28.4,28.48,404217,11510034
2026-09-22,TPEX,00890B,凱基ESG BBB債15+,31.0,31.04,31.0,31.04,110150,3418660
2026-09-22,TPEX,00931B,統一美債20年,12.96,12.96,12.93,12.94,1307490,16925735
2026-09-22,TPEX,00933B,國泰10Y+金融債,15.41,15.41,15.37,15.38,4214182,64846484
