code,layer,exit_reason,buy_date,sell_date,pnl,return_pct,win
2324,short,ma3_break,2023-12-22,2023-12-29,10879.76350999999,0.06865247676012629,True
5488,short,ma3_break,2024-02-27,2024-03-04,6543.012385000009,0.04064774243465657,True
2031,short,ma3_break,2024-02-29,2024-03-05,2729.9921249999607,0.017171248563389512,True
5515,short,flow_cools,2024-03-13,2024-03-14,-951.1046999999962,-0.005841675612252517,False
2406,short,box_failure_two_closes_inside,2024-04-15,2024-04-17,-6344.259319999983,-0.03905937618845402,False
6216,short,ma3_break,2024-06-17,2024-06-19,-1595.178339999984,-0.010001333873289041,False
1309,short,box_failure_volume_below_minus_4pct,2024-06-26,2024-06-28,-12826.258619999979,-0.07948303297430778,False
3019,short,ma3_break,2024-07-17,2024-07-19,-7121.166079999966,-0.047438258222618324,False
1325,short,box_failure_volume_below_minus_4pct,2025-01-14,2025-01-15,-13305.637134999997,-0.08589078744607116,False
4933,short,box_failure_two_closes_inside,2025-03-12,2025-03-14,-2520.981399999997,-0.043895582765850476,False
3454,short,box_failure_two_closes_inside,2025-03-24,2025-03-26,-5392.748899999991,-0.05147517246939497,False
2355,short,box_failure_two_closes_inside,2025-08-04,2025-08-06,-1112.152387500042,-0.007278320589691757,False
2231,short,box_failure_two_closes_inside,2025-08-21,2025-08-25,-9008.324395000003,-0.05972857593857958,False
3040,short,ma3_break,2025-09-11,2025-09-15,-4364.312399999995,-0.029926264897554598,False
1104,short,flow_cools,2025-09-15,2025-09-16,-4695.4436200000055,-0.03149737430612993,False
6492,short,box_failure_two_closes_inside,2025-10-27,2025-10-29,-7517.758849999955,-0.0508447273335083,False
5263,short,box_failure_two_closes_inside,2026-01-07,2026-01-09,-9000.486600000004,-0.06532123348160498,False
2305,short,box_failure_two_closes_inside,2026-01-20,2026-01-22,-5530.75152000002,-0.03811954328717954,False
6840,short,box_failure_two_closes_inside,2026-01-26,2026-01-28,-9240.837479999987,-0.06655363435348895,False
3023,short,ma3_break,2026-01-29,2026-02-04,93.82274999999208,0.0006988396797720552,True
6715,short,ma3_break,2026-02-09,2026-02-11,-2788.344999999943,-0.019460282795645947,False
2395,short,ma3_break,2026-03-10,2026-03-12,-1966.5365999999922,-0.014436704353356927,False
4952,short,box_failure_two_closes_inside,2026-03-10,2026-03-12,-4906.8978525000275,-0.03479774331286673,False
1723,short,ma3_break,2026-03-17,2026-03-19,-4480.53794999994,-0.03302569229472957,False
1723,short,ma3_break,2026-03-20,2026-03-25,-9747.056970000005,-0.07203237345007911,False
3455,short,ma3_break,2026-04-14,2026-04-16,-4860.275699999998,-0.03723614901397087,False
4976,short,box_failure_two_closes_inside,2026-06-05,2026-06-09,-9181.860100000005,-0.06779646974076438,False
2405,short,box_failure_two_closes_inside,2026-06-08,2026-06-10,2740.5932625000423,0.024598718011560685,True
9933,short,box_failure_two_closes_inside,2026-06-09,2026-06-11,-3017.8886849999835,-0.02724699838615126,False
6605,short,ma3_break,2026-06-08,2026-06-12,-1872.7169500000164,-0.01667337261471196,False
2630,short,box_failure_two_closes_inside,2026-07-16,2026-07-20,-14715.050350000005,-0.11265207410019239,False
