,short_layer,swing_layer,large_layer,combined_three_layer,0050_BH
2022-11-02,849921.903890625,661900.747003875,1181499.8727370831,698173.7568626393,818769.5065
2022-11-03,849921.903890625,663365.430728875,1179799.8727370831,697928.4405876393,808239.5065
2022-11-04,849921.903890625,663216.302638875,1182699.8727370831,698749.3124976393,809454.5065
2022-11-07,849921.903890625,663566.302638875,1187499.8727370831,699699.3124976393,823224.5065
2022-11-08,849921.903890625,663796.302638875,1184299.8727370831,699529.3124976393,831729.5065
2022-11-09,849921.903890625,664606.302638875,1186499.8727370831,699989.3124976393,855219.5065
2022-11-10,849921.903890625,664746.302638875,1178499.8727370831,699579.3124976393,847119.5065
2022-11-11,849921.903890625,665754.6109988749,1172299.8727370831,700377.6208576392,891669.5065
2022-11-14,849921.903890625,667962.8909988749,1177999.8727370831,702220.3148576393,899769.5065
2022-11-15,849921.903890625,668142.8909988749,1181238.0959333333,703340.3148576393,937839.5065
2022-11-16,849921.903890625,664460.0420988749,1174298.0959333333,699241.8235126393,936219.5065
2022-11-17,849921.903890625,665077.394398875,1184198.0959333333,701561.5434276393,936624.5065
2022-11-18,849921.903890625,663483.4236738749,1178613.0959333333,699991.3181776393,934194.5065
2022-11-21,849921.903890625,661406.2833238749,1178663.0959333333,698206.8208101393,930954.5065
2022-11-22,849921.903890625,661506.2833238749,1178063.0959333333,698806.8208101393,938649.5065
2022-11-23,849921.903890625,661616.2833238749,1179653.0959333333,699016.8208101393,945129.5065
2022-11-24,849921.903890625,661626.2833238749,1185453.0959333333,699326.8208101393,954039.5065
2022-11-25,849921.903890625,661702.747523875,1186813.0959333333,700003.2850101393,954039.5065
2022-11-28,849921.903890625,661089.405183875,1202653.0959333333,702041.1623439249,935004.5065
2022-11-29,849921.903890625,660150.124498875,1209883.0959333333,702001.8816589249,943509.5065
2022-11-30,849921.903890625,659628.524258875,1231093.0959333333,707003.0027170499,951204.5065
2022-12-01,849921.903890625,659458.524258875,1247733.0959333333,710730.7620045498,967404.5065
2022-12-02,849921.903890625,659308.524258875,1253403.0959333333,711145.7620045498,958899.5065
2022-12-05,849921.903890625,659288.524258875,1248233.0959333333,711100.7620045498,960114.5065
2022-12-06,849921.903890625,658840.644518875,1244398.0959333333,709807.8822645498,942699.5065
2022-12-07,849921.903890625,658840.644518875,1238088.0959333333,708362.8822645498,937029.5065
2022-12-08,849921.903890625,658840.644518875,1246398.0959333333,709507.8822645498,926094.5065
2022-12-09,849921.903890625,658260.118998875,1249363.0959333333,710357.2481045498,940269.5065
2022-12-12,849921.903890625,659960.118998875,1251493.0959333333,709627.2481045498,931359.5065
2022-12-13,849921.903890625,660474.916876375,1247183.0959333333,709032.2481045498,927309.5065
2022-12-14,849921.903890625,660474.916876375,1250778.0959333333,712237.2481045498,938649.5065
2022-12-15,849921.903890625,660182.944981375,1254223.0959333333,713827.2481045498,939459.5065
