trade_date,market,stock_id,name,foreign_buy,foreign_sell,foreign_net,trust_buy,trust_sell,trust_net,dealer_buy,dealer_sell,dealer_net,raw_json
2026-09-10,TPEX,1259,安心,0,0,0,0,0,0,6000,6000,0,"{""Date"":""1150910"",""SecuritiesCompanyCode"":""1259"",""CompanyName"":""安心"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Buy"":""5000"","" Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Sell"":""5000"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Difference"":""0"",""Foreign Dealers-Total Buy"":""0"",""Foreign Dealers-TotalSell"":""0"",""ForeignDealers-Difference"":""0"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalBuy"":""5000"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalSell"":""5000"",""ForeignInvestorsInclude MainlandAreaInvestors-Difference"":""0"",""SecuritiesInvestmentTrustCompanies-TotalBuy"":""0"",""SecuritiesInvestmentTrustCompanies-TotalSell"":""0"",""SecuritiesInvestmentTrustCompanies-Difference"":""0"",""Dealers-TotalBuy"":""6000"",""Dealers-TotalSell"":""6000"",""Dealers-Difference"":""0"",""Dealers -TotalSell"":""6000"",""TotalDifference"":""0""}"
2026-09-10,TPEX,1264,德麥,0,0,0,0,0,0,1000,503,497,"{""Date"":""1150910"",""SecuritiesCompanyCode"":""1264"",""CompanyName"":""德麥"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Buy"":""1000"","" Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Sell"":""9000"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Difference"":""-8000"",""Foreign Dealers-Total Buy"":""0"",""Foreign Dealers-TotalSell"":""0"",""ForeignDealers-Difference"":""0"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalBuy"":""1000"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalSell"":""9000"",""ForeignInvestorsInclude MainlandAreaInvestors-Difference"":""-8000"",""SecuritiesInvestmentTrustCompanies-TotalBuy"":""0"",""SecuritiesInvestmentTrustCompanies-TotalSell"":""0"",""SecuritiesInvestmentTrustCompanies-Difference"":""0"",""Dealers-TotalBuy"":""1000"",""Dealers-TotalSell"":""503"",""Dealers-Difference"":""497"",""Dealers -TotalSell"":""503"",""TotalDifference"":""-7503""}"
2026-09-10,TPEX,1268,漢來美食,0,0,0,0,0,0,0,0,0,"{""Date"":""1150910"",""SecuritiesCompanyCode"":""1268"",""CompanyName"":""漢來美食"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Buy"":""0"","" Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Sell"":""6183"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Difference"":""-6183"",""Foreign Dealers-Total Buy"":""0"",""Foreign Dealers-TotalSell"":""0"",""ForeignDealers-Difference"":""0"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalBuy"":""0"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalSell"":""6183"",""ForeignInvestorsInclude MainlandAreaInvestors-Difference"":""-6183"",""SecuritiesInvestmentTrustCompanies-TotalBuy"":""0"",""SecuritiesInvestmentTrustCompanies-TotalSell"":""0"",""SecuritiesInvestmentTrustCompanies-Difference"":""0"",""Dealers-TotalBuy"":""0"",""Dealers-TotalSell"":""0"",""Dealers-Difference"":""0"",""Dealers -TotalSell"":""0"",""TotalDifference"":""-6183""}"
2026-09-10,TPEX,1294,漢田生技,0,0,0,0,0,0,0,0,0,"{""Date"":""1150910"",""SecuritiesCompanyCode"":""1294"",""CompanyName"":""漢田生技"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Buy"":""1000"","" Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Sell"":""1000"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Difference"":""0"",""Foreign Dealers-Total Buy"":""0"",""Foreign Dealers-TotalSell"":""0"",""ForeignDealers-Difference"":""0"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalBuy"":""1000"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalSell"":""1000"",""ForeignInvestorsInclude MainlandAreaInvestors-Difference"":""0"",""SecuritiesInvestmentTrustCompanies-TotalBuy"":""0"",""SecuritiesInvestmentTrustCompanies-TotalSell"":""0"",""SecuritiesInvestmentTrustCompanies-Difference"":""0"",""Dealers-TotalBuy"":""0"",""Dealers-TotalSell"":""0"",""Dealers-Difference"":""0"",""Dealers -TotalSell"":""0"",""TotalDifference"":""0""}"
2026-09-10,TPEX,1295,生合,0,0,0,0,0,0,0,0,0,"{""Date"":""1150910"",""SecuritiesCompanyCode"":""1295"",""CompanyName"":""生合"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Buy"":""1000"","" Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Sell"":""2000"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Difference"":""-1000"",""Foreign Dealers-Total Buy"":""0"",""Foreign Dealers-TotalSell"":""0"",""ForeignDealers-Difference"":""0"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalBuy"":""1000"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalSell"":""2000"",""ForeignInvestorsInclude MainlandAreaInvestors-Difference"":""-1000"",""SecuritiesInvestmentTrustCompanies-TotalBuy"":""0"",""SecuritiesInvestmentTrustCompanies-TotalSell"":""0"",""SecuritiesInvestmentTrustCompanies-Difference"":""0"",""Dealers-TotalBuy"":""0"",""Dealers-TotalSell"":""0"",""Dealers-Difference"":""0"",""Dealers -TotalSell"":""0"",""TotalDifference"":""-1000""}"
2026-09-10,TPEX,1336,台翰,0,0,0,0,0,0,0,0,0,"{""Date"":""1150910"",""SecuritiesCompanyCode"":""1336"",""CompanyName"":""台翰"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Buy"":""22124"","" Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Sell"":""10037"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Difference"":""12087"",""Foreign Dealers-Total Buy"":""0"",""Foreign Dealers-TotalSell"":""0"",""ForeignDealers-Difference"":""0"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalBuy"":""22124"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalSell"":""10037"",""ForeignInvestorsInclude MainlandAreaInvestors-Difference"":""12087"",""SecuritiesInvestmentTrustCompanies-TotalBuy"":""0"",""SecuritiesInvestmentTrustCompanies-TotalSell"":""0"",""SecuritiesInvestmentTrustCompanies-Difference"":""0"",""Dealers-TotalBuy"":""0"",""Dealers-TotalSell"":""0"",""Dealers-Difference"":""0"",""Dealers -TotalSell"":""0"",""TotalDifference"":""12087""}"
2026-09-10,TPEX,1565,精華,0,0,0,0,0,0,12000,1149,10851,"{""Date"":""1150910"",""SecuritiesCompanyCode"":""1565"",""CompanyName"":""精華"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Buy"":""4000"","" Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Sell"":""31859"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Difference"":""-27859"",""Foreign Dealers-Total Buy"":""0"",""Foreign Dealers-TotalSell"":""0"",""ForeignDealers-Difference"":""0"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalBuy"":""4000"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalSell"":""31859"",""ForeignInvestorsInclude MainlandAreaInvestors-Difference"":""-27859"",""SecuritiesInvestmentTrustCompanies-TotalBuy"":""0"",""SecuritiesInvestmentTrustCompanies-TotalSell"":""0"",""SecuritiesInvestmentTrustCompanies-Difference"":""0"",""Dealers-TotalBuy"":""12000"",""Dealers-TotalSell"":""1149"",""Dealers-Difference"":""10851"",""Dealers -TotalSell"":""1149"",""TotalDifference"":""-17008""}"
2026-09-10,TPEX,1569,濱川,0,0,0,0,0,0,4000,1,3999,"{""Date"":""1150910"",""SecuritiesCompanyCode"":""1569"",""CompanyName"":""濱川"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Buy"":""228000"","" Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Sell"":""127000"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Difference"":""101000"",""Foreign Dealers-Total Buy"":""0"",""Foreign Dealers-TotalSell"":""0"",""ForeignDealers-Difference"":""0"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalBuy"":""228000"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalSell"":""127000"",""ForeignInvestorsInclude MainlandAreaInvestors-Difference"":""101000"",""SecuritiesInvestmentTrustCompanies-TotalBuy"":""0"",""SecuritiesInvestmentTrustCompanies-TotalSell"":""0"",""SecuritiesInvestmentTrustCompanies-Difference"":""0"",""Dealers-TotalBuy"":""4000"",""Dealers-TotalSell"":""1"",""Dealers-Difference"":""3999"",""Dealers -TotalSell"":""1"",""TotalDifference"":""104999""}"
2026-09-10,TPEX,1570,力肯,0,0,0,0,0,0,0,0,0,"{""Date"":""1150910"",""SecuritiesCompanyCode"":""1570"",""CompanyName"":""力肯"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Buy"":""2000"","" Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Sell"":""9000"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Difference"":""-7000"",""Foreign Dealers-Total Buy"":""0"",""Foreign Dealers-TotalSell"":""0"",""ForeignDealers-Difference"":""0"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalBuy"":""2000"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalSell"":""9000"",""ForeignInvestorsInclude MainlandAreaInvestors-Difference"":""-7000"",""SecuritiesInvestmentTrustCompanies-TotalBuy"":""0"",""SecuritiesInvestmentTrustCompanies-TotalSell"":""0"",""SecuritiesInvestmentTrustCompanies-Difference"":""0"",""Dealers-TotalBuy"":""0"",""Dealers-TotalSell"":""0"",""Dealers-Difference"":""0"",""Dealers -TotalSell"":""0"",""TotalDifference"":""-7000""}"
2026-09-10,TPEX,1580,新麥,0,0,0,0,0,0,5000,4859,141,"{""Date"":""1150910"",""SecuritiesCompanyCode"":""1580"",""CompanyName"":""新麥"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Buy"":""27636"","" Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Total Sell"":""41000"",""Foreign Investors include Mainland Area Investors (Foreign Dealers excluded)-Difference"":""-13364"",""Foreign Dealers-Total Buy"":""0"",""Foreign Dealers-TotalSell"":""0"",""ForeignDealers-Difference"":""0"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalBuy"":""27636"",""ForeignInvestorsIncludeMainlandAreaInvestors-TotalSell"":""41000"",""ForeignInvestorsInclude MainlandAreaInvestors-Difference"":""-13364"",""SecuritiesInvestmentTrustCompanies-TotalBuy"":""0"",""SecuritiesInvestmentTrustCompanies-TotalSell"":""0"",""SecuritiesInvestmentTrustCompanies-Difference"":""0"",""Dealers-TotalBuy"":""5000"",""Dealers-TotalSell"":""4859"",""Dealers-Difference"":""141"",""Dealers -TotalSell"":""4859"",""TotalDifference"":""-13223""}"
