trade_date,market,stock_id,name,foreign_buy,foreign_sell,foreign_net,trust_buy,trust_sell,trust_net,dealer_buy,dealer_sell,dealer_net,raw_json
2026-08-31,TWSE,6770,力積電          ,127413449,53703732,73709717,0,0,0,1704327,1008335,2740358,"{""證券代號"":""6770"",""證券名稱"":""力積電          "",""外陸資買進股數(不含外資自營商)"":""127,413,449"",""外陸資賣出股數(不含外資自營商)"":""53,703,732"",""外陸資買賣超股數(不含外資自營商)"":""73,709,717"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""0"",""投信賣出股數"":""0"",""投信買賣超股數"":""0"",""自營商買賣超股數"":""2,740,358"",""自營商買進股數(自行買賣)"":""3,172,366"",""自營商賣出股數(自行買賣)"":""1,128,000"",""自營商買賣超股數(自行買賣)"":""2,044,366"",""自營商買進股數(避險)"":""1,704,327"",""自營商賣出股數(避險)"":""1,008,335"",""自營商買賣超股數(避險)"":""695,992"",""三大法人買賣超股數"":""76,450,075""}"
2026-08-31,TWSE,2409,友達            ,76050147,34785884,41264263,0,0,0,1010385,1110053,-59668,"{""證券代號"":""2409"",""證券名稱"":""友達            "",""外陸資買進股數(不含外資自營商)"":""76,050,147"",""外陸資賣出股數(不含外資自營商)"":""34,785,884"",""外陸資買賣超股數(不含外資自營商)"":""41,264,263"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""0"",""投信賣出股數"":""0"",""投信買賣超股數"":""0"",""自營商買賣超股數"":""-59,668"",""自營商買進股數(自行買賣)"":""1,190,000"",""自營商賣出股數(自行買賣)"":""1,150,000"",""自營商買賣超股數(自行買賣)"":""40,000"",""自營商買進股數(避險)"":""1,010,385"",""自營商賣出股數(避險)"":""1,110,053"",""自營商買賣超股數(避險)"":""-99,668"",""三大法人買賣超股數"":""41,204,595""}"
2026-08-31,TWSE,0056,元大高股息      ,18461981,9207318,9254663,0,0,0,26243291,331013,26374278,"{""證券代號"":""0056"",""證券名稱"":""元大高股息      "",""外陸資買進股數(不含外資自營商)"":""18,461,981"",""外陸資賣出股數(不含外資自營商)"":""9,207,318"",""外陸資買賣超股數(不含外資自營商)"":""9,254,663"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""0"",""投信賣出股數"":""0"",""投信買賣超股數"":""0"",""自營商買賣超股數"":""26,374,278"",""自營商買進股數(自行買賣)"":""462,000"",""自營商賣出股數(自行買賣)"":""0"",""自營商買賣超股數(自行買賣)"":""462,000"",""自營商買進股數(避險)"":""26,243,291"",""自營商賣出股數(避險)"":""331,013"",""自營商買賣超股數(避險)"":""25,912,278"",""三大法人買賣超股數"":""35,628,941""}"
2026-08-31,TWSE,2887,台新新光金      ,155683195,120569373,35113822,1227286,0,1227286,483788,1547020,-1177813,"{""證券代號"":""2887"",""證券名稱"":""台新新光金      "",""外陸資買進股數(不含外資自營商)"":""155,683,195"",""外陸資賣出股數(不含外資自營商)"":""120,569,373"",""外陸資買賣超股數(不含外資自營商)"":""35,113,822"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""1,227,286"",""投信賣出股數"":""0"",""投信買賣超股數"":""1,227,286"",""自營商買賣超股數"":""-1,177,813"",""自營商買進股數(自行買賣)"":""21,499"",""自營商賣出股數(自行買賣)"":""136,080"",""自營商買賣超股數(自行買賣)"":""-114,581"",""自營商買進股數(避險)"":""483,788"",""自營商賣出股數(避險)"":""1,547,020"",""自營商買賣超股數(避險)"":""-1,063,232"",""三大法人買賣超股數"":""35,163,295""}"
2026-08-31,TWSE,2883,凱基金          ,91106660,61232548,29874112,80000,33220,46780,195855,1212456,-1164601,"{""證券代號"":""2883"",""證券名稱"":""凱基金          "",""外陸資買進股數(不含外資自營商)"":""91,106,660"",""外陸資賣出股數(不含外資自營商)"":""61,232,548"",""外陸資買賣超股數(不含外資自營商)"":""29,874,112"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""80,000"",""投信賣出股數"":""33,220"",""投信買賣超股數"":""46,780"",""自營商買賣超股數"":""-1,164,601"",""自營商買進股數(自行買賣)"":""12,000"",""自營商賣出股數(自行買賣)"":""160,000"",""自營商買賣超股數(自行買賣)"":""-148,000"",""自營商買進股數(避險)"":""195,855"",""自營商賣出股數(避險)"":""1,212,456"",""自營商買賣超股數(避險)"":""-1,016,601"",""三大法人買賣超股數"":""28,756,291""}"
2026-08-31,TWSE,2834,臺企銀          ,693482980,661850146,31632834,0,2969408,-2969408,0,8000,-37318,"{""證券代號"":""2834"",""證券名稱"":""臺企銀          "",""外陸資買進股數(不含外資自營商)"":""693,482,980"",""外陸資賣出股數(不含外資自營商)"":""661,850,146"",""外陸資買賣超股數(不含外資自營商)"":""31,632,834"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""0"",""投信賣出股數"":""2,969,408"",""投信買賣超股數"":""-2,969,408"",""自營商買賣超股數"":""-37,318"",""自營商買進股數(自行買賣)"":""35,000"",""自營商賣出股數(自行買賣)"":""64,318"",""自營商買賣超股數(自行買賣)"":""-29,318"",""自營商買進股數(避險)"":""0"",""自營商賣出股數(避險)"":""8,000"",""自營商買賣超股數(避險)"":""-8,000"",""三大法人買賣超股數"":""28,626,108""}"
2026-08-31,TWSE,2892,第一金          ,83424321,55649338,27774983,637000,985163,-348163,101000,190832,-234754,"{""證券代號"":""2892"",""證券名稱"":""第一金          "",""外陸資買進股數(不含外資自營商)"":""83,424,321"",""外陸資賣出股數(不含外資自營商)"":""55,649,338"",""外陸資買賣超股數(不含外資自營商)"":""27,774,983"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""637,000"",""投信賣出股數"":""985,163"",""投信買賣超股數"":""-348,163"",""自營商買賣超股數"":""-234,754"",""自營商買進股數(自行買賣)"":""14,000"",""自營商賣出股數(自行買賣)"":""158,922"",""自營商買賣超股數(自行買賣)"":""-144,922"",""自營商買進股數(避險)"":""101,000"",""自營商賣出股數(避險)"":""190,832"",""自營商買賣超股數(避險)"":""-89,832"",""三大法人買賣超股數"":""27,192,066""}"
2026-08-31,TWSE,1301,台塑            ,37056331,12076204,24980127,0,56,-56,549016,184173,1104843,"{""證券代號"":""1301"",""證券名稱"":""台塑            "",""外陸資買進股數(不含外資自營商)"":""37,056,331"",""外陸資賣出股數(不含外資自營商)"":""12,076,204"",""外陸資買賣超股數(不含外資自營商)"":""24,980,127"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""0"",""投信賣出股數"":""56"",""投信買賣超股數"":""-56"",""自營商買賣超股數"":""1,104,843"",""自營商買進股數(自行買賣)"":""989,000"",""自營商賣出股數(自行買賣)"":""249,000"",""自營商買賣超股數(自行買賣)"":""740,000"",""自營商買進股數(避險)"":""549,016"",""自營商賣出股數(避險)"":""184,173"",""自營商買賣超股數(避險)"":""364,843"",""三大法人買賣超股數"":""26,084,914""}"
2026-08-31,TWSE,2890,永豐金          ,59110201,35968780,23141421,535000,507175,27825,176864,1272600,-1217520,"{""證券代號"":""2890"",""證券名稱"":""永豐金          "",""外陸資買進股數(不含外資自營商)"":""59,110,201"",""外陸資賣出股數(不含外資自營商)"":""35,968,780"",""外陸資買賣超股數(不含外資自營商)"":""23,141,421"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""535,000"",""投信賣出股數"":""507,175"",""投信買賣超股數"":""27,825"",""自營商買賣超股數"":""-1,217,520"",""自營商買進股數(自行買賣)"":""17,006"",""自營商賣出股數(自行買賣)"":""138,790"",""自營商買賣超股數(自行買賣)"":""-121,784"",""自營商買進股數(避險)"":""176,864"",""自營商賣出股數(避險)"":""1,272,600"",""自營商買賣超股數(避險)"":""-1,095,736"",""三大法人買賣超股數"":""21,951,726""}"
2026-08-31,TWSE,1326,台化            ,31796581,13644649,18151932,0,51,-51,1246108,227261,1111847,"{""證券代號"":""1326"",""證券名稱"":""台化            "",""外陸資買進股數(不含外資自營商)"":""31,796,581"",""外陸資賣出股數(不含外資自營商)"":""13,644,649"",""外陸資買賣超股數(不含外資自營商)"":""18,151,932"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""0"",""投信賣出股數"":""51"",""投信買賣超股數"":""-51"",""自營商買賣超股數"":""1,111,847"",""自營商買進股數(自行買賣)"":""514,000"",""自營商賣出股數(自行買賣)"":""421,000"",""自營商買賣超股數(自行買賣)"":""93,000"",""自營商買進股數(避險)"":""1,246,108"",""自營商賣出股數(避險)"":""227,261"",""自營商買賣超股數(避險)"":""1,018,847"",""三大法人買賣超股數"":""19,263,728""}"
2026-08-31,TWSE,1717,長興            ,23121949,10550570,12571379,3450000,0,3450000,1005526,310912,949619,"{""證券代號"":""1717"",""證券名稱"":""長興            "",""外陸資買進股數(不含外資自營商)"":""23,121,949"",""外陸資賣出股數(不含外資自營商)"":""10,550,570"",""外陸資買賣超股數(不含外資自營商)"":""12,571,379"",""外資自營商買進股數"":""0"",""外資自營商賣出股數"":""0"",""外資自營商買賣超股數"":""0"",""投信買進股數"":""3,450,000"",""投信賣出股數"":""0"",""投信買賣超股數"":""3,450,000"",""自營商買賣超股數"":""949,619"",""自營商買進股數(自行買賣)"":""530,005"",""自營商賣出股數(自行買賣)"":""275,000"",""自營商買賣超股數(自行買賣)"":""255,005"",""自營商買進股數(避險)"":""1,005,526"",""自營商賣出股數(避險)"":""310,912"",""自營商買賣超股數(避險)"":""694,614"",""三大法人買賣超股數"":""16,970,998""}"
